,context,question,answerA,answerB,answerC,correct
20518,"After searching all of the fountains thoroughly, and taking a lot of time, Addison found money at the mall.",What does Addison need to do before this?,spend the money,walk to the mall and make sure their pockets could hold coins,get a ride away from the mall and call security on herself,B
20519,Skylar changed Addison's place to look better by redecorating the entire thing.,How would Addison feel as a result?,disappointed,excited,ugly,B
20520,The music was playing and Skylar was in the mood to move.,How would you describe Skylar?,a person who loves to sing,a sedentary person,a person who loves to dance,C
20521,Lee sneezed when just stepping out of the door. Lee decided he had to go to the hospital.,How would others describe Lee?,safer for his health,better because he visited a hospital,obsessed,C
20522,Tracy missed the bus to school. Tracy asked Austin's family for a ride to school.,What will happen to Austin?,get there on time,have no one to talk too,get to school late,A
20523,Ash went home after college and told his parents he wanted to quit.,What will Ash want to do next?,leave the school,rent a movie,buy a gift,A
20524,Alex loved their cousins bodies and grabbed one of them by the crotch.,Why did Alex do this?,grow fond of the cousins,was immoral and thought he would imitate President Trump,grow possessive of his cousins,A
20525,Skylar borrowed Kai's power tools to finish a remodeling project he was working on and lost Kai's power tools.,What will happen to Kai?,buy kai a replacement power tool,Kia will have to buy all new power tools,apologize to kai,B
20526,Casey took a while to arrive at the cafe in the middle of the city.,What will Casey want to do next?,full,bored,lazy,A
20527,Skylar was offered a high paying position in her field of expertise. She quit her old job.,How would Skylar feel afterwards?,excited to begin her dream job,angry about the new position,happy to keep her old job,A
20528,Skylar slapped Quinn in the face after he accused her of cheating on the test.,How would you describe Skylar?,upset that they cheated on the test,angered by the accusation Quin made,Angered that Ashton accused them of cheating,B
20529,Taylor hit the nail on the head and got a passing score because of this.,How would you describe Taylor?,feeling conflicted,feeling bored,feeling smart,C
20530,Taylor appointed another person to the chair before retiring.,What does Taylor need to do before this?,say bye to the retiree,investigate the new person,announce her retirement,B
20531,"Kendall slipped on a wet spot and crashed to the floor, breaking his arm.",How would Kendall feel afterwards?,humorous,pain,happy,B
20532,Lee went to the movies with Riley's friends. They had a great time.,What will happen to Lee?,watch fewer movies,go home after,go to the movies again,B
20533,"Bailey took it easy at the time, which cost them when finals came around and they didn't know the answers.",Why did Bailey do this?,study hard,have a relaxing school year,succeed,B
20534,Carson played a game of charades with several friends from school.,How would Others feel as a result?,like it was a good time,upset with rules,a good friend,A
20535,Bailey pushed Tracy's arm away to keep them off of them.,Why did Bailey do this?,loved,bring them close,make sure they stayed away,C
20536,Ash talked Carson into going to the mall with her.,What will happen to Ash?,go shopping in the mall with Ash,buy clothes,not buy anything,B
20537,Jesse asserted their right to keep their property taken care of in the court.,What does Jesse need to do before this?,decide to work at the court,stay out of court,have their rights questioned,C
20538,ash was in a rush so she left bailey's gift behind.,What will Ash want to do next?,refuse to go back for the gift,go back to get the gift,refuse to apologize for forgetting the gift,B
20539,Ash saw Jesse last week before Jesse left the country to take the new job.,What does Ash need to do before this?,Be too busy,go home and relax,Know Jesse,C
20540,Cameron became Riley's architect and designed a building for them.,What will Riley want to do next?,Riley's friend,was hired by Riley,pay them for what they did,C
20541,Skylar discussed the policy of the bank in terms with their customer.,What will Skylar want to do next?,Learn the whole process,make sure they understand,Study the whole process,B
20542,Jordan took some time to read everything in the manual before getting started.,Why did Jordan do this?,forget information,help others,use the manual,B
20543,Cameron took off running and started heading towards Robin.,How would Robin feel as a result?,would be happy he caught Robin,would be tired form running,like they are adored,C
20544,"Despite there were a lot a people in the bank, Tracy robbed the bank alone.",What will happen to Others?,keep silence,play dead,be arrested by the police,A
20545,Taylor made Ash's home look nice with they helped with painting.,Why did Taylor do this?,help a friend,relax with Ash,spend time at their friends home,A
20546,Casey gave Sydney notes so she could study for the test and do well.,What will happen to Sydney?,she will study too,study,she will be rewarded,A
20547,Ash had a good day at since after getting good grades and seeing their friends.,What does Ash need to do before this?,invite their friends to hang out,reward themselves for getting good grades,get their grades back in class,A
20548,Casey named the baby. It was a good name.,How would you describe Casey?,a modernist,pleased with it,family oriented,C
20549,Alex and Sydney had a play date at Sydney's house.  Sydney had so many toys and Alex enjoyed Sydney's toys too much.,How would Alex feel afterwards?,jealous of Sydney,a man,happy at Sydney for having better toys,A
20550,Skylar asked Austin's boss if they could have a raise or a promotion.,Why did Skylar do this?,impress the boss,work harder,get better pay,C
20551,Skylar became stuck in traffic and missed her meeting.,How would Skylar feel afterwards?,annoyed,glad,happy,A
20552,Sydney wanted to watch a scary movie and eat popcorn and candy at the theater.,How would Sydney feel afterwards?,fun loving,frightened to go home alone,happy to get a sugar rush,B
20553,"Even though they were broke, Sydney paid a lot of money for the tickets, using loans from friends.",What does Sydney need to do before this?,find friends who had money,convince their friends to give them tickets,be grateful for her friends,A
20554,Remy took melatonin because Remy could not sleep with all their anxiety.,How would you describe Remy?,a person that overthinks,someone who sleeps easily,rested,A
20555,"Ash was holding a weapon and looking frightened, so Sasha asked Ash to explain what was going on.",What will Sasha want to do next?,hear Ash out,yell at Ash,drop the weapon,A
20556,Kendall didn't want to eat the lunch their mother made them so Kendall threw the lunch to the dogs.,How would you describe Kendall?,Wasteful,Generous,relieved,A
20557,Addison supplied the team with much needed water after practicing hard.,What will the team want to do next?,approach the team,reward Addison,get some water,C
20558,Kai caught Remy in the act of stealing money from the school account.,What will Remy want to do next?,Beg Kai not to turn him in to the police,walk into the room,see Remy,A
20559,Alex provided food to the homeless people who were staying in the local shelter.,What will the homeless people want to do next?,be generous with others,punish Alex,thank Alex,C
20560,"Robin fought hard, followed the advice and beat the cancer, thus inspiring everyone.",How would you describe Robin's character?,elated that she was victorious,a determined fighter,proud that they survived,B
20561,the cat scratched alex in the face so alex chased the cat.,What will Alex want to do next?,keep chasing the cat,make the cat angry,forgive the cat,A
20562,Austin picked up the phone and quickly called his dad for help.,How would you describe Austin?,strong and powerful,worried and helpless,brave and independent,B
20563,Quinn got a vanilla birthday cake from their friends and family on their birthday.,What will Quinn want to do next?,eat the cake,save the cake for later,celebrate,A
20564,"After being happily married for ten years, Austin had three children.",What will happen to the children?,Austin's children will fight with each other,Austin's children will be spoiled,Austin's children will become adults,C
20565,Alex took their baby to the doctor for a regular checkup.,Why did Alex do this?,bored,help the baby,proud,B
20566,Taylor played lots of sports and was very focused on winning.,How would you describe Taylor?,lazy,focused,apathetic,B
20567,Carson was going to the party. Carson got a gift for my birthday even though he didn't have too.,How would Others feel as a result?,Happy,surprised,feed sad,A
20568,Kai cried every morning after her father died.,How would you describe Kai?,happy,upset,glad,B
20569,Robin gave their niece some money as a birthday present.,How would Others feel as a result?,Others would think Robin liked their neice,Others would be jealous,Others would be complaining,A
20570,Quinn decided to double check the accuracy of his work.,How would Quinn feel afterwards?,very responsible,very careless,Like a teacher,A
20571,Jan started another argument and felt really bad about what they did.,How would you describe Jan?,very guilty,As someone with out remores,bad,A
20572,Ash was very lazy and Riley ended up have to do both their shares of work.,What will Riley want to do next?,quit work,thank riley,get a new work partner,C
20573,Sydney belonged to Cameron's group and new what they were suppose to do for the project.,What will Cameron want to do next?,For the project to be fun,For the project to get done,work with Cameron on the project,B
20574,Jan came in on time. of all doing eating mutton in home.,What will happen to Others?,avoid trouble,came in on time,jan came incorrect time,A
20575,Tracy was playing cards with some friends and it was their turn. Tracy layered their cards on the table to show them.,What will Tracy want to do next?,collect winnings,lose money,leave the table,A
20576,Jan was sent to the principal's office because he was acting up in class.,Why did Jan do this?,do well in school,Act out in class,look cool,C
20577,Casey was a bum who didn't like to do anything. Casey brought nothing to the world.,How would Casey feel as a result?,upset with themselves,proud of themselves,good about themselves,A
20578,Quinn conducted their business for the day and then got dinner.,Why did Quinn do this?,full,lazy,eat her food,C
20579,Carson wrote their first novel about a couple of friends lost in the big city.,Why did Carson do this?,passive,creative,lazy,B
20580,Sydney worked well to get noticed in business and ended up getting a promotion from their boss.,What will happen to Sydney?,thankful to her boss,move up in life,get more famous,A
20581,Aubrey educated their children to not be bullies and to stand up to bullying if they saw it.,How would their children feel as a result?,able to be supportive friends,hopeless if they are bullied,ready to sit quietly in school,A
20582,Skylar divided the voters into groups after taking all of their names.,How would Skylar feel as a result?,political,commanding,divided,B
20583,Alex led with his chin despite others warnings against it.,How would you describe Alex?,impressionable,unreasonable,flexible,B
20584,Cameron bought a new backpack for school and put some books in it.,How would Cameron feel afterwards?,well prepared,angry and bored,sad and depressed,A
20585,Ash paid dividends to the stockholders and it was a nice bonus that day.,How would Others feel as a result?,rich now,happy for helping others,bored now,A
20586,Bailey paid their cable bill on time and got to watch some good shows later.,How would Bailey feel afterwards?,relieved,lazy,competent,C
20587,Alex threw big kisses up into the air after doing his musical performance at the theater.,What will Alex want to do next?,Run out quickly,Enjoy a smoke,Enjoy the applause,C
20588,Quinn called Carson's mom about meeting her at the local coffee shop to catch up.,What will Quinn want to do next?,be friendly,drink,meet Carson's mom,C
20589,Lee couldn't believe how much electronics cost in store. He decided to check online.,What will Lee want to do next?,compare prices on different websites,always the best quality,"buy the first one he comes across, regardless of price",A
20590,Kai threw contempt on the subject for they knew it was wrong.,How would Kai feel as a result?,unsatisfied with issue,they were smart,they were stupid,A
20591,Jordan told their friend what Addison had said behind their back.,What will happen to Addison?,remain a loyal friend,get caught,be disliked by Addison,B
20592,Tracy went on vacation and decided to rent a car.,How would you describe Tracy?,needing a new car,a car owner,needed transportation,C
20593,Carson put his dirty clothes on the front seat of Jan's new sports car.,What will happen to Carson?,get in Jan's new sports car,kiss Carson,get hit by Jan,C
20594,Skylar felt confident today at work because she was well rested.,What will Skylar want to do next?,get some good sleep,take a nap,do a good job,C
20595,Tracy studied engineering hard in college and became an astronaut.,What does Tracy need to do before this?,stay an astronaut,quit school,Make good grades,C
20596,Ash made some new friends after he decided to go to the park.,How would Ash feel afterwards?,angry about being outside,happy that he decided to go,alone,B
20597,"taylor was a guide, he led aubrey and her team up the mountain.",What will taylor do next?,be careless,safe,make their way up the mountain,C
20598,"Whenever Robin's elderly neighbor needed help with chores, Robin would help.",How would Others feel as a result?,glad she was young,like Robin was a good neighbor,like Robin was a boring person,B
20599,Jan and Sydney were up late preparing for a presentation. Sydney just poured herself some coffee and Jan took a sip of it.,What will Sydney want to do next?,needed to blow on the hot beverage to cool it,ask Jan if she would leave,drink it,B
20600,Remy knew Aubrey the best out of all their friends.,What does Remy need to do before this?,hang out,be friends with Aubrey,talk about them well,B
20601,"After being told they would never be a good soccer player, Taylor kicked a ball and scored a goal from halfway across the field.",How would Taylor feel afterwards?,triumphant,indignant,a good soccer player whose real potential  has not been recognized,A
20602,Taylor put the pillow behind Skylar so that she could see the TV betteer.,What will happen to Taylor?,be mad,see better,fall back,B
20603,"Skylar kept Quinn from becoming a waitress, so they had to keep being a cook instead.",What will happen to Skylar?,prepare dishes,learn recipes,have to find a different waitress,C
20604,Quinn was a wrestler.  They put their foot down upon their opponent's neck.,Why did Quinn do this?,lose the championship,win the wrestling match,win the championship,B
20605,Taylor looked behind Jan and saw the man standing there.,Why did Taylor do this?,scream,see who was there,ignore Jan,B
20606,Jan applied themself to their studies and got a good grade on the test.,What does Jan need to do before this?,know what to study,get more good grades,of gave the lesson well,A
20607,Aubrey played a role in settling her mother's affairs after her death.,Why did Aubrey do this?,finalize her affairs,divide up the pittance that remains among her siblings,deal with her greedy family members trying to get mom's money,A
20608,Ash called the vet to help her cat get well as soon as possible.,Why did Ash do this?,help the cat,loved,care for the cat,C
20609,Alex changed hairstyles often and got noticed a lot because of this.,How would you describe Alex?,fashionable and attractive,stylish and trendy,feeling pretty,A
20610,Sydney put the boxes in storage before going back home for the summer vacation.,What will Sydney want to do next?,lock the storage,needed to pack the boxes,needed to get storage boxes,A
20611,"In their article, Alabama gave the reader a thorough analysis of Riley's perspective.",How would you describe Alabama?,a writer who has interviewed Riley,interview Riley,a reader who has researched Riley,C
20612,Austin devoted all of their time and energy to work after losing his wife and child.,What does Austin need to do before this?,child and wife,miss time,have a job with overtime,C
20613,Carson entered their house and began to steal things.,How would you describe Carson?,scared,criminal,guilty,B
20614,Cameron climbed the fence to escape the kidnappers that had took her two months ago from home.,How would you describe Cameron?,week,scared,relieved,B
20615,Cameron went to the video store to see if they could rent a movie.,How would Cameron feel afterwards?,interested in movies,happy with their pick,sad and angry,B
20616,Lee created a soothing atmosphere for Riley because Riley needed to relax.,What does Lee need to do before this?,of wanted Riley to create the atmosphere,keep it quiet,relax,C
20617,Quinn climbed back up after they fell down the wall.,Why did Quinn do this?,keep climbing,fall down,assess the height,A
20618,Alex stayed awake and watched a really good movie one night.,How would you describe Alex?,sleepy,As someone who rents movies,entertained,C
20619,Austin asks Quinn to carefully describe the artwork for an app that helps the blind imagine paintings.,What does Quinn need to do before this?,get more help for the app,lose their eyesight,have their eyesight,A
20620,Quinn met a new man at work and they both worked on projects for years.,Why did Quinn do this?,skilled,lazy,find out who the new man is,A
20621,"Tracy was going to win the game, so she mocked her opponent.",Why did Tracy do this?,make the opponent upset,make the opponent vindicated,berate tracy,A
20622,Jordan had never played mini-golf before until Casey popped Jordan's cherry.,How would Jordan feel as a result?,happy for Casey's support,upset by Casey's violation,distressed by Casey's crudeness,A
20623,Jesse forgave her siblings their sins.,Why did Jesse do this?,jesse wants ot break up relationships,quit,jesse loves her siblings,C
20624,Riley stopped teasing Lee after she saw how upset and hurt they were.,How would Riley feel afterwards?,Bad for not being tougher on Lee,empathetic,like they should make it up to lee somehow,B
20625,Cameron climbed the fence to escape the prison and reach her freedom.,Why did Cameron do this?,wanted to be free,wanted to stay,run,A
20626,Kendall's favorite song came on and didn't want to dance alone. Kendall asked Sydney's friend if they wanted to dance.,What will Kendall want to do next?,pull Sydney up,ask the friend to dance,get mad,A
20627,Carson bought new glasses when he was at the store.,What does Carson need to do before this?,purchase a new pair of eye glasses,get his prescription,get a new pair of eye glasses,B
20628,Cameron whispered a secret into Jan's ear as a playful gesture.,What will happen to Cameron?,enjoy themselves,have a good time,be told a secret as well,B
20629,"Jesse was a soldier in the army and for four years, Jesse fulfilled her duties.",How would you describe Jesse?,patriotic,satisfied with a job well done,relieved to have fulfilled her duties,A
20630,Austin grabbed Taylor by the short hairs on his head and slammed him to the ground.,Why did Austin do this?,loved taylor,wanted to show his strength,stun him,B
20631,Remy was feeling depressed lately but things turned around after winning the lotto.,How would Remy feel afterwards?,happy,disappointed,downhearted,A
20632,Bailey was not careful while using the new glue gun she ordered for her crafts class. Bailey burnt their fingers.,How would you describe Bailey?,not careful with things,upset afterwards,very attentive in class,A
20633,Lee confronted the bullies and got kendall's bike back for her.,How would you describe Lee?,selfish,mean,brave,C
20634,Jordan told Robin much more about the affair going on between Robin's wife and their secretary.,What will Robin want to do next?,start a relationship with Jordan,Confront their wife about the affair,guilty,B
20635,Bailey saw that a fitness routine worked for Remy and thus decided to try it.,What will happen to Remy?,be glad to keep up the routine,work out every day,blame Remy for not informing her sooner,B
20636,Kendall got Casey's bike to their house and left it with a note.,What will Kendall want to do next?,take the bike,break the bike,walk home,C
20637,"After careful deliberation, Tracy skillfully robbed the local bank.",What will authorities want to do next?,chase Tracy until they catch him,flee to another country with the money,split the money with Tracy,A
20638,Tracy was merely another helper but she always did her work well and with dedication.,How would you describe Tracy?,ethical,very responsible,lackadaisical,B
20639,Kendall left the coat at Remy's place and forgot to get it later.,How would Remy feel as a result?,fashionable,annoyed,absent minded,B
20640,Sydney was not paying attention while driving. Sydney hit Kendall's car and killed them instantly.,What does Sydney need to do before this?,be driving very carefully,make sure they watched out for Kendall,not pay attention to their actions,C
20641,Taylor gave Alex a ride home in her car after school was over.,Why did Taylor do this?,leave in her car,help a friend,think about their home,B
20642,Addison called the manager into Skylar's office and told Skylar that they would be promoted.,What will Skylar want to do next?,consider deciding to leave the position,consider taking the position,make sure skylar gets a raise,B
20643,Addison performed their duty to the best of their abilities.,What will Addison want to do next?,be useless,be weak,be perfect,C
20644,austin was learning to ride a horse so he made sure to never let go.,What will happen to Others?,be amused at austin,stay on the horse,do a good job,A
20645,Casey met my wife when we went out to dinner.,What will Others want to do next?,ignore them,get to know my wife better,be nice,B
20646,Remy prevented the pancakes from sticking. Remy was a good cook.,How would you describe Remy?,a terrible cook,not a fan of breakfast,a fan of breakfast,C
20647,robin needed to see her dying parents so she flew home.,What will Robin want to do next?,Purchase a plane ticket,something she can do for her parents,forget about her parents,B
20648,"Alex lived nearby in Casey's area, away from the gated community.",What will happen to Casey?,be visited by Casey in the slums,see the gated community from afar,understand Alex,B
20649,Bailey did not feel like going to school. They faked being sick.,How would Bailey feel afterwards?,a liar,unmotivated,does not like school,B
20650,"Bailey always made bad decisions on their own, so this time Bailey asked their friend for advice.",What does Bailey need to do before this?,be without friends,thank their friend for the advice,need advice,C
20651,bailey did not have time to wait for the new interns to finish so she finished their report for them.,How would you describe Bailey?,as ambitious,as lazy,as stupid,A
20652,Remy wanted to know what Tracy was thinking so she asked her.,How would you describe Remy?,Annoying,Friendly,Rude,B
20653,Aubrey was talking to their employees. They sent text messages.,What will happen to Others?,from,Others will agree with Aubrey,Others will ignore the message,B
20654,Sawyer was applying to nursing school and asked Lee for a recommendation letter.,What did Sawyer need to do before this?,nervous about it,finish going to medical school,do good work for Lee to impress them,C
20655,Jan lived happily ever after after put the villain in prison for eternity.,How would the villain feel as a result?,despair over losing their freedom,victorious,content,A
20656,Lee had a big crush on Alex and Alex like him back.,What will Alex want to do with this information?,formally ask Alex out on a date,ignore lee,ask Lee on a date,C
20657,Jordan took his sister to the circus.  They like to make their sister happy.,Why did Jordan do this?,get directions to the circus,buy tickets to the circus,enjoy seeing their sister have fun,C
20658,Taylor gave her something she was allergic to and made Bailey's teeth itch.,How would you describe Taylor?,very insensitive,very caring,very careful,A
20659,Remy grew flowers in their garden. They were growing so beautifully.,What will Remy want to do next?,get a gardening book,forget the book,plant seeds,C
20660,Skylar trusted Remy.  He would always remember her advice and keep his promises.,Why did Skylar do this?,do the opposite of what Remy said,disappoint Remy,keep his commitment to Remy,C
20661,Kendall sat at Jan's desk and searched through the drawers.,How would you describe Kendall?,guilty about snooping,nosy,afraid that Jan will find out what Kendall did,B
20662,"Kendall lost their footing near the edge of the cliff, but Jordan prevented Kendall from falling.",What will Jordan want to do next?,want to save their friend,not hurt,push Kendall from the cliff,A
20663,Bailey went around the corner to see if any dogs were approaching the house.,Why did Bailey do this?,conflicted,grab pepper spray,smart,B
20664,Sasha loved animals and was bringing them to a new sanctuary where they were safe.,How would Sasha feel afterwards?,sad,depressed,fulfilled,C
20665,Aubrey went over Sasha's head to their boss when Sash didn't agree with her.,What does Aubrey need to do before this?,have fun with Sasha,make an appointment,make a complain,C
20666,"Aubrey played a model in the making on the new show, and it ended up being a hit.",What will the director want to do next?,make more episodes,find out whether she's allowed to play a model,audition to be a model on the show,A
20667,Robin bought the birthday present immediately after it went on sale.,How would Robin feel afterwards?,like they could keep shopping,like they got a great deal,like heading home for the day,B
20668,Ash got the best of Sasha when they were playing video games.,What will happen to Sasha?,want to play again,proud,skilled,A
20669,Sydney asked her for Casey's number so he could call them out on a date.,How would Casey feel as a result?,attractive,interested in going out with Casey,alone,A
20670,Connor was applying to nursing school and asked Lee for a recommendation letter.,What did Connor need to do before this?,finish going to medical school,be seriously considered as a potential candidate,do good work for Lee to impress them,C
20671,Skylar saw what her friend was doing and Skylar thought is was cool.,How would Skylar feel afterwards?,fashionable,Like they know something cool now,gracious,B
20672,Quinn's sister just had a baby. Quinn came every week to help out when needed.,How would you describe Quinn?,a caring person,a mean person,a selfish person,A
20673,"When placed on the witness stand at the trial, Austin told all.",How would you describe Austin?,would be happy it's over with,uncaring about consequences,an honest person,C
20674,Skylar got injured and was afraid to leave. Skylar took up hiding in their abode.,How would Skylar feel afterwards?,scared of leaving the house,likes to be alone,angry at thier own fear,A
20675,Casey filled Sydney's heart with Joy when they told them they wanted to date.,What does Casey need to do before this?,become romantically involved with Sydney,get to know Sydney better,want to date Sydney,B
20676,jordan was looking to feed other people so he put the hot dogs on the grill.,Why did Jordan do this?,feed himself,flip the hot dogs,wash vegetables for side dish,A
20677,Jesse drew the line when he realized his friends wanted him to steal from his work.,How would you describe Jesse?,they needed new friends,someone who refuses to steal from his work,comfortable stealing from his work,B
20678,Riley fell down and smacked his head on the tile and was pretty sure he had suffered a concussion as a result.,What will Riley want to do next?,go home by himself and take a nap,take some sleeping pills so he can get some rest,go to the emergency room to get checked out,C
20679,"Cameron was falling asleep in class when the professor called on them. Without any other choice, Cameron had a stab at the question.",How would Cameron feel afterwards?,Proud to have been called on in class,lazy,Anxious to hear the answer,C
20680,Kai loved dogs so got a job as a dog walker for the summer.,What will Others want to do next?,trust Kai with their dogs,reject Kai's offers,avoid paying Kai,A
20681,Kendall made sure to ask all the right questions at the meeting.,How would Others feel as a result?,proud of Kendall,likes to be prepared at worker,a hard worker,A
20682,Sydney pulled a face as Robin and Robin assumed what Sydney's expression meant and Robin thought it wasnt good.,What will happen to Robin?,avoid Sydney,talk to Robin,not get into trouble with Sydney,B
20683,Jesse got into a car accident so they called their insurance company after.,How would Jesse feel afterwards?,covered,nervous,nervous,B
20684,Austin played every hand with some precise mathematical precision.,What does Ash need to do before this?,be a good card player,do their best,be a so-so card player,A
20685,Sasha summoned another guest to the party and had a few more drinks.,What will Others want to do next?,loved,bored,keep partying,C
20686,Riley saw the eye doctor. The doctor gave them glasses.,What will Riley want to do next?,look away from the glasses,throw the glasses away,wear the glasses,C
20687,Aubrey was apprehensive about going to the doctor. Aubrey finally went after some pressure.,What does Aubrey need to do before this?,needed to tell someone about it,take medicine,needed to tell herself about it,A
20688,Skylar saved his father's medals from WWII to show his friends.,How would Skylar's friends feel as a result?,honored to see the medals,like they could have done better in WWII,proud of their father,A
20689,Carson felt contractions two months earlier than her due date.,What will Carson want to do next?,run a marathon,call her doctor,eat some fried chicken,B
20690,Alex was hardworking but they did not get a raise.  Alex considered another employer.,Why did Alex do this?,get better paid job,accept a job that they like better,go to job interviews,A
20691,"Cameron had not seen a friend for a long time, so Cameron came with them for lunch.",What will Cameron want to do next?,chit chat,vow silence,remain mute,A
20692,Alex and Kai played video games together every day and had fun.,How would Others feel as a result?,bad about it,a fan of video games,good about it,C
20693,Jan increased their homework after the school had a bad rating last year.,What will Jan want to do next?,Give them paper,Give them more test,Give them pen,B
20694,skylar watched alex play in the park to try and relieve some stress.,How would Skylar feel afterwards?,happy to have a friend there,supported by Skylar,like they are relaxed,C
20695,"After walking in poison ivy, Jesse broke out in a rash.",How would Jesse feel afterwards?,bad for Jessie,itchy,fine,B
20696,"They no longer had the dress in the store, but Aubrey found it online.",Why did Aubrey do this?,buy it,wanted the dress,likes small businesses,B
20697,Cameron practiced every word and when it came time to deliver the speech he nailed it.,How would Cameron feel afterwards?,diligent,would be resentful,overjoyed,C
20698,Jan locks horns with her father every day at breakfast.,How would you describe Jan?,like avoiding Jan at breakfast,argumentative,annoyed with Jan,B
20699,When Robin falsely accused Cameron of being a liar and said she would never trust him Cameron treated Robin accordingly.,What will happen to these friends?,stop talking to each other,take on the characteristic that Robin accused him of,go on a vacation together,A
20700,Taylor got what he needed to make it easier for everyone else.,How would you describe Taylor?,altruistic,thoughtful,egotistical,B
20701,Taylor allays Remy's fear of spiders with intensive exposure therapy.,How would Taylor feel afterwards?,pleased with work,proud to hurt Remy,pleased with wages,A
20702,"Kendall was a bold child, always in trouble, fighting, stealing and breaking the law.  Bailey their guardian didnt know what to do, Kendall eventually pushed Bailey over the edge.",What will happen to Kendall?,never get into trouble,get shouted at,anger Bailey,B
20703,Sasha pulled the blinds together to shut out all the harsh incoming sunlight.,How would Sasha feel afterwards?,safe in the bright window,relieved to be out of the light,more relaxed,B
20704,Jordan tripped over their own feet and accidentally lodged a pencil into Sasha's eye.,How would you describe Jordan?,exceedingly coordinated,extremely graceful,accident prone,C
20705,Ash found peace for Alex's souls by praying to God and hoping for the best.,How would you describe Ash?,her prayers were answered,at peace that she has prayed,feeling relieved,B
20706,Taylor took out a pouch of tobacco and rolled a cigarette in from of Sasha.,How would you describe Taylor?,relieved,A smoker,satisfied,B
20707,Cameron has really gone downhill lately. No one can trust him. Cameron took the money from the office at his job.,How would Cameron feel afterwards?,proud,ashamed,hardworking,B
20708,Aubrey tried to get along with them because they were making an effort to be friendly.,How would Aubrey feel afterwards?,unfriendly,warm inside,lonely,B
20709,Sydney was sitting rather dejectedly in their car while Carson wrote Sydney a ticket.,How would you describe Carson?,guilty,an underwater diver,a police officer,C
20710,Jesse was complaining hip pain. Addison put Jesse's hands on Jesse's hips and pointed out the presence of some kind of mass or bump.,How would you describe Addison?,a hip specialist,an observant person,a medical professional,C
20711,Austin bought a new phone with the money they had leftover from their work.,How would Austin feel afterwards?,morose,happy,bored,B
20712,Lee restored the health of Remy because she was very sick.,What does Lee need to do before this?,leave Remy in pain,ignore Remy,know how to fix Remy,C
20713,Casey lost her watch so Casey got a new one yesterday at the mall.,Why did Casey do this?,lost it,be more careful,use the new watch,C
20714,Addison helped Remy get out of trouble by doing their dirty work.,What will happen to Remy?,get blamed for everything,be happy,saved,C
20715,Robin just completed all of their tasks for the day and now they are free.,How does Robin feel?,fulfilled,watch tv,disappointed,A
20716,Remy ask Jan to clean up the mess of toys. Jan does it without being asked again.,How would Remy feel afterwards?,happy,violent,broken,A
20717,Cameron lived her dream of skydiving when she went with her friends one day.,How would you describe Cameron?,a dare devil,very satisfied to fulfill their dream,happy to do it with friends,A
20718,Austin liked Jordan's hair and complimented her on it several times.,What will Austin want to do next?,be apppreciative,return the compliment,get a similar style,C
20719,Sydney took their mom to the carnival and show them all the clowns that were there up close.,Why did Sydney do this?,bring their mom to the carnival,help their mom get over their fear of clowns,show their mom something bland,B
20720,Sasha gave her daughter the money for the treats at the store.,What will Others want to do next?,buy the treats,needed to take her daughter to the store,throw the money away,A
20721,Jesse agreed to look after Alex's house while they were out of town.,Why did Jesse do this?,wanted to ruin the lawn,wanted to be a good neighbor,wanted to drive up the water bill,B
20722,Sasha was very happy with what they accomplished at the race track that year.,What will Sasha want to do next?,rent a movie,train for the race,keep gambling,C
20723,Quinn had put up their boots and turned on the heat. They called the dogs back inside.,What does Quinn need to do before this?,have dogs,shut the door,feed the dogs,A
20724,Aubrey tried to impress her and then got Kendall to go on a date with her.,What does Aubrey need to do before this?,impress kendall,go to dinner with them,go to a movie with them,A
20725,sydney was a helpful person so she found jesse a way to the store.,How would you describe Sydney?,as mean,as generous,glad that she helped Jesse,B
20726,Tracy bent Jordan's head painfully backwards intentionally.,How would Tracy feel afterwards?,a violet person,guilty that she hurt Jordan,excited about what she's done,B
20727,Kai felt that the laws were too strict for young men so to support them he made the laws more lenient to try to prevent them going to jail.,How would you describe Kai?,caring,not caring,that step will help young men to be good people,A
20728,Kai had heard through rumors that Jordan's girlfriend was planning a break up so Kai wanted to tell Jordan to give him a heads up.,What will happen to Jordan?,call his girlfriend to tell her he loves her,ask his girlfriend to marry him,break up with his girlfriend before she can do it,C
20729,Austin sent his friend Kendall into a dangerous situation.,How would Austin feel afterwards?,grateful,anxious,happy,B
20730,Kai did well on a test and made Lee proud.,What will Kai want to do next?,celebrate with Lee,do well on other tests,study for the test,A
20731,Bailey is a judge in a state court system.,How would Bailey feel afterwards?,smart,justified,confident,A
20732,Ayden was applying to nursing school and asked Lee for a recommendation letter.,What did Ayden need to do before this?,Write the letter,give Lee a job interview,finish the nursing prerequisites,C
20733,Ash tried  hard to keep a tough physique and other men admired him.,What will Ash want to do next?,eat unhealthy,go to the bank,keep working out,C
20734,Carson kept Tracy alive by being a good doctor to her.,How would Carson feel afterwards?,proud,like a failure,cared for and supported,A
20735,Ash couldn't stand her boyfriend anymore. He is too obsessive about her and Ash cannot breath.,How would you describe Ash?,a person who wants freedom,happy and relieved,a person who has asthma,A
20736,Casey determined the truth after years of doing meticulous research on the subject.,How would Casey feel afterwards?,smart and persistent,like a genius,smarter,A
