,context,question,answerA,answerB,answerC,correct
30944,Ash cooked dinner for his girlfriend so do something nice for them.,How would Ash feel afterwards?,Like they should of cooked them dinner,Glad they did something nice for them,a warm and nice person,B
30945,"Even though their boss gave them a difficult project, Austin reached their goals before deadline.",What does Austin need to do before this?,work very slowly,concentrate on the project,keep up the good work,B
30946,Tracy wore makeup to the wedding that matched their formal dress because they were a bridesmaid.,Why did Tracy do this?,For the wedding to go well,wear a different dress to the wedding,do what the bride told her,C
30947,"It was time for Kai to go home, but Sydney wanted Kai to stay over.",How would Kai feel as a result?,Rejected,Sad,Liked,C
30948,Austin get into his car and drove the long way home at noon.,Why did Austin do this?,go shopping,eat lunch,drive around town,B
30949,Remy put Jan's toy away because they were done playing.,Why did Remy do this?,put away toys,do nothing,be bored,A
30950,casey went to the store with cameron's father to help them pick out a gift for the party.,What will happen to Cameron?,be thanked,be ignored,be hated,A
30951,Addison wrote the script and made Austin act silly.,What does Addison need to do before this?,tear up the script,throw the script away,give the script to Austin,C
30952,"Kendall loved horror movies, so he attended the Horror Film Festival with friends.",What will Others want to do next?,get autographs from famous horror actors,bored,go to a comedy show instead,A
30953,Aubrey arranged Alex's interview for the associate marketer position.,How would Alex feel as a result?,Bored,Disappointed,Accomplished,C
30954,"Remy represented Skylar's interests in the case, and eventually it went to trial.",What will Remy want to do next?,prepare Skylar,abandon Skylar,tamper with the witness list,A
30955,Remy taught the pet to think about things before it acted on them.,How would Remy feel afterwards?,like they are accomplished,upset at the animal,like they know nothing,A
30956,"Alex was riding his bike when he saw a dirt road, so Alex went down that road.",How would you describe Alex?,brave,boring,lazy,A
30957,Carson was bowling with friends and had lost another round.,How would you describe Carson?,sad over the loss,disappointed,losing at bowling,C
30958,Lee mad Quinn's approach down the ski slopes seem trivial in comparison to his black diamond moves.,What will Quinn want to do next?,go eat lunch,take the day off,learn from Lee,C
30959,Jordan opened the envelope and announced the winner.,How would Jordan feel afterwards?,very angry,excited and thrilled,very pissed off,B
30960,Riley was really hard on Aubrey that day after she kept failing to get the ball in.,Why did Riley do this?,play ball with Aubrey,be a good ball player,wanted to make Aubrey skillful,C
30961,"On his first day as a police officer, Skylar gave the man a speeding ticket.",What does Skylar need to do before this?,Call and ask for backup,Complete Police Academy,Ask the driver if he was okay,B
30962,Alex went back and forth on whether or not to fire the girl for be late all the time.,What will Alex want to do next?,make a decision,was unsure of what to do,give the girl their first bonus,A
30963,"Austin and Taylor had not met for a long time, they met during Christmas.",How would Austin feel afterwards?,never there,a bad friend,embarrassed for the hug,C
30964,carson was a reasonable person so he placed the problem in perspective.,Why did Carson do this?,annoy others,show both sides of the story,cause problems,B
30965,"After lunch, supervisor Remy called me into the office. He said I was getting a raise and promotion for the quality of my work.",What will happen to the others?,be happy that their new supervisor was once a colleague,throw a pity party and pitch in on a gift,be happy that their new supervisor was never a colleague,A
30966,Skylar took several hours to make sure their paper was formatted correctly before turning it in.,How would you describe Skylar?,a person who likes to almost miss deadlines,a person who makes careless mistakes,a person one can trust to do things right,C
30967,Lee divided the money that was made at their store between themselves and Alex.,What will happen to Lee?,get accused of stealing,get thanked by Alex,go spend it all in one place,B
30968,Quinn had never met Kendall's family before and Kendall invited everyone to a dinner.,How would Kendall feel as a result?,cooking dinner,Like Quinn could of done well,Excited for the dinner,C
30969,Bailey bought their friend a ticket to the show and they had fun.,What will Bailey want to do next?,go to the zoo,go to the show,buy a goat,B
30970,Ash got Cameron's towel for them when they were at the beach swimming.,What will Cameron want to do next?,talk about the beach,have fun,find the towel,B
30971,Sasha told their friends a secret that Jan had told them and wanted them to not tell anyone else.,How would you describe Sasha?,a person who Jan will be mad at,closer to Sasha,closer to Jan,A
30972,Aubrey and Addison were friends but Aubrey burnt the bridge between them.,What will happen to Aubrey?,move on and find new friends,lose their friendship Addison,stop their friendship with Aubrey,B
30973,Casey orders fried okra and makes sure to get enough for the others as well.,What will happen to Others?,The others will thank her next,have a good lunch with the others,The others will be sad next,A
30974,Bailey took the matter into their own hands and got the person's money back for them.,How would Others feel as a result?,Others would be impressed with Bailey's assertiveness,someone who takes the bull by the horns,Others would be angry at Bailey's help,A
30975,Kendall borrowed money to buy something that was not very important.,How would you describe Kendall?,ashamed about borrowing money,a person who likes to take advantage of others,guilty about the purchase,C
30976,Sydney carried the message forward by calling the next person in the phone chain.,How would Sydney feel afterward making the call?,person in the phone chain,like she missed the message,like she followed the rules,C
30977,Riley was helping Sasha get dressed in the morning. Riley pulled the wool over Sasha's head.,What does Riley  to do before this?,have a good time,be beside Sasha,help their friend,B
30978,Sasha made decisions for Remy because she was so young.,What does Sasha need to do before this?,confirm how Remy feels,research ideas,Be a bad mother,B
30979,Jordan wanted some candy to munch on. Jordan quickly got some from the kitchen.,How would you describe Jordan?,Full,a greedy person,a reliant person,B
30980,Taylor gave his word to the group but broke it later when he was under duress.,How would you describe Taylor?,bad about breaking his word,a loyal friend,break under pressure,C
30981,Remy reduced his shed to rubble to get rid of it.,How would Remy feel afterwards?,Accomplished,resourceful,Like a lazy person,A
30982,Robin married Alex's cousin and they had a big wedding and reception.,How would you describe Robin?,As someone that talked to Alex's cousin,As someone that had a wedding,happy,B
30983,Alex left the person behind when they ran to get in line for the ride.,Why did Alex do this?,be asked about the ride,be excited,be silly,B
30984,Sydney gave Ash a compliment when she saw him at the store.,What will Ash want to do next?,likes to compliment others,thank Sydney,a good person,B
30985,Kendall went against the grain and did what is right.,What will Others want to do next?,tell them they did good,pick the right option,ask about what they do,A
30986,"Alex was simply another kid on the outside, but secretly wanted to punch people.",Why did Alex do this?,'re passive,'re violent,have good humor,B
30987,"Addison told Jan to leave Addison alone, but Jan followed Addison home and insisted on coming inside.",What will Addison want to do next?,ignore Addison's wishes,report Jan to the police,offer to cook Jan dinner,B
30988,Quinn taught a ceramics class and showed Casey how to form a clay pot.,What will Casey want to do next?,fire their pot,quit the class,teach others,C
30989,casey wanted to be nice to ash so she got ash's car fixed.,How would Ash feel as a result?,unsatisfied,content,angry,B
30990,Robin hit the rocks today and got comfy in her giant and fluffy bed.,How would Robin feel afterwards?,bored,rested,tired,B
30991,Carson wrote Ash's letter to the college for admission.,How would Carson feel afterwards?,uncaring,motivating,very spiteful,B
30992,Sydney actions that they chose to do served the interests of the group.,How would Sydney feel afterwards?,grateful towards Sydney,Like they were used,pleased that Sydney was so selfless,B
30993,Kai shot a deer out back last weekend on Sunday.,What will Kai want to do next?,skin it and cook the meet,leave it there,impress others with his hunting skills,A
30994,Kai climbed to the top of the mountain. It took a long time and a lot of effort.,How would Kai feel afterwards?,sick,indifferent,accomplished,C
30995,sydney prevented a fight from developing and told the principal what happened that day.,What will happen to Others?,be congratulated,are thanked,get in trouble,A
30996,Sydney came home that afternoon to take a short break from work.,What does Sydney need to do before this?,ask for time off,let the dog out,eat a snack,A
30997,Alex lives in Casey's area but really doesn't like Casey at all.,What will Alex want to do next?,find a new place to live,talk to Casey,avoid Alex,A
30998,Sasha liked the dress that Tracy was wearing so she told her that she looks good.,What will Tracy want to do next?,look good,Tell her where she got the dress,Ignore what Sasha was saying to them,B
30999,Cameron was on a budget and need a new shed. Cameron used tools to make it.,Why did Cameron do this?,find the right person to build the shed,have a new shed for a low price,move his tools into the new shed,B
31000,Bailey tried the Remy experiment but found out that it causes serious harm to the experimenter.,What will happen to Bailey?,get criticism,be unharmed,be harmed,A
31001,Jan sat for hours watching the news today as a terrible terrorist attack unfolded.,How would Jan feel afterwards?,devastated,intrigued by the attack,struck with fear,A
31002,Jordan laid gentle eyes upon Ash as she drew closer and closer to him.,How would you describe Jordan?,loving,happy and euphoric,caring,A
31003,Skylar felt confident today and went to work singing a tune.,How would you describe Skylar?,timid,secure,insecure,B
31004,Aubrey heard both sides of the argument and then took the fact into consideration.,What will Aubrey want to do next?,did this to be fair,make a rash decision,best,A
31005,Remy returned the dog to the shop because it was not the breed Remy was expecting.,What will Remy want to do next?,take the dog back home,get the dog,get a new dog,C
31006,Robin recurred at the clinic lab every few weeks for several months.,Why did Robin do this?,Drive to the clinic,go out to lunch with her friend,make sure she did not have an STD,C
31007,"Jesse  out of the country, so she had to put her all life dog up for sale.",How would Jesse feel afterwards?,motivated to move on,sad,it was time for a change,B
31008,Riley pulled them to safety out of the rain.,Why did Riley do this?,thank Riley,keep them from getting cold,compliment Riley,B
31009,"Remy had a long school year, but spring break was over and the end was getting close.",What will Remy want to do next?,start new courses,needed to study for the finals,Take a summer vacation,B
31010,Aubrey filled Riley's tank with fuel at the station after Riley was low on gas.,What will happen to Riley?,regret the gas,be thanked by Riley,ride the car,C
31011,Tracy fought Aubrey's way and Aubrey and Tracy managed to win the war on their own.,What will happen to Tracy?,be arrested for fighting,be awarded a medal of honor,be hailed as the winners of the war,C
31012,Taylor told the teacher that one member of their group will give the speech.,What will Bailey want to do next?,get mad at Joey,decide which member would go,write the speech,B
31013,Robin was especially hard on the boys in the classroom that she taught.,What will Robin want to do next?,discipline them,teach them proper classroom etiquette,go easy on them,B
31014,Alex and Quinn were assigned to be partners on the science project to be presented at the state fair.,What will happen to Alex?,step up and help on the project,not help on the project,make Quinn do all the work,A
31015,Others saw a stray dog on the street. Riley took the dog to the shelter.,What will Others want to do next?,leave food out,say goodbye to the dog before leaving,praise Riley,C
31016,Sydney brought Kendall's hand to the putter to show how putting was done.,Why did Sydney do this?,needed to know how to play golf,teach a lesson,teach bad form,B
31017,"After being insulted for an audition that was obviously a top notch performance, Taylor called forth the person who had belittled her skills.",How would you describe Taylor?,relieved,meek,affronted,C
31018,Casey was a writer. They wrote another novel.,Why did Casey do this?,publish it,was bored with life,wanted to sell books,C
31019,Remy needed to do some background research for the paper they were writing.,Why did Remy do this?,start their paper,turn on the laptop,get assigned a paper,A
31020,Kai noticed their team was failing at the project. The team leader wasn't leading the team.,What will Kai want to do next?,give the team extra training,tell the team leader good job,give the team a high five,A
31021,Bailey smelt really bad because she didnt shower for days.,How would you describe Bailey?,embarrassed for Bailey,gross,nauseous when they were around Bailey,B
31022,Jordan took part in the main discussions in order to impress their teacher.,Why did Jordan do this?,make their teacher proud,make a bad grade,look like an idiot,A
31023,Cameron went swimming in the lake even though it was really deep and cold.,How would you describe Cameron?,adventurous,wet and cold,quiet,A
31024,Casey rubbed at Austin's eyes to make fun of Austin for not being able to see.,What does Casey need to do before this?,shove Austin,not okay,ball up their fists,C
31025,Sydney shut their face after they were being polite towards her.,How would Sydney feel afterwards?,happy and powerfull because the others were rude to her,nasty,ashamed because the otheres treated her kindly,C
31026,"Taylor wasn't sure what to do, a hard decision on to save or destroy the document.",Why did Taylor do this?,get a promotion,make a final decision,be indecisive,A
31027,Carson asked their daughter about what ideas she wanted for next summer's vacation.,How would Others feel as a result?,ready to plan a summer vacation,glad to hear their daughter's ideas,flexible,A
31028,Sasha took Bailey's word for it because they trusted them.,What will Bailey want to do next?,lead them on,go away,ignore them,A
31029,Jesse called all her friends to go to the park and play some frisbee.,How would Jesse feel afterwards?,skilled now,happy,passive now,B
31030,Skylar was given a bunch of prerequisites for her admission into college. Skylar met their requirements.,What will Skylar want to do next?,throw away the paperwork,tear the application to the course,fill up the application for the course,C
31031,Jesse told Kendall anything she wanted to know.,What will happen to Kendall?,be unenlightened,be unsure,be informed,C
31032,Jordan told their parents that Addison had been very rude to him and what she had said.,What will happen to Addison?,avoid Addison in the future,stop being around Addison,get punished,C
31033,Remy gave Sydney plenty of time to decide if they want to get married.,What will happen to Sydney?,eventually say yes,forget buying a ring,uncertain about their decision,A
31034,"Aubrey gave Carson a break at work, and Aubrey took more time than they were supposed to.",What does Aubrey need to do before this?,take more breaks,lose track of time,ask for a paycheck,B
31035,Skylar had a cousin who had become addicted to methamphetamine. She was worried she would return to old habits after making it through rehab sucessfully.,How would you describe Skylar?,someone that doesn't care about her family,a person who cares about her cousin,unconcerned with her cousin's well being,B
31036,Lee made Alex popular by introducing him to everyone.,How would Alex feel as a result?,angry as a result,supported as a result,proud,B
31037,Skylar's dad was retired from the navy. Skylar took their dad fishing.,How would Skylar feel afterwards?,like a helpful person,happy for their dad,angry with their dad,B
31038,Ash borrowed the money. They needed to pay their rent.,How would Ash feel afterwards?,guilt free,like a success,like a failure,B
31039,Casey gave his car a second chance to start while the others waited expectantly in the back seat.,What will Others want to do next?,get out and walk,take a bus to work,hope Casey can start the car,C
31040,Robin drove their family home from the Orlando theme park.,What will the family want to say to Robin?,Offer to help him with something,get home,Ignore him,A
31041,Lee saw a snake in Ash's yard and threw a bucket over it.,How would you describe Lee?,fearful,cowardly,brave,C
31042,"As a romantic gesture, Quinn lightly brushed Ash's fingers with their hand.",What will happen to Ash?,be disgusted by Quinn's gesture,be surprised by Quinn's gesture,be terrified by Quinn's gesture,B
31043,Bailey watched Taylor's favorite show.  Both had a good time together.,What does Bailey need to do before this?,go to the living room,hang out with Taylor,mute the television,B
31044,Tracy woke up on the wrong side of the bed but still tried to be kind to everyone that day.,How would you describe Tracy?,a kind person,quite happy,very nice,A
31045,Taylor put Kai's son to bed because Kai was drunk in the next room.,What will Kai want to do next?,confront Kai about his behavior,sober up,be irresponsible,B
31046,Taylor opened Ash's door to greet the friends coming to the party.,How would you describe Taylor?,generous,excited,social,C
31047,Skylar found Cameron who became homeless. Skylar took Cameron to a shelter.,How would Skylar feel afterwards?,happy for Cameron,hatred for Cameron,compassion for Cameron,C
31048,Casey met with a potential employer about an interview for a new job.,Why did Casey meet with the employer?,find out if she can interview the employer,ask about the possibility of a new job,quitting her job,B
31049,Bailey was really good at sports. He wanted to try out for some teams. Bailey ended up joining the football team.,Why did Bailey do this?,wanted to play chess,wanted to play sports,wanted to ignore people,B
31050,Alex wanted to place a bet on the football game although he is unfamiliar with the roster.,What does Alex need to do before this?,Learn more about roosters,wanted to bet on the game,Learn the ranks of teams,C
31051,Robin worked either shift that was available and turns out both were.,How would Robin feel afterwards?,work,exhausted,energized,B
31052,Ash sent some money overseas for her family that was there.,What will Ash want to do next?,be selfish,be kind,be rude,B
31053,"Kendall got Casey's bike and crashed it, making Casey's parents mad.",What will happen to Casey?,be ashamed,get grounded,be yelled at,B
31054,Tracy had gotten a job from Lee and earned Lee's bread through hard work.,What will Tracy want to do next?,smile,talk about the money,spend the money wisely,C
31055,"Quinn let their can sleep inside, even though it would sometimes scratch the furniture.",How would you describe Quinn?,someone who cares more about their cat than their possessions,someone who cares more about their dog than their cat,someone who has a soft spot on apples,A
31056,Jesse hosted a game night at his house.,How would you describe Jesse?,grateful to have friends come over for the game,very sad,happy about game night,C
31057,Robin took a test and got a very good grade on it.,What will happen to Robin?,get expelled,drop out,get into a good school,C
31058,Bailey stayed home from work.  They called in sick.,How would you describe Bailey?,honest,lazy,bad for telling a lie,B
31059,Taylor dropped the book on the ground and politely asked for the book.,What does Taylor need to do before this?,pick the book up,talk to him,walk away,A
31060,Casey gave their friend a second chance at playing the video game against them.,What will happen to Casey?,play the game,ask about the game,try to beat them,A
31061,Riley had to work hard to fix her garden after a storm uprooted a tree onto her garden.,What will Riley want to do next?,pick fresh vegetables from her garden,wanted to make it look nice,wanted to have flowers,B
31062,Their sorrow for Carson streamed down their cheeks when he did not get the job.,How would Carson feel afterwards?,loved,annoyed,hated,A
31063,Aubrey sent text messages to all of her friends telling them she was leaving.,What will happen to Aubrey?,remorseful,be ignored by friends,be given a party,C
31064,Skylar told her friends how much she disliked her math class that day.,How would Skylar feel afterwards?,someone who didn't like math class,happier,like doing math,A
31065,Bailey had made Austin's enemy list and was at the top of it.,How would Austin feel if he saw Bailey?,sick with hate,curious and willing to talk,accepting and forgiving,A
31066,"Addison was working on a crafting project using many discarded household items including some string and some straws, and Addison bound the straws together with the string.",How would you describe Addison?,was creative,was tall and thin,liked drinking with straws,A
31067,Cameron called attention to the fact that he was right.,What will Cameron want to do next?,make changes,ignore the facts,wanted everyone to know,C
31068,Austin needed food and hunted and killed another deer.,Why did Austin do this?,get more food supplies,save the deer from being killed,butcher the deer,A
31069,"Jordan pushed themselves away from Skylar. Despite Skylar's harmless intentions, Jordan panicked and overreacted. Later that day Jordan apologized to Skylar.",What will Jordan want to do next?,forgive Jordan,send a gift to help repair the relationship,spend more time alone,B
31070,Sydney moved around a lot but finally found a home that they loved.,What will Sydney want to do next?,make long-term friends,move into the home permanently,purchase the home to flip it,B
31071,Addison was so tired she had a great night sleep that night.,What will Addison want to do next?,go for a run,Keep sleeping,because Addison felt like winding down after a long day,B
31072,Sasha made decisions for Remy despite Remy insisting she did not like it.,How would Remy feel as a result?,controlled as a result,as mean,as selfish,A
31073,Taylor wasn't as bad as Addison thought and they decided became friends.,How would Addison feel as a result?,Like they should talk to their friends,Like they should meet Taylor,Glad to have a new friend,C
31074,Aubrey did the outfit justice when they paired it with jewelry.,How would Aubrey feel as a result?,confident,like wearing the outfit again,fashionable,C
31075,Sydney wasn't paying attention while walking and she almost stepped out into the street in front of a car before Sydney was embraced in the grasp of a muscular man who saved her.,How would Sydney feel afterwards?,romanced,Inattentive,grateful,C
31076,"After being surprised at being hugged, Lee hugged Aubrey back wholeheartedly.",What does Lee need to do before this?,embrace the others,tell Lee how they feel,receive Aubrey's hug,C
31077,Aubrey's dog chewed Casey's sneakers. So Aubrey bought Casey a new pair.,What would Casey like to do next?,needed to find the same shoe,Give Aubrey the sneakers,try them on their feet,C
31078,Aubrey awaited Cameron to answer the question. The answer was a long time coming.,What will happen to Aubrey?,be vague,answer the question,not answer the question,B
31079,Bailey expressed their great ideas to the group at school about the school project.,What will Others want to do next?,thank Bailey for the ideas,steal Bailey's ideas,ignore Bailey's ideas,A
31080,Riley walked 7 miles home after a long day of work in the rain.,How would Riley feel afterwards?,Happy and energetic,someone who works long days,Cold and worn out,C
31081,Riley was on a strict workout plan but he kept his muscles in good condition.,Why did Riley do this?,be careful not to cause any harm,be impulsive and break a bone,check he workout plan to see what he has planned,A
31082,Tracy finished their online school course today after 4 months of working on it.,How would Tracy feel afterwards?,hardworking and motivated,they did well,happy,C
31083,Kai passed the Casey act to fight aids today.,What will happen to Casey?,be forgotten,be remembered,rewarded,B
31084,Austin was often late to class and had to write an apology.,What will Others want to do next?,fast,detached,be thoughtful,C
31085,Sasha spent a lifetime studying to be a doctor in her hometown.,How would Sasha feel afterwards?,lazy,determined,bored,B
31086,Alex made Jesse nervous because he looked at her test answers to cheat.,What how Jesse want to do next?,"got scared the teacher would believe she was willingly help him, so she moved over two chairs to stop him in his feat",nervous,scared,A
31087,Remy gave Sydney plenty to think about for the next homework assignment.,What will Remy want to do next?,make sure Sydney fails,make sure Sydney understands,start working on their homework,C
31088,Remy followed Addison's steps on how to get back to the house.,Why did Remy do this?,bored,smart,start walking back to the house,C
31089,Lee screamed for help after an assailant tried to grab her purse.,What will Lee want to do next?,Run to the nearest house,Run to the grocery store,Call the ambulance,A
31090,Aubrey took their child to the hospital because the child had been running a fever.,How would you describe Aubrey?,careless,cautious,capable and careful,B
31091,"After having a genie pop into her room, Kai found out they could make a wish. They wished for lots of pretty things and a few exciting things.",What will Kai want to do next?,fill her closet,see if the genie drinks pop,make a wish,A
31092,"Jordan wanted to spend some quality time at home with the kids, so they took the day off work.",What will Jordan want to do after breakfast?,play games with the kids,go out without the kids,go shopping without the kids,A
31093,Riley showed her parents the college she wanted to go to first.,What will Others want to do next?,do well in school,study hard,talk to Riley,C
31094,Aubrey was jealous that Lee was getting the promotion instead of them. Aubrey prevented Lee's goal from becoming real.,How would Aubrey feel afterwards?,like crying because they stopped Lee from getting the promotion,Awful,better because Lee won't be successful,C
31095,Robin let Bailey's friends play games on their brand new Nintendo console.,How would Bailey feel as a result?,jealous,glad,wealthy,B
31096,Kai knew Addison's history. They knew all of their secrets.,How would you describe Kai?,an honest person,a fraud,a sneak,A
31097,Riley was scared of the dark because of monsters.,How would you describe Riley?,nervous,frightened and afraid,happy,B
31098,Lee gave Robin the pleasure of being able to work with them.,What will happen to Robin?,work with Robin,take Lee's offer,work hard,C
31099,Skylar used prudence as the foundation of Bailey's business of selling beauty products to suburban housewives.,How would you describe Skylar?,haphazard,diligent,glad for helping Bailey,B
31100,"Sasha was supposed to go to New York with me, but she missed the flight.",How would Sasha feel afterwards?,happy with the results,pleased with herself,angry with herself,C
31101,Addison was only in town for the weekend but was able to see Robin today.,What will Robin want to do next?,Catch up with Addison,End the time quickly,missed Robin,A
31102,Riley used illegal drugs all the time and got addicted to them.,Why did Riley do this?,escape from prison,escape her troubles,quit using drugs,B
31103,ash took riley into the bedroom and cured his boredom.,What will happen to Ash?,be appreciated,be hated,be resented,A
31104,Kendall was late for work Monday because she got lost on the way.,What does Kendall need to do before this?,plan ahead,apologize,be careless,C
31105,Tracy drew attention to the fact that they hadn't had dinner yet.,How would you describe Tracy?,hungry,Someone that reminded someone they hadn't had dinner,Someone that doesn't cook dinner,A
31106,Bailey put Cameron to sleep because it was the child's bed time.,How would you describe Bailey?,tired and ready for bed,annoyed that it was time for bed,rigid,C
31107,Jesse hypnotised Austin in order to make them do their bidding.,How would you describe Austin?,in control,easily manipulated,would be angry,B
31108,Aubrey asked the girl next to her if she could get some water.,What will Others want to do next?,get Aubrey water,less parched,ask for the water,A
31109,It was a long and delicious meal and Carson was finally done eating.,How would Carson feel afterwards?,decimated,contented,destroyed,B
31110,Jesse set Addison in motion on her new bike as he ran along side her.,What will Jesse want to do next?,prevent Addison from falling,train for the biathalon,learn how to skate,A
31111,Quinn asked Sydney's opinion about the new dress she bought.,What will Sydney want to do next?,ignore it,examine the dress,get mad,B
31112,Kendall prevented an accident from happening by using her body as a shield.,What will Kendall want to do next?,Get paid for her troubles,Let the accident happen on its own,Get her injuries treated,C
31113,Ash won a contest at school and all of his friends cheered.,How would Ash feel afterwards?,unlucky,uncreative,talented,C
31114,Quinn saw Aubrey's article in the paper and told her how great it was.,What will Aubrey want to do next?,get mad,be disappointed,thank Quinn,C
31115,Jordan had a solution to solve their problems.,What will Jordan want to do next?,Take a shower,Go back to bed,Get support,C
31116,kai was lifting weights all day so he got stronger.,What will Kai want to do next?,get powerful,show off his muscles to others,stop lifting weights,B
31117,"Even though they were very nervous for the first day of high school, by the end of the day Casey had a new friend.",How would Casey feel afterwards?,glad,proud of themselves and confident,unsure of themselves and diligent,B
31118,"After coming up with a dynamic product idea, Austin wanted to start his own business.",What will Austin want to do next?,take a business course,go on a lavish vacation,get a new job at a warehouse,A
31119,Tracy was leaving the theater when she ran into an old friend.,What will Tracy want to do next?,run them over,talk,tracy was observant,B
31120,"Bailey supplied the school with food, and made sure the kids had healthy alternatives to the usual junk.",How would Bailey feel afterwards?,excited to be making a mess,happy to give the kids a candy bar,excited to be making a difference,C
31121,"Since it was cold outside and Cameron had an extra fitting sweater Lee put this sweater around Jordan, their visiting friend.",What will happen to Jordan?,be thanked by Jordan,be displeased with the gesture,touched,C
31122,Austin begged and begged until he was allowed to go to the zoo.,What will Others want to do next?,spend time alone,bring money,go to sleep,B
31123,"After realizing no one wanted to hear the story, Alex made a long story short.",How would they feel as a result?,angry at Alex,upset they didn't get the whole story,shorter,B
31124,Carson sold the cars for to low so no one made money after it.,How would you describe Carson?,Very smart,like they are mad at Carson,ignorant,C
31125,Alex had an overgrown lawn so they spent the morning mowing the lawn.,What does Alex need to do before this?,good,get the lawn mower,fun,B
31126,Lee had a big crush on Alex and was happy to have her affection returned.,How would Lee feel afterwards?,accepted,ignored,a lovable person,A
31127,Kai paid a big fine after getting caught for speeding.,How would Kai feel afterwards?,selfish,remorse,upset,B
31128,Cameron put the cat in the vehicle to take them to pond with them.,Why did Cameron do this?,have the cat swim with them,check on the cat,go to the pond,A
31129,Ash held Jordan's gaze in the staring competition and it was a heated battle.,How would Jordan feel as a result?,Like they are doing their best,Like they won the competition,dry eyed,A
31130,"Robin was dating their partner for a year, so they decided it was time to move in together.",What will Robin want to do next?,yell loudly about their thoughts,talk to their partner about things,get cardboard boxes,C
31131,Kendall told Jan's brother about Jan's secrets.,How would you describe Kendall?,bad about it,a person who does not mind their own business,a person who likes to confide in others,B
31132,Austin had Taylor by the short hairs and refused to give him any room to move.,How would Austin feel afterwards?,pleased afterwards,pressured afterwards,aggressive,A
31133,Skylar had a few options ahead of her but she chose to play the offensive move and get to them before the go to her.,How would Skylar feel afterwards?,someone who plays dirty,felt behind the competition,felt proactive,C
31134,Kendall went to a casting and got hired by a company to be in a movie.,What will Kendall want to do next?,quit the movie,learn her lines,throw the script away,B
31135,"Because we got a in a big fight, Aubrey went to my friend's house without me.",What will happen to Others?,think Aubrey and I are fine,won't wonder why I am missing,ask where I am,C
31136,"Sydney had not heard from Casey and lost their number, so Sydney asked a friend for Casey's number.",What will happen to Casey?,miss Sydney,lose her phone,hear from Sydney,C
31137,Austin finally turned the car around after they went for a drive to go home.,What does Austin need to do before this?,Go home,of forgot something at home,of started going on a drive,B
31138,Riley ran tests on the machine to figure out the problem.,How would you describe Riley?,As someone who knows how to do tests,capable,useful,B
31139,Lee solved Taylor's equation that she couldn't understand at all.,What will Taylor want to do next?,turn it in as their work,give up on math,try to figure out the answer,A
31140,Austin packed their car before they left on the trip.,What will Austin want to do next?,start the car,take a nap,go home,A
31141,Skylar needed to get a job so he could pay for all his bills.,What will Skylar want to do next?,play video games,make a resume,lose their previous job,B
31142,"Sasha stretched Quinn's arms back, releasing the built up tension in Quinn's shoulder.",How would Sasha feel afterwards?,happy to have provided relief,ashamed of their massage therapy skills,supportive,A
31143,Skylar tilted Kendall's head back against the chair so that Skylar could thread Kendalls eyebrows.,What does Skylar need to do before this?,adjust their barber chair,turned on the radio,make Kendall look nice,A
31144,Sydney got very angry and their friend's suggestion and beat them severely.,How would Sydney's other friends feel as a result?,happy,proud,scared,C
31145,Kendall had Skylar's back and made sure nothing happened to them.,What will happen to Kendall?,have their back,grow closer to Skylar,become enemies with Skylar,B
31146,Taylor's mom was tired from cooking so Taylor gave his mother time to rest.,How would Taylor feel afterwards?,happy he could let her rest,jumpy and nervous,a great son,A
31147,Aubrey took college classes last week to learn more about school.,What does Aubrey need to do before this?,talk to the college dean,fail all her tests,drop out of high school,A
31148,Ash asked her what happened when his girlfriend came home with a broken nose.,What will Others want to do next?,tell Ash to dump the girl,call the police,laugh at Ash's girlfriend,B
31149,Addison called the manager into Skylar's office so she could thank her.,How would Addison feel afterwards?,felt proud of herself after thanking the manager,felt angry after thanking the manager,felt small after thanking the manager,A
31150,Skylar knew he didn't have a choice and obeyed the king's wishes.,How would Skylar feel afterwards?,very excited,very solemn,forced into submission,B
31151,Taylor became best friends with them because they all had a lot in common.,How would Others feel as a result?,bad about the situation,sad to have made a friend,happy to have made a friend,C
31152,Robin put the baby into Ash's arms as they stood in the room.,What does Robin need to do before this?,give her arms a rest,trust Ash with the baby,talk to Ash,B
31153,Sasha taught Robin how to skillfully juggle anything they could carry.,What will happen to Robin?,be thanked by Robin,want to show their friends the new skill,tell all of their friends that they hate juggling,B
31154,Victoria was applying to nursing school and asked Lee for a recommendation letter.,What did Victoria need to do before this?,very happy,very surprised,finish the nursing prerequisites,C
31155,Lee's parents bought him the new bike he had asked them for. Lee rode a bike to school.,What does Lee need to do before this?,wanted to take their new bike to school,not know how to ride a bike,make sure he knew how to ride,C
31156,Austin liked to imagine that it was the old west and built a fort.,How would you describe Austin?,a downhill skier,very dull,a good builder,C
31157,Carson tried to start a new rock band but excluded every person that tried out.,What will Carson want to do next?,put up more posters,schedule a spa appointment,get the best band members,A
31158,Remy bought a ticket to a concert after days of thinking about spending the money or not.,How would you describe Remy?,someone who cares about money,enjoy concerts,like he made the right choice,A
31159,Remy was moving and trying to get rid of some extra stuff.,What will happen to Casey?,figure out how to get rid of their stuff,grateful,decide what to do with their stuff,C
31160,Quinn took their friend around town to see all of the different sites.,What does Quinn need to do before this?,find their friend,sleep,leave the town,A
