,context,question,answerA,answerB,answerC,correct
25804,Skylar was picked to perform at a big event. Skylar sung and played the guitar.,How would you describe Skylar?,not a musical person who likes singing,very popular among her friends,not talented at all at music,B
25805,Jordan found an item on ebay that he wanted to get. Jordan placed a bid for this item.,How would Jordan feel afterwards?,as normal,as calm,competitive,C
25806,Jordan wasted a day. They will never get that time back.,Why did Jordan do this?,live their life to the fullest,be more productive,be lazy,C
25807,Ash awoke the next morning and felt very well rested.,How would you describe Ash?,ready to go,ready to work out,awake,C
25808,Remy got an infection and put a bandaid on it. Bailey tore Remy's bandaid away.,What will Remy want to do next?,scold Bailey,give the bandaid to Bailey,buy it for Bailey,A
25809,Cameron aced their exam after cramming for the test the night before.,What will Cameron want to do next?,celebrate the A,cry over the A,ask to retake the test,A
25810,Cameron divided the athletes into different classes to get better evaluation.,Why did he need better evaluation?,find the perfect fit,write evaluations for the head coach,disagree with the class,B
25811,"Aubrey met all of her sales goals for the month, despite problems at home.",How would you describe Aubrey?,easily distracted,a hard worker,happy,B
25812,Kai lived with their sister and pays them rent every month.,Why did Kai do this?,have a place to sleep,have a place to live,work for their sister,B
25813,Jordan didn't do well on the test Kendall gave them so Kendall helped them study and they did much better.,How would Jordan feel afterwards?,Glad for the help,Like they should of learned,A person who was tutored,A
25814,Robin new either was lying but she couldn't do anything without a search warrant.,What does Robin need to do before this?,ask the judge for a search warrant,move in without a search warrant,get a court order,A
25815,"Bailey ate seafood every day until it made them sick, and then they never at it again.",Why did Bailey do this?,Buy butter for the seafood,avoid getting sick again,Buy seafood,B
25816,Jordan made quite an effort and was able to see Bailey three times.,How would Jordan feel afterwards?,very adoring,he cared about her,very angry,A
25817,Aubrey put on their coat and  then went home.,What will Aubrey want to do next?,think about home,talk about rest,make it home,C
25818,Carson hurt another dog. Carson was rotten and evil.,What does Carson need to do before this?,stop hurting dogs,relieve shame,get a lawyer,B
25819,Carson designed formats to make notes and was selling it to companies for a lot of money.,What will Carson want to do next?,proud,sell it to companies,be a recluse,B
25820,Sasha invited friends over to their house. They enjoyed Sunday brunch together often.,How would Sasha feel afterwards?,a bad host,a good host,a bad cook,B
25821,Remy asked Jordan's pardon after being rude to them.,Why did Remy do this?,never ask for forgiveness,ask forgiveness,be arrogant,B
25822,Robin cleared Kai's mind in a therapy session that they had with Kai.,Why did Robin do this?,make Kai forget things,talk to Kai,assist Kai psychologically,C
25823,Carson sent Tracy's furnishings to college so that Tracy could move them into the dorm room.,What will Tracy want to do next?,unpack the furnishings,throw out the furnishings,send the furniture,A
25824,"Sydney worked hard and did well in the business, getting a promotion soon after starting at a new company.",How would Sydney feel afterwards?,Happy with their quick promotion,a hard worker,Happy for the coworker's promotion,A
25825,Sydney put the boxes in the new storage unit they just got.,What does Sydney need to do before this?,get the keys,lock the storage unit,drive to the store,A
25826,Bailey bought candy before Bailey went on biking for a long trip.,Why did Bailey do this?,kept candy as souvenir,needed to buy a snack before biking,was craving for sweet,C
25827,Carson worked all summer in order to save up money for a new car.,What does Carson need to do after this?,buy the car,go to the car dealership,look for a job,A
25828,Lee exhausted every alternative and still was not ready to give up on the quest.,What will Lee want to do next?,think of something else,think of something to eat,stay committed,A
25829,Austin demanded a refund for the defective tablet computer.,What does Austin need to do before this?,do nothing,get the receipt,stay at home,B
25830,"Jesse went to the grocery store and had a worker wheel his cart. Afterwards, he gave thanks in cash.",What will Others want to do next?,ignore Jesse,be nonchalant about the cash offering,also give thanks,C
25831,Cameron found a way to get to the store that winter afternoon in December.,What will Cameron want to do next?,find a way home,buy nothing,ask others for help,A
25832,Jan went blue once she realized what had happened at the event.,How would you describe Jan?,disoriented afterwards,responsive,surprised afterwards,C
25833,Addison took Robin's degree certificate and threw it out in the trash.,What does Addison need to do before this?,get rid of the achievement,make Robin upset,find the degree,C
25834,Jesse produced Austin's result to the teacher and the teacher was happy with their work.,How would Jesse feel afterwards?,frustrated,wrong,proud,C
25835,Skylar kept Remy commandments in her mind when she was going to find a good place to eat.,What does Skylar need to do before this?,are good rules for finding a place to eat,consider only herself,think about remy,C
25836,Addison wanted to go to the doctor. Addison had felt a lump on her breast.,How would you describe Addison?,apathetic,concerned,indifferent,B
25837,Kai took the bike to a repair shop but the shop was closed and they had to walk to bike home.,How would Kai feel afterwards?,happy that it was closed,excited to come back again,frustrated about having to come back again,C
25838,Tracy gave their mom a hug to show them how much they appreciated them.,Why did Tracy do this?,stress about their mother,are fond of their mother,get along with Tracy,B
25839,Bailey showed a lot of love towards Skylar.  Skylar loved Bailey in return.,How would you describe Skylar?,attractive to Bailey,loved by everyone,grateful for Skylar,A
25840,Quinn talked to his brother and decided he would go to the party alone.,What will Quinn want to do next?,ride in a car,get dressed,know about the party,B
25841,Riley played practical jokes on their friends and was thought of as funny.,How would Riley feel afterwards?,like they want to get revenge,being childish,Like they play good jokes,B
25842,Bailey asked the clerk where he could find the correct paperwork to file the application to rent.,How would Others feel as a result?,insulted by Bailey,neglected by the clerk,thankful Bailey asked for them,C
25843,Kai played professional basketball until his coach told him he wasn't good enough.,What will Kai want to do next?,hug his coach,look at other options,encourage kai,B
25844,"Kai's toenails were plain, so they decided to paint it with red nail polish.",How would you describe Kai?,painting their toenails,creative and fun,like a daring person,B
25845,Jan went with their friend to the movies and had a nice time.,How would Jan feel afterwards?,bored,angry,relaxed,C
25846,Aubree was applying to nursing school and asked Lee for a recommendation letter.,What did Aubree need to do before this?,not there,finish the nursing prerequisites,not involved,B
25847,Jan cried with joy and the gift her friend gave them.,How would Jan feel afterwards?,ecstatic,happy,Glad for the gift,B
25848,Jesse had nothing to do and wanted to keep themselves entertained.,What will Jesse want to do next?,watch a movie,read a book,fall asleep,A
25849,Cameron spoke to Bailey and told her to get well.,How would Cameron feel afterwards?,would of felt very hopeful for bailey,a good friend,a caring friend,A
25850,"Carson was working at a bake shop, and assisted their new baker on how to determine cooking times.",What will the new baker want to do next?,determine their own cooking times,learn from Carson,ignore Carson's advice,B
25851,Jordan prepared himself for work.  They got dressed and had breakfast.,How would Jordan feel afterwards?,ready to go to work,sluggish to go to work,a hard worker,A
25852,Jordan wanted to go to the mall with their friend and did.,What will happen to Carson?,buy an apple,spend time with a friend,go to the mall,B
25853,Quinn gave money to Austin's parents because he owed it to them.,How would you describe Quinn?,delighted,a man of his word,untrustworthy,B
25854,There was a crowd of people and Ash got lost amongst it.,How would Others feel as a result?,afraid,stay safe,embarassed,A
25855,Sydney belonged to the group that Cameron started one year in college.,How would you describe Sydney?,in the group,a joiner,glad to have Sydney as a friend,A
25856,Jan was finally thinking clearly and could distinguish a hallucination from reality.,What does Jan need to do before this?,wanted to be a better person,clear her mind,stay foggy,B
25857,"Cameron had accidentally broke the door, so they told their mom about it.",What will Cameron want to do next?,be at fault,help their mom fix the door,pay for a new door,B
25858,Bailey had some trophies they threw off of a bridge. Bailey gave them to the world.,Why did Bailey do this?,Go home,be a conservative person,do something unusual,C
25859,Quinn recovered from his injuries and got back up to play more.,What will Others want to do next?,put a band-aid on their knee,do their best,brush off their clothes,B
25860,Bailey killed the spider with a stone after it spooked her very much.,How would Others feel as a result?,eager to kill spiders,scared of spiders,Others would be curious about Bailey,C
25861,"Tracy was always good at math, but she was so uncoordinated.",How would you describe Tracy?,a star athlete,a math nerd,clumsy and unbalanced,B
25862,Lee sent a serious email to their friend about the new store that opened.,What does Lee need to do before this?,read a book,go ice skating,rent a bike,A
25863,Casey Gave Remy directions to the dog park quite clearly.,How would Remy feel as a result?,Very cruel,Mean to Remy,Like she was hospitable,C
25864,"Remy had responsibilities from their group project, but wanted to go to the beach instead. Remy left the responsibilities behind.",How would Others feel as a result?,exhausted by their work load,proud of Remy's decision,inspired by Remy,A
25865,"Carson decided to try to become a model with a well known, internationally recognized agency.",What does Carson need to do before this?,needed to get headshots,get modeling photos taken,build a modeling portfolio,C
25866,Quinn was in detention being bored. Quinn talked to a friend that was also there.,What will happen to Others?,get a reward,be told to keep quiet,be told to talk louder,B
25867,"Skylar doesn't like fishing, but their little brother wouldn't stop chattering about it. Skylar decides to take their little brother fishing.",How would you describe Skylar?,a good sibling,depressed and wanting to go home,very bored,A
25868,Bailey wanted Aubrey's parents' blessing to proposed to her.,What will Bailey want to do next?,eat Chinese food,jump off a bridge,buy a ring,C
25869,Jesse was always the one to make the big choices in their life so it was no surprise when she was the one to propose to Kendall.,What will Jesse want to do next?,Plan a wedding,Plan a vacation with Kendall,Break up with Kendall,A
25870,Carson told Cameron and Cameron's sister about the meeting for the new club they were forming.,What will happen to Cameron?,go to the meeting,want to Join the club,take Cameron with,B
25871,Jordan wrote Riley's autobiography the night he help her with her book.,Why did Jordan do this?,go eat dinner with Riley,gather informaton,publish his book,C
25872,Robin picked up their car from the shop. Robin drove home their car.,How would you describe Robin?,a worthless bum,a responsible adult,good that Robin drove her car home,B
25873,Tracy had some news that was very unexpected. She gathered her family together and dropped a bombshell.,How would Others feel as a result?,informative,surprised,upfront,B
25874,Quinn made in Robin life form because Quinn loved to make real life-looking birds.,How would Robin  as a result?,had felt indifferent,had felt joy,had felt bored,A
25875,"Remy grabbed Bailey's wallet and started to run, but Bailey quickly knocked them down.",How would Remy feel afterwards?,a thief,scared Bailey would help them up,angry at having been knocked down,A
25876,jordan brought them together so that they could have sparks fly and fall in love.,What will happen to Others?,have children,be invited to their wedding,avoid marriage,B
25877,Jordan thought and acted in terms they didn't understand because the plan was very complicated and needed to be hard to understand for the enemy.,Why did Jordan do this?,enact his plan,doing,sneaky,A
25878,Taylor wanted to do something fun and played music on their computer.,How would you describe Taylor?,relaxed,As someone who's having fun,happy,B
25879,Bailey felt sore after Bailey played in a basketball game at a local high school.,How would you describe Bailey?,a person only plays the sport of soccer,an athlete for a high school basketball team,felt sore,B
25880,Sasha made decisions for Remy until Remy got fed up with how controlling Sasha was being.,How would Sasha feel afterwards?,offended by Remy,proud of Remy,insecure,A
25881,"After beating Tracy up, Kai left Tracy for dead.",What will Tracy want to do next?,call the police,hate Tracy,get revenge,A
25882,Taylor decorated their Christmas tree just in time for the kids to get home.,Why did Taylor do this?,show off the tree,did this to surprise the kids,did this to celebrate Easter,B
25883,"Kendall won the guitar at the local supermarket sweepstakes. Kendall took guitar lessons.

Prompt word count: 4.",Why did Kendall do this?,go to the supermarket,give back the local community,learn how to play guitar,C
25884,Jan was listening carefully to the conversation behind her and heard Austin's mother's name.,What will Austin want to do next?,walk away from Jan,ignore Jan,listen to Jan,C
25885,"Austin wanted to make a wedding dress for Cameron, so Austin took Cameron's measurements.",How would you describe Austin?,bad at sewing,glad to help Cameron,Cameron's tailor,B
25886,Riley preached the gospel to every creature in the terrarium to practice.,How would Riley feel afterwards?,like she got through to them,awed,like a fool,C
25887,Sydney slid Taylor's hands off her knee after Taylor leaned in for a kiss.,How would Taylor feel as a result?,clumsy,desired,attractive,A
25888,Taylor asked the librarian about a book she needed for an assignment.,What does Taylor need to do before this?,read the book,take a nap before this,receive an assignment before this,C
25889,Quinn had some trouble understanding medical issues so Robin acted as a intermediary for Quinn and hospital staff.,How would you describe Robin?,a careful person,doesn't pay attention,clueless about health,A
25890,Jesse brought home money and gave it to their parents to help to pay bills and buy food for the family.,What does Jesse need to do before this?,work hard,go to work,avoid work,A
25891,Robin got the food first and had it prepared to eat in a bit.,What will Robin want to do next?,prepare dinner,eat a meal,skilled,B
25892,Cameron heard of unexploded WW2 bomb shells in the area and bought a metal detector.,What will Cameron want to do next?,resell the metal detector on eBay to make a profit,give the metal detector to his mother whom he bought it for,look for bombs with the metal detector,C
25893,"Carson spent time in an orphanage without enough clothing, so after he grew up he learnt how to sew in order to give back.",What will Carson want to do next?,make his own clothing line,sew clothes to donate to the orphanage,sew his own clothes from now on,B
25894,Kai got Addison's friends together to hang out but did not invite Addison.,What will happen to Addison?,not be liked by Addison,lonely,be despised,B
25895,Robin went to the store to buy some items for a pizza.,How would you describe Robin?,excited to finish the food,proud at their pizza making abilities,hungry,C
25896,Cameron found Jesse crying hysterically in the mall by themselves after getting separating from their parents. Cameron put Jesse at ease.,What will Cameron want to do next?,needed to be at the mall,take Jesse to school,help Jesse find their parents,C
25897,Taylor was starring in a film and played the character of Taylor during film development.,What will Taylor want to do next?,finish the film,audition for the part,memorize their lines,A
25898,Aubrey told Addison that she no longer wanted to be friends with her.,What will happen to Addison?,go to lunch,find new friend,bad that she hurt Addisons feelings,B
25899,Ash gave Remy much love after they did well during their play performance.,What will Remy want to do next?,kiss Ash,go to the play,thank Ash,C
25900,sasha drove his mom to the hospital so that others could relax and not have to do anything.,What will happen to Others?,be annoyed,be appreciative,stay at the hospital with their mom,B
25901,"Kendall had been away for months, so Tracy gave her a big hug after finally seeing her.",What will Kendall want to do next?,catch up,spend time with friends and family,commit a crime,A
25902,Tracy was looking for love in all the wrong places.,How would you describe Tracy?,disappointed,Careless,Very intelligent,B
25903,Aubrey planted a tree in her backyard and watched it grow as tall as it could.,What does Aubrey need to do before this?,find a rope,get rid of a rope,plant a tree,C
25904,jan followed addison home to see if they needed help with anything they were doing.,What will happen to Addison?,be annoyed,help others out,get help,C
25905,Kendall and Lee got into a big fight over a girl.,What will Lee want to do next?,kiss Kendall on the lips,punch Kendall in the face,wanted the girl for himself,B
25906,bailey was worried so she discussed a concern in detail at the meeting.,What will Others want to do next?,listen to bailey,figure out the problem,fix what they were worried about,A
25907,Austin finally reached the goals that had been set and decided it was time to celebrate.,What does Austin need to do before this?,reward himself,set concrete goals,take a break,B
25908,Carson kept Skylar's head down because if they looked directly at the guards they would be beaten.,Why did Carson do this?,keep Skylar from harm,keep her head down,thank Carson,A
25909,Kai gave Addison a shake when Addison was freaking out.,Why did Kai do this?,calm Addison down,hurt Addison,know Addison's character for a while,A
25910,Bailey's aunt passed on a letter that Bailey had written to Riley. Riley thanked her for Bailey's letter.,How would Riley feel afterwards?,are great,grateful to Riley's aunt,mad with Bailey for writing,B
25911,Sasha pulled the blinds together so that she could do something away from prying eyes.,How would Others feel as a result?,certain about what Tracy was doing,a private person,curious about what was happening,C
25912,Sydney had been riding in the car for hours. Finally they stopped and Sydney used the bathroom.,Sydney would feel how afterwards?,a person with a strong bladder,comfortable,bloated,B
25913,Sydney ate Kai's flesh after being in the woods for days with no food.,How would Sydney feel afterwards?,thrilled,nauseous,proud,B
25914,Austin built Quinn a house so that they could live in it.,How would you describe Austin?,a nice person,bad at houses,bad with construction,A
25915,"After practicing teetherball for weeks, Bailey became very good at the game and won.",How would Bailey feel afterwards?,like she wasted time,she failed herself,like she accomplished something,C
25916,Tracy time traveled back to the past commanded General Lee's army in war preparation.,What will Tracy want to do next?,teach them bayonet use but not how to shoot guns,make them run with their guns pointed outward,make them do meditation and non physical things,B
25917,Addison is a great hairdresser and Austin went to her for a haircut. Addison cut Austin's hair short.,What will Austin want to do next?,hide his haircut from his friends,be unhappy with his new haircut,tell his friends out his new haircut,C
25918,Tracy gave Remy an expression of disgust when hearing that Remy ate allilgator over the weekend.,How would Remy feel as a result?,disgusted by the food choice,nauseous,fascinated,C
25919,Remy brought together the students for a big school meeting.,What will the students want to do next?,organize the kids,listen closely,not listen,B
25920,Alex earned Bailey's living so that he could help Bailey pay for things.,How would Alex feel afterwards?,someone who enables Bailey,helpful,upset,B
25921,Jesse decided to go crazy last week because he had several tests at school and shifts at work prior.,What did Jesse need to do before going crazy?,take a week off at school,take a week off at work,needed to work several shifts at work,C
25922,Jeffrey revealed what their sibling was getting for Christmas. Kendall also said the secret.,What does Kendall need to do before this?,apologize for ruining the surprise,know the secret,know about Christmas,B
25923,Addison was going to meet Aubrey at the play that night. Aubrey gave Addison direction's to the play so she would make it on time.,What does Aubrey need to do before this?,make sure addison made it to the party on time,needed to know the place,make sure addison made it to the party,B
25924,Jordan hid weed well from their parents until one day when mom did a spring cleaning.,How would the mother feel as a result?,Happy with the find,disappointed in Jordan,Proud of Jordan,B
25925,"Kendall gave each of her friends wonderful gifts for Christmas that year, paid for by the bonus.",What will the friends want to do next?,thank Kendall,get some presents,pay Kendall,A
25926,Ash saw Alex years ago back when they were looking for a house.,How would Ash feel afterwards?,want to talk to them,ignore all of them,mad at them all,A
25927,Ash rode Aubrey's bikes on the way to work one day.,How would Ash feel afterwards?,annoyed,mad,relaxed,C
25928,Cameron killed their son and had to go to prison to serve his evil act.,What will Cameron want to do next?,appear at Cameron's parole hearing,put a hit on Cameron,repent,C
25929,Aiden was applying to nursing school and asked Lee for a recommendation letter.,What did Aiden need to do before this?,do good work for Lee to impress them,not involved,finish going to medical school,A
25930,Carson helped Sydney much to Sydney's surprise about it.,What will happen to Carson?,be very surprised,hurt Sydney,be kind,C
25931,Sydney thought that Jan might be hanging out with the wrong crowd. Sydney spoke with Jan's mother.,Why did Sydney do this?,wanted to punish Jan's friends,wanted to get help for Jan,make new friends,B
25932,Robin had had to work late the night before and was exhausted.,What will Robin want to do next?,make Robins day better,sleep soundly,jump out of bed,B
25933,Casey desperately wanted to say something to Ralph when his sister died.,What did Casey handle this desire?,decided to go and give Ralph her condolences when he was alone,decided to go to the funeral when it was over and see who was there,decided to go to the funeral wearing yellow and black to make a statement,A
25934,Carson took their food upstairs to watch TV while eating.,What does Carson need to do before this?,relax and watch their programme,walk to the basement,get their food together,C
25935,Aubrey's garage was very cluttered. Aubrey cleaned and organized everything in the garage.,What does Aubrey need to do before this?,finish the house,needed to empty the garage,needed to make a cleaning plan,C
25936,Lee said something funny to Quinn and rolled Quinn's eyes.,What will Lee want to do next?,see Quinn's look,make Quinn laugh,ask if they know anything funny,B
25937,Austin arrived to work every day on time because they cared about their job.,What will Austin want to do next?,come in ahead of time,ask for a promotion,keep working at his job,C
25938,Austin advised the team on all matters related to the big project they had to get done for work.,How would Others feel as a result?,angry with Austin,helped by Austin,intelligent,B
25939,Carson sent in someone else's photos for his submission because he wasn't ready.,What will Carson want to do next?,Instead of sending his photos he sent another person's,he needed to submit his photos,lie,C
25940,Ash believed his ears and investigated the strange noise in their home.,Why did Ash do this?,were concerned a stranger was in their home,were concerned the washing machine was running,get a flashlight,A
25941,Bailey was Jordan's younger sibling so Jordan felt it was their mission in life to always keep Bailey safe whatever the cost.,How would you describe Jordan?,selfish,cruel,caring,C
25942,Kendall Grabbed Skylars arms before he could take a swing at the girl.,What will happen to Skylar?,go on a date with Skylar,check on the girl,restrain Skylar,C
25943,Sydney wanted to clean their glasses. Sydney took their glasses off.,What will Sydney want to do next?,get a cloth,get a blow dryer,get the cleaner,A
25944,Kai's pedal came loose. Kai took their bike to a repair shop.,Why did Kai do this?,ride the bike back home from the shop,get rid of the bad bike,find a new pedal for the bike,C
25945,Sydney tossed and turned in bed and could not get back to sleep.,What does Sydney need to do before this?,bake a cake,go to the bathroom,drive the car,B
25946,Tracy defrayed them in connection with crime if that weren't enough.,What does Tracy need to do before this?,sleep,be knowledgeable about events,get away,C
25947,Cameron and their friends decided to volunteer their time. Cameron put in over a hundred hours.,How would Cameron's friends feel as a result?,generous,kind,inspired,C
25948,Alex walked Taylor to their car after they had dinner together.,What will happen to Alex?,good,run away,get thanked,C
25949,Kendall made Casey apply at every store in the entire mall.,What does Kendall need to do before this?,make sure Casey got a job,pay nothing,pay rent,A
25950,Jesse is a fierce individual that always loves facing every challenge.,What will Others want to do next?,Befriend Jesse,Find out Jesse's limit,advocate challenges,A
25951,"After Ash passed on, Kendall kept the gift he gave her forever.",What will Kendall want to do next?,put the gift in the closet forever,sell the gift because it hurts her to see it,in good condition,A
25952,"Seeing she needed one for the winter, Austin built Tracy one.",What will Tracy want to do next?,want more from Austin,show appreciation to Austin,finish preparing and setting up for winter,B
25953,"Kai had been having a lot of money trouble lately. When hanging out with their friend, Kai grabbed Casey's purse to take money from it.",How would Kai feel afterwards?,Ashamed,angry about Kai trying to steal from them,shocked at Kai's bold move,A
25954,"Taylor is a dog sitter, and one day Taylor took Kendall's dog on a walk.",Why did Taylor do this?,teach Kendall how to walk her dog properly,make sure they walked all the neighborhood dogs,make sure the dog had exercise while Kendall was away,C
25955,Kai let Carson babysit their children alone while Kai left for the store.,How would Carson feel as a result?,lonely,responsible,had felt joy,B
25956,Carson met their sister at the store and the shopped for dresses.,What will happen to Carson?,shop for dresses,take a nap,go to sleep,A
25957,"Jesse spent money online buying cosmetics, jewelry and clothing.",How would you describe Jesse?,always well dressed,destitute,Broke,A
25958,Alex went over to his family's house and spent time with his people.,What will happen to Alex?,have a horrible time,have a fun timer,have a terrible time,B
25959,Riley led Jordan to the door that they were going to go through.,Why did Riley do this?,leave Jordan behind,guide Jordan,pass through the door,B
25960,Tracy ate them together. They made a great combination.,How would Tracy feel as a result?,they are a dull person,they were very bad,they are a clever person,C
25961,"When she started her period unexpectedly, Sydney got bad cramps and had to take medication.",What will Sydney want to do next?,rest a while,go running,get better,A
25962,Sasha laughed in their sleeve to hide their face. Sasha didn't want anyone to see.,How would Sasha feel afterwards?,a good friend,As someone who didn't want to make a scene,a bad friend,B
25963,Skylar decided to play hockey instead after they didn't make it onto the lacrosse team.,How would you describe Skylar?,very athletic,like a loser,upset about hockey,A
25964,Casey extended the agenda to include a meeting with his old friend from high school.,Why did Casey do this?,see her old friends,go eat a hamburger by herself,stay home,A
25965,"Skylar was interest in Lee, but he was not and turned her affection away.",What will Skylar want to do next?,talk to skylar,move ahead,stalk skylar,B
25966,The others were throwing a party and really wanted Carson to come.,What will Others want to do next?,forget to invite Carson,refuse to let Carson come to the party,offer Carson a ride to the party,C
25967,Taylor arrived late as he was walking in to his workplace today.,Why did Taylor do this?,start to work,had too large of a breakfast,woke up too late this morning,C
25968,Robin began to date another guy after the break up.,What will Robin want to do next?,get to know them,call her ex back,see another man,A
25969,Lee made Jan move when she didn't want to and pushed her violently.,What will happen to Lee?,go to jail,get praised,start to cry,A
25970,The mountains were Sydney's favorite place to visit. Sydney was making plans to go on a vacation there.,What will Sydney want to do next before they leave?,post their pictures on Facebook,take Sydney there,ask for time off work,C
25971,Sasha persuaded the kids to join in on the fun and go swimming.,What will happen to Others?,go home,swim,quit,B
25972,Ash worked a double shift at work then spent the next day sleeping.,How would Ash feel afterwards?,weary,relaxed,anxious,A
25973,Lee held fast to the ledge because she was scared of the ride.,How would Others feel as a result?,good,queasy from the ride,doesn't likes theme park rides,B
25974,Riley resumed their previous position in first place out of seven teams.,How would Riley feel afterwards?,like a leader,like a failure,bad,A
25975,Aubrey worked even harder and Aubrey finally got the promotion at work.,How would Aubrey feel afterwards?,like the did the wrong thing,the wasted time working hard,like their hard work paid off,C
25976,Casey went to a family reunion that was full of relatives. Casey saw their grandma.,What will Casey want to do next?,brush their teeth,talk to their grandma,needed to make a schedule for it,B
25977,Cameron noticed that his dog's water dish was almost empty so he poured out his water bottle into the dish.,What will Cameron want to do next?,give away the dog to a friend,get a new dog for himself,make sure the dog also has food,C
25978,Jordan took care of what she needed to.,What will Jordan want to do next?,watch tv,check it twice,a hard worker,B
25979,Sasha went shopping with their father and he refused to let her pay for anything.,What will happen to Sasha?,a provider,think her father old fashioned,get new things,C
25980,Quinn bought a gift for Lee's children when he visited the family.,What will Lee want to do next?,be nice,entertain lee's children,return the favor next,C
25981,Ash knocked at Jan's door to tell them that they had won the grand prize.,How would Jan feel as a result?,elated about the prize,excited and informative,annoyed about the knocking,A
25982,Casey performed their song effectively when they were having a recital at school.,Why did Casey do this?,fail at school,impress others,practice for the next recital,B
25983,Robin provided shelter for Kendall's children. Robin was always one to help people in times of need.,How would Kendall feel as a result?,glad for helping the children,indifferent to Kendall,very elated,A
25984,Casey told Bailey to help him with the math test he needed to take.,How would Bailey feel as a result?,very mean,very into math,very rude,B
25985,Taylor was walking to work today. It was cold outside and raining.,What will Taylor want to do next?,his car was at the mechanic,put on warm clothes,walk to the aquarium,B
25986,Carson was anxious and started to have a panic attack so Robin crossed their arms over Carson's chest and helped them to deep breathe.,Why did Robin do this?,calm Carson down,not support Carson,know how to help,A
25987,jan took her turn quickly so that everyone else could get to theirs.,What will Others want to do next?,take their turn,ignore their turn,stop the game,A
25988,Jesse's smoking affected Casey's health so Jesse threw away his cigarettes.,How would you describe Jesse?,worried about Casey,a selfish person,annoyed,A
25989,Jan wanted to have pancakes for breakfast on her birthday.,What will she want to do next?,go out for dinner with friends,enjoy her birthday meal,celebrate her special day,B
25990,The patient asked for the tooth as a keepsake. Taylor saved the patient's tooth.,What will happen to the patient?,The patient will take the tooth home,The patient will discard the tooth at home,give a keepsake to the patient,A
25991,Remy wrapped Quinn's arms around her in an effort to warm her up when she was outside.,What will Remy want to do next?,needed to ask Quinn if he could touch them,get Quinn indoors,leave Quinn outside,B
25992,Addison took Tracy's temperature and it was well over one hundred degrees.,What will Addison do next?,take tracy to the hospital,avoid making a doctor's appointment,be given medicine,A
25993,Jan paid attention to detail in the painting she was painting and it looked great.,What does Jan need to do before this?,of wanted to rest,buy a painting,want to do their best,C
25994,"Riley ate their cake and had and big slice of pie too, even though they were on a diet.",What will Riley want to do next?,avoid looking in their wallet,sell a milkshake too,avoid looking in the mirror,C
25995,Remy blinked Quinn's eyes because Quinn was paralyzed after the car accident.,What does Remy need to do before this?,Cry,move Quinn's eyelids,Lay still,B
25996,Cameron was in school and had several demanding classes.,How would Cameron feel afterwards?,overworked,accomplished,angry,B
25997,Lee pushed back Addison's arms when she tried to punch him.,What will Addison want to counter with?,tell the authorities,run away,kick Lee in the shins,C
25998,Addison took a family trip to the beach and spent all her time outside.,What will happen to Addison?,get tan,Others will be at the beach,be too hot,A
25999,Kendall felt sick to her stomach and went to the doctor's office.,How would Kendall feel afterwards?,healed,angry,Mature,A
26000,Sasha played basketball well.,How would Sasha feel afterwards?,a good player of baseketball,cricket player,a good basketball player,C
26001,Jan went out to dinner with her and felt like she knew her co-worker well.,How would you describe Jan?,very unfriendly,very friendly,very unsociable,B
26002,kai wanted to keep kendall safe so he kept her hands at their sides.,How would Kendall feel as a result?,very caring,as confident,as uptight,B
26003,Remy ran outside one day because they thought they needed to get some fresh air.,What will Remy want to do next?,enjoy their day,wonder about their run,open the door,A
26004,Ash played tricks on their teachers by stealing their papers and vandalizing their rooms until they were caught.,What does Ash need to do after this?,wanted to send a message for her teachers,accept their punishment,wanted to play dirty games with her teachers to show them who she is!,B
26005,Kai invited Casey to a movie and it was about a bear in the woods.,What will Casey want to do next?,in awe,check the movie times,playing,B
26006,Aubrey met her boyfriend at the airport and hugged him when she met him.,What will Others want to do next?,be glad,go home,drive to the airport,B
26007,"Taylor met lovely Rea at the library, the immediately hit it off so Taylor asked Rea out and they agreed.  Taylor then went home and got ready for the date.",How would Taylor feel afterwards?,Angry,Happy,Bored,B
26008,Taylor hasn't taken a shower in weeks and was starting to smell.,How would Taylor feel afterwards?,annoyed,angry,terrible,C
26009,Sasha tired hurting men's souls because she is wicked.,What will Others want to do next?,make them pay,yell at her,make men suffer,B
26010,Taylor pressed Skylar's hands on the table to stop them from getting away.,Why did Taylor do this?,tell Skylar to stay there,subdue Skylar,hold hands with Skylar,B
26011,Quinn and Riley were walking through the forest together. Riley slipped and fell to her knees. Quinn reached out their hand to Riley.,why would Quinn reach out her hand?,Quainn was going to push Riley away from a snake,was going to Take Rileys book and run,was going to help Riley up,C
26012,Casey was trying to organize so Casey set their books in order.,What will Casey want to do next?,Sell the books,Scatter the books,Stack them neatly,C
26013,Aubrey stated the rules in terms easily understood so that all the children could understand how to play.,What will Aubrey want to do next?,let the adults play,let the children play,be a good planner,B
26014,Jesse felt great affection for animals and he cared a lot.,Jesse could be described how?,loves animals,a good person,cruel,A
26015,Sasha sold their car at the price they stated which was good for them.,How would Sasha feel as a result?,they were wrong,they were wise,they made the wrong choice,B
26016,Tracy snuck up behind Cameron while they waited in line and put her arms around him.,What will Tracy want to do next?,yell at Cameron,run from Cameron,hug Cameron,C
