,context,question,answerA,answerB,answerC,correct
16069,Aubrey pulled Remy apart before a fight started so she did not get involved.,What will Aubrey want to do next?,watch Remy,wanted to avoid conflict,get into the fight,B
16070,Addison went home. They had nothing to do.,Why did Addison do this?,they were bored,they were excited,find something to do,A
16071,Jan was gambling at a game of poker and lost all of Kendall's hard earned money.,What will Jan want to do next?,argue with Jan,fall out with Jan,repay Kendall,B
16072,Ash risked Jordan's life by letting him play with fireworks he knew were defective.,How would Ash feel afterwards?,guilty,Hatred,neglectful,A
16073,Jordan and Bailey were out in the middle of a storm. Jordan kept Bailey safe til it was over.,What will Jordan want to do next?,leave Bailey,go home,care for Bailey,C
16074,Ash sent their daughter to the store to get supplies for the others.,What will Others want to do next?,give thanks next,did this to get supplies,express anger next,A
16075,Jesse gave his life at work by jumping in front of the car to stop it.,How would you describe Jesse?,like a fool,probably dead,feeling terrified,B
16076,Lee sent the child to the principal's office to get punished for bad behavior.,What will happen to the child?,will get manipulative,will get reprimanded,be sick of dealing with it,B
16077,Kendall stretch Lee's leg for physical therapy to gain flexibility.,How would Kendall feel afterwards?,good with their hands,Like a helping person,skilled at stretching,B
16078,Jan spent the afternoon working and went home because they needed rest.,How would you describe Jan?,abandoned as a result,As someone that needs some to relax,As someone that wants the best,B
16079,Riley took Jan inside the house to show her her new furniture.,What does Riley need to do before this?,talk with Jan,go to the store before this,have new furniture before this,C
16080,Sydney told Remy what had happened about his girlfriend cheating.,What will Remy want to do next?,like Remy,confront the girlfriend,find out about cheating,B
16081,"Every morning, Bailey made Sasha's coffee and breakfast.",What will Sasha want to do next?,call in sick,go to work,leave without saying anything,B
16082,Jordan was moving out of state and had to handle all his affairs. Jordan tied up loose ends before the move.,How would Jordan feel afterwards?,thorough,worry free,confident,A
16083,Robin broke Quinn's glasses and immediately felt horrible.,What will Robin want to do next?,bump into Quinn,apologize next,being around Quinn,B
16084,"Seeing that the attorney was new, Taylor granted extra time on the cases.",How would you describe Taylor?,natural prankster,happy,a patient individual,C
16085,Sasha kept their eyes on Jesse to see the next move in the game of chess.,How would Jesse feel as a result?,very engaged,smart now,bored now,A
16086,Taylor was having a bad day until she did her favorite hobby: singing and playing guitar.,How would Skylar feel afterwards?,start crying,happier,a singer and guitarist,B
16087,Addison had gone to therapy for a while to reflect on strengths and weaknesses.,How would you describe Addison?,scared of knowledge,easily ashamed,confident about abilities,C
16088,Taylor rolled a cigarette in front of sasha even though she said not to.,What will Sasha want to do next?,smoke a cigarette,roll another cigarette,rat on her,C
16089,Jordan ran behind the group of people in the race but could not catch up.,How would you describe Jordan?,like giving up,determined,like a loser,B
16090,Aubrey directed Lee's course and got flying colors as a result.,How would Lee feel as a result?,bored,detached,proud,C
16091,Ash acknowledged all the help they'd received by thanking the helpers for their work.,What will Ash want to do next?,buy the helpers some lunch,acknowledge people,praise others,A
16092,Cameron read the instructions to fixing his tv before attempting to do it.,Why did Cameron do this?,so he didn't break the tv more,take the TV off the wall,unplug the TV,A
16093,Riley governed another town and was elected to another term.,How would Riley feel afterwards?,disappointed,a shrewd politician,excited,C
16094,Aubrey placed them into position and formed a cohesive group together.,What does Aubrey need to do before this?,be a team,needed to assess the situation,needed to make the positions,C
16095,Alex waited for the sunrise to get up because they wanted some extra sleep.,How would you describe Alex?,As someone who got some rest,refreshed,As someone who talks about sleep,B
16096,Tracy was standing in the wrong place and Tracy accidentally got hit.,How would you describe Tracy?,observant,Aloof,regretful and bitter,B
16097,Kai went hunting with a friend in the wilderness. Kai shot a deer.,What does Kai need to do before this?,pull a trigger,wanted to have fun,wanted to have dinner,A
16098,Kendall surprised Tracy's friends when they brought snacks to the get together.,What will happen to Kendall?,thank kendall,Think others weren't as nice,Get thanked,C
16099,Alex looked over Carson's policy on getting work done on time.,What will Carson want to do next?,getting work done on time,For the work to be fun,For the policy to be followed,C
16100,Ash offered the job to his friend even though his friend was not qualified.,What will happen to Ash?,get a promotion,be demoted,get a raise,B
16101,Bailey loved to eat apples and ate one everyday.,How would Bailey feel afterwards?,Good for talking about apples,healthy,Like they enjoy eating apples,B
16102,Austin liked to hunt and went out every week to kill animals.,How would Austin feel afterwards?,powerless,strong,weak,B
16103,Austin pulled Aubrey close after they got down from the car that took them to a date.,What will Austin want to do next?,Screamed something to Aubrey's' ear,Run away,Hug Aubrey,C
16104,"Sasha provided Addison with many opportunities, and Addison was eventually able to land a high paying job.",How would you describe Sasha?,an encouraging colleague,good because she helped Sasha,a cruel person,A
16105,Jesse had nothing to do and wanted to keep themselves entertained.,What will Jesse want to do next?,watch a movie,read a book,fall asleep,A
16106,Quinn texted their husband advice on what to get their friends for the baby shower.,What will happen to Quinn?,go get a baby shower gift,regret sending their husband,be thrilled,A
16107,Riley defied her bosses direction at every order made by a customer.,How would you describe Riley?,enthusiastic about providing hgih quality products,does not respect her responsibilities as an employee,rebelious,C
16108,robin was a kind person so she had no problem helping remy's mother.,How would Robin feel afterwards?,mean,selfish,kind,C
16109,"Addison loved his do so much, he scheduled it to the show with him.",Why did Addison do this?,wanted to kill the dog,have company at the show,ensure the dog spoke,B
16110,Casey had a great idea. Jordan gave Casey's idea to the team.,What will Casey want to do next?,hit Jordan for stealing thier idea,relax and ignore the team,work with the team to see the idea to fruition,C
16111,Austin gave Robin reason not to go. The reason was completely valid.,What will Robin want to do next?,not listen to the advice,ignore the advice,listen to advice,C
16112,Riley research the interest got Robin the answer on her many questions.,Why did Riley do this?,keep Robin in the dark,annoy Robin,help Robin get a good grade,C
16113,Remy gave Cameron the benefit of the doubt and retracted their accusations of theft.,What will Remy want to do after?,apologize to Cameron,find the real thief,accuse Cameron later,B
16114,Jan wrote a new song. Jan put the music into words.,What does Jan need to do before this?,stop writing music,write the music,stop changing the words,B
16115,Robin had an English test tomorrow morning and had plenty of time to prepare but she didn't study very much.,How will Robin feel?,confident,nervous,take an English course,B
16116,Skylar was having a hard time so Kendall decided to walk a mile in Skylar's shoes.,What does Kendall need to do before this?,going through,live through Skylar's problems,listen to skylars problems,C
16117,Kai finally convinced the group and they followed him eagerly.,Why did Kai do this?,be pathetic,be weak,lead,C
16118,Carson got directions from their wife and they were then off on the adventure.,What does Carson need to do before this?,go on an adventure,would need to have an empty tank,would need to fuel up their car,C
16119,"Alex failed in front of all of the others- being just another kid, in the end.",How would Others feel as a result?,pitiful,undisciplined,human,C
16120,Kai has been cut from the team because her skills have diminished by a lot.,What will Kai want to do next?,bored,good,passive,C
16121,Addison held meetings for years and got a lot of money from the decisions.,What will Addison want to do next?,lazy,proud,bored,B
16122,Taylor quickly learnt from their mistakes when doing math problems.,How would Taylor feel afterwards?,a fast learner,a person who likes to problem solve,Good for learning,A
16123,Riley is a photographer who is practicing his skills.,What does Riley need to do before this?,apply for a job at the newspaper,advertise on social media,load the camera,C
16124,Carson had trouble figuring out how to fix a problem. Bailey found Carson a solution.,What will Bailey want to do next?,tell Carson the wrong thing,help along the way,turn their back on Carson,B
16125,Ash had been applying for jobs and ended up getting their dream job.,How would you describe Ash?,As someone who has a good career,proud,happy,B
16126,"Aubrey used to work a lot, but since having children, Aubrey spent all her time with their children.",What will happen to Others?,admire Aubrey,close business,be lost,A
16127,Robin risked her life to help her best friend who could not swim and fell out of the boat.,What will Robin want to do next?,Robing jumped in the water without a life jacket and calmed her flailing friend down and drew her back into the boat,jumped in the water without a life jacket and gave her flailing friend a piggyback ride to the shore,know how to sail a boat,B
16128,Riley was cold outside so Sasha kept Riley warm with their jacket.,How would Riley feel as a result?,warmed up by Sasha,glad they had protected Riley,cold,A
16129,Addison supplied the store with water after becoming the sole supplier in town.,How would Addison feel afterwards?,like tainting the water with flavor,like raising the price of water,like refusing to sell the store water,B
16130,"While go out to dump the trash, Addision stumbled accross a litter of kittens in the trash bin.",How would Addison feel afterwards?,surprised at the find,a lucky person,feeling compassionate,A
16131,"Jordan asked Casey if they could help them move their office to a different building. Casey told Jordan yes, and brought their pickup truck to help.",What will happen to Jordan?,give help,try hard,move their office to the other building quickly,C
16132,Alex brought Skylar to the movies to see the a new horror movie.,What will Skylar want to do next?,take a nap,get dinner,pay for the movie,C
16133,Kendall was riding too fast down the hill and Kendall lost control of their bike.,How would Kendall feel afterwards?,scared,like they should ride faster,interested,A
16134,Austin was in love with their girlfriend and wanted to spend their lives together.,What will Austin want to do next?,hide,fall in love,celebrate,C
16135,Casey took the dog to the vet after the dog vomited for the third time.,What does Casey need to do before this?,list symptoms,treat the dog,diagnose the dog,A
16136,Sydney struck a blow on Skylar's cheek with the tennis racket accidentally.,How would Sydney feel afterwards?,amused,glad,horrified,C
16137,Alex told his sister the sad story after he got home from work.,What will happen to Alex?,be hugged,they will learn more eventually,be abandoned,A
16138,"After working hard for weeks, Ash and their friends saw a concert.",What does Ash need to do before this?,needed to buy tickets,enjoy themselves after their hard work,have some fun after their hard work,A
16139,Alex kept Carson healthy by making sure they took their medications every day.,What will Carson want to do next?,keep taking their medications,filled,despise Alex,A
16140,Kai built Carson's bird a nest as a surprise for Carson.,What will happen to Kai?,be ignored,be appreciated,he will appreciate kai,B
16141,Sasha spent time with their kids. Because Sasha is good around kids and parents trust her.,What will happen to parents?,give away kids,open a day care,be thankful to Sasha,C
16142,Sasha gave Remy a warm reception when they visited there home.,What does Sasha need to do before this?,be welcomed to their home,be a good host,welcome,B
16143,Robin gained muscle for the competition that weekend.,What will Robin want to do next?,needed to have healthy diet,Not fail,needed to do weight lifting,B
16144,"Jordan wanted a Nintendo Switch for their birthday, so Ash got Jordan one.",Why did Ash do this?,a good friend,go to the store to buy the Switch,good at video games,A
16145,Remy talked his parent into letting him go to the party.,What will Remy want to do next?,needed to get an offer to join the party,get ready,thank his parents for letting him go to the party,C
16146,Sasha was rushing to get appetizers ready for her expected company while straightening up her dining room.,How would you describe Sasha?,social and welcoming,anxious about the expected company,patient about her expected company,B
16147,Riley really wanted to make the team so Riley practiced every day.,How would you describe Riley?,Ambitious,Lazy,proud,A
16148,"Even after a long and difficult pregnancy, Jordan weighed normal at birth.",What will Jordan want to do next?,constantly sleep,not eat anything,start nursing,C
16149,Alex provided hope to the people through sheer courage and positive inspiration.,How would Alex feel as a result?,motivational,proud about it,manipulative,B
16150,Kai wanted to have some time to himself so he could read and catch up on work so he let Robin sleep.,What will Kai want to do next?,make Robin breakfast in bed,go out for coffee,have quiet to get some work done,C
16151,Addison gave the money to her so she can buy a new dress.,What will she want to do next?,punch them,return the money,thank them,C
16152,Jesse brought home a dog that was on the road every day.,Why did Jesse do this?,be a good person,be a bad person,get rid of animals,A
16153,Kendall gave Casey a shot for the flu so they would stay safe.,What will happen to Casey?,be thanked for the help,get the flu shot herself,are prepared,C
16154,Robin got up and picked up the salt and walked it back over to the counter.,How would Robin feel afterwards?,capable,relieved,useless,A
16155,Robin took Quinn's hand of cards to see if that's what they were really dealt.,What will Quinn want to do next?,tell the truth of Quinn's cards,give the cards back to Quinn,let them see what they were dealt,C
16156,Alex was looking for their missing glasses. They investigated every room and finally found them.,How would you describe Alex?,meticulous,thankful to have found them,lazy,A
16157,Riley had anger issues but learned how to control themselves.,How would Riley feel afterwards?,Glad they don't let it get the best of them,learning,Glad they could do the best for them,A
16158,Aubrey helped Taylor keep things together at work.,How would Aubrey feel afterwards?,generous with time,Good for helping them,better,B
16159,Austin brought water to Quinn's lips when Quinn was sick with the flu.,How would you describe Austin?,merciless,compassionate,jealous,B
16160,Remy changed their phone number to avoid getting calls from their ex.,What will Remy want to do next?,change their name,be left alone,avoid the ex,C
16161,Taylor tore Addison's eyes away because Addison couldn't stop looking at the deformity.,What does Taylor need to do before this?,apologise to Addison,get Addison medical help,observe what was happening,C
16162,Addison tried several things that were cooked and found them all to be delicious.,How would you describe Addison?,happy,a foodie,a picky eater,B
16163,Aubrey increased her knowledge about Tracy by taking her out to lunch.,What will happen to Tracy?,eat lunch,isolated,have pizza delivered,A
16164,"Everyone at the office was falling behind on work, but Sydney increased their productivity.",Why did Sydney do this?,get a raise,get a new job,Talk to boss,A
16165,Tracy felt like cooking a big dinner for the whole family.,What does Tracy need to do before this?,go into the kitchen,stay in bad all day,wash all dishes to cook,A
16166,Riley enjoyed the day off of work and relaxed all day long.,Why did Riley do this?,request some time off from work,get a day off work,enjoy their day off work,C
16167,Ash found love using dating app for the first time in 55 years.,What will Others want to do next?,become 55 years old,promote the app,not give up the hope,C
16168,Taylor showed Casey the path they were going to hike that day.,What does Taylor need to do before this?,go to the path,smart,great,A
16169,riley went to work like usual and saw his boss at work.,Why did Riley do this?,make no money,quit his job,get paid,C
16170,Addison spent weeks learning their lines for the play. The first performance goes excellently and Addison gets every line perfectly.,How would Addison feel afterwards?,determined and tired,grouchy,excited,C
16171,"Carson played truth or dare with his best friend, revealing some personal secrets.",How would their friends feel as a result?,shocked at the new information,like playing Monopoly,bored of the game,A
16172,Scarlett was applying to nursing school and asked Lee for a recommendation letter.,What did Scarlett need to do before this?,talk to Scarlett and Lee,do good work for Lee to impress them,finish going to medical school,B
16173,Addison has been practicing dance for a long time. He decided to line dance in a competition.,What will Addison want to do next?,stop going to competition in the future,give up line dancing because he didn't win,go out and celebrate after the show,C
16174,Lee did Austin's work well and it was rewarded with a large gift.,Why did Lee do this?,wanted to make Austin mad,wanted Austin to forget about everything,wanted to help Austin,C
16175,Remy surprised Jordan and got them a puppy. Remy saw tears in Jordan's eyes.,What will Jordan want to do afterwards?,get company for Jordan,jump up and down excitedly,take the puppy back home,B
16176,Alex raised a lot of money for a local charity that was close to their heart.,How would you describe Alex?,greedy,kind,selfish,B
16177,"Kendall has always had great ideas on his business proposal but has never put it into perspective, when he was given a chance he put it into perspective.",What does Kendall need to do before this?,be left alone at work,not speak up in meetings,think thoroughly through the idea,C
16178,"Addison put Kendall's ideas into action, and they soon had a thriving online retail business.",Why did Addison do this?,Because Addison wanted to be cruel,Because Addison wanted to be helpful,Because Addison wanted to sleep in,B
16179,Riley went to the diner and got some food for their friend Sasha.,How would Sasha feel as a result?,grateful,content after a good meal,sad,A
16180,Alex was thirsty so they got up and got some water.,Why did Alex do this?,better,quench their thirst,make sure he has a cup,B
16181,Remy needed to tell Austin the truth about what was happening at work.,Why did Remy do this?,tell Remy what he did wrong,help Austin,upset Austin,B
16182,Remy wrote Skylar a not asking if they could play after school.,What will happen to Skylar?,have fun with their friend,get a response from Skylar,play,A
16183,Tracy needed to get to work but the car was snowed in as it has snowed all night so Tracy shovelled the snow.,What does Tracy need to do before this?,get the car out of the driveway,stay inside,get a shovel,C
16184,"Looking to get her ready for the prom, Jordan layered eyes on Ash.",How would Ash feel as a result?,that Jordan did a poor job,proud,would be grateful towards Jordan,C
16185,Robin has an English test tomorrow so they prepared all night.,What does Robin need to do before this?,needed to quit the English class,needed to register for the test,get a good night's sleep,B
16186,Kendal knew he had drank to much to drive home from the party and yet took another drink.,What will Kendall want to do next?,get drunk,pay and take a taxi home,walk home staggering in the streets,B
16187,Alex went to the store to buy a bunch of different food items.,What does Alex need to do before this?,rent a car,make a list,buy a cat,B
16188,Jan skips breakfast to run instead.,How would Jan feel afterwards?,not hungry in the morning,an avid runner,Tired,C
16189,Alex administered the lord's medicine to all of the sick patients in the hospital that requested his prayers.,How would you describe Alex?,a faithless person,a devoted person,an uncaring person,B
16190,Sasha joined a gym and worked out with some of her friends.,What will Sasha want to do next?,quit the gym,gain stamina,eat better,B
16191,Taylor practiced singing every night because she wanted to be the best.,How would Taylor feel afterwards?,dedicated,accomplished,motivated,B
16192,Casey rode her bike to the movies and had a great time there.,What does Casey need to do before this?,go back home,get a movie ticket,rent a car,B
16193,Lee left a mark on Riley when they were wrestling around for fun.,What will Lee want to do next?,stop wrestling,make another mark,apologize to Riley,C
16194,Remy left their bed because it was hot and they were getting sweaty.,Why did Remy do this?,Go to sleep somewhere else,Take a shower to remove the sweat,cool off,C
16195,Jan accused Lee of cheating after finding evidence on Lee's cell phone.,What does Jan need to do before this?,cut off her acquaintance with Lee,stay away from Lee the cheater,find Lee's phone password,C
16196,Lee wanted to clean Kendall's room and found a vacuum cleaner to vacuum the room.,Why did Lee do this?,tell Kendall what he did,lazy,skilled,C
16197,Remy asked Jordan if they had anyone to go to the dance with.,What will happen to Jordan?,attend the dance,respond to Remy,run away,B
16198,Jordan invited Jan over for dinner after taking a cooking class.,What does Jordan need to do before inviting her?,quit the class,Eat dinner with Jan,contact Jan,C
16199,Addison found out he was the king of England today.,Why did Addison do this?,become a millionaire due to his new found royalty status,kill everyone he knows now that he's the king,the long lost heir to the throne,C
16200,Robin was going to the water park and took her purse along in case.,Why did Robin do this?,wanted to keep her money safe,pay into the park,get into their swimming clothes,A
16201,Cameron saw Remy's dad for the first time when picking them up for their weekly date and introduced themselves.,Why did Cameron do this?,be relieved that the meeting was over,leave for their date,make a good impression on Remy's dad,C
16202,Riley distributed the silverware evenly when they were setting the table for dinner.,Why did Riley do this?,sit at the table,build a table nice,have things ready for dinner,C
16203,Robin's car was having problems with the engine. Robin took the car to a shop to get it looked at.,How would Robin feel as a result?,upset about having to pay,responsible about it,annoyed with the cost,C
16204,Remy sat quietly in a coffee shop waiting for his coffee to be done.,What does Remy need to do before this?,ask for it for free,relax in the shop,pay for the coffee,C
16205,Remy showed Alex love. Alex then pulled away from Remy in response.,What will happen to Remy?,break up with Remy,be hurt,indifferent,B
16206,Cameron was a preschool teacher. During snack time she gave the kids juice with their snack.,What will Others want to do next?,give out snacks,thank her,unpack the juice,B
16207,Bailey montaine Carson's relationship because she didn't want to be lonely anymore.,Why did Bailey do this?,was lonely,be with Carson,date Carson,A
16208,Ash poured a bowl of cereal and sat down with his orange juice at the kitchen table.,Why did Ash do this?,satiated,Take orange juice from the fridge,Take cereal out of the cupboard,A
16209,Jesse played devil's enemy on his guitar during a performance at a rock concert.,How would Jesse feel afterwards?,successful,isolated,helpless,A
16210,Austin developed Carson's awareness by explaining the situation to her.,How would Austin feel afterwards?,like a good friend,like a bad friend,like a loser,A
16211,Riley had dirty dishes after dinner with their family. Riley washed their dishes.,How would you describe Riley?,abusive,accomplished,friendly,B
16212,Kai went on a long run in the woods. They slept well that night.,What will Kai want to do next?,get some rest,wear their running shoes,push themself,A
16213,"Ash shared one ice cream with their girlfriend, while Ash ate the other one.",Why did Ash do this?,do something nice for their girlfriend,experience the ice skating together,get more ice cream,A
16214,Alex reduced the water level so that the bath would not over flow.,What does Alex need to do before this?,take a shower,plug the bathtub,warm enough,B
16215,"Jesse's son said he was sick, but she didn't believe him and sent him to school.",What will Jesse want to do next?,"Go back to sleep, hoping he goes to school",Spend the day with her son doing activities,Call the school to make sure he arrived,C
16216,Austin rode a bike down the street and waved at all of their neighbors.,What will Austin want to do next?,ride further,walk the rest of the way,be a friendly neighbor,A
16217,Casey got another girlfriend as soon as they broke up with previous girlfriend.,Why did Casey do this?,continue going out,enjoy having new partners,avoid loneliness,C
16218,Casey gave Alex aid from the wound he received that day.,How would Alex feel as a result?,loved,lazy,bored,A
16219,"Quinn just bought a new trash compactor, so Quinn put garbage in the machine.",Why did Quinn do this?,put more trash in it,wanted to test out the new appliance,use the trash compactor,B
16220,austin felt lonely and needed companionship so she invited their boyfriend over for dinner.,How would Austin feel afterwards?,delighted,complete with or around a boyfriend,corrupt,A
16221,Robin went with a friend to the zoo. It was got so Robin held the jackets together in her arms.,Why did Robin do this?,prevent losing the coats,appreciate robin,sell them to the zoo staff,A
16222,"Casey could tell her neighbor's children were hungry.  She kept asking her neighbor if everything was okay, and the response was always yes.  Casey stopped asking and bought a bunch of groceries for her neighbor.",How will the neighbor's children feel?,hungry,happy,angry,B
16223,Sasha set the record right to avoid any misunderstandings  like the last time.,Why did Sasha do this?,avoid any confusion,figure out what went wrong last time,enjoy the meeting,A
16224,Bailey made Jan's mom a sandwich because she hadn't had anything to eat in several days.,How would you describe Bailey?,greedy,insensitive,caring,C
16225,Carson gave his friend a hand with building a new addition onto the house.,What will Carson want to do next?,sell the house,abandon his friend,paint the walls,C
16226,Lee had to buy gifts for his parents but did not have the time to go to the store. Lee ordered gifts from amazon.,How would you describe Lee?,someone who hates online shopping,someone who likes to shop online,glad that they saved time,C
16227,Skylar slipped on a puddle in their kitchen while cooking dinner and fell and hurt their hip.,What will Skylar want to do next?,go to bed,go to a doctor,finish cooking dinner,B
16228,Remy learnt to skateboard by getting on the board and practicing a few times.,What will Remy want to do next?,bored,know how to skateboard,skilled,B
16229,Casey is out to eat with family. Casey orders fried okra.,How would you describe Casey?,weak,healthy,puny,B
16230,Ash set out to secure funding for their new start up.,What will Ash want to do next?,be a ambitious person,find an office space,blow the money in Vegas,B
16231,Skylar tilted Kendall's head back and applied the bandage carefully.,How would Skylar feel afterwards?,caring afterwards,irresponsible afterwards,selfish afterwards,A
16232,Sasha talked to Skylar after school about the the big test they had to take in math class.,How would Skylar feel as a result?,worried,ill-prepaired,worried,A
16233,Kendall received his meal from the waiter.  His salad was old and limpy.  He called the waiter over to complain.,Why did Kendall do this?,get food that was acceptable,eat soup instead,eat old vegetables,A
16234,Bailey went to the store and got some bread to feed to the ducks.,What will Remy want to do next?,go to a bar,feed the ducks,needed to put on some shoes,B
16235,Aubrey needed to learn how to control her own temper before she could become a positive influence on Taylor and keep him sane.,What did Aubrey need to do before she kept Taylor sane?,work to control her emotions,let her emotions get the best of her,better herself,A
16236,Casey cleaned the dishes they were going to use to make them and Taylor a meal.,Why did Casey do this?,ask them to cook,have clean dishes,needed to clear the table,B
16237,Tracy was going to win a big prize if they were able finish in first place.,What will Tracy want to do next?,take the day off,skip practice,work hard,C
16238,Remy's life was lived fully and with great vigor every day.,How would Remy feel afterwards?,they regret so much,like they lived life to the fullest,they lived life cautiously,B
16239,Addison used fire to keep warm while they were camping at the park last winter.,How would Addison feel afterwards?,let the fire go out and quickly froze to death,felt reassured that the light would keep animals away,burned their fingers trying to set the logs ablaze,B
16240,Kendall wanted people to be around them. They felt afraid when they were all alone.,What will Kendall want to do next?,be afraid,make no friends,make new friends,C
16241,Austin found that prayer gave them solace and comfort in difficult times.,Why did Austin do this?,wanted to be closer to God,wanted to be damned,wanted to be punished,A
16242,Quinn demanded Remy answer the questions that they had for work.,What does Quinn need to do before this?,have questions,wanted to understand the situation,leave the company,A
16243,Aubrey found bodies in Addison's house and immediately phone the police to report the killer's identity.,How would Aubrey feel afterwards?,scared and paranoid,a good citizen,curious and calm,A
16244,"Quinn was trying to leave before Carson wanted her to go, so Carson grabbed her wrist.",What will happen to Carson?,fight each other,fall down,realizes he should let go,C
16245,Addison saw the food was delivered and immediately took the food and began to eat.,Why did Addison do this?,Show he was considerate,Get all the good food,Share with the others,B
16246,Robin was exhausted from running a mile on the track. Sydney gave Robin some water.,How would you describe Sydney?,tired,kind,a runner who ran a mile,B
16247,Tracy was the family's trusted cook and housekeeper for 25 years.,What does Tracy need to do before this?,needed to hate the family,needed to retire,needed to despise the family,B
16248,Sasha caught Tracy off guard with the bizzare and random questions.,What does Sasha need to do before this?,come up with the questions,let Tracy see the questions beforehand,listen closely,A
16249,Robin told her friends the news that she had been diagnosed with a disease.,How would Others feel as a result?,annoyed that they have to treat Robin differently,stressed out about the disease,like they should support Robing,C
16250,Addison returned the book that evening before she was fined.,What will Addison want to do next?,did this to avoid a fine,Be punctual,Be irresponsible,B
16251,casey was the best chess player in the state so she beat the neighbor's brother.,How would Casey feel afterwards?,incompetent,arrogant,competent,C
16252,Lee was eating his lunch at the restaurant and he saw a rat run by.,How would Lee feel afterwards?,really hungry,grossed out,likes to eat out,B
16253,Addison set him up on a date even though the others warned against it.,What will happen to Others?,The others will express disappointment,be thanked for setting up a good date,be yelled at because she set up a bad date,A
16254,addison was a creative person so he used fire to keep warm.,How would Others feel as a result?,as calm,as angry,as upset,A
16255,Casey reached the top of the mountain after a long ascent and felt very good.,What does Casey need to do before this?,train to be ready to hike the mountain,find a good beach to go visit,relax and wait until their vacation,A
16256,Quinn took the toys away from Jesse and returned them to the cupboard from which they originated.,What will happen to Quinn?,get angry,be frustrated,put the toys away where they belong,C
16257,Skylar saw her favorite band were coming to town so they purchased a ticket.,What does Skylar need to do before this?,go watch the band perform,go offline to the box office site,get money,C
16258,Carson rose from Quinn's seat so they could sit.,What will happen to Carson?,talk to Carson,Find another seat,Tell Quinn to sit elsewhere,B
16259,Robin worked hard for some overtime pay and finally bought a game they had been wanting.,How would Robin feel afterwards?,Proud that they had earned enough extra money,Excited to go to the game,Proud that they had won the game,A
16260,Skylar obeyed the King's wishes even though she didn't agree with the King.,How would Others feel as a result?,proud of Skylar,betrayed by Skylar,insulted by the decision,A
16261,Riley was very determined and he attained his end goal.,How would Riley feel afterwards?,adstrong,others are happy,very happy,C
16262,Quinn let their cat sleep inside because it was cold outside.,How would Quinn feel afterwards?,loving,heartless,cruel,A
16263,cameron wanted to be mean so he sat on their hands.,What will Cameron want to do next?,kick them in the groin,do a favor for them,ask for forgiveness,C
16264,Carson took his parents on a tour around the city he moved to.,What does Carson need to do before this?,plan to move away from the city,get acquainted with his surroundings,catch up with their parents,B
16265,Robin used Tracy's device to massage their shoulders.,How would Robin feel afterwards?,better after using it,insecure with Tracy's device,a good masseuse,C
16266,Ash got a hold of Casey on the phone and asked if they could play.,What will happen to Casey?,ask about Ash,go see Casey,go over to Ash's and play,C
16267,Sydney thought he gave the man the right to ride is bike.,What will Sydney want to do next?,use Sydney's bike,ride Sydney's bike,talk to the man,C
16268,Austin was called into Sasha's boss's office and they were told they were no longer needed.,What does Austin need to do before this?,Steal money,Be a model employee,go job hunting,A
16269,Jordan let out a sigh of relief after their friend volunteered to help with the work.,Why did Jordan do this?,have less they have to do,Because like enjoy what they have to do,work hard,A
16270,Bailey made an adjustment to Addison's glass and fixed them for their friend.,How would Bailey feel afterwards?,A kind friend,Glad their friends glasses are fixed,Like they should of helped,B
16271,Austin did a lot of hard work and built an amazing dog house.,Why did Austin do this?,provide a cozy sweater for their dog,show the dog the dog house,make sure the pup stayed warm,C
16272,Tracy gave Kendall a big hug because she was going away for college.,How would you describe Tracy's feelings?,very upset,very sad,going to miss Kendall,C
16273,Jan cried with joy when they found out that they were pregnant with their first kid.,How would you describe Jan?,a happy person,hopeful that they would be good parents,a indebted person,A
16274,Jesse brought Tracy along to the big party at the cafe in town.,How would Tracy feel as a result?,passive,great,bored,B
16275,Sydney had a lot of work to do and very little time to do it.,How would Sydney feel afterwards?,they needed to slow down,a swamped person,like they needed to hurry,B
16276,Cameron brought their family to the restaurant and then expected them to pay for the meal.,How would you describe Cameron?,bad,asking for handouts,a cheapskate,C
16277,Skylar wanted to buy a new laptop.  They ordered it online.,How would Skylar feel afterwards?,that they saved money,that they got a bad deal,a computer literate person,A
16278,Ash acknowledged with thanks the help they received from their teachers at school.,What does Ash need to do before this?,ignore all the help that was offered,write a thank you speech,stay home from the ceremony,B
16279,"Jan noticed some pedestrians on the path in front of them, so Jan started to ring the bell on their bike.",How would you describe Jan?,annoying,was happy to be riding bike,considerate,C
16280,Remy hung a picture on the wall of her new apartment.,What will Remy want to do next?,throw it away,frame the picture,break it,B
16281,"Tracy entered Austin's father's house,Aystin got very annoyed and hit her on the head.",What will Austin want to do next?,annoy Austin before this,enter the house before this,hit Tracy on her head,B
16282,Alex drove quickly down the road.,What will Alex want to do next?,alex drive a lorry,drove quickly down the road,get in the car,B
16283,"jordan was a good child who was not rebellious, so he usually went to school.",How would Others feel as a result?,upset,angry,content,C
16284,Cameron's girlfriend loved to look at sunsets. Cameron loved sunsets as well.,What does Cameron need to do before this?,needed to go outside,look at a sunset with his girlfriend,go to a sunset with his girlfriend,A
16285,Remy wanted Carson's kids to go camping at the national park.,How would Remy feel afterwards?,Spiteful of the kids,Hateful,Generous with time,C
16286,Sasha took Sydney's family to dinner. It helped because they didn't have much money.,How would Sydney feel as a result?,grateful,indifferent,wealthy,A
