,context,question,answerA,answerB,answerC,correct
1193,A Sydney leu para o Austin a lei dos motins e depois eles discutiram durante horas.,O que vai acontecer ao Austin?,- Não .,Seja feliz.,- Não .,A
1194,Lee cobriu seus rastros em uma tentativa de impedir que o assassino os encontrasse.,Como Lee se sentiria depois?,Confiante em ser encontrado,Diligente,Preocupado em ser encontrado,C
1195,Jesse foi gentil o suficiente para alimentar o gato de Alex todos os dias durante duas semanas enquanto Alex estava de férias.,O que é que o Jesse precisa de fazer antes disto?,Obrigado Jesse pelo favor .,determinar a quantidade de alimento que o gato precisa,irem de férias,B
1196,Alex esgueirou um microfone à frente da Addison e fez a risada da Addison aumentar.,O que é que a Addison vai querer fazer a seguir?,Pergunto-me porque é que ninguém os ouviu .,gritar com o Alex por causa da brincadeira.,Queria que os outros ouvissem a Addison.,B
1197,A Riley deu ao bebé o tipo errado de comida à hora do almoço.,Como se sentiriam os Outros?,inteligente e confiável,Irritado com a incompetência da Riley.,Como se fosse uma óptima ama de bebé.,B
1198,Taylor colocou a história de outra maneira para que seu irmão mais novo pudesse entender.,Por que Taylor fez isso?,Veja se seu irmão entenderia,Ajude seu irmão,Faça perguntas ao seu irmão,B
1199,Quinn colocou gasolina no tanque depois de ir ao posto de gasolina na cidade.,O que é que o Quinn precisa de fazer antes disto?,feliz,- Não.,- Vai buscar o Kes .,B
1200,Addison viu um carro na garagem de sua casa que eles não reconheceram.,Como se sentiria a Addison depois?,são perceptivos,Estou entusiasmado com o carro.,Curioso sobre o carro.,C
1201,A Kendall ajudou a Casey a preencher uma candidatura para um emprego que ela queria.,Como descreveria a Kendall?,Despreocupado,útil,egoísta,B
1202,A Tracy não deixou o Casey beijá-la no baile da escola.,O que vai querer fazer o Casey a seguir?,beijar outra pessoa,Rejeita-a.,Faz o Casey trabalhar por isso.,A
1203,"Como saíram de seu caminho para ser amigos, Lee conhecia todos no trabalho.",O que Lee precisa fazer antes disso?,conversar com as pessoas,ir para casa,conversar consigo,A
1204,"Austin não queria sair da festa, mas seus pais disseram que ele precisava chegar em casa mais cedo.",Como é que o Austin se sentiria depois?,Deixado de fora,divertimento amoroso,excitado,A
1205,"A Riley encontrou um guaxinim e chamou-lhe Bailey, Bailey mordeu o dedo da Riley.",O que vai acontecer ao Riley?,ter de fazer o teste de raiva,odeiam todos os animais para o resto da vida,lentamente se transformar num guaxinim,A
1206,O Casey esteve envolvido em muitos dramas e teve um papel importante na causa do drama.,Como descreveria o Casey?,Lamento a escolha.,Envergonhado pelo comportamento,dramático,C
1207,O Lee deu ao Carson um relatório do paciente antes de ir para casa.,O que vai acontecer ao Lee?,Vai para casa imediatamente.,tratar o doente,Vai buscar café.,B
1208,A Skylar rejeitou todas as outras pessoas depois de ter sido convidada para o baile pelo amigo Tommy.,Como é que a Skylar se sentiria depois?,Estou muito contente por ir com o Tommy .,Não quer ir ao baile com os outros.,ansioso para ir ao baile com o Tommy,C
1209,A Robin cortou-me o cabelo num estilista que estava a receber boas críticas.,O que os Outros vão querer fazer a seguir?,Outros vão admirar o novo corte.,Outros vão ressentir-se do Robin.,Rapar as cabeças,A
1210,"A Taylor estava a passar pela loja preferida quando notaram um vestido novo, por isso a Taylor foi dar uma olhada mais de perto.",O que é que a Taylor vai querer fazer a seguir?,Vai lá e pergunta pelo vestido.,Vai lá e pergunta sobre o colar.,Vai experimentar uns sapatos.,A
1211,O Remy encontrou uma rapariga no parque e iniciou uma conversa no local que ambos gostaram.,Como descreveria o Remy?,odioso,interessado nesta rapariga,sociável,C
1212,"Enquanto estava no banheiro, Alex fez contato visual repentino com Sydney.",Como descreveria o Alex?,Não tem medo de mal-entendidos.,Com medo de ir sozinho.,Sorte ter estado com a Sydney.,A
1213,Jordan empurrou a aranha para longe de Skylar pouco antes de rastejar sobre ela.,O que a Skylar vai querer fazer com a Jordânia?,estar perto de Skylar e da aranha,abraçá-lo,Esteja ciente da aranha,B
1214,A Alex tinha um filho chamado Remy e limpou o olho do Remy porque parecia sujo.,Como descreveria o Alex?,Um pai preguiçoso.,uma pessoa atenta,uma pessoa descuidada,B
1215,"Robin deu dinheiro ao mendigo, mesmo que fosse o único dinheiro que Robin tinha.",Como descreveria a Robin?,pobre,ricos,Tinha sentido alegria,A
1216,Remy ajudou Kendall a estudar para o exame. Remy deu Kendall e vantagem.,Como Remy se sentiria depois?,realizado,Cansado,irritada,A
1217,A Skylar disse à Taylor para voltar para casa para jantar quando estivesse pronta.,Como se sentiria Taylor?,Vai para casa.,louco,Diz à Taylor para vir para casa.,A
1218,A Skylar encontrou uma receita da comida que iam cozinhar para o jantar.,Como é que a Skylar se sentiria depois?,Como se eles precisassem de aprender a cozinhar o jantar.,Como se estivessem contentes por o terem encontrado.,interessado em cozinhar,B
1219,Ash estava lutando contra o vício e decidiu fazer algumas mudanças na vida.,Porque é que o Ash fez isto?,Queria vingar-se.,Queria viver uma vida longa.,Ajudar Ash a ficar sóbrio .,B
1220,A Aubrey manteve Taylor sã lembrando-a de tomar o remédio certo diariamente após o acidente.,O que é que o Aubrey vai querer fazer a seguir?,sem amigos.,comprar uma caixa de comprimidos para a Taylor para ajudar com a memória,Verifica o Taylor mensalmente para ver se ele sobreviveu milagrosamente .,B
1221,A Addison levou o marido da Jan para o mecânico porque ela não sabia muito de carros.,O que vai acontecer com Jan depois?,Acontece que é o mecânico.,- Não.,Encontrar o marido a trair-lhe,B
1222,A Casey perguntou o que aconteceu ontem depois de chegar a casa e ver um carro estranho estacionado lá.,Porque fez o Casey isto?,Sair da casa,Ignorar alguém,Saber quem tinha um carro,C
1223,"Sasha teve que entregar muitos brinquedos e comprar comida primeiro, mas ele finalmente pôde passar muito tempo a estudar.",O que Sasha precisava fazer antes de estudar?,Preparar para o teste,Tive de ir buscar comida.,Continua a estudar,B
1224,"A Jan tinha de garantir que as coisas corriam bem, por isso ela dava ordens.",O que vai o Jan querer fazer a seguir?,Desaparece .,Verifique o estado,Ignora os outros.,B
1225,A Addison salvou o dia quando se lembrou de trazer um baralho de cartas.,O que é que a Addison vai querer fazer a seguir?,Saiam da sala.,montar um jogo de cartas,Guarda as cartas.,B
1226,O Ash colocou-os em primeiro lugar porque eram os melhores no concurso de ortografia.,Porque é que o Ash fez isto?,preguiçoso,orgulhoso,Estudo,B
1227,Jesse enfrentou cada pessoa e pediu desculpas por roubar o dinheiro deles.,O que é que o Jesse vai querer fazer a seguir?,ofender a todos .,Pague a cada pessoa,pense em pedir desculpas aos outros,B
1228,"A Tracy deixou cair a comida deles, por isso gastaram mais dinheiro para comprar outra porção.",O que é que a Tracy precisa de fazer antes disto?,comer,- Não .,Come outra vez.,B
1229,Sydney ouviu as notícias no rádio sobre seu ator favorito.,Como é que a Sydney se sentiria depois?,- Estasiado .,tão esperto,Muito triste.,C
1230,"O Jan ia conduzir bêbado, mas mudaram de ideias e chamaram um táxi.",Como se sentiria Jan depois?,apanhar um táxi e conduzi-lo,Como se tivessem feito a escolha certa.,É como conduzir bêbado para casa.,B
1231,Kendall montou o cavalo de Aubrey e caiu logo que ela entrou.,Como se sentiria Kendall depois?,como ela fez um bom trabalho,a klutz,Muito constrangimento,C
1232,A Kendall mudou a dieta do Casey para reduzir a gordura e adicionar mais proteínas.,O que vai acontecer com a Kendall?,inteligente,construir mais músculos,Aborrecido.,B
1233,A Bailey amava muito os pais e arranjou-lhes bilhetes de cruzeiro para umas férias fantásticas.,Como se sentiriam os Outros?,indiferente,orgulhoso,Uma pessoa maravilhosa e uma filha.,B
1234,"Jordan derramou vinho tinto e trabalhou duro para remover a mancha, sem sucesso.",Como descreveria o Jordan?,Desastrado e frustrado.,irritado com o derramamento,Um bebedor de cerveja,A
1235,"A Casey e o namorado acabaram, por isso a Casey destruiu todas as fotos que tiraram.",Porque fez o Casey isto?,sair com amigos,encontrar o fechamento,Peça ao namorado para voltar a sair.,B
1236,Jan passou horas procurando a coisa certa para vestir.,O que é que a Jan precisa de fazer antes disto?,Quero algo para vestir.,Acho que parece bom.,Pensa em algo para vestir.,A
1237,A Sasha estava a brincar nas barras de macaco e partiu a perna depois de cair.,O que é que o Sasha vai querer fazer a seguir?,Escalar as barras de macaco,Liga aos pais dela.,Vai para o parque de diversões.,B
1238,"O Carson queria guardar uma tenda, e eles arranjaram estacas.",Como é que o Carson se sentiria depois?,triste,excitado,feliz,C
1239,Sydney respondeu aos amigos com um texto genérico mal pensado.,O que vai acontecer aos amigos dela?,Tem de ser mais claro.,Muito atencioso.,Sinto que estão a intrometer-se .,A
1240,Quinn bateu no amigo do Jesse com ódio nos olhos.,O que quer o Quinn fazer a seguir?,quebrar os joelhos deles.,Abraça-os .,Acerte um punho.,C
1241,A Jan pôs o dinheiro do Quinn no cofre atrás do bar.,O que é que a Jan precisa de fazer antes disto?,Fecha o cofre.,Recusar o dinheiro do Quinn.,Aceita o dinheiro do Quinn.,C
1242,Remy perguntou a Taylor por que ele estava chorando. Taylor disse que matou seu irmão.,Como Remy se sentiria depois?,Entusiasmado com o funeral,excitado e feliz,triste e irritado,C
1243,A Tracy entrevistou o Kai para um emprego importante na empresa com um grande aumento salarial.,Porque é que a Tracy fez isto?,Gostei do registo de trabalho do Kai.,Queria dormir com o Kai.,O Kai queria falhar.,A
1244,Jesse estava feliz por estar comemorando seu aniversário com uma festa hoje. Jesse tinha 14 anos de idade.,Como você descreveria Jesse?,excitado,Amado,Ter uma festa,A
1245,As luzes apagaram-se no teatro e a Addison inclinou-se para o Kai.,Como se sentiria a Addison depois?,Amigável,Gostava do Kai.,nervoso,A
1246,"A Katie ia à festa com o marido, a Jordan também.",Como descreveria o Jordan?,Amigável,Aborrecido.,Lonley,A
1247,"A Alex fez as inspecções do Carson mais cedo do que o esperado, e o Carson não teve tempo para limpar a fezes de rato.",Como se sentiria Carson?,Irritado com a inspecção inicial,Estou entusiasmado com a inspecção inicial.,Envergonhado do estado do país.,A
1248,"Quinn foi ao médico para saber os resultados dos testes, o médico disse-lhe que ele ia morrer.",Como se sentiria o Quinn depois?,Estressados com a forma como pagariam a conta do médico,preocupados com como a família vai se dar sem eles.,Eles estavam zangados porque sabiam que o médico estava a brincar .,B
1249,"A Skylar estava atrasada para o jantar, e a Sasha pediu comida para ela, para não perderem o filme.",O que vai acontecer com o Sasha?,Tenho de comer a comida que a Sasha pediu.,ser agradecido pela Skylar,ter fome no cinema,B
1250,"Jan decidiu expressar seus pensamentos por meio de uma carta para sua amiga, que estava chateada.",O que é que a Jan precisa de fazer antes disto?,Contacte o seu amigo sobre a carta,Seja feliz.,ficar chateada com a amiga dela.,C
1251,O Ash pediu uma sanduíche grande no deli porque estão com muita fome.,Como descreveria o Ash?,ser notado,muito com fome,orgulhoso,B
1252,Lee conheceu o líder da nação depois de fazer uma viagem para lá para aprender mais sobre o país.,O que os Outros vão querer fazer a seguir?,Colocar o Lee na prisão.,Aprenda mais sobre ele,ficar zangado com Lee,B
1253,"Jordan não pode ter seu próprio bebê, então, ela adotou um bebê.",O que vai querer fazer a seguir?,Pede uma babysitter para cuidar do bebé.,agências de adopção de pesquisa,Cuidar do bebé sozinhos,C
1254,"A Tracy estava cansada de ser enganada, por isso disse ao Jordan o que queria.",Como se sentiria a Tracy depois?,como perturbado,tão felizes,tão zangado,B
1255,"Carson tirou a carteira do Jordan do bolso do Jordan, apesar de o Jordan não lhe ter dito nada antes.",Porque fez o Carson isto?,"Intencionalmente, enlouqueceram a Jordan.",comprar um presente para o Jordan,Leva o dinheiro para si .,A
1256,O Ash acabou por partir a tela porque estava fora de controlo e tinha problemas de comportamento.,Como descreveria o Ash?,culpado,Estava fora de controlo.,triste,B
1257,"A Tracy estava a tentar ajudar, mas a sua incompetência causou danos à Sydney.",O que é que a Sydney vai querer fazer a seguir?,Berate Tracy,- Vai para Sydney .,Peço desculpa à Sydney .,A
1258,Austin tentou obter boas notas e Austin tinha atingido seus objetivos.,O que é que o Austin precisa de fazer antes disto?,Queriam impressionar os pais.,"Queria fazer o ""Rolo de Honra"".",- Fazer bem os testes.,C
1259,"Taylor tocou saxofone pela primeira vez, a sua inexperiência mostrou-se a todos.",Como se sentiriam os Outros?,novo,irritado pelo som,Impressionado com o Taylor.,B
1260,"O Remy passou o outro carro rapidamente, já que eles tinham um carro muito mais rápido.",Como descreveria o Remy?,Eles estão indo muito rápido.,Sempre com pressa.,Um tipo de pessoa descontraída.,B
1261,"Ash queria mesmo uma camisola nova, mas era muito cara, então Ash encontrou o item em promoção.",Como descreveria o Ash?,um pouco barato,alguém que desperdiça dinheiro,Alguém que procura barganhas.,C
1262,O Austin passou a escova pelo cabelo da Bailey para se preparar para a festa.,O que vai acontecer com a Bailey?,Fica orgulhosa da Bailey por sair.,Fica com estilo .,Esperar que a Bailey volte da festa .,B
1263,O Casey estava a levar uns amigos e tentou ligar o carro.,O que vai acontecer aos amigos do Casey se não começar?,empurrar o carro para o destino,Levanta o carro e olha por baixo dele.,Tenta encontrar outra boleia .,C
1264,O Casey foi muito duro com o Cameron e nunca lhe deu licença.,O que vai acontecer ao Casey?,ser amado,Começou a não gostar do Casey.,Não gostar,C
1265,"A Jan estava a ajudar o Quinn a poupar dinheiro, por isso a Jan pôs o dinheiro do Quinn no cofre.",O que vai o Jan querer fazer a seguir?,Tirem o dinheiro .,Lembra-te da combinação,Põe o dinheiro no banco.,B
1266,"A Jordan queria confirmar o horário do filme com a Taylor, por isso ligou para os avós dela e pediu para falar com a Taylor.",O que vai querer fazer a seguir?,Ele vai dizer à Taylor que não quer ir ao cinema.,Sabia que o Taylor vivia com os avós deles.,Ele vai confirmar a hora do filme quando Taylor ligar .,C
1267,"Kai adorava piano e tocava-o sempre para praticar em concertos, embora algumas pessoas dissessem que era uma perda de tempo.",Porque é que o Kai fez isto?,Vende o piano e compra um conjunto de ferramentas.,Tocar um instrumento que eles amavam,Continuem a praticar,B
1268,Sasha forneceu novas oportunidades para Addison após Addison ter cometido muitos diferentes erros.,Como descreveria Sasha?,tipo,Agradecimentos por Sasha,endividado para Sasha,A
1269,"O Lee estava deprimido com o bullying, e a Riley parou de gozar com ele.",O que vai acontecer ao Lee?,Como tentar uma nova dieta.,Ser disciplinado por intimidar Lee.,menos deprimido,C
1270,Carson estava a trabalhar na casa deles e fez progressos na pintura do quarto.,O que é que o Carson vai querer fazer a seguir?,Falar sobre o quarto deles.,Aprenda mais sobre pintura,Continua a trabalhar no quarto.,C
1271,O Kai convidou a Riley para o baile e estava um pouco nervoso com esta proposta.,Como descreveria o Kai?,ansioso,sentir-se indiferente,Sentir-se amado,A
1272,Kendall ajudou a acender o fogo depois de procurar folhas secas e galhos por um tempo.,O que é que a Kendall precisa de fazer antes disto?,Ajudar a apanhar lenha,Recolher galhos,Ignorar folhas secas,A
1273,"O Kai ia ter um encontro esta noite, demorou uma hora a preparar-se.",O que é que o Kai precisa de fazer antes disto?,Precisava de tomar um duche.,Precisava de dormir uma sesta .,Escolha um momento .,A
1274,Alex os agradeceu por lhe conceder o prêmio em seu nome por ser uma grande honra.,Como os outros se sentiriam como resultado?,Outros ignorarão Alex,um jogador de equipe,Outros terão orgulho de Alex,C
1275,O Taylot deu à namorada do Bailey um presente de aniversário que o Bailey queria mesmo.,O que é que a Taylor precisa de fazer antes disto?,Sabes o que a Bailey queria ?,Tirem a Bailey da cena.,ser convidado para a festa,A
1276,A Addison comeu os tacos que receberam durante o festival de tacos.,Como se sentiria a Addison depois?,um amante da comida,satisfeito,Um fã de comida,B
1277,A Aubrey tinha experimentado uma nova receita para o jantar naquela noite e perguntou aos filhos como gostaram.,Como é que o Aubrey se sentiria depois?,Derrotado,- Estou contente.,Orgulhoso.,A
1278,A Sydney mantinha o Lee longe da irmã para que eles pudessem fazer os trabalhos de casa.,Porque é que a Sydney fez isto?,montaram uma área de jogos para a irmã deles.,pediu à ama que cuidasse da irmã.,Para que pudessem fazer os trabalhos de casa.,C
1279,Alex contou à menina que queria sair com ela em algum lugar legal.,O que queremos com Alex?,estar sozinho,aguardar uma resposta,ser solteiro,B
1280,A Tracy deu ao Casey a aliança de casamento que era uma herança da família.,Como se sentiria o Casey?,ligação emocional ao anel,Cheio de amor,Roubado de um anel de estilo moderno,A
1281,A Quinn encontrou pessoas para ajudar a Robin com os trabalhos de casa.,Porque é que o Quinn fez isto?,Ajudar alguém.,Veja os resultados do Robin .,Fazer o Robin falhar.,A
1282,A Ash pôs equipamento de acampamento no carro para poder passar o fim de semana sozinha na floresta.,Como descreveria o Ash?,Corajoso,Feliz com a sua viagem de acampamento.,assustado,A
1283,A Tracy bebeu muita cerveja depois de o namorado ter acabado com eles no início do dia.,Como descreveria a Tracy?,muito sedento,muito deprimido,bêbado,B
1284,"Casey aproveitou as chances de Austin, rolou os dados, atingiu sete e ganhou muito dinheiro.",O que Casey vai querer fazer a seguir?,comprar o jantar,entediada,Não tem nada a perder,A
1285,Taylor colocou as roupas em sacos para que ela pudesse doá-las para caridade.,Como você descreveria Taylor?,rude,timo depois de doar roupas,útil,C
1286,"O Ash levou o jogo nas suas próprias mãos, pagando os árbitros.",O que é que o Ash vai querer fazer a seguir?,Esconde os pagamentos aos árbitros.,vencer,Parecem fortes.,A
1287,"A Skylar ficou nervosa, por isso disse à Alex como se sentia.",O que vai a Skylar querer fazer a seguir?,desanimado,Ouve o Alex.,Ignora o Alex.,B
1288,Jordan adotou a abordagem Kai para o teste quando ele o fez.,O que a Jordânia precisa fazer antes disso?,adotá-lo,Esquecê-lo,parar de tentar,A
1289,"Aubrey perguntou aos filhos se queriam sorvete, mas gritaram não.",Como se sentiria Aubrey depois?,como generoso,Glad que ela não tem que ir,.,B
1290,"O cão não quis ouvir Kendall, então Kendall guiou o cão ainda mais com força para o sofá.",Como se sentiriam os Outros?,"Furioso, o cão não obedeceu.",Feliz o cão estava sentado,Desculpa pelo cão .,C
1291,Jan ia acampar no fim de semana e precisava de suprimentos. Jan comprou um saco de dormir numa loja.,Como se sentiria Jan depois?,preparados,assustado,nervoso,A
1292,"Tracy pensou que eles poderiam querer isso, então ela levou para eles em sua casa.",Como você descreveria Tracy?,generoso,uncaring,egoísta,A
1293,Quinn fez sarilhos na vida da Robin porque a odiava depois do que fizeram.,Como se sentiria o Quinn depois?,irritado,desanimado,satisfeito,B
1294,Sydney jogava golfe e divertia-se muito a balançar o taco ao sol.,Como descreveria Sydney?,sentir orgulho,sentir-se preguiçoso,sentir-se passivo,A
1295,O Quinn foi enterrado vivo e acordou no caixão.,Como se sentiria o Quinn depois?,Feliz com a sua nova situação,Verifique o caixão para ver se há fechaduras .,Uma pessoa assustada.,C
1296,Robin deu vida à peça com os guiões e os fundos.,O que vai querer fazer a seguir?,Volte para a escola.,escrever a sua própria peça,Parar de trabalhar e relaxar,B
1297,"A Casey era uma pessoa simpática e prestativa, por isso tirou-lhes a caixa do telemóvel.",Como é que o Casey se sentiria depois?,como egoísta,como generoso,como mau,B
1298,Austin conseguiu outro emprego para complementar sua pequena renda.,Como Austin se sentiria depois?,mais rico,Preguiçosa,pobre,A
1299,A Addison estava em Nova Iorque a visitar velhos amigos deles.,Como se sentiria a Addison depois?,São especiais.,Um amante de viagens,Eles passaram um bom tempo.,C
1300,Jesse conheceu Kendall e sua esposa para o jantar que foram convidados.,O que é necessário para Jesse antes disso?,de ir ao jantar,conversar com kendall,ser amigo de kendall,A
1301,Aubrey sempre pensou em outros e queria fazer algo bonito para seus amigos.,O que queremos com Aubrey?,pendurado com Aubrey,ignorar suas ideias,surge com uma ideia,C
1302,"Lee estava esperando um bebê, então ela pintou o berçário e comprou um berço.",O que Lee vai querer fazer a seguir?,Encontrar roupa de cama para o berço,Jogue o roqueiro fora,finalize a cor da tinta,A
1303,"O posto estava ocupado, então o Skylar ajudou a enviar o correio.",Por que o Skylar fez isso?,Embalagens de furto,garantir que todo o correio foi entregue,tomar carimbo,B
1304,O Sasha foi goleiro no grande jogo de futebol no fim de semana passado.,O que é que o Sasha precisa de fazer antes disto?,Pratique a seguir .,ser bom nos esportes,Senta-te e chora .,A
1305,"O Taylor era um homem justo, por isso criou um sistema para a Jordan viver.",Como se sentiria Jordan?,odioso,Agradecido,ressentido,B
1306,O Lee estava na mercearia com a mãe deles a comprar tudo para a festa de amanhã.,O que é que o Lee vai querer fazer a seguir?,ser convidado para a festa,Guarde tudo .,Come toda a comida.,B
1307,Não se esperava que a Remy chegasse a casa no Natal.,Como é que o Remy se sentiria depois?,feliz,irritado,confuso,A
1308,"A Bailey queria fazer exercício, por isso aprendeu a nadar.",Como é que a Bailey se sentiria depois?,resistente para fazer exercício para nadar,tão calmo,motivado a aprender a nadar,C
1309,Kendall proibiu o lixo nos territórios e não deixou latas de lixo de fora.,Porque é que o Kendall fez isto?,Arruinar o território,Cuidado com as violações,Tornar o meio ambiente melhor,C
1310,"O Lee achou que era uma ligação, era esperto e queria muito resolver o caso.",Como descreveria o Lee?,Determinado,Interessado e intrigado,indiferente,A
1311,Lee pediu dinheiro emprestado à Robin para pagar as contas.,O que é que o Lee vai querer fazer a seguir?,Obrigado Robin .,Ficar mais confuso.,Punir o Robin.,A
1312,Kendall enviou um presente para Carrie em casa quando ela não estava se sentindo bem e incluiu um cartão.,O que vai acontecer com Carrie?,vai trazê-lo para casa,ser abraçado,vai abri-lo,C
1313,O Austin achou giro a forma como a namorada fez o almoço.,Como é que o Austin se sentiria depois?,irritado,amargo,Amado,C
1314,Robin começou a escola ao meio-dia e estava pronta a tempo enquanto os outros estavam atrasados.,O que os Outros vão querer fazer a seguir?,sentar-se pacientemente à mesa e esperar pelo professor,Peço desculpa por chegar tarde .,Os outros serão recompensados pela pontualidade.,B
1315,A Tracy deu ao Aubrey a cabeça de queijo para comer naquela noite.,O que vai acontecer à Tracy?,Cheio,Consuma o queijo,Cozinhe o queijo.,B
1316,O irmão de Carson estava sempre a pedir dinheiro emprestado e ele manteve um registo do número de vezes e quantias emprestadas.,Como é que o Carson se sentiria depois do irmão?,uma pessoa organizada que mantém o controle de suas finanças,uma pessoa que se mantém atualizado com suas despesas,Um idiota .,A
1317,"O Taylor era um grande amigo, por isso ofereceu uma oportunidade ao Ash.",O que vai acontecer com a Taylor?,aceitar a ajuda,Cinza de ódio,Respeito Ash,C
1318,"Taylor quando visitou o Alex e ele, por sua vez, levou a Taylor de volta.",O que é que a Taylor vai querer fazer a seguir?,Não se sinta satisfeito com o amigo,Tente visitar novamente,Rejeitar outro convite,B
1319,A Bailey afastou a mão da Tracy depois de ficarem zangados.,Como descreveria a Bailey?,alegre,feliz,irritado,C
1320,O Ash fez o teste e teve uma nota muito boa.,Como é que o Ash se sentiria depois?,triste,inteligente,Alguém que presta atenção na aula.,B
1321,Bailey conhecia Taylor tão bem e recebeu alguns lanches para mais tarde esta noite.,Como você descreveria Bailey?,Sentindo-se orgulhoso,Com muita fome,Sentindo-se entediado,B
1322,Taylor estendeu a mão para a de Alex e bateu-lhe com um pau.,Porque é que a Taylor fez isto?,Desculpa-te a seguir.,magoar o Alex.,Melhor para a próxima .,B
1323,A Sydney também deu tristeza ao Ash com as más notícias que receberam ontem.,Como descreveria Sydney?,triste,Muito mau .,Desanimado,B
1324,Jesse alterou seu comportamento para se adequar à multidão.,Por que Jesse fez isso?,compreender a multidão,ser respeitado,Causa caos,B
1325,O Remy reuniu a Skylar na torre e fez a papelada.,O que vai acontecer à Skylar?,- ... para receber uma promoção .,- Não .,ser questionado mais sobre o trabalho,B
1326,Robin fez cursos na faculdade comunitária local para que eles pudessem trabalhar.,Porque é que a Robin fez isto?,evitar a escola,Inscrever-se na aula,Trabalhar duro,C
1327,"O bom amigo do Ash, Pat, estava a concorrer às eleições locais, o Ash tinha muitos contactos e usou a sua influência para apoiar o Pat.",O que é que o Ash precisa de fazer antes disto?,Não têm contatos,Tenho muitos contactos.,apoia a amiga dela.,B
1328,A Robin encontrou um amigo chamado Carson com quem tinha muito em comum e ficou feliz.,Como se sentiria Carson?,Amigável,Horrível.,irritado,A
1329,O Jordan ficou doente de estômago ontem depois do jantar.,Como descreveria o Jordan?,Era feliz.,desanimado,Sentindo-se bem,B
1330,Robin ficou com raiva e depois quebrou os óculos de Quinn em um ataque de raiva.,O que é que a Robin precisa de fazer antes disto?,Ele precisava pedir ajuda aos amigos para o ataque.,precisava de se ofender e fazer um plano,Compre óculos novos.,B
1331,Skylar impediu que Quinn se tornasse o melhor sabotando o seu sucesso ao longo dos anos.,Porque é que a Skylar fez isto?,Façam um plano malvado.,Fizeste isto por gentileza.,Fiz isto por insegurança.,C
1332,A Skylar corria para casa todos os dias da escola porque os valentões tentavam segui-la.,O que vai a Skylar querer fazer a seguir?,Visitar os valentões,Caminhar de escola para casa,evitar pessoas,C
1333,"O Addison fez aulas de representação, por isso parecia muito bom.",Como se sentiriam os Outros?,irritado,irritado,Impressionado,C
1334,Robin deu boas-vindas a Sasha e abraçou-a quando a viu.,Como Robin se sentiria depois?,triste,feliz,raivoso,B
1335,Alex começou uma angariação de fundos para ajudar crianças desfavorecidas.,Como se sentiria o Alex depois?,Infeliz e surpreendido,Feito e feliz,Frustrado e zangado.,B
1336,Alguém estava a vender mel de uma quinta local e a Robin comprou-o imediatamente.,O que vai querer fazer a seguir?,Compre pão.,Dá o mel para longe,Certifique-se que ela possa pagar .,A
1337,Quinn disse à Bailey que ela estava muito bonita no vestido que tinha.,O que quer o Quinn fazer a seguir?,montar um pônei,Arranja um cão.,Diz outra coisa simpática.,C
1338,Kai fez uma promessa ao amigo deles de que seriam amigos para sempre.,Porque é que o Kai fez isto?,tranquilizar o amigo,manter-os informados sobre a sua vida diária,Ajudar-me em tempos de necessidade.,A
1339,Tracy trabalha cedo para que eles possam começar a trabalhar cedo nesta manhã.,Por que o Tracy fez isso?,terminar o trabalho,realizar o trabalho,ir para casa cedo,A
1340,"A Aubrey precisava perder algum peso, mas não queria se exercitar todos os dias.",Como descreveria o Aubrey?,Ficaria desapontada consigo mesma.,Não quer trabalhar.,pessoa saudável,B
1341,"A Addison perdeu o emprego quando foram demitidos, mas eles aceitaram bem a notícia.",Como descreveria a Addison?,preocupado,maduro,infantil,B
1342,O Alex não queria incomodar os amigos e manteve o Casey ocupado por enquanto.,Como descreveria o Alex?,Devia ser honesto com o Casey.,Não devia mentir ao Casey.,útil,C
1343,Taylor pensou bem de Jesse depois que ela cuidou do gramado.,O que Taylor precisa fazer antes disso?,Ignorar Jesse,ficar dentro,Seja amigo de Jesse,C
1344,"A Aubrey estava à espera de uma carta importante, por isso, ela verificou o correio.",O que é que o Aubrey vai querer fazer a seguir?,Leia a carta.,Atira a carta fora.,Destruir a carta.,A
1345,Bailey esperava cumprir um prazo e Bailey estava sob pressão no trabalho.,Como descreveria Bailey?,gosta de jogar videogame,cuidados com a sua empresa,gosta de assistir filmes,B
1346,O Jan recebeu um bilhete no correio e queria ir a tribunal e lutar.,O que é que a Jan precisa de fazer antes disto?,Cuide do problema.,Precisava de partir o carro.,Precisava de um bilhete.,C
1347,Jesse foi se casar e fez uma cerimônia para celebrar este evento.,O que é que o Jesse vai querer fazer a seguir?,- Ótimo.,ter uma cerimónia para celebrar o seu casamento,convidar os convidados para assistir à cerimônia e evento de casamento,C
1348,Quinn olhou para os olhos da Bailey e disse-lhes que os amava.,Como descreveria o Quinn?,uma pessoa amorosa,lisonjeado com a confissão do Quinn,Como dizer ao Quinn os seus sentimentos em troca,A
1349,Robin dedicava tempo a escrever quando não trabalhava.,O que é que a Robin precisa de fazer antes disto?,escrever esboços para a sua história,Inspira-te,aceitar muitas horas extras do chefe dela,A
1350,Bailey queria que os pais de Aubrey lhes dassem a bênção antes de se casar,Como descreveria Bailey?,feliz em casar-se,uma pessoa honesta,amado pelos pais,B
