,context,question,answerA,answerB,answerC,correct
1505,Austin disse à mulher que a amava e ela sorriu quando ouviu isso do Austin.,O que faz a mulher dele a seguir?,Afasta o Austin.,abraçando o marido Austing,Beija o Austin.,C
1506,O Remy pôs creme no rosto do Lee para ajudar a limpar a pele seca.,O que é que o Remy precisa de fazer antes disto?,Colocar creme no próprio rosto,limpar o excesso de creme,Veja a cara do Lee.,C
1507,Remy cozinha arroz depois de ter um novo aparelho de cozinhar arroz para experimentar.,O que é que o Remy precisa de fazer antes disto?,Arranje um fogão de arroz.,Ignora a loja.,Come o arroz.,A
1508,"A Quinn era uma boa pessoa, por isso concordou em ir com a Taylor ao centro comercial.",O que quer o Quinn fazer a seguir?,Preparem-se para ir ao shopping.,Ignora o Taylor.,Passava o dia com a Taylor.,A
1509,"Por não querer sair, Austin precisa verificar com a mãe para ver se ele pode ficar e comprar",O que é que Austin precisa fazer antes de ficar?,pergunte à mãe se pode ficar,chame a mãe,compra mais alimentos,A
1510,Addison perguntou-lhes qual era o problema com o carro novo que tinham acabado de comprar.,O que vai acontecer com a Addison?,passar tempo a trabalhar no carro,Deixando os outros para trás.,ser ciumento,A
1511,Taylor começou a melhorar depois de uma longa doença.,O que é que a Taylor precisa de fazer antes disto?,Volte para a escola.,Procura na Google a causa da doença.,Receber tratamento no hospital,C
1512,A Addison colocou os pratos no armário e foi para a lavandaria.,O que é que a Addison vai querer fazer a seguir?,Lave os pratos.,Vamos jogar um jogo .,"A seguir, lavagem.",C
1513,A Robin começou a faculdade este ano e está a estudar pré-med.,O que vai querer fazer a seguir?,Quero acabar o curso,O Robin vai querer desistir .,falhar,A
1514,Jan discutiu com o amigo na festa e deu-lhes um tapa.,Como se sentiriam os Outros?,Lamento a reação do Jan.,Como se merecessem .,Estou feliz com a escolha do Jan.,A
1515,Addison garantiu a Alex que nunca o deixaria.,O que é que a Addison vai querer fazer a seguir?,Deixa o Alex .,Dá um murro ao Alex.,beija o Alex .,C
1516,"Alguns alunos se recusaram a fazer o dever de casa, então Sydney os prendeu para lhes dar uma lição.",Como se sentiriam os outros alunos?,Esperançosos de que eles podem escapar com qualquer coisa,- Não.,Satisfeito que a justiça foi feita,C
1517,"A mente do Cameron era muito agitada, por isso ele tinha problemas para adormecer.",Como descreveria a Cameron?,Muito relaxado.,cansado de falta de sono,muito ansioso,B
1518,"O Jesse era um homem trabalhador e muito trabalhador, por isso precisava de férias.",O que é que o Jesse vai querer fazer a seguir?,tirar uma pausa muito necessária da sua vida ocupada,Continuem a trabalhar.,Recarregamento,A
1519,"Depois que Robin perdeu o emprego, eles confiaram em sua boa amiga Riley.",Porque é que a Riley fez isto?,preparar-se para a entrevista de emprego,Resolve o problema do Robin.,Perder o emprego do Robin.,B
1520,"Nosso professor substituto naquele dia foi Kendall, que nos levou a todos ao museu de arte.",Como você descreveria Kendall?,Inapropriado,criativo,Preguiçosa,B
1521,"O Austin não achava que o seu tutor fosse muito eficaz, por isso, ele procurou outro estudante.",Como descreveria o Austin?,consciencioso e estudioso,Não se preocupam com o trabalho escolar,preguiçoso e indisciplinado,A
1522,A Sydney estava numa fogueira e contou histórias assustadoras às crianças.,O que os Outros vão querer fazer a seguir?,Enfiar as crianças nas suas tendas,Foge.,marshmallows torrados,C
1523,"Addison é uma professora que deseja que Sydney faça bem, ela vê potencial em Sydney.",Como descreveria Addison?,Um professor que não leciona Sydney,Um professor que tem interesse em Sydney,Um professor que não cuida de Sydney,B
1524,O Alex foi despejado do apartamento do Lee depois de o Lee o ter encontrado a roubar a comida.,Como se sentiria o Alex depois?,Furioso por o Lee lhe roubar a comida .,culpado por comer a comida,Estou feliz por ver o Lee despejado.,B
1525,Aubrey afirmou que faria uma lâmpada como uma brincadeira.,O que queremos com Aubrey?,acolhimento de uma experiência criativa para amigos,fabrico de uma lâmpada,compra de uma lâmpada,B
1526,Jan viveu felizes para sempre com a pessoa de quem se apaixonaram.,O que vai o Jan querer fazer a seguir?,comprar uma casa,Casar com a pessoa,Junte-se a sites de encontros,B
1527,A Jan fez a Riley opor-se à ideia porque ela achava que só havia uma maneira.,Como se sentiria Jan depois?,Incrível,rápido para tirar conclusões,muito mandona,A
1528,"Enquanto trabalhava na fazenda, Sydney trouxe uma cesta para o campo para colher vegetais.",O que é que a Sydney vai querer fazer a seguir?,Plante a alface da cesta,Coloque um pouco de milho na cesta,Plante um pouco de milho no campo,B
1529,"O Jesse levou a Tracy para a festa, mesmo que ela não quisesse ir.",Porque é que o Jesse fez isto?,Convence a Tracy a vir.,Queria que a amiga se divertia.,Descobre onde é a festa.,B
1530,Aubrey não disse nada a Kai sobre a bagunça que eles fizeram.,O que Aubrey precisa fazer antes disso?,Pensar que eles não precisam ouvir sobre isso,uma bagunça,Pensar que eles não precisam fazer nada sobre isso,C
1531,Kai gostava de ir ao novo centro de atividades da cidade para jogar paintball com os amigos.,Porque é que o Kai fez isto?,bom a atingir alvos,Preciso de ir lá a pé.,preguiçoso,A
1532,Skylar cobriu suas bases antes de anunciar que estava concorrendo à presidência do clube.,Como o Skylar se sentiria como resultado?,Como deixar cair,Animado com a política,Com medo de tentar,B
1533,Austin decidiu cortar o cabelo para que todos pensassem que ele estava bonito.,Como é que o Austin se sentiria depois?,preocupado com as opiniões dos outros,triste,confiante,C
1534,Austin leu em voz alta as regras para todos os jogadores do jogo.,Porque é que o Austin fez isto?,ser desagradável,"Então, eles foram claros.",Encontre uma cópia das regras,B
1535,O Austin nadou na praia a quilómetros da costa.,O que é que o Austin precisa de fazer antes disto?,Pratique nadar no oceano,afogar-se,conduzir até à praia,C
1536,"Alex fez de Austin o empregado-chefe do restaurante dele em Nova Orleans, Louisiana.",O que é que o Alex vai querer fazer a seguir?,Começou a treinar o Austin para o trabalho mas ouviu que o seu melhor amigo queria o emprego e assim rebaixou o Austin,Começou a fazer uma série de vídeos de treinamento com Austin para prepará-lo para o trabalho em Nova Orleans,Começou a preparar Austin para ir fazendo com que Austin trabalhasse sete dias por semana 20 horas por dia,B
1537,A Aubrey chegou a tempo ao escritório e divertiu-se a explicar o trânsito estranho.,Porque é que o Aubrey fez isto?,Começar a trabalhar na secretária dela.,Aborrecido.,criativo,C
1538,A Taylor estava a ensinar a Skylar a fazer pão e a Skylar tinha as mãos na mesa com a massa.,Porque é que a Taylor fez isto?,Faça a massa.,Estava a ajudar a Skylar a moldar a massa num pão .,Memorize as instruções,B
1539,"A Bailey ia dar uma festa de Ano Novo, esperavam muita gente.",Como é que a Bailey se sentiria depois?,muito cansado,Muito arrependido.,Muito satisfeito.,C
1540,"Ash, que se lembrou que a bolsa estava no balcão, e Jan rapidamente se virou enquanto Ash dirigia o carro de Jan.",Porque é que o Ash fez isto?,- Pegue a bolsa dela .,Paramos para abastecer antes do cinema .,Vai para casa ver televisão.,A
1541,A Skylar estava à procura de uma nova roupa e encontrou a certa.,Porque é que a Skylar fez isto?,encontrar uma loja com opções de roupas,Ir às compras e ver roupas,Arranja algo agradável.,C
1542,Jan bateu num grupo de pedestres e bateu em todos.,Porque é que o Jan fez isto?,Acidentou porque Jan era um bom condutor.,Aconteceu porque a Jan estava a falar no telemóvel.,Vai para o hospital.,B
1543,A Tracy tirou algum dinheiro da igreja quando ninguém estava a ver.,O que é que a Tracy vai querer fazer a seguir?,roubar dinheiro.,Diz a todos,Gasta o dinheiro.,C
1544,A Sydney é podiatra e trabalha no lar de Sasha.,O que é que a Sydney vai querer fazer a seguir?,Ir para a escola para ser enfermeira,Esfregue os pés do Sasha.,arranjar emprego no lar de idosos,B
1545,"Ash e Aubrey queriam contar aos pais a verdade sobre a relação deles, por isso decidiram sair e contar-lhes.",Como se sentiria o Aubrey?,nervosos com a reação dos pais,entusiasmados com as reações dos pais,animados para contar aos pais,A
1546,A Jordan encontrou os saltos de Jan e trouxe-os para ela.,O que vai acontecer ao Jordan?,ser repreendido,comprar sapatos novos,receber agradecimentos,C
1547,Robin encheu seu cachimbo com tabaco e inalou profundamente várias vezes.,Como descreveria o comportamento da Robin?,aliviado,irritada com a fumaça,Tentando um novo cachimbo,A
1548,Jesse havia sido solto da prisão e sentia-se sozinho.,Como se sentiriam os outros em resultado das aproximações de Jessé?,Tenho pena da situação do Jesse.,Ainda preso,Mal por aquilo que ele fez.,A
1549,"Jesse não queria acabar com Kai até amanhã, então Jesse contou a Kai uma história fictícia.",Porque é que o Jesse fez isto?,Salvar a relação.,Pensar em como acabar,poupa os sentimentos do Kai.,C
1550,"A Tracy trabalhou duro a semana toda, teve de trabalhar lado a lado com uma nova rapariga.",Porque é que a Tracy fez isto?,ser o pior trabalhador de sempre,Sentar-se ao redor dos outros e falhar,Ser a melhor que puder ser.,C
1551,Cameron agradeceu ao povo por apoiá-lo na sua campanha política.,O que é que a Cameron precisa de fazer antes disto?,Fique em casa.,Pensa nas pessoas .,ir ao congresso,B
1552,O Carson convidou uma rapariga chamada Taylor para a sua casa.,O que é que o Carson precisa de fazer antes disto?,limpar a casa dele,comprar móveis novos,Contrate um DJ.,A
1553,Carson visitou-os de Nova Iorque para conhecerem novas pessoas e passarem tempo com velhos amigos.,Como descreveria o Carson?,introvertido,sociável,impopular,B
1554,Taylor foi promovido a general e planeou o ataque ao inimigo.,Como se sentiria o Aubrey?,impotente,poderosa,incompetente,B
1555,A Skylar deu um murro à Quinn depois de terem brigado.,O que quer o Quinn fazer a seguir?,Beija a Skylar .,Abraço Skylar,chorar,C
1556,Remy assistiu ao filme com um grupo de amigos numa tarde no cinema.,Como é que o Remy se sentiria depois?,zangado com todos,Infeliz com os amigos.,Bom para si,C
1557,"O cão da Alex partiu a perna, por isso a Alex levou-o para o carro, onde o colocava dentro e o levava ao veterinário.",Como descreveria o Alex?,Odeia todos os animais.,Um amante de animais,assustado,B
1558,"A Jordan queria ser educada sobre os direitos das pessoas trans, por isso a Robin deu à Jordan um livro para ajudá-la a entender.",Como é que isso faria a Robin se sentir?,tão ignorante.,Irritados que a Jordan não deixe de incomodá-los.,ser educado,C
1559,"Vendo que ela precisava de ajuda séria, Alex projetou a experiência de Robin para ela.",Como se sentiria o Alex depois?,indiferente ao Robin,preguiçoso,generoso,C
1560,A Bailey cheirava muito mal depois de comer uma sanduíche que continha cebola e alho.,Como é que a Bailey se sentiria depois?,agressivo,intenso,Envergonhado.,C
1561,O Ash manteve os olhos no Casey porque ele parecia estar a ficar doente.,Porque é que o Ash fez isto?,precisava de perceber que o Casey estava doente.,Certifique-se que o Casey estava bem.,Procure insectos,B
1562,"Kendall empurrou a Bailey para o fundo, mas a Bailey denunciou a Kendall.",O que vai acontecer com a Kendall?,Eles vão ter uma recompensa,Eles serão elogiados,Eles vão ser punidos.,C
1563,O Alex comprou o telemóvel do Carson em casa dele porque ele estava a fazer-lhe uma partida.,O que é que o Alex vai querer fazer a seguir?,Esconda o telefone em algum lugar.,Faça uma piada .,"- Não , não .",A
1564,"O Alex nunca lavava a roupa, ele odiava lavar mais do que qualquer outra coisa.",Como descreveria o Alex?,um viciado em trabalho,Gosta de fazer as coisas.,Não gosta de lavar a roupa.,C
1565,"O Kai tinha um carro novo, por isso queria acelerar o motor.",Como descreveria o Kai?,irritante,Como um homem típico,- Que parvo.,B
1566,Jordan olhou de volta para Aubrey para se certificar de que ela estava bem.,Como você descreveria a Jordânia?,rude,pensativo,Implacável,B
1567,Austin levantou a água para o nível superior da banheira e tomou um longo banho.,Como descreveria o Austin?,Sentir-se entediado,sentir-se indiferente,Sentindo-se bem,C
1568,"Kendall ganhou a medalha de ouro em atletismo, apesar de não ser boa.",Como se sentiriam os Outros?,orgulhoso,feliz,irritado,C
1569,O Remy cheirava estranho porque eles correm durante horas.,Como é que o Remy se sentiria depois?,que precisavam de jogar fora as roupas,que precisavam de lavar as roupas.,Eles precisavam evitar tomar banho,B
1570,"A Robin teve más experiências com os médicos dela, por isso foi ao médico do Remy.",O que é que a Robin precisa de fazer antes disto?,Odeio o médico do Remy.,Odeio o Remy.,Quero ir ao médico do Remy.,C
1571,O Kai pediu aos pais da Addison mais um dia para pagar a renda.,O que vai o Kai querer fazer a seguir?,ser recusado em seguida,Ser oferecido outro dia no dia seguinte,Seja severo.,B
1572,O Ash deixou entrar o amigo que tinha planeado visitar-nos.,Porque é que o Ash fez isto?,gostava de manter a chave para si,Queria estar com o amigo deles.,oferecer um copo ao seu amigo,B
1573,O Carson quer jogar na lotaria de bolas de poder.,O que é que o Carson vai querer fazer a seguir?,Envia outros para a loja.,Deixe que outros paguem os bilhetes da loteria .,Pagar os bilhetes da lotaria,C
1574,"Cameron ficou perdido na floresta durante dias, mas finalmente, com um pouco de sorte, conseguiram encontrar uma saída.",O que é que a Cameron vai querer fazer a seguir?,O Camerson vai para casa.,Vai para a floresta.,Não contactar a família,A
1575,O Jesse levou o seu encontro a um bar que era conhecido por servir os melhores hambúrgueres da cidade.,Como é que o encontro se sentiria?,Enfurecido pela data,Interesse pela data,Insultado pela data,B
1576,Jordan estava desconfortável com o ronco do seu cão e manteve-o a uma distância segura.,Como se sentiriam os Outros?,Preocupado com o Jordan.,Como acariciar o cão.,Estou feliz pelo Jordan.,A
1577,Austin encheu seu carro de bagagem para estar pronto para a viagem no dia seguinte.,Como descreveria o Austin?,uma pessoa preguiçosa,uma pessoa meticulosa,Muito feliz pela sua viagem.,B
1578,Os cães da Skylar correram pelo campo a divertirem-se.,Como é que a Skylar se sentiria depois?,Felizes os gatos se divertiram.,Desgastado por estar sentado,Felizes os cães dela se divertiram.,C
1579,Skylar estava tentando ser útil e melhorou a compreensão de Tracy da equação matemática muito difícil.,O que a Skylar precisa fazer antes disso?,fazer Tracy flunk,fazer Tracy falhar,Ajude Tracy a passar na aula,C
1580,O Remy teve uns dias de folga e decidiu visitar o Jan.,O que vai acontecer ao Remy?,Reunir-me com Jan,Ela vai visitar-me com o Remy.,gritar com Jan.,A
1581,"A Kendall era uma atleta fantástica, por isso ganhou a medalha de ouro em atletismo.",Como se sentiria a Kendall depois?,incompetente,competente,não qualificados,B
1582,Robin iniciou a escola com a amiga e gostou das novas aulas.,O que é necessário para Robin antes disso?,skip school antes,faça um amigo primeiro,reuniu alguns dos grandes professores novos,B
1583,A Robin salvou o anel da Skylar quando o encontrou na pia.,Como é que a Robin se sentiria depois?,sem saber depois.,- Desagradável depois.,útil para a frente,C
1584,O Carson queria relaxar um pouco depois do trabalho.,O que é que o Carson vai querer fazer a seguir?,Ver televisão,Cozinhar o jantar.,Deita-te na cama.,A
1585,Sydney sempre passaria muito tempo com seus amigos e familiares.,Como descreveria Sydney?,não ter certeza que gosta da família,alguém que gosta de ser social,uma pessoa reclusiva,B
1586,"O Casey sabia o que a Kendall ia dizer, por isso completou a frase da Kendall.",Como é que o Casey se sentiria depois?,presunçoso,tenso,Normal,A
1587,Tracy queria uma chance de ganhar o prêmio e Tracy colocou o nome no chapéu.,Por que o Tracy fez isso?,manter os dedos cruzados,quis vencer,quis perder,B
1588,A Skylar levou a Riley para a ação.,Como é que a Skylar se sentiria depois?,"Skylar, pega numa maçã.",Levou o Riley para a acção.,"Skylar , pega numa bola .",B
1589,O Kai estava no zoológico e viu o animal de perto.,O que é que o Kai precisa de fazer antes disto?,Aprenda mais sobre o animal,em,Tirar uma foto do animal,A
1590,"Depois da escola, o Casey conheceu a amiga num bar para que pudessem estudar juntos para o exame final.",Porque fez o Casey isto?,brincar com um amigo,Bebam um copo e vão-se embora .,Certifique-se que eles sabem o que fazem.,C
1591,"Visto que tinham de estar em casa às seis para jantar com a família, Lee foi a pé até casa deles.",Como é que o Lee se sentiria depois?,exausto e inseguro sobre o jantar,Optimas e interessadas em almoçar.,"relaxado e ansioso por um bom jantar,",C
1592,Lee aprendeu a tricotar como hobby e queria vender seus produtos.,O que vai acontecer ao Lee?,Vender o seu tricô,Tecer mais coisas.,- Não .,A
1593,Lee era dependente de transporte público e estava à procura de trabalho perto de casa.,Porque é que o Lee fez isto?,evitar ter um carro,conduzir para o trabalho,ter uma pequena comuna,C
1594,Bailey tratou eficazmente a doença rara em pacientes e curou-os da doença anteriormente fatal.,Como se sentiriam os pacientes?,Agradeço o Bailey.,zangado com a Bailey.,Ainda bem que os pacientes estão melhor.,A
1595,"Vendo que Taylor se sentia perdida e sozinha, Tracy salvou a alma dela.",Como se sentiria Taylor?,doente espiritualmente,Vindicado e amado,"""Revivido de um fardo""",B
1596,Sasha tentou muito no teste e teve uma boa nota.,O que os Outros vão querer fazer a seguir?,Também tenho boas notas.,desistir da escola,tornam-se preguiçosos,A
1597,"A família do Quinn sempre quis vir ver o Quinn na escola, o Quinn adiou a visita para lhes preparar uma surpresa.",O que quer o Quinn fazer a seguir?,convida os pais quando ele não está muito ocupado com estudos,fugiram quando chegaram.,Marque uma data,C
1598,A Riley estava lá fora a falar com as amigas.,Como Sydney se sentiria?,- Estou contente.,preguiçoso,Aborrecido.,A
1599,Kai respondeu à batida na porta usando apenas a roupa interior.,Como descreveria a Tracy?,Tudo bem .,chocado,Eles foram rudemente interrompidos .,B
1600,"Quinn estava de visita na cidade, por isso a Riley levou-os ao edifício mais alto para verem a vista.",Porque é que a Riley fez isto?,Queria ser um bom amigo.,Mostra ao Quinn o horizonte .,Queria ficar sozinho.,B
1601,Carson derivou seus poderes do consentimento do grupo maior que confiava em Carson.,Como se sentiriam os Outros?,em perigo,Em boas mãos.,em perigo,B
1602,Alex tirou um coelho de um chapéu para seu truque de mágica final.,Como o público se sentiria como resultado?,agradavelmente surpreendido,Como se fosse um ato ruim,Como se fosse um mágico,A
1603,Sydney sobreviveu à infância e finalmente chegou à puberdade.,Porque é que a Sydney fez isto?,Queria viver a vida,Fica saudável antes disto.,crescer antes disto,A
1604,O Aubrey vigiava as coisas do Ash quando ele estava fora da cidade.,O que é que o Ash vai querer fazer a seguir?,"Obrigado , Aubrey .",Ajuda o Ash a sair .,Reclama-te do Aubrey .,A
1605,Sasha ligou para Quinn e disse-lhe onde eles precisariam se encontrar.,Como Quinn se sentiria como resultado?,Solitário,Negado,Pressionado,C
1606,Bailey tinha trabalhado muito duro para a competição. Bailey ganhou o primeiro lugar.,Como Bailey se sentiria depois?,emocionado,raivoso,envergonhada,A
1607,Robin viu Taylor o tempo todo e perguntou se gostaria de se acarretar.,O que acontecerá com Robin?,caminhada com Taylor,receber uma resposta de Taylor,exercício com Taylor,B
1608,"Depois de ter tropeçado no grande jogo de futebol, Kendall não atendeu as chamadas da Tracy.",O que vai acontecer com a Kendall?,Deixe de praticar esportes,Fazer as pazes com a Tracy .,jogar num jogo de futebol,B
1609,Kendall disse aos filhos que não queria ir à Disneyland naquele ano.,Como descreveria a Kendall?,Muito ocupado.,zangado e louco,Como um mau pai.,A
1610,Quinn mudou os lençóis duas vezes e os lençóis pareciam-se com o melhor que já estiveram.,Como se sentiriam os Outros?,orgulhoso agora,Agora é preguiçoso.,cansado mas contente,A
1611,Carson contou a irmã de Cameron sobre o segredo de Cameron.,O que acontecerá com Carson?,partilhar o segredo,culpa,aprender o segredo,B
1612,Addison sempre seguiu o código no seu trabalho e encoraja os outros a fazer o mesmo.,Porque é que a Addison fez isto?,Ser degradado um dia,Aprenda a seguir o código,Ser útil para a empresa,C
1613,"O Lee chegou a tempo, e eles puderam jantar com a família.",O que é que o Lee vai querer fazer a seguir?,cozinhar a comida,Falem do dia.,curar a dor da fome dele,B
1614,A Aubrey tem estado a ficar até tarde e a trabalhar demasiado ultimamente e não se sente bem.,Como descreveria o Aubrey?,imprudente,letargico e doente,exausto e miserável.,A
1615,Quinn encheu o peito com ar respirando fundo.,O que quer o Quinn fazer a seguir?,Exala rapidamente,respirar com a capacidade pulmonar total,acalmar-se respirando devagar e de forma constante,A
1616,O Jesse falou com o Casey sobre tudo o que eles queriam.,Como descreveria o Jesse?,"Um amigo falante,",Um pastor paciente.,um animal falante,A
1617,O Cameron teve uma reunião com o grupo para um projeto.,O que é que a Cameron precisa de fazer antes disto?,ouvir as ideias de todos,Faça um plano,Reúna o grupo antes de fazer o plano,C
1618,Quinn deu a Sydney uma educação pessoal em finanças e no funcionamento da economia.,Como descreveria o Quinn?,útil,Eles sabiam muito .,rico,A
1619,"Querendo ser como os outros que tinham, Kendall comprou um.",Como se sentiria a Kendall depois?,materialista,empobrecido,- É bom.,C
1620,A Aubrey tornou-se um sucesso depois de trabalhar duro no grande projeto.,O que é que o Aubrey precisa de fazer antes disto?,Faça um bom trabalho.,falhar no trabalho,Queria uma promoção .,A
1621,"Carson era bom em encontrar novas soluções, e Carson resolveu o enigma de uma forma inovadora.",Que tipo de pessoa é o Carson?,Mal em encontrar soluções,bom a resolver quebra-cabeças,Uma pessoa idiota.,B
1622,"Jan foi duro com o carro do Bailey, dirigindo como um piloto e, como resultado, explodiu o motor.",Como se sentiria Jan depois?,enganado,Como fazer de novo,Desculpem-me .,C
1623,A Aubrey fez a macieira da Bailey crescer e dar muitos frutos.,O que vai acontecer com a Bailey?,Faça marmelada,Fazer tartes de maçã,Desfrute de frutas,C
1624,Sydney e Ash admiravam-se mutuamente.,Como é que a Sydney se sentiria depois?,ignorado,fora do ciclo,Agradecido,C
1625,Jesse contou uma história para Lee não pensar nas suas preocupações.,Como descreveria o Jesse?,egoísta,desconhecido,atencioso,C
1626,Kendall jogou alguns videojogos que recebeu como presentes de Natal.,O que é que a Kendall precisa de fazer antes disto?,Continuem a jogar videojogos.,abrir outros presentes,Abre os presentes de Natal,C
1627,"O Jesse estava a tentar relaxar a Riley, por isso, rastrearam a roupa dela.",O que é que a Riley vai querer fazer a seguir?,Dormir,Foge.,Gritem por ajuda.,A
1628,A Skylar pôs o bebé no carro do Ash quando se preparavam para ir.,O que é que a Skylar precisa de fazer antes disto?,conduzir o carro,Tenho de ir a algum lado no carro do Ash.,Verifique o bebé .,B
1629,"Cameron pediu para que Casey escrevesse em casa, Casey negligiu também a escrita",O que acontecerá com Cameron?,assistir Casey a escrever seus pais,casa de escrita,escrever em casa mais,A
1630,Riley dividiu o dia em períodos para que ela pudesse lembrar de suas atribuições.,O que é que a Riley vai querer fazer a seguir?,"- Não, não.",Seja preguiçoso.,Começa a trabalhar.,C
1631,Cameron estendeu a mão e Robin colocou a dela na dele enquanto virava para a rua.,O que é que a Cameron vai querer fazer a seguir?,Rejeita-a.,Certifique-se que a Robin não corra em frente a um carro.,Atravessa a rua.,C
1632,O Jesse ligou para a amiga do Carson para saber se eles gostariam de ir ao zoológico com eles.,O que vai acontecer ao amigo do Carson?,entusiasmado com a viagem,Ir ao zoológico com o amigo do Carson .,Vai ao zoológico sozinho.,A
1633,A Cameron brincava lá fora.,Como descreveria a Cameron?,Alguém que odeia a natureza.,Alguém que ama a natureza.,Eles estavam satisfeitos.,B
1634,A Alex conheceu o Carson em casa dele e comprou o iPhone dele usado.,O que vai fazer o Alex depois de comprar o telefone?,Esmurra o amigo dele.,Vai comprar uma nova caixa .,Compre uma Samsung.,B
1635,Kai tropeçou e caiu na vala de drenagem lamacenta e chamou alguém para ajudar.,O que vai o Kai querer fazer a seguir?,Tente voltar ao banco .,arranjar alguém para dar uma festa,ser resgatado,A
1636,"O Remy perdeu a maioria dos amigos ao longo dos anos, e tornou-se cada vez mais cínico a cada ano que passava.",Como descreveria o Remy?,aberto a conhecer pessoas,extrovertido e amigável,Um solitário completo.,C
1637,Robin contou às suas amigas a notícia de que iriam ter um bebê.,Porque é que a Robin fez isto?,Celebrem a notícia.,Faça um banquete de bebés,compartilhar suas emoções com os outros,C
1638,"Quando Addison terminou o teste mais cedo, ela se certificou de suas respostas antes de entregá-lo.",Como se sentiria a Addison depois?,Não tem certeza do teste,Como se ela tivesse corrido por aqui .,confiante nas respostas dela,C
1639,A melhor amiga de Addison tinha acabado de dar à luz e foi visitá-la no hospital.,O que é que a Tracy vai querer fazer a seguir?,Recebe a mensagem.,Vai dormir.,Encontre a localização do hospital,B
1640,A Jordan era boa amiga da família da Taylor e queria ver como estavam.,Como se sentiria Jordan depois disso?,feliz,culpado,como um mau vizinho,A
1641,A Jan ultrapassou o limite depois de ter feito a brincadeira com todos os amigos.,Porque é que o Jan fez isto?,Queria ser mau.,Peço desculpa.,Queria ser chato.,C
1642,O Ash e o Austin estavam a discutir e o Ash disse coisas horríveis que magoaram o Austin.,Como se sentiria Austin?,Desculpem-se com o Austin.,muito magoado,Estou feliz com isso.,B
1643,"Lee encomendou artigos da Amazon, eles gostaram de fazer compras online.",Porque é que o Lee fez isto?,artigos encomendados pela Amazon,Perder tempo desde que eles acabaram ficando online por horas,"poupar dinheiro, já que os preços eram geralmente muito mais baratos",C
1644,Kai aprendeu piano para o recital da escola.,Porque é que o Kai fez isto?,Aprendi isto para o recital.,Aprendi isto para passar na classe.,Aprendi isto como vingança .,A
1645,"Sydney achava difícil deixar seus amigos, pois sempre tinham vontade de estar juntos.",Como descreveria Sydney?,ver os amigos dela quando eles saírem,triste quando ela deixou os amigos,co-dependente,B
1646,A Bailey estava a mudar-se e o Quinn vendeu a casa da Bailey.,Como é que a Bailey se sentiria?,Ainda bem que o Quinn vendeu a casa.,Ainda bem que o Quinn se resolveu.,esforçando-se,A
1647,A Riley aliviou a dor da Tracy quando a visitou em casa depois do funeral.,O que vai acontecer à Tracy?,Acabar por ser o amante da Tracy.,Acalma-te,ser convidado para o jantar do funeral,B
1648,Jesse agarrou-se desesperadamente à mão da Addison enquanto escorregava na beira do vulcão.,Porque é que o Jesse fez isto?,- Não .,Queria sobreviver.,Queria salvar a Addison.,C
1649,Austin colocou o dinheiro em que sua boca estava e ganhou a competição.,Como se sentiria Austin depois?,náusea após,feliz depois,arrependidos depois,B
1650,O Austin puntou os seus olhos e cruzou os seus T's quando fazia o seu trabalho.,O que é que o Austin precisa de fazer antes disto?,Entregue o trabalho ao instrutor.,Quero fazer bem,Verifique online a sua nota,B
1651,Ash amava a Jordan o suficiente para lhe pedir em casamento no Dia dos Namorados do ano que vem.,O que vai acontecer ao Jordan?,Casar no dia dos namorados.,A ter dúvidas sobre casar com o Ash.,ser muito feliz,A
1652,"O Jordan estava a tentar começar uma nova vida, por isso comeu comida saudável.",O que é que a Jordan precisa de fazer antes disto?,comprar alimentos não saudáveis,Seja preguiçoso.,Seja apaixonado .,C
1653,Jan jogou vôlei no ensino médio e continuou jogando na faculdade.,Como você descreveria Jan?,uma pessoa inquisitiva,pessoa competitiva,fit,B
1654,"O Lee roubou o telemóvel da Tracy, e a Tracy pediu-lhe para o devolver, mas ele recusou.",O que vai acontecer ao Lee?,Seja um amigo .,- Não .,Contacte a polícia.,B
1655,Alex era simplesmente outra pessoa desde que voltou à Terra depois de ter sido raptada por alienígenas.,Como se sentiria a família?,Quero que o Alex se mude para lidar com o problema.,estranho,Como se tivessem perdido a criança que sempre conheceram.,C
1656,A Jan ia levá-la a nadar com os miúdos.,O que é que a Jan precisa de fazer antes disto?,ir nadar,Traz a comida .,- Vai buscar as crianças .,C
1657,A Robin entrou no quarto da Kai sem a permissão dela e levou uma camisa.,Como é que o Kai se sentiria?,Envergonhada por ter roubado o Kai.,Mal que ela roubou do Kai,- Furioso com a Robin .,C
1658,O Casey estava a brincar no pátio quando a tempestade invadiu a cidade.,Como descreveria o Casey?,interessados,Assustado.,assustado,A
1659,"Só restavam dois pedaços para o pai quando o cão saltou para o comer, mas a Skylar poupou o bacon do pai.",O que é que a Skylar precisa de fazer antes disto?,Queria evitar a perda de comida.,Queria guardar a comida para o pai dele.,Parem o cão.,B
1660,"Kendall sempre teve medo de bicicletas, mas finalmente aprendeu a andar.",O que é que a Kendall precisa de fazer antes disto?,comprar um carro,ensinar alguém,comprar uma bicicleta,C
1661,A Aubrey aceitou o programa e estudou muito para ter melhores notas naquele semestre.,O que é que o Aubrey vai querer fazer a seguir?,Queria entrar numa boa faculdade.,Aborrecido.,inteligente,A
