,context,question,answerA,answerB,answerC,correct
690,"Dois diplomatas, Kendall e Tracy, trouxeram a guerra para o fim para que as pessoas pudessem viver em paz.",O que é que a Kendall vai querer fazer a seguir?,Veja as pessoas viverem em paz,Descobrir o que os países estão a lutar,Peça às pessoas para resolver as coisas pacificamente.,A
691,"O Ash nunca teve um isqueiro, por isso pedi-lhe emprestado um.",Como descreveria o Ash?,- Aliviado.,Agradecido,Cerebro disperso,C
692,Carson adorava nadar e estava se preparando para uma competição nacional.,Como descreveria o Carson?,competitivo,preguiçoso,gordura,A
693,Sasha foi à agência de modelos e aceitaram a sua boa candidatura.,O que é que o Sasha precisa de fazer antes disto?,Fugir.,Faça um currículo,Faça bem,B
694,"Jan estava a ter um dia caótico e estava a sentir-se estressado, por isso encontrou tempo para se concentrar.",Como se sentiria Jan depois?,Patético.,fraco,relaxado,C
695,Sasha foi para a faculdade este ano. Eles conheceram novos amigos.,Como você descreveria Sasha?,muito sociável,Feliz por ter amigos,muito tímido,A
696,Jesse entrou antes da aula começar e escreveu uma nota no quadro para o professor.,Como se sentiria o Jesse depois?,Mal por ter quebrado o giz.,divertidos pelos outros alunos,Nervosos sobre como a nota seria recebida,C
697,O Lee deu dinheiro a um sem-abrigo para comprar comida para si no Subway.,O que vai acontecer ao Lee?,Os outros vão pedir dinheiro ao Lee .,Fugir.,ser grato,C
698,A Sydney colocou o telemóvel do Remy na beira da pia da cozinha e caiu no lixo.,O que vai acontecer com a Sydney?,Finge que sabe muito sobre isso.,Tenho de substituir o dinheiro do Remy.,Finge que não sabe nada sobre isso.,C
699,Sasha atirou Jesse para chamar sua atenção na escola.,O que Sasha vai querer fazer a seguir?,Queria ver o Jesse,Rir a seguir,comer o próximo,B
700,A Skylar foi ao revendedor ver se conseguia arranjar um carro novo.,O que é que a Skylar precisa de fazer antes disto?,Come o almoço.,test drive um carro,Escolha um dealer,C
701,Remy melhorou a compreensão do assunto por meio da obtenção de alguns livros.,O que queremos?,Competência,Aprender mais,preguiça,B
702,A Quinn não se ia embora depois de a amiga ter um filhote novo.,O que quer o Quinn fazer a seguir?,Leva o filhote de cachorro .,Arranja um filhote,Ignora o filhote.,B
703,Jesse visitou os pais dela depois que ela voltou de sua lua de mel na França.,Como se sentiriam os pais de Jesse?,Excitado com o divórcio possível,Para onde Jesse voltou em breve.,Felizes por verem a filha deles.,C
704,O Kai foi submetido à operação que o Ash fez e fez uma grande diferença.,O que vai acontecer ao Kai?,Ele vai apreciar Kai,Ele vai agradecer ao Kai .,melhor,C
705,O Austin estava a dar uma festa e convidou todos os amigos do Ash.,Porque é que o Austin fez isto?,Queria tirar os amigos do Ash.,Queria ser simpático.,Traz a comida.,B
706,Addison fez uma boa vida como cirurgião no hospital.,Como descreveria Addison?,profissionalmente,curto de dinheiro,Trabalho duro,C
707,O Alex estava a brincar com o animal morto e ficou infectado.,Como descreveria o Alex?,tão estúpido,tão esperto,Como se precisassem de um médico.,C
708,"A Alex levou a Cameron a um encontro, apesar de terem tido problemas no passado.",O que é que a Cameron vai querer fazer a seguir?,Mostra-lhes que se divertem,"Cameron, desculpa.",Mostra-lhes um mau momento,A
709,Sydney deu a Carson informações sobre o projeto de alta prioridade que eles tiveram que terminar este mês.,O que Carson vai querer fazer a seguir?,Trabalhar no projeto,Jogue fora a informação,amigável,A
710,"Quinn reduziu o orçamento em 15%, o que é algo que os gestores anteriores não conseguiram",Como descreveria Quinn?,competente,incompetente,Mau,A
711,Ash examinou os papéis de perto antes de decidir se queria assiná-los.,Como descreveria o Ash?,Aliviado por não encontrar lacunas,analfabeto,um consumidor cuidadoso,C
712,A Kendall foi a lugares durante todo o dia e depois sentiram-se muito cansados.,Porque é que a Kendall fez isto?,Terá-lo até ao final do dia.,Visitar diferentes lojas para se divertir,Volta para a cama e descansa .,A
713,Robin manteve um olho atento no novo empregado para se certificar de que nada fosse desperdiçado.,Como é que a Robin se sentiria depois?,poderosa,um gestor eficaz,muito atento no trabalho,B
714,Cameron vendeu muitas das moedas de Sasha a bons preços para as pessoas.,Porque é que a Cameron fez isto?,Obter as moedas avaliadas e avaliadas,Queria ganhar mais dinheiro.,apanhar as moedas do Sasha,B
715,Ash falou rápido quando falou na reunião que estava a correr no tempo.,Como é que o Ash se sentiria depois?,É estúpido por falar depressa.,A correr e a apressar-se.,Inseguro por ter de ser o último.,B
716,Harper estava a candidatar-se à escola de enfermagem e pediu uma carta de recomendação à Lee.,O que é que a Harper precisava de fazer antes disto?,Acabar de ir para a faculdade de medicina,Dê a Lee uma entrevista de emprego.,Ter concluído os pré-requisitos de enfermagem,C
717,Skylar tirou uma semana de folga do trabalho porque eles precisavam de férias. Skylar decidiu fazer caminhadas.,Como você caracterizaria o Skylar?,Alguém que adora caminhadas,Desempregados,Alguém que nunca faz caminhadas,A
718,O Remy correu para fora a brincar e esqueceu-se de fechar a porta.,O que vai acontecer ao Remy?,Aborrecer-se,Diverte-te,Vai dormir.,B
719,"O Austin estava a passar por um momento difícil com a morte da Jan, por isso, foi visitar a irmã dela.",Porque é que o Austin fez isto?,falar com alguém,ter um funeral,estar morto,A
720,O Alex fez a sua declaração depois do grande jogo que acabou por ganhar.,Como descreveria o Alex?,Vitorioso,Um vencedor.,Um perdedor.,B
721,"A Taylor foi correr e ficou com sede, por isso bebeu refrigerante.",Porque é que a Taylor queria fazer isto?,Apodrecem os dentes com a bebida açucarada,Refrescado depois de estar quente e suado.,Encontre refrigerante .,B
722,Remy envolveu os braços de Quinn ao redor dela para se sentir seguro e protegido.,Como Remy se sentiria depois?,Assustado,Medo,Feliz,C
723,Bailey estava sentado em uma criança para o final de semana e Bailey o levava para a igreja.,Como seria que Bailey sentisse como resultado?,como uma pessoa boa,como uma pessoa ruim,como uma pessoa maligna,A
724,"De acordo com o artigo, Remy percebeu completamente a situação.",Como é que o Remy se sentiria depois?,Muito bom.,Melhor para a frente,muito triste .,B
725,Casey considerou seus sentimentos e não queria mais namorar Kendall.,Porque fez o Casey isto?,Queria ficar sozinho.,Queria ser cruel.,Vingança-te .,A
726,Robin fez lasanha e depois comeu tudo.,O que vai acontecer com Robin?,Desfrutar,ser triste,Jogue fora,A
727,Aubrey educou os filhos em casa e ensinou muitas coisas sobre história.,Como é que o Aubrey se sentiria depois?,Aborrecido.,inteligente,preguiçoso,B
728,Robin finalmente entrou na equipa depois de tentar durante semanas sem sucesso.,Porque é que a Robin fez isto?,Celebrar com a família,trabalhar em conjunto com os outros,Celebrar com os amigos,B
729,Sasha decidiu ver Taylor após a escola e perguntar se poderia brincar.,Por que o Sasha?,compra Taylor um lanche,na brincadeira,fazer algo com Taylor,C
730,"Quinn enviou o Carson para o acampamento de verão, aquele a que ele sempre quis ir.",Como se sentiria Carson?,ansioso,Foi uma perda de tempo.,feliz,C
731,"O Ash deu um cartão de São Valentim à mãe da Cameron, para que a mãe da Ash não se sentisse excluída.",O que é que o Ash precisa de fazer antes disto?,escolher um cartão para comprar,Leva a mãe ao jantar no dia seguinte.,estar em desacordo com a mãe do Ash,A
732,Austin aconselhou os jogadores sobre todos os assuntos sobre como ganhar o jogo.,O que os jogadores vão querer fazer a seguir?,Ignorar seus conselhos,Ouça o treinador,Jogue como eles querem,B
733,A Aubrey fez a árvore da Bailey crescer por lhe dar muita atenção.,Porque é que o Aubrey fez isto?,regar a árvore,fertilizam a árvore,Ajuda Bailey.,C
734,O Austin leu em voz alta as regras do grupo que formou.,Como descreveria o Austin?,Como alguém que se importa com as regras,Estou feliz por ter os detalhes técnicos fora do caminho .,Estou animado para fazer o grupo ir em frente.,A
735,"Alex ficou ombro a ombro com eles, embora ainda fosse jovem e ingênuo.",Como se sentiria o Alex depois?,- Compreendido.,ingênuo,Não tenho medo.,C
736,Aubrey levou-a de volta à loja para devolver o vestido que ela tinha roubado e a Aubrey fez a Sydney explicar-se ao empregado.,O que é que o Aubrey precisa de fazer antes disto?,Certifique-se que a Sydney roubou a camisa .,Pergunta-lhe se ela quer ir às compras juntos da próxima vez,ensinar uma lição,A
737,Sydney tinha acabado de receber a notícia da morte de sua avó.,Como descreveria o Kai?,orgulhoso e rude,preocupado e inseguro,uma pessoa compassiva,C
738,O Remy teve de trazer o cão de volta porque o cão tinha problemas de comportamento.,O que é que o Remy precisa de fazer antes disto?,falar sobre os problemas,comprar um gato,Decidiram levar o cão de volta.,C
739,Sasha percebeu que Robin tinha talento para escrever.,O que vai acontecer ao Robin?,Preocupem-se com o Sasha.,oferecer apoio,considerar uma carreira na escrita,C
740,O Casey ajustou-se aos gostos da Jan como um encontro para o encontro da escola.,Como é que o Casey se sentiria depois?,Como se fossem bons.,Como se não fossem divertidos.,Como se fossem feias.,A
741,Jesse sentou em uma mesa com seus amigos e jogou um jogo de cartas.,O que Jesse quer fazer em seguida?,necessário para visualizar o vencedor,ganhar o jogo,jogar o jogo,B
742,A Bailey passava o tempo a ajudar a amiga a estudar para um teste.,Como é que a Bailey se sentiria depois?,Agradecido,É bom para ajudar um amigo.,Vou fazer um teste.,B
743,Aubrey retirou o filho por não ter o filho abandonado.,Como os outros se sentiriam como resultado?,eram bons pais,foram equivocados,eram pais ruins,C
744,"Skylar era pobre, pois eles tinham acabado de gastar 1000 dólares para consertar seu carro, então Sasha sugeriu convidar Skylar para uma loucura de compras para animá-los.",O que vai acontecer com o Sasha?,ser criticado,Agradeça ao Sasha .,ser grato,C
745,"Ao levar a ninhada de raccoon abandonada ao veterinário, Sasha",O que o veterinário quer fazer a seguir?,libertar os bebês raccoon para o meio natural,garantir que os bebês-raco têm uma alimentação saudável e adequada,alimentar os bebês-raco têm muita poluição,B
746,"Cameron contou o segredo a alguém, mas acabou por ser alguém em quem não deviam confiar.",O que vai acontecer com a Cameron?,Eles vão contar o segredo da Cameron.,E espalhar rumores sobre o que disseram.,Eles vão expor o Cameron .,B
747,"A Bailey tem um novo papagaio de estimação chamado Ash, não quer que ele voe por casa quando tem visitas, por isso cortou as asas do Ash.",O que é que o Ash vai querer fazer a seguir?,Precisava de comprar uma máquina de cortar cabelo.,Cortar as asas do Bailey.,Tente voar dentro da casa,C
748,A Jan perdeu o voo da Quinn quando a levou ao aeroporto.,Como se sentiria Jan depois?,Envergonhado.,orgulhoso,feliz,A
749,Ash precisava de compras para o jantar e mandou o amigo à loja.,Como é que o Ash se sentiria depois?,Infeliz por ter compras,Cansado do seu amigo,Estou feliz por ter a mercearia .,C
750,A Robin ia casar e pediu à melhor amiga deles para ser a dama de honra no casamento.,Como se sentiria o melhor amigo deles?,É uma honra fazer parte da festa de casamento.,zangado por fazer parte da festa de casamento,envergonhado de fazer parte da festa de casamento,A
751,A Addison achou a minha maneira de fazer as coisas muito confusas na escola.,O que Addison vai querer fazer a seguir?,Obtenha mais ajuda,Quebrar uma amizade,Abandone-me,A
752,Addison tratava os animais com respeito.,Como se sentiria a Addison depois?,Frio e cruel.,apoiando Addison,moralmente superior,C
753,Casey ganhou outra namorada depois de solteiro há anos.,Como se sentiria Casey após ter tido uma relação?,tímido em torno das mulheres,menos sozinho após,indesejável e inequivocada,B
754,Addison gostou do trabalho na loja com o novo empregado.,O que vai acontecer com o novo empregado?,Tentei despedir a Addison .,Sair do trabalho com raiva,ter uma boa experiência no trabalho,C
755,Casey encontrou os sinais vitais de Skylar e disse a Skylar que eles precisavam se exercitar mais.,O que a Skylar vai querer fazer a seguir?,Ela estava preocupada com a saúde de Skylar.,Evite um plano,Crie um plano,C
756,Kendall pediu a Jan em casamento e queria que ela respondesse imediatamente.,O que é que a Kendall vai querer fazer a seguir?,Planeia uma noite.,A Kendal vai perguntar outra vez.,Compre um anel.,C
757,A Taylor completou a casa do Ash depois de se mudarem para a cidade grande.,O que é que a Taylor precisa de fazer antes disto?,Precisava de ir ao ginásio.,mudar-se para a casa,Precisava de ir a uma loja de casa,B
758,Kai tinha acabado de ingressar num clube de karatê e tinha ido lá de pé do colégio no primeiro dia de aula.,O que vai o Kai querer fazer a seguir?,muda para o seu fato de karatê,Jantar,ver um filme,A
759,"Carson e os seus três amigos viviam juntos, mas depois de o Carson roubar ao senhorio, o Carson foi despejado do apartamento deles, deixando os outros lá.",Como se sentiriam os Outros?,um ladrão,Tenho pena do Carson .,Uma pessoa horrível.,B
760,A Sydney viu um filhote bonito e eles queriam-no como animal de estimação.,O que é que a Sydney vai querer fazer a seguir?,ter um boneco de cachorro,Apanha o filhote.,Deixar a casa deles,B
761,"No meu 18o aniversário de sexta-feira, a Jordan levou-me a jantar.",O que acontecerá aos Outros?,ser tímido,ser tímido,Saudação Jordan,C
762,"O Sasha ia todos os dias de bicicleta para o trabalho, até hoje quando descobriram que foi roubada.",O que é que o Sasha vai querer fazer a seguir?,Desbloqueia a bicicleta para que possam andar nela.,Colocar um capacete antes de subir à bicicleta,Denunciar o roubo à polícia,C
763,Riley deitou-se ao lado dela e esfregou a parte de trás do pescoço de Aubrey.,Como Riley se sentiria depois?,irritável e ativo,relaxado e frio,hiper e ativo,B
764,O Robin tornou-se profissional no basquetebol quando começou a treinar todos os dias.,O que vai querer fazer a seguir?,Pratique muito,Ganha a semana .,Ganhar a liga,A
765,Lee contratou amigos para ajudar Carson a mover todas as suas coisas.,O que Carson vai querer fazer a seguir?,Pegar seus amigos,Pagar seus amigos depois,Continuem a mover-se,B
766,Skylar navegou perto da borda do penhasco no vento.,Como é que a Skylar se sentiria depois?,seguro,preocupado,feliz,B
767,A Riley levou a Jan para dentro da casa porque era quase hora de ir para a cama.,Como é que a Riley se sentiria depois?,sonolento,cansado,Confiantes no que fazem.,B
768,Casey voltou para a faculdade depois de anos sendo uma mãe em casa.,O que Casey vai querer fazer a seguir?,Estude duro todos os dias,Organizar para que seus filhos sejam cuidados enquanto ela está fora,conseguir um lugar em um curso de sua escolha,A
769,Bailey usou sua inteligência para controlar o resto das crianças de sua classe.,Como Bailey se sentiria depois?,Mais inteligente do que todos,Sneaky,Estúpido.,A
770,A Taylor comprou um bilhete para um filme e foi com um amigo.,Como é que a Taylor se sentiria depois?,Aborrecido.,satisfeito,desanimado,B
771,"Skylar sentiu que a Quinn não tinha confiança, mas era muito hábil, então ela impediu que Quinn se tornasse uma garçonete.",Porque é que a Skylar fez isto?,Porque a Skyar achava que a Quinn era uma má empregada.,Porque a Skylar acreditava no Quinn.,Investiguei ofertas de emprego para Quinn.,B
772,Jesse escreveu os nomes no quadro dos vencedores e os outros ficaram muito entusiasmados.,Como se sentiriam os Outros?,Os outros vão ter esperança como resultado.,Um pouco de idiota,Os outros não serão inspirados como resultado.,A
773,Há muitas gerações de família aqui e Sasha foi sucedido pelo seu filho.,Porque é que o Sasha fez isto?,Faça perguntas sobre a família dela.,Não ter mais filhos,saber mais sobre a sua árvore genealógica,C
774,Riley cortou a mão porque eles se recusaram a usar luvas ao dividir madeira.,Como você descreveria Riley?,Como um manequim,uma pessoa rebelde,bom em dividir madeira,B
775,"O Remy estava a tentar não se exagerar, por isso pararam quando o Remy tinha comido as suas fichas.",Porque é que o Remy fez isto?,comer mais saudável,Pede um prato de batatas fritas .,Tenha mais cuidado com eletrônicos,A
776,Sydney sentiu-se lenta dois dias antes da competição anual da escola.,O que é que a Sydney vai querer fazer a seguir?,Vê televisão o dia todo.,Dormir o dia todo,Trabalhar em uma rotina,C
777,"O Addison era uma pessoa amorosa, por isso abraçou a mãe.",O que vai acontecer com a Addison?,Ama a mãe dele.,odeia a mãe dele.,ressente-se da mãe dele.,A
778,A Jordan acabou de comprar uma casa e queria que o gramado fosse muito verde e exuberante.,O que vai querer fazer a seguir?,regar o gramado,Envenena a erva.,Verificação de ervas daninhas,A
779,"Depois do filme, a Riley começou a atacar a Sasha com olhos tímidos à espera de ver se a Sasha ia fazer o próximo passo.",Como descreveria a Riley?,Aborrecido com Sasha,Esmagando Sasha,nervoso,B
780,Alex manteve o sistema de Riley depois que ele falhou pela primeira vez.,O que Alex vai querer fazer a seguir?,Ignorar o caminho,falhar,Aprenda o caminho,C
781,A Sasha decidiu como queria lidar com as coisas no trabalho.,Como descreveria a Sasha?,inteligente,irritante,indeciso,A
782,"A Robin conduzia bêbada, quando a polícia a apanhou não tiveram compaixão, ela passou a noite na prisão.",Como é que a Robin se sentiria depois?,sentia-se envergonhado,senti-me orgulhoso,Sentia-se inteligente.,A
783,Jesse foi eleito para o Senado naquela primavera.,O que é que o Jesse vai querer fazer a seguir?,Terminar o mandato inteiro para manter o assento no Senado,manter um assento no Senado durante todo o mandato,fazer alterações,B
784,Taylor bateu seu objetivo na corrida.,Como descreveria a Taylor?,Gosta de competir.,Odeia correr.,preguiçoso,A
785,A Quinn assistiu ao bebé hoje pela primeira vez e foi cansativo.,Como se sentiria o Quinn depois?,muito esgotado,mente aberta,Muito preocupado .,A
786,A Kendall estava a tentar decorar a casa deles para as festas para parecer bonita.,O que é que a Kendall precisa de fazer antes disto?,Precisava de decorar a casa.,precisava de ficar chateada.,- Não .,A
787,"Os filhos do Remy estavam sozinhos a brincar sozinhos, por isso o Remy queria que os filhos do Carson também viessem brincar.",O que é que o Remy precisa de fazer antes disto?,ocupado,Ligue para os filhos do Carson.,Convidado pelos filhos dos Carson.,C
788,Jan pensou muito e bem e finalmente decidiu.,Como se sentiria Jan depois?,Decisivo e pensa em cada decisão,uma sensação de alívio,um sentimento de medo,B
789,A Bailey aconselhou o Quinn a tomar vitaminas para superar o resfriado.,Porque é que a Bailey fez isto?,Amava o Quinn e não queria que ele fosse ao médico.,Olhe no armário de remédios deles,Amava o Quinn e tentou dar-lhe vitamina C .,C
790,Riley restaurou a reunião ao normal depois de muita risada e caos após uma piada.,O que é que a Riley vai querer fazer a seguir?,ignorar questões sérias,Vamos ao trabalho .,Passe pelo contorno,B
791,Taylor tocou na mão do Alex e bateu-lhe com a dele por tocar no frasco.,O que vai acontecer com o Alex?,Ele será repreendido.,Traga-lhe um lanche diferente .,repreendeu o Alex por o tocar.,A
792,A Kendall queria perguntar à Jan se ela já tinha arranjado um par para o baile.,O que é que a Kendall vai querer fazer a seguir?,Fala com Jan.,limpar a casa dela,Fazer uma pizza.,A
793,A Jordan ia sentir a falta da Jan para sempre depois de a Jan ter decidido mudar-se.,Como se sentiria Jordan depois disso?,feliz,Infeliz por não voltar a ver o seu amigo Jan.,triste,B
794,Remy jogou uma festa de jantar para os amigos que estavam visitando fora da cidade.,Como descreveria a Remy?,tipo,amado,rude,A
795,A Jan veio visitar a Tracy e a Tracy deu permissão para ela entrar.,O que é que a Tracy vai querer fazer a seguir?,Atira no Jan.,tomar banho,Ofereça a Jan algo para beber.,C
796,A Quinn mandou uma mensagem ao marido deles.,O que vai acontecer ao Quinn?,Continue esperando .,Deixe o espectáculo .,Aproveitem o espectáculo .,C
797,Quinn terminou as tarefas da Jan para ela ajudar o melhor amigo dele.,Porque é que o Quinn fez isto?,Sai e celebra com eles.,Relaxa e bebe um copo com eles .,Ajuda o Jan.,C
798,O Jesse agradeceu à família da Bailey por apoiá-los nas eleições daquele ano.,Como é que a Bailey se sentiria?,- É bom.,Como se o apoio deles não passasse despercebido.,Como se pudessem ser apreciados,C
799,"Eu ia fazer compras sozinha para a faculdade, o Remy sabia que eu não tinha muito dinheiro e pôs cartões de crédito na minha carteira.",Como se sentiria o Remy?,culpados por si mesmos.,Infelizes consigo mesmos.,orgulhosos de si mesmos.,C
800,A Aubrey encheu o tanque da Riley porque queriam substituir a gasolina depois de terem emprestado o carro da Riley.,Porque é que o Aubrey fez isto?,Seja rude.,Agradeço ao Riley por lhes ter emprestado o carro .,conduzir no carro,B
801,"Mostrando-me como trabalhar a máquina corretamente, Sasha fez o meu caminho muito mais fácil.",Como os outros se sentiriam como resultado?,Feliz,Orgulhoso,Outros ficarão em dívida com Sasha,C
802,Bailey amava a barba que seu namorado cresceu e o abraçou.,Como você descreveria Bailey?,odioso,raivoso,aceitar,C
803,O Remy não gostava de ser ridicularizado.,O que os Outros vão querer fazer a seguir?,o bully,Deixa-o em paz.,Sê corajoso .,B
804,Aubrey tirou a namorada de casa e a levou para um jantar muito agradável.,Por que o Aubrey?,despendido mais tempo com a namorada,ter um jantar agradável com a namorada,quis passar algum tempo com um ente querido,A
805,Taylor levantou os braços de Cameron porque estavam reproduzindo uma cena da Bíblia.,Porque é que a Taylor fez isto?,Pergunta Taylor .,Conta uma história .,estar errado,B
806,A Bailey assistiu às notícias o dia todo em casa para que pudessem ficar informados.,O que é que a Bailey precisa de fazer antes disto?,Preciso de receber o jornal.,Preciso de ligar a televisão.,Sair da casa,B
807,A Sydney foi esfaqueada pelas costas por um homem de casaco Drak.,Como descreveria Sydney?,Com muita dor.,Pensando em quem fez isso.,Estaria com muita dor.,A
808,"O Cameron comprou bolo, mas percebeu que estava com muita fome, por isso comprou gelado.",O que é que a Cameron vai querer fazer a seguir?,Atira o sorvete fora.,vomitar o bolo e o sorvete,encontrar um lugar para se sentar para que ele possa comer,C
809,"Alex mudou a vida de Addison para melhor, oferecendo-lhes um bom emprego.",O que é que a Addison vai querer fazer a seguir?,"- Não, não.",Faça o Addison gostar deles.,Façam o melhor que puderem.,C
810,Cameron voltou da escola com lanches para os outros.,O que os Outros vão querer fazer a seguir?,Acalma os outros.,Come um lanche a seguir.,Os outros vão ficar chateados com ela a seguir.,B
811,"Quinn viu que tinham um furado e mudou o pneu. Depois, no trabalho, viram que tinham outro furado e mudaram o pneu outra vez.",Como se sentiria o Quinn depois?,feliz,irritado,ansioso,B
812,Taylor limpou a cozinha depois de ter feito chili.,Como descreveria a Taylor?,consideração pelos outros,desagradável,Desconsiderado com os outros,A
813,"Remy precisava de contar aos Austin os resultados, mas sabia que eles tinham problemas para controlar as emoções e pediu-lhes para permanecerem calmos.",O que vai acontecer ao Austin?,Tente conter as emoções,Diz-lhes a verdade.,Espalha os feijões.,A
814,Alex assumiu a posição de Ash quando ele protestou contra as políticas injustas da escola.,Como descreveria o Alex?,O inimigo do Ash.,Um amigo útil.,Normal,B
815,O Alex foi magoado por outro amigo.,Como se sentiria o Alex depois?,ferido,orgulhoso,feliz,A
816,"Alex sempre os deixava sozinhos na loja, porque sabiam que podiam contar com os seus empregados.",Como descreveria o Alex?,Sentia-se orgulhoso.,são uma pessoa indiferente,são uma pessoa confiante,C
817,Taylor serviu os interesses de Remy porque eles eram melhores amigos.,Por que Taylor fez isso?,fez isso por bondade,fez isso para uma promoção,Fez isso por vingança,A
818,O Remy acendeu todas as velas quando a energia foi cortada.,O que é que o Remy vai querer fazer a seguir?,Encontre todas as velas.,Arranja uma lanterna .,Atira os fósforos fora.,B
819,O Kai impôs muitas regras à Tracy para nada.,O que vai acontecer ao Kai?,Mata o Kai.,Seja feliz.,ser preso.,B
820,A Skylar era padeira e tinha de misturar todos os ingredientes para a receita.,Porque é que a Skylar fez isto?,Certifique-se que a receita não está correta.,Faça uma boa receita,Faça uma receita ruim.,B
821,Remy confirmou a resposta e descreveu seu processo para o restante dos alunos.,Por que a Remy fez isso?,fazer uma apresentação para os alunos,ajudar a entender,Não participar,B
822,A Riley serviu outra refeição a um grupo seleto de amigos que parecia mais deliciosa.,Como se sentiriam os Outros?,felizes por terem recebido pelo menos um prato servido,Invejoso por não terem recebido a mesma refeição,Um bom cozinheiro,A
823,A Bailey afastou o gato da Tracy quando ele estava a miar a implorar comida.,O que vai querer fazer a Bailey a seguir?,ser egoísta,Não se incomode com o gato.,Ser malvado .,B
824,O Austin ajudou o Lee a mudar-se para a sua nova casa e ajudou-os a decorar.,Porque é que o Austin fez isto?,comprar coisas novas,Sê gentil .,Seja rude.,B
825,Era o aniversário do parceiro do Quinn e ele tentou fazer com que fosse especial.,Como se vai sentir o parceiro do Quinn?,negligenciado,feliz,ambivalente,B
826,Sasha estendeu a punição de Skylar na reunião de despesas e recebeu muitos elogios por causa dessa ação.,O que é que o Sasha vai querer fazer a seguir?,- É bom.,Devem estabelecer a lei.,Aborrecido.,B
827,Cameron estava ansioso para experimentá-lo depois que seus amigos lhe disseram sobre uma nova droga.,Como se sentiria a Cameron depois?,ousado,Despreocupado,Capa clara,A
828,O Aubrey estava a fazer entrevistas há algum tempo.,Como é que o Aubrey se sentiria depois?,Como mudar o mundo.,Como ganhar um salário .,Como bater num relógio,B
829,"Lee levou a história a uma conclusão, apesar dos outros quererem ouvir mais.",Como se sentiriam os Outros?,fome como resultado,Um contador de histórias com um limite de tempo,excitado como resultado,C
830,A Bailey desperdiçou comida de propósito como parte de uma greve de fome.,O que é que a Bailey precisa de fazer antes disto?,aceitar comida,recusar-se a aceitar comida,desperdício de alimentos intencionalmente como parte de uma fome,B
831,A Sasha trabalhava para o Aubrey e devia muito do seu sucesso a ele.,Como é que o Sasha se sentiria depois?,abuso,desanimado,Sorte .,C
832,Jan teve um bom desempenho no teste.,Como é que o Jan fez isto?,Estudou muito duro,foi a uma festa,Realizar tão bem,A
833,"A Kendall viu os amigos acenarem para eles, por isso eles acenaram de volta.",O que é que a Kendall precisa de fazer antes disto?,Falar com os amigos deles,ver os amigos deles,Falar com os amigos deles,B
834,A Jordan controlava o comportamento deles porque não gostam de causar problemas.,Como descreveria o Jordan?,Como alguém preocupado com o bom comportamento,muito maduro,Como alguém que mantém as pessoas fora de problemas,B
835,Jan abriu uma loja com mercadorias especiais.,Como se sentiria Jan depois?,um empreendedor,Realizada,Preguiça,B
836,Eles estavam prestes a atravessar a longa ponte suspensa e Taylor estava claramente aterrorizada.,Como se sentiria a Taylor depois de tomar a mão da Alex?,mais relaxado e confiante,estavam prestes a atravessar a longa suspensão,Como dançar na ponte,A
837,O Alex tentou fugir e não ir ver a tia.,O que é que o Alex vai querer fazer a seguir?,doente,Vai ao funeral da tia dele.,Dirigir para o lado do campo,C
838,Quinn queimou a vela em ambas as extremidades completando a sua tarefa universitária no último minuto.,O que é que o Quinn precisa de fazer antes disto?,Passa a tarefa,procrastinar e não fazer o seu trabalho,completam a maior parte do seu trabalho com antecedência,B
839,A Kendall ensinou o cão da Alex a falar e ficou tão impressionada que pediu para a contratar para o treino do cão.,Como Alex se sentiria?,Envergonhado como resultado.,Envergonhado como resultado.,orgulhoso como resultado,C
840,Riley decidiu chamar de amanhã Kai para que o Kai pudesse ter um bom sono noturno,O que o Kai quer fazer em seguida?,permanecer durante a noite,ir para casa de Riley,Agradecer a Riley,C
841,Bailey amava seus filhos desde o dia em que deu à luz a eles.,Como você descreveria Bailey?,empático,distante,um pai,A
842,"A Cameron estava sozinha em casa, eles estão a jantar na pizza.",O que é que a Cameron vai querer fazer a seguir?,trabalho,Pede uma pizza.,nadar,A
843,"O Austin era um tipo fixe, por isso nunca usava chapéu.",Porque é que o Austin fez isto?,Olhe no espelho.,Insultar certas pessoas.,Sê um homem legal.,C
844,"O Jesse tentou acordar o Aubrey, mas foi espancado e ele desistiu.",Porque é que o Jesse fez isto?,grito de Jesse,Não queria ficar sozinho.,Não queria jogar.,B
845,Jordan reuniu os materiais para fazer presentes para todos à mão que eram muito bonitos.,Como se sentiriam os Outros?,Agradecido,ignorado,desprezado,A
846,"Como Remy era o novo tutor e estava tentando ajudar Lee a fazer melhor na escola, Remy desenhou uma analogia para Lee para o problema.",O que é que o Lee vai querer fazer a seguir?,criar uma nova analogia para mostrar ao Remy,Preparar o assunto,Analise a analogia para ter certeza que eles entendem,C
847,"Por ter agido decisivamente na sala de emergência, Sasha salvou os bebês da mãe.",Como é que o Sasha se sentiria depois?,como competente,Dever de uma dívida financeira,Aliviado após uma situação tensa.,C
848,"Addison teve uma grande viagem de um mês, a viajar sozinha pelo campo.",O que é que a Addison precisa de fazer antes disto?,Convide um amigo para participar,Comprar bilhete de autocarro,Comprar bilhete de avião,C
849,"Quando o empregado trouxe o bife para a mesa, Austin mandou-o de volta para a cozinha.",O que é que o Austin vai querer fazer a seguir?,Propina ao empregado .,- Não .,Não estar satisfeito com a ordem,B
