,context,question,answerA,answerB,answerC,correct
303,A Riley fez-se de parva e chorou quando saiu do palco.,O que é que a Riley precisa de fazer antes disto?,Outros vão encorajar Riley a voltar,Outros vão gozar com a Riley.,Cometer um erro,C
304,A Tracy expulsou o vizinho da casa depois de se recusarem a livrar-se dos seus 10 cães barulhentos.,O que vai acontecer à Tracy?,Precisam de encontrar um novo lugar para viver,Tenho de arranjar um novo cão.,Finalmente dormir um pouco à noite .,C
305,Cameron foi à festa de bloco e deu à sua amiga Robin alguma comida lá.,O que acontecerá com Robin?,sono no solo,Tomar alimentos,tem um tempo ruim,B
306,"Quando o Cameron ouviu o telefone tocar, ele veio correndo.",Porque é que a Cameron fez isto?,Veja quem estava a ligar.,Desliga o telefone.,"- Não , não .",C
307,A Sasha contou à mãe da Riley sobre o projecto que tinham para a escola.,O que é que o Sasha vai querer fazer a seguir?,iniciar o projecto,Veja o que a mãe da Riley fez.,Queria ter a certeza que o Riley fazia o seu trabalho .,A
308,"Buscando atirar no pássaro do céu, Ash puxou o gatilho da espingarda.",O que é que o Ash vai querer fazer a seguir?,Vai para a floresta.,voltar para casa,Vê se o tiro bateu .,C
309,"O Jesse queria um novo jogo, mas não tinha dinheiro suficiente para pagar.",O que é que o Jesse precisa de fazer antes disto?,Esqueceu-se que precisava de dinheiro.,Ele não tinha emprego.,Trabalhar pelo dinheiro,C
310,"Seu gato continuava tentando escapar pela janela, então Jan colocou um obstáculo no caminho.",Como Jan se sentiria depois?,Medo de perder o gato,normal,aliviado para corrigir o problema,C
311,Sasha recebeu a parte de Taylor depois que Taylor teve problemas com outros.,O que é que o Sasha precisa de fazer antes disto?,Peça desculpa aos outros.,Seja amigo da Taylor.,Peça à Sasha a sua parte de volta .,B
312,Quinn escreveu um livro sobre a visita ao zoológico para Carson.,O que vai acontecer ao Quinn?,Dá o livro ao Carson.,envergonhado do livro,Dá o cão ao Carson.,A
313,Aubrey ficou com o programa e fez o que tinha que ser feito.,O que Aubrey vai querer fazer a seguir?,vai-te embora.,Necessário,não fazer nada,C
314,O Roman estava a candidatar-se à escola de enfermagem e pediu à Lee uma carta de recomendação.,O que é que o Roman precisava de fazer antes disto?,Acabar de ir para a faculdade de medicina,Dê a Lee uma entrevista de emprego.,Faça um bom trabalho para Lee impressioná-los .,C
315,A Riley foi até à biblioteca porque ouviu que o livro que queria estava lá.,Como é que a Riley se sentiria depois?,Medo da biblioteca.,Aborrecido na biblioteca.,Como se ela gostasse da biblioteca.,C
316,Alex afastou Quinn e anunciou que queria privacidade.,O que Alex vai querer fazer a seguir?,ir a uma festa,desculpar-se,ficar sozinho,C
317,A Addison cumpriu o seu dever da melhor forma possível.,O que é que a Addison vai querer fazer a seguir?,ser inútil,Seja fraco.,Seja perfeito .,C
318,Jan encheu o balde completamente com água e sabão .,Porque é que o Jan fez isto?,manter os pisos sujos,Mal com os pisos.,pavimentos limpos e de esfregão,C
319,"O Jordan fechou os olhos, o Carson sabia que estava a tramar alguma coisa.",Como é que o Carson se sentiria depois?,uma pessoa astuta,Curioso.,Alguém que pensa antes de agir.,B
320,"Addison estava estudando o jogo de xadrez com Kai por alguns meses, e estava jogando Quinn em um jogo, e Addison pegou Quinn na armadilha da marca registrada de Kai.",Porque é que a Addison fez isto?,fez isso com o xeque-mate Quinn,Praticar xadrez,fez isso para ganhar um carro,A
321,O Remy levou comida para a mãe depois de acabarem o trabalho para passar tempo com eles.,O que acontecerá aos Outros?,cozinhe alguma comida,passar tempo com o Remy.,Façam perguntas à mãe deles.,B
322,Sydney leu ao Austin o ato de rebelião depois de ele ter falhado no teste com um 25.,Como é que a Sydney se sentiria depois?,louco,frustrado,feliz,B
323,Quinn secou os olhos do Jesse com um guardanapo que estava na caixa.,O que quer o Quinn fazer a seguir?,melhor,Diz para .,Aborrecido.,B
324,A Kendall estava a ajudar um paciente na casa de repouso.,O que é que o Lee vai querer fazer a seguir?,ser vegetativo,seja grato,ser engraçado,B
325,O Remy convidou a Jordan para jantar pela terceira vez naquela noite.,Porque é que o Remy fez isto?,Descobre uma maneira de recusar educadamente,Tinha fome.,Finalmente aceita o convite do amigo dele.,B
326,"No dia em que a Skylar descobriu que a Jill roubou e usou o cartão de crédito dela, ela queria matar a Jan.",Como é que a Skylar se sentiria com a Jan?,indiferente sobre o assunto,ódio extremo,É como pedir outro cartão de crédito num outro banco.,B
327,"Aubrey é uma menina de doze anos que mora na Virgínia, e ela é sempre muito feliz.",Como descreveria o Aubrey?,optimista,Geralmente de bom humor .,Tem dificuldade em pensar positivamente,B
328,O Remy nunca tentou e teve de voltar para casa sem resultados.,Como é que o Remy se sentiria depois?,Agora é terrível.,Alguém que não se esforça muito.,preguiçoso e sem trabalho,A
329,Outros pensaram que Kai estava a exibir-se.,Como se sentiriam os Outros?,irritado com o Kai,Eles eram talentosos .,Eles eram espertos.,A
330,O Remy perdeu o controlo do Jesse e o Jesse caiu no poço com muitos ossos partidos.,O que é que o Remy vai querer fazer a seguir?,Vai para o hospital.,passivo,melhor,A
331,O Casey decidiu conduzir depois de beber e o Casey bateu numa vala.,O que vai querer fazer o Casey a seguir?,Ligue para o amigo deles.,- Não .,- Vai a pé para casa .,A
332,"A Jan sentiu-se sufocada na relação, por isso pediu espaço.",O que os Outros vão querer fazer a seguir?,sufocá-la mais .,Dá-lhe espaço.,Faça perguntas,B
333,"Carson trabalhou muito para se tornar um jogador de basquete, e o jogador foi arremessado pela",Como senti-lo-ia depois?,ansiedade com relação ao jogo seguinte,decepção com o seu desempenho,surpresa em se tornar um jogador de basquete,B
334,Sasha deu ao filho um presente quando o filho obteve bons graus.,Como descreveria Sasha?,um pai irritado,um pai orgulho,um pai cruel,B
335,Jan recebeu o dinheiro do irmão depois que ele morreu num acidente.,Como se sentiria Jan depois?,zangado depois.,triste,cuidados depois,B
336,A Jordan aproximou-se do Quinn e entregou-lhe um envelope pesado.,O que vai querer fazer a seguir?,Desaparece sem se preocupar .,correr para a multidão,Devolve os documentos do Quinn.,A
337,A Riley deu a Robin uma oportunidade no trabalho e logo começou a varrer os pisos todos os dias.,Como se sentiria Robin?,orgulhoso agora,Conflito agora.,Aborrecido agora.,A
338,A Skylar tingiu o cabelo da Casey de azul porque estavam zangados com ela.,Como é que o Casey se sentiria depois?,traído pela Skylar.,Estava zangado com a Skylar.,Vingar-me da Skylar .,B
339,A Skylar deseja poder ir de férias a Paris.,Como descreveria a Skylar?,que ela precisa de férias.,Paris deve ser linda.,cansado,A
340,"A Aubrey esqueceu-se completamente de lhe entregar os trabalhos de casa, mesmo que ela já os tivesse terminado.",Como é que o Aubrey se sentiria depois?,esquecido,Um estudante irresponsável.,Um estudante esquecido.,A
341,O telefone do Alex foi roubado no autocarro e o Carson foi comprado em casa dele.,Como se sentiria o Alex depois?,Como roubar o telefone do Carson.,irritado,Ainda bem que eles têm um telefone novo.,C
342,Addison aplicou o comércio de Casey ao seu próprio trabalho para produzir mais.,O que acontecerá com Addison?,enriquecer,receber uma participação,obter reconhecimento,A
343,"A Aubrey tinha gripe, por isso passou mais um dia em casa.",Como descreveria o Aubrey?,cansado mas melhor,saudável,sob o tempo,C
344,A Bailey apontou o dedo médio para os polícias porque era uma pessoa má e odiava a autoridade.,Como descreveria a Bailey?,Era uma pessoa má.,Polícias odiados.,Odiava o dedo médio dela.,A
345,"A Sydney gozava com o sotaque do Aubrey porque era encantador, e eles eram amigos.",O que é que a Sydney vai querer fazer a seguir?,ostracizar,socializar,- Não .,B
346,Carson pediu a Addison que o perdoasse por tomar a última bebida.,O que é que a Addison vai querer fazer a seguir?,Não queria que ela ficasse zangada.,Queria ser perdoado.,Perdoe o Carson pelo que ele fez .,C
347,Ash andava de bicicleta todos os dias para manter o peso que tinha perdido.,Porque é que o Ash fez isto?,Arranja um capacete de bicicleta .,Fizeste isto pela escola.,Fizeste isto por razões de saúde,C
348,A Kendall levou os amigos do Quinn a jantar para comemorar.,O que é que a Kendall vai querer fazer a seguir?,comemorar,Desconsiderado depois.,generoso depois.,A
349,Jan continuava a fugir tarde da noite para ver o namorado sem dizer aos pais.,O que os pais dela vão querer fazer a seguir?,Fazer com que ela arranje um novo namorado.,- O Jan foi condenado por sair.,Colocar grades nas janelas.,B
350,O Remy convidou a Jordan para jantar e a Jordan disse sim à proposta de namoro.,Como é que o Remy se sentiria depois?,Desiludido com a aceitação,Preocupado com a data,Estou feliz com a aceitação.,C
351,Quinn queria que a Riley fosse com ela ao zoológico.,O que é que a Riley vai querer fazer a seguir?,Ignoram o amigo deles.,Vai para outro lugar sozinho.,Vai ao zoológico.,C
352,Jan segurou a língua de Kendall num estado excitado e íntimo.,O que vai acontecer com a Kendall?,Fica animado .,excitado,Beija a Kendall .,C
353,Addison e a esposa decidiram fazer uma festa de aniversário de 20 anos.,Como se sentiriam os Outros?,Impressionado com eles.,Desagradado e magoado,zangado com eles.,A
354,"Ash estava falido, mas precisava de arranjar o carro para ir trabalhar, por isso ele pediu emprestado o dinheiro a um amigo.",Como é que o Ash se sentiria depois?,"Que se mostra insatisfeito com o seu próximo,",Agradecimento ao amigo,Alguém que não tenha medo de pedir ajuda.,B
355,A Aubrey levou a mãe da Sasha a jantar para agradecer a ajuda.,O que é que o Sasha vai querer fazer a seguir?,Agradeça,Pague a conta.,- Como foi o jantar ?,A
356,Robin deixou a loja depois de comprar tudo na lista e ficar dentro do orçamento.,Como é que a Robin se sentiria depois?,Desiludido.,Disciplinado com compras.,satisfeito,C
357,"A Tracy gostava de todos os amigos, excepto a Taylor que falava muito e deixava a Tracy louca.",O que é que a Taylor vai querer fazer a seguir?,Fica mais calada .,gritar com a Tracy .,- Passava tempo com a Taylor .,A
358,"Skylar e o seu marido planeavam um bebé há anos, e finalmente, Skylar estava a ter o seu primeiro bebé.",Como é que a Skylar se sentiria depois?,- Exultante.,excitado,Sobre a lua,B
359,A Casey disse à mãe que ia chamar o bebé do nome da avó.,O que é que o Casey precisa de fazer antes disto?,Como o nome da avó dela.,Nomear o bebê como a avó dela,Seja rude.,A
360,A Ash precisava de limpar o cão dela depois de ele ter se enrolado na lama e sujar a toalha da Cameron.,Como é que o Ash se sentiria depois?,Como Cameron deve ser compreensivo.,Mal por aquilo que ela fez.,irritado com o cão,C
361,Jordan se moveu pelo país e gostava mesmo da nova área em que morava.,Como a Jordânia se sentiria depois?,em novas áreas,Como eles precisam encontrar uma boa área,Como foi um bom movimento,C
362,Austin jogou o doce para os observadores do desfile ao lado da rua.,O que Austin precisa fazer antes disso?,Pegue alguns doces antes disso,Jogue mais doces,Ficar em casa doente antes disso,A
363,Era o aniversário do Ash e todos os amigos estavam juntos e a dar-lhes presentes.,Como descreveria Sydney?,egoísta,sem pensar,generoso,C
364,O Casey estava a candidatar-se a um emprego e a Kendall mandou o Casey entregar uma candidatura.,Como descreveria a Kendall?,feliz,Como alguém que recolhe pedidos de pessoas,esperançoso,B
365,Jordan colocou seu carro no mercado e está feliz e contente por tê-lo vendido com lucro e ela vai comprar um carro novo com o dinheiro da venda.,Como descreveria o Jordan?,Vou comprar um carro novo,Ainda bem que têm um carro novo.,infeliz e zangado,B
366,O Kai era responsável por cuidar do cão da Remy enquanto ela estava fora.,Porque é que o Kai fez isto?,Faz com que o cão goste mais dele.,Faz o cão calar-se .,Certifica-te que o cão tem o suficiente para comer.,C
367,A Sydney foi para a cama deles depois de dias de sentir-se muito doente para trabalhar.,Como descreveria Sydney?,sob o tempo,Como dormir mais.,Assediado por pessoas negativas,A
368,"A Casey sabia que perguntar ao Jon sobre o trabalho dele o chateou, por isso ela parou de perguntar.",Porque fez o Casey isto?,Difícil de entender.,Não chatear a amiga dela.,Mostrar que ela não se importava.,B
369,Robin se estendeu além dos limites e fez o máximo que pôde.,O que Robin vai querer fazer a seguir?,continuar a trabalhar,Ignorar o trabalho,ir a uma festa,A
370,A Jordan deu a Tracy um projeto de serviço para obter créditos extras.,Como se sentiria Tracy?,altruísta,ressentido,indulgente,C
371,Sydney cantou junto com os irmãos e eles receberam um grande aplauso pela canção.,Como descreveria Sydney?,Sentir-se entediado,sentir orgulho,Parte de uma equipa,C
372,"O Casey precisava de construir um galpão e um bar, por isso comprou ferramentas na loja.",Porque fez o Casey isto?,Construí um celeiro e um celeiro com sucesso,Dê as ferramentas como presente.,Venda as ferramentas para mais dinheiro,A
373,"Riley estava tentando sair de seu país, Riley se moveu rapidamente.",Como descreveria Riley?,alívio,feliz,despedimento,C
374,A Skylar deu paz ao Carson depois da longa guerra que durou muitos anos.,Como é que a Skylar se sentiria depois?,Furioso por a guerra ter acabado .,grato pela paz,um adulto melhor.,B
375,"O Remy estava ansioso com os exames deles, então o Remy decidiu ir ao ginásio para converter o stress em energia e fazer um bom treino.",O que é que o Remy precisa de fazer antes disto?,Não ter exames próximos,aliviar o estresse,ter exames próximos,C
376,"Addison quase bateu em Remy, mas desviou-se no último minuto para sentir falta dele.",Como se sentiria a Addison depois?,entretido depois,Aliviado,alívio depois,B
377,Jesse estudou toda a noite e obteve um bom grau no teste.,Como Jesse se sentiria depois?,Glad tiveram um texto,Saber,Bom para tentar o melhor,C
378,Jesse retomou os livros para a loja quando percebeu que não precisava mais.,Como descrever Jesse?,são bons para venda,são inteligentes,thrifty,C
379,"Uma pessoa fez uma brincadeira de Riley por causa da forma como se vestiu, Riley contou",O que queremos?,gossip a respeito de Riley,Apoio Riley,ver o bullying antes deste,B
380,A Robin é procuradora do estado de Massachusetts.,Como descreveria a Robin?,excitado,criminoso,grave,C
381,O Casey adotou um gatinho abandonado no hospital local.,Como descreveria o Casey?,"satisfeitos com as suas próprias vidas,",um amante de animais,Uma senhora do gato louca.,B
382,Remy mostrou respeito a Aubrey e ouviu enquanto eles ensinavam na classe.,O que vai acontecer ao Aubrey?,respeitado,Aprende muito na aula.,ter menos dificuldade em ensinar,A
383,Jesse produziu o resultado do teste de Austin e o mostrou a nota.,Por que Jesse fez isso?,Mantenha- o secreto,fornecer informações,ocultar as informações,B
384,A Riley foi ao jogo de basebol com um amigo chamado Ash e divertiu-se.,Como se sentiria Ash?,Aborrecido e zangado.,Estou entusiasmado com o jogo.,triste e chateado,B
385,"Carson queria impressionar a rapariga na aula de banda, por isso Carson aprendeu a tocar trompete.",Porque fez o Carson isto?,Tome um quebra-gelo para começar uma conversa,Peça à rapariga da aula de banda para sair.,Saiu com a miúda da turma de banda.,B
386,Skylar recebeu instruções muito específicas e finalmente cumpriu os seus requisitos.,Porque é que a Skylar fez isto?,Celebrar a passagem do teste de condução.,demonstrar que eram capazes,ter sucesso e deixar um bom emprego,B
387,Quinn aumentou as suas hipóteses por praticarem mais todas as noites durante uma semana.,Como se sentiria o Quinn depois?,preguiçoso,passivo,orgulhoso,C
388,Robin rapidamente ficou zangado com os pratos deixados na pia durante a noite.,O que vai querer fazer a seguir?,Precisava de ir à cozinha.,Lave os pratos.,comem-nos,B
389,"Ia à festa do meu amigo Sams quando encontrei a Jan, mas ela mudou de ideias porque haveria uma banda muito barulhenta e a polícia pode aparecer.",O que acontecerá aos Outros?,"Se a polícia chegar, estaremos em apuros.",Eles vão divertir-se muito.,Receber chamadas telefónicas,A
390,Jan precisava de um projeto de feira de ciências.,O que é que a Jan precisa de fazer antes disto?,"- Não, não.",Confira outras ideias de projetos online,Vai tomar um duche.,B
391,O Remy tomava o pequeno-almoço deles no restaurante todas as manhãs.,Porque é que o Remy fez isto?,Precisava de dinheiro.,gostam de passar a noite lá.,Eram preguiçosos demais para cozinhar.,C
392,"Jan sempre quis um filhote, mas decidiu adotar um cão mais velho de abrigo.",Como descreveria o Jan?,livre-espírito,Outgoing,Compassivo,C
393,Cameron deu a Quinn uns dólares para sobreviver devido a dificuldades financeiras.,O que é que a Cameron vai querer fazer a seguir?,Ser uma má influência,Não ajudar os outros,ajudar os outros,C
394,Riley ensinou a criança a pescar no lago enquanto estavam em sua viagem de acampamento.,O que é que a Riley precisa de fazer antes disto?,precisava de saber pescar.,necessária para usar a criança,"- Não, não.",A
395,"Taylor era um político corrupto, usava dinheiro para ganhar influência.",O que é necessário para Taylor diante disso?,dar promessas para obter votos,trabalhar muito para conseguir o dinheiro,Peçar o dinheiro de terceiros,A
396,Ash ficou com raiva de Sasha por nunca ter limpado e saiu de casa.,O que é que o Sasha precisa de fazer antes disto?,passear o cão,comprar mantimentos,varrer os pisos,C
397,O Kai manteve as mãos da Kendall longe deles depois de a Kendall ter sido um pouco agressiva.,Como é que o Kai se sentiria depois?,Rejeitado e indesejado,- Tem medo da reação da Kendall.,Estou contente com a reação da Kendall.,B
398,"Depois do jogo, Cameron subiu rapidamente a cerca para chegar a casa.",Como se sentiria a Cameron depois?,Gostava de chegar a casa depressa.,Gostava de escalar cercas.,Fome,A
399,A Skylar tingiu o cabelo de rosa porque queria experimentar algo diferente.,O que vai a Skylar querer fazer a seguir?,comprar corante para o cabelo,- Não .,Vai ao cabeleireiro.,B
400,Alex realmente precisava do dinheiro para vender o velho.,Por que o Alex fez isso?,pagar o seu carro,ser quebrado,limpar o velho,A
401,O Casey deu ao amigo o benefício da dúvida sobre o que disseram.,O que vai acontecer ao Casey?,Aprender sobre o seu amigo,ter um bom amigo,Fica contente .,A
402,Ash deu nome a Aubrey Jan quando não soube lembrar o que foi.,O que queremos por Ash?,Dá o número de telefone de Aubrey Jan,comprometimento com a memória,recordar,B
403,"Apesar dos avisos de seus pais e de outros amigos, Sasha tornou-se amiga de Casey.",O que é que o Sasha vai querer fazer a seguir?,Acabar com a amizade dela com o Casey.,Mostrar a todos o quão fixe é o Casey.,Parem de ser amigos de todos os outros.,B
404,"Aubrey era a enfermeira recém-contratada do médico e, depois de ouvir o paciente, determinou a doença do paciente.",Como se sentiria o médico depois disso?,Apanhado de surpresa.,Escepticismo quanto à determinação,Agora é triste.,A
405,"Robin costuma viajar no seu próprio carro. Um dia, o carro de Robin não arrancava. Robin ia de ônibus.",Porque é que a Robin fez isto?,Perder o seu transporte,Vai trabalhar.,ter um carro avariado,B
406,A Sydney pôs o Jesse na linha depois de ver que ele se recusava a seguir ordens.,Como é que a Sydney se sentiria depois?,Ficaria zangado com o Jesse.,Arrependeu-se de não ter escutado.,Ficaria muito satisfeito.,A
407,Cameron disse à Kai para não vir porque ela tinha que ir a uma reunião que não estava planeada.,O que vai acontecer ao Kai?,Tenho de voltar de carro.,Desiludir-se,Tenho de ficar em casa.,C
408,"O Carson viu uma nota de 5 dólares de cevada a sair do bolso da Tracy, e ele tirou-a furtivamente.",Como descreveria o Carson?,Não confiável,feliz,Nunca roubaria .,A
409,"A Aubrey comprou um par de calças para o Casey, mas não sabia se era o tamanho certo.",O que vai querer fazer o Casey a seguir?,Peça à Aubrey umas calças novas .,Tenta as calças.,comprar calças novas,B
410,Robin voltou do trabalho e começou a fazer o jantar para sua família.,Como você descreveria as ações de Robin?,apropriado e previsível,Inapropriado e rude,Emocional e irracional,A
411,"Depois de ser presidente de turma, Addison queria rever as regras do almoço e ter um intervalo mais longo.",O que é que a Addison queria fazer a seguir?,Queria ajustar as regras do recesso.,Queria rever as regras do almoço.,Queria um almoço mais longo.,B
412,"Casey conseguiu seu carro através de uma passagem muito estreita, enquanto eles estavam em uma viagem.",Como Casey se sentiria depois?,competente,mudo,mau,A
413,A Bailey aconselhou o Quinn a tirar férias quando viu o trabalho dele.,O que é que a Bailey precisa de fazer antes de aconselhar a Quinn?,Certificar-me que o Quinn estava em boa forma física e mental.,Reconhecer que ele estava sobrecarregado de trabalho,Apoia o Quinn .,B
414,A Skylar não pensou que a Taylor aprovaria a compra.,O que é que a Taylor vai querer fazer a seguir?,varrer debaixo do tapete,Reprimendo Skylar.,estarem certos sobre a previsão deles,B
415,"O Quinn deixou cair o computador no caminho para a aula, por isso o Quinn teve de arranjar o computador.",Porque é que o Quinn fez isto?,- Não .,são muito cautelosos,Para que pudessem usá-lo .,C
416,"A Aubrey era nova na escola e tinha dificuldade em se adaptar, por isso, ela vai ter com a Tracy para obter conhecimento.",O que vai fazer a Tracy a seguir?,Dar conselhos à Aubrey sobre como se encaixar.,Dar conselhos à Aubrey sobre como conhecer rapazes .,fazer um novo amigo,A
417,"Depois de olhar várias vezes e explorar possíveis soluções, Lee resolveu a equação de Taylor.",Porque é que o Lee fez isto?,Inadequado em matemática,Queria mostrar a sua habilidade matemática.,Queria entender melhor a Taylor.,B
418,O Remy encheu o ar com um aditivo que eles compraram recentemente da loja.,O que é que o Remy precisa de fazer antes disto?,Venda o ambientador .,Vai à loja,Convide amigos para virem,B
419,"Quando Skylar entregou o último jornal, ela foi embora e foi para casa.",Como descreveria a Skylar?,Uma pessoa que odeia o seu trabalho.,exausto,pessoa que trabalha numa rota de papel,C
420,Cameron deu à Jordânia o título do novo livro que estava trabalhando.,Por que Cameron fez isso?,estar escrevendo um livro,dar à Jordânia algumas informações,úlcera Jordânia,B
421,"Kendal e os Outros tinham todas aulas de piano, Kendall disse que podiam ir todos tocar depois das aulas.",O que os Outros vão querer fazer a seguir?,Ver um bom filme sobre tricô,Vai competir num jogo de futebol,Quero tomar aulas de piano.,C
422,"Porque a Riley não estava a prestar atenção enquanto sonhava acordada, a Riley derramou o refrigerante da Taylor.",Como se sentiria Taylor?,desajeitado,frustrado,descuidado,B
423,O Casey gostava do Aubrey agora que o Aubrey fez as pazes pelos erros do passado.,Como se sentiria o Aubrey?,muito perdoador.,perdoado,Muito aberta de mente .,B
424,"O Casey teve problemas legais, por isso decidiu contratar o advogado da Aubrey.",O que é que o Casey precisa de fazer antes disto?,Esqueça o nome do advogado.,Discutam o assunto,- Pede o número do advogado.,C
425,O Austin passou a tarde toda a fazer lições para libertar tempo à noite.,Porque é que o Austin fez isto?,Diverte-te mais tarde.,Jogue agora.,Jogar uns jogos.,A
426,"Sydney realizou dois exames diferentes no dia seguinte, Sydney se sentiu sobrecarregado.",Como senti-lo-ia após os exames?,alívio,Muito ansiosa,", p. 1",A
427,O Jesse gosta de enganar as pessoas.,Porque é que o Jesse fez isto?,Engana-o de volta .,Queria ser o verdadeiro amigo do Lee.,Queria que Lee confiasse neles.,A
428,Riley fez uma pergunta em sala de aula para ajudá-los a entender o tema.,Como os outros se sentiriam como resultado?,que eles entendem melhor o material,conhecer o tema,mais confiante no teste,A
429,Addison encontrou a mãe doente na cama e disse-lhe que estava a chamar o médico.,Porque é que a Addison chamou o médico?,Aprenda a RCP,Ajuda a mãe dela.,Leve-os ao médico.,B
430,A Bailey levou o cão ao parque.,O que vai querer fazer a Bailey a seguir?,Canta para o cão,Sair da casa,brincar com o cão,C
431,"Jesse não se sentia bem, então Jan o trouxe para ver o médico.",Como descreveria Jan?,ignorante,alívio para consultar o médico,Cuidado,C
432,A Addison voltou à vida depois de terem descansado a ver televisão.,O que é que a Addison vai querer fazer a seguir?,Pensem nas tarefas que têm de fazer,Vai para algum lado.,Façam as suas tarefas,C
433,Jan levou os itens do carrinho sem pagar por eles.,Como descreveria o Jan?,- Não tem mente .,Como se pertencessem à prisão.,Como um ladrão.,C
434,"O Ash amava-a muito, eram um casal muito próximo.",Como descreveria o Ash?,Alguém que se importa.,Éramos um casal muito próximo.,Uma pessoa má.,A
435,O Austin tirou horas da Addison porque ela estava doente naquele dia.,O que é que a Addison vai querer fazer a seguir?,Não se sentir bem,Amado,Aborrecido.,A
436,"A Aubrey sempre recebia uma mesada, mas os pais disseram que ela não faz o suficiente para merecê-la.",Como é que o Aubrey se sentiria depois?,egoísta,Feliz com a mesada.,zangada com os pais dela.,C
437,"A Addison estava a fazer um teste de visão a um rapaz, ela expôs o ecrã à frente dos olhos dele a um número.",Como descreveria a Addison?,um fabricante de vidros para olhos,útil,um optometrista,B
438,Kai matou um veado na sua viagem anual de caça com a família.,O que é que o Kai precisa de fazer antes disto?,Junte-se à PETA antes disto.,Vai caçar antes disto.,Gabar-se da morte .,B
439,Kai foi um pouco mais longe e fez perguntas adicionais.,Porque é que o Kai fez isto?,Não deixe nada de fora.,Aprenda mais informações,ter respostas às suas perguntas,B
440,O Remy mandou à Tracy a notícia do novo livro do Remy que a Tracy estava à espera.,O que é que a Tracy vai querer fazer a seguir?,negligência,Ignorar,ler,C
441,Ash parecia um Lee antes de mudar seu gênero para se tornar uma mulher.,Como você descreveria Ash?,Orgulha-te,ptimo.,uma pessoa feminina,C
442,"No bar depois do trabalho, enquanto bebiam, o Carson ficou zangado com a Taylor.",Como descreveria o Carson?,inspirado mas desafiador de conhecer,Como o Carson era mau.,- ... que é rápido de temperamento e difícil de se dar bem com.,C
443,"Ao procurar na Internet durante muito tempo, Aubrey encontrou um site que tem o que ela quer.",Como é que o Aubrey se sentiria depois?,A necessidade de mudar as suas preferências,Muito satisfeito.,Não satisfeito com as opções disponíveis,B
444,Cameron agrupava cartas quando jogava um jogo de cartas.,O que é que a Cameron vai querer fazer a seguir?,Tente ganhar no jogo.,falar com as pessoas sobre o jogo,Encontrar as cartas para jogar novamente,A
445,A Riley compreendia a ambiguidade em torno do Quinn e queria respeitar a privacidade dele.,Como descreveria a Riley?,não simpático,generoso,Todos merecem que a sua privacidade seja protegida.,B
446,A Robin disse ao filho para sair com os amigos.,O que vai querer fazer a seguir?,Queria tirar o filho de casa.,Fazer o trabalho,O filho do Robin pediu para ir brincar com os amigos.,B
447,"O Carson usava uma máscara assustadora, a Aubrey olhou e fugiu.",O que é que o Aubrey vai querer fazer a seguir?,Diz à polícia.,Encontre uma máscara.,Diz ao Carson para tirá-lo .,A
448,A Taylor empurrou o cabelo da Sasha para trás para ver o quão grave era a lesão e descobriu que precisava de pontos.,O que vai acontecer com o Sasha?,Leva o Sasha ao médico .,Leva o Sasha para as Urgências .,Preciso de trabalhar um pouco.,C
449,Alex fez um esforço para melhorar a imagem de Tracy com o resto da empresa.,O que é que a Alex precisa de fazer antes disto?,Como a Tracy.,Discutam com eles,magoar a Tracy.,B
450,"Sasha, que queria roubar o modelo de negócio do Aubrey, determinou que a base de clientes do Aubrey era jovem.",Porque é que o Sasha fez isto?,usar o modelo de negócios do Aubrey.,Queria ganhar dinheiro.,saber mais sobre o modelo,B
451,"Jan queria medir a Addison para fazer roupas novas, então ela colocou pano nos quadris da Addison.",O que vai o Jan querer fazer a seguir?,Fica quieto para que o Jan possa medir .,usar a máquina de costura para fazer roupas,Atira o pano fora .,B
452,A Bailey mandou os trabalhos para as escolas porque ela estava em casa.,Como se sentiriam os Outros?,Muito trabalhado.,Eles eram bons alunos.,Não estou feliz.,B
453,"A Sydney foi informada que estava errada, por isso ficou muito zangada.",Como descreveria Sydney?,Desiludida por ela estar errada.,como uma cabeça quente,exausto pela raiva,B
454,Jesse foi novamente no ano seguinte e todos ficaram felizes por poderem desfrutar da companhia de Jesse.,Como se sentiriam os Outros?,entusiasmado com o evento,Ansiosos pelo acontecimento,a ir,A
455,Cameron colocou a mão de Robin para orientar o modo como o faz.,Como descrever Cameron?,feliz que eles tenham recebido a ajuda que todos precisavam,melhor ajudar todos a fazer isso,Comando,C
456,A Robin fez tudo antes de se casar com o namorado.,O que vai querer fazer a seguir?,Enganar o namorado dela.,Fica solteiro para sempre.,aceitar uma proposta,C
457,Alex fez comida para o namorado e deu-lhe o seu filme favorito como presente.,O que é que a Alex precisa de fazer antes disto?,Tome uma soneca antes disto .,Vai para a escola antes disto.,Compre mantimentos antes disto.,C
458,Kai tinha esperado toda a vida por esta viagem e finalmente subiu ao topo da montanha.,Como descreveria o Kai?,preguiçoso,Sobre a lua,Determinado,C
459,Sasha finalmente se sentiu aliviada depois de ter dito a verdade.,Porque é que o Sasha fez isto?,pedir desculpa e fazer as pazes,confessar mais erros,para de te sentir culpado,C
460,"Jan estava com fome, por isso decidiu fazer uns espaguetes para comer.",Como se sentiriam os Outros?,como invejosos,como conteúdo,muito decisivo,A
