,context,question,answerA,answerB,answerC,correct
391,"Alex era uma pessoa controladora na terra, e governava todos os territórios que encontrava.",Como descreveria o Alex?,Como um líder bem sucedido.,uma pessoa tímida,uma pessoa cruel,C
392,"Carson foi um orador inspirador que falou na minha faculdade uma vez, e Carson mudou a minha vida para sempre.",O que é que o Carson vai querer fazer a seguir?,Faça outra palestra.,- Toma uma sandes.,Era um bom homem.,A
393,"Jordan, que iniciou um novo emprego e mudou os bancos, retirou o dinheiro de apoio de Sa",O que o Jordânia precisa fazer antes disso?,depositar a sua nova verificação de emprego na nova conta bancária,Retirar dinheiro da conta bancária da Sasha,utilizar o dinheiro para compra de estabelecimentos,A
394,Bailey forneceu informações aos membros sobre o novo parque em construção.,Como os membros se sentiriam como resultado?,traído por Bailey,ira ao custo,satisfação com as melhorias,C
395,"O Casey aguentou a dor por mais tempo, por ter bebido uísque para aliviar a dor.",Como se sentiriam os Outros?,embriagada,Um pouco bêbado.,Agora está mau.,B
396,"Depois de repetidamente ser discutido por seus subordinados, Lee decidiu demitir outro funcionário.",Como se sentiria o Lee em despedir outro empregado?,- Não .,- Não .,insegura,C
397,"Antes de o Robin sentir a sua avelã, ele precisava fazer uns bolinhos e cuidar dos filhos.",O que é que a Robin precisa de fazer antes de sentir a sua aveia?,Ela precisava dar biscoitos aos filhos.,Alimentando os filhos,Precisava de fazer uns biscoitos.,B
398,Tracy ganhou a lotaria e decidiu ajudar os amigos financeiramente.,Como se sentiria Addison?,generoso,avaro,culpado,A
399,A Sasha ameaçou todos os recordes depois de treinar durante meses para os quebrar.,Como se sentiriam os Outros?,orgulhosa do seu trabalho.,ameaçados,Esgotado do treino,A
400,O Kai agarrou o queixo do Quinn e abriu a boca dele.,O que vai o Kai querer fazer a seguir?,Cala a boca do Quinn.,Verifica o pulso do Quinn.,Dá o jantar ao Quinn .,C
401,"O Alex era melhor jogador, por isso, ele assumiu a posição do Ash no campo.",O que é que o Alex vai querer fazer a seguir?,Ajudar a equipa a ganhar,Continua a jogar bem.,aumentar o sucesso da equipa,A
402,"Os cativos de adison não queriam ouvi-la, e adison falou",Como descreveria Addison?,Defesa,dominante,Corado,B
403,Ash disse ao amigo que não queria mais vê-lo.,O que é que o Ash precisa de fazer antes disto?,Vai à biblioteca.,Não gostam do seu amigo,Escrever um livro,B
404,Kai ficou preso numa multidão na rua e teve de lutar para sair.,O que é que o Kai precisa de fazer antes disto?,Sai da multidão .,Sai da multidão.,Fique quieto.,B
405,Casey sonhava em escrever o próximo grande romance americano.,O que Casey vai querer fazer a seguir?,Encontre um editor,Torne-se um escritor famoso,Queime o manuscrito,A
406,Cameron renovou seus votos hoje para mostrar seu amor.,O que Cameron vai querer fazer a seguir?,Faça uma lista,Beije seu cônjuge,Renove seus votos novamente,B
407,A Jan contou uma história aos colegas de trabalho do Casey e o Casey ficou zangado.,Como se sentiria Jan depois?,- Desagradável depois.,feliz depois.,orgulhoso depois,A
408,A Isabella estava a candidatar-se à escola de enfermagem e pediu à Lee uma carta de recomendação.,O que é que a Isabella precisava de fazer antes disto?,Como uma pessoa útil,Dê a Lee uma entrevista de emprego.,Ter concluído os pré-requisitos de enfermagem,C
409,"Skylar foi contada um grande segredo por um amigo, em vez de manter o segredo, ela inclinou a cabeça de Kendall para trás para sussurrá-lo para ela.",Como é que a Skylar se sentiria depois?,Como um bom amigo.,excitado,culpado,C
410,Jesse fez bolinhos de chocolate e depois comeu com um copo de leite.,O que é que o Jesse vai querer fazer a seguir?,Come o resto dos biscoitos e adoeces,Guarde o resto dos biscoitos para mais tarde.,Deixe os pratos e panelas de bolachas todos sujos,B
411,A Bailey queria ir para a faculdade para ter uma boa carreira.,Como descreveria a Bailey?,bem realizado,optimista,Trabalhando duro,C
412,Skylar finalmente conseguiu um emprego com o governo federal.,Por que Skylar fez isso?,ganhar dinheiro,ir em férias,ficar em casa,A
413,Austin chamou de Riley e fez muita brincadeira dele.,Como seria que Riley sentisse como resultado?,acolhido como resultado,complementado como resultado,náusea como resultado,C
414,"Depois de trabalhar juntos durante três meses num projeto no trabalho, Sasha finalmente tornou-se amiga do Casey.",Como descreveria a Sasha?,um colega de trabalho irritante,um empregado simpático,um empregado grosseiro,B
415,Bailey apontou o dedo para eles com um olhar acusador.,Porque é que a Bailey fez isto?,impedi-los de roubar os seus almoços.,Pergunta-lhes quem roubava os almoços.,Aponta-os para a direcção certa.,A
416,Ash saiu de casa para melhor e não voltou.,Por que Ash fez isso?,trazer Ash de volta para a casa,Encontre um novo lugar para viver,chamar Ash da casa,B
417,O Austin viu uma nuvem de funil do outro lado da cidade.,O que é que o Austin vai querer fazer a seguir?,Analise o céu para ver se há mau tempo.,- Vai-te embora.,Aproxima-te,B
418,"A Riley saiu da loja com os produtos que roubou, mas os pais descobriram.",O que é que a Riley precisa de fazer antes disto?,Eu precisava decidir tentar roubar,Esconde-te.,precisava de deixar os pais saberem dos seus planos.,A
419,Carson deu alguns conselhos ao filho sobre como ser educado com as meninas.,O que o filho vai querer fazer a seguir?,Ignora as raparigas.,Ouve o pai dele.,Abuso de raparigas,B
420,"A Addison estava à procura de um carro novo e viu um anúncio de um carro que ela queria muito, mas era muito caro.",Como descreveria a Addison?,Desiludido com o preço.,Precisam de um carro,muito tenso,A
421,A Cameron chegou mesmo a tempo de apanhar o avião.,Como descreveria a Cameron?,atrasado,alívio,oportuno,C
422,"O Jesse trouxe o cão, que seria uma adição bem-vinda à família.",Como Jesse se sentiria?,Como um mau dono.,Que se sentem mal consigo mesmos.,Bom para si,C
423,Lee conheceu crianças de pessoas quando era pediatra.,Como descreveria o Lee?,zangado com crianças,bom com crianças,Um detestador de crianças,B
424,Austin listou cada item para que a pessoa que estava ouvindo pudesse fazer um inventário.,O que é que o Austin precisa de fazer antes disto?,Certifique-se que a lista estava errada.,Ignora a lista.,Certifique-se que a lista estava certa,C
425,A Robin escreveu uma história sobre a planta local que deixava resíduos tóxicos na água e envenenava a água potável.,Porque é que a Robin fez isto?,Fazer uma extensa pesquisa sobre a planta,Realizar vários testes na água potável local,mostrar ao público o que estava a acontecer.,C
426,"Sydney viu o jovem vizinho a ir para a escola na chuva torrencial, então Sydney parou o carro e os levou para a escola.",Como é que a Sydney se sentiria depois?,Desamparado.,Desagradável,- Estou contente.,C
427,A Aubrey viu a amiga do Kai e pegou na carteira que caiu da bolsa dela.,Porque é que o Aubrey fez isto?,Fiz isto para ser simpático com o amigo do Kai.,Devolve-me .,Fizeste isto para evitar elogios,A
428,Alex convidou toda a gente e fez uma festa em casa deles. Todos cantaram e dançaram a noite toda.,O que acontecerá aos Outros?,Não se diverta.,Louve o Alex.,Limpa a confusão das festas.,C
429,Jan estava a vender produtos de cozinha incomuns e podia dizer à Robin que estava interessada.,O que vai acontecer com Jan?,Faça uma boa salada .,comprar utensílios novos,tornar-me o vendedor do mês .,C
430,Alex deu a Jan os nomes dos suspeitos que tinham de ser investigados.,Como se sentiria Jan?,Obediente e corajoso,preocupado com o crime,Não há pressão nenhuma.,A
431,Kendall completou sua inscrição e a submeteu.,O que vai acontecer com Kendall?,obter o prêmio,não vai enviá-lo para dentro,falhar para fora,A
432,Jesse fez o traje de Robin muito chato e extremo para que se destacasse.,O que é que o Jesse vai querer fazer a seguir?,Queria impressionar os outros com as suas habilidades de fazer trajes.,Queria fazer o fato exatamente como foi solicitado.,Dá-o à Robin .,C
433,Remi chamou seus amigos para a casa e revelou a causa da morte de Bailey.,O que é necessário fazer por Remy antes disso?,ser luto,chame os amigos,tomar um banho,B
434,Kendall queria ver o novo filme no cinema.,Porque é que a Kendall fez isto?,Veja o filme,comprar um bilhete de cinema,Vai ao teatro.,A
435,Carson mudou-se para outro estado para obter uma nova vida e conseguir um novo emprego.,Como você descreveria Carson?,sentindo-se corajoso,livre,sentir-se preguiçoso,A
436,Jordan tinha medo de nadar por medo de se afogar. Ele testou as águas antes de saltar.,O que é que a Jordan precisa de fazer antes disto?,Vai para a areia.,A água,Deitar na areia,B
437,Alex levantou-se cedo de manhã e foi para a escola.,O que é que a Alex precisa de fazer antes disto?,Entrem no carro e vão trabalhar.,Colocar o uniforme da escola,Volta para a cama.,B
438,A Alex levou a Addison para o abrigo de animais porque a Addison era uma cadela velha e moribunda.,O que é que o Alex vai querer fazer a seguir?,Fica com o cão.,Sair abruptamente,Diz adeus.,C
439,Kendall arrecadou dinheiro durante uma angariação de fundos para apoiar os veteranos locais.,O que os veteranos vão querer fazer a seguir?,Obrigado Kendall .,Dê o dinheiro aos veteranos.,Conta todo o dinheiro .,A
440,O Lee tinha um dia de folga e queria fazer muitas tarefas.,Como descreveria o Lee?,uma pessoa preguiçosa,Não pensam,um trabalhador árduo,C
441,Robin esperava um presente um dia e mal podia esperar para recebê-lo.,Como é que a Robin se sentiria depois?,Desiludir,- Estou encantado.,irritado,B
442,A Robin levou o Remy ao julgamento porque o Remy precisava de boleia para chegar ao julgamento.,O que vai acontecer ao Robin?,Amado,- Apelação,Aborrecido.,A
443,Bailey sustentou o carro de Ash.,O que acontecerá com Bailey?,de trás o carro,Agradecer por todas as suas acções,recuperar o seu carro de Bailey,A
444,A Addison levou a Riley quando desmaiaram no bar.,Como descreveria a Addison?,uma pessoa útil,muito exausto,Muito irritada com o Riley.,A
445,O Remy recebeu a recompensa do Carson por fazer o melhor plano para a economia.,Como descreveria o Remy?,sentir-se confuso,sentir-se passivo,Sentir-se inteligente,C
446,Addison trabalhava numa loja de departamentos onde Skylar trabalhava como gerente.,O que vai fazer a Skylar agora?,resolver os problemas,Trabalhar no serviço ao cliente.,Ignorar o cliente,A
447,A Addison moveu a ponta da canoa do Jesse para perto do Riley.,O que é que a Addison vai querer fazer a seguir?,Pensava que todos estavam muito afastados.,Ajuda o Riley a entrar na canoa .,balança o barco,B
448,O Taylor deu um pontapé no balde de raiva e magoou o pé.,Como é que a Taylor se sentiria depois?,frustrado depois.,Calma depois.,orgulhoso depois,A
449,Aubrey sempre pensou em sua mãe toda vez que saíam para tomar sorvete.,O que Aubrey vai querer fazer a seguir?,Replay Memórias,começar a rir,comer sorvete,A
450,Austin ainda falou com Casey sobre os velhos tempos e queria ir em uma viagem.,O que Austin vai querer fazer a seguir?,Prepare-se para a viagem,fazer com que todos abandonem a viagem,Evite a viagem,A
451,Addison inclinou-se para o amor deles Kai e beijou-os suavemente nos lábios.,Como se sentiria a Addison depois?,Desinteressado,um tomador de riscos,borboletas,C
452,Ash era uma pessoa muito responsável e cuidava de tudo.,O que é que o Ash vai querer fazer a seguir?,Certifique-se que falha,Certifique-se que funciona .,Certifique-se que tudo falha.,B
453,A equipa de busca e salvamento precisava de uma fotografia para partilhar com as notícias que a Quinn forneceu.,O que é que o Quinn precisa de fazer antes disto?,Certificar-me que ninguém soubesse como era a Kendall.,Livra-te da foto porque ela não se importou com a Kendall.,Participar no esforço de busca,C
454,"O Kendall comprou a bicicleta do Casey, ele precisava dela emprestada.",O que é que a Kendall vai querer fazer a seguir?,Leva a bicicleta de volta .,"- Não, não.",Devolve a bicicleta.,C
455,"Os assentos foram construídos, mas eram caros demais para ela pagar, por isso teve de comprar um cartão de crédito.",O que vai acontecer à Skylar?,Tenho de pedir dinheiro emprestado.,gastar muito,entrar em dívida,C
456,O Bailey gosta de ver o cão dele a divertir-se com outros cães.,Porque é que a Bailey fez isto?,fazer novos amigos,Ama o cão dele.,falar com outros donos de cães,B
457,O primeiro dia de Ash foi hoje e ele chegou a trabalhar um projeto surpreendente e importante.,Como descreveria Ash?,sensação de entorse,orgulha,sentir- se passivo,B
458,"Em meio a todo o rancor e ao acalorado debate, Casey sentiu vontade de falar.",O que vai acontecer ao Casey?,- Cala-te .,Deferir para a cadeira,Fazer o seu ponto de vista sobre o assunto,C
459,"O Carson estava a dar uma volta de bicicleta à noite, sozinho.",Como descreveria o Carson?,Calma .,muito livre-espírito,muito tímido,B
460,"A Riley e os amigos estão numa viagem de acampamento, mas o fogo está a ficar muito pequeno e parece que vai apagar-se em breve, o que significa que vão ficar todos muito frios.",O que é que a Riley precisa de fazer antes disto?,- Vamos buscar combustível .,Queria divertir-me.,Apague o fogo.,B
461,Riley foi além do escopo da investigação e começou a suspeitar de outras pessoas.,Como se sentiriam os Outros?,Como se fossem ignorados.,Cuidado com todos os que conhece.,em caixa,B
462,Ash abriu-se rapidamente quando perguntado sobre o seu novo jogo.,O que é que o Ash vai querer fazer a seguir?,excitado,Vê se outros têm o jogo.,Ver o que os outros pensam,C
463,O Remy estava a passear o cão e encontrou uma rapariga no parque.,O que os Outros vão querer fazer a seguir?,Pergunta-lhe onde ela estava.,Acusá-lo de a levar.,Conheça raparigas.,C
464,Alex elaborou o experimento de Robin utilizando controles rigorosos e estabelecendo coisas para análise estatística.,O que é necessário para Alex antes disso?,participantes da amostra sem randomização,ser um jogador de equipe,têm um entendimento da estatística,C
465,A Aubrey descobriu que estava grávida depois de ter um caso com um homem casado.,Como se sentiria o homem casado?,Muito feliz.,Muito excitado.,Muito chateado.,C
466,"Apesar de Ash lhe ter dito muitas vezes para deixar isso em paz, os pais de Ash viram que Lee estava a ir de bicicleta de Ash para casa da escola.",Como descreveria o Lee?,Alguém que não se importa com o que os outros lhe dizem.,Desculpa ter ignorado o pedido do Ash.,Feliz por ter escapado .,A
467,A Robin tem grandes objetivos.,Porque é que a Robin fez isto?,Queria ser alguém.,Culpa outras pessoas,Agradeça a um amigo,A
468,Bailey fez um bolo para celebrar o feriado e pediu ao vizinho para vir.,Como descreveria a Bailey?,introvertido,hospitaleiro,sentimentais,B
469,Robin viu um show na Broadway e gostou muito.,O que é que a Robin precisa de fazer antes disto?,Compre bilhetes para ver outra vez.,postar sobre isso nas redes sociais,Vai ao espectáculo antes disto .,C
470,Sydney forneceu informações para as pessoas quando elas pediram.,Como se sentiria Sydney depois?,Ruim no seu trabalho,Como um bom trabalhador,Como um mau trabalhador,B
471,Carson estudou a semana toda para se preparar para o exame que vai acontecer daqui a uma hora.,O que é que o Carson vai querer fazer a seguir?,Preparar os alunos,Chegar às aulas a tempo .,Esqueceram a próxima aula.,B
472,Jordan uniu as pessoas apesar das suas diferenças de opinião.,Como se sentiriam as pessoas?,Era esperto.,Era estúpido.,Foi uma tolice.,A
473,"Carson sempre quis tocar na frente de um público, então eles aprenderam a tocar piano e tocaram em um recital com grandes aplausos.",Como Carson se sentiria depois?,feliz,envergonhada,envergonhada,A
474,"Depois de procurar desesperadamente pela casa pela carteira que havia desaparecido, Jordan finalmente a encontrou.",Porque é que a Jordan fez isto?,Olha na carteira .,evitarem ter de cancelar a sua assinatura da Netflix,Certifique-se de que não perderam a carteira.,C
475,O Carson amava tanto a Bailey que queria fazer qualquer coisa com ela.,Como é que o Carson se sentiria depois?,uma pessoa sentimental,emocional,comprometidos com a sua relação com Bailey,C
476,Sydney encontrou as conchas na areia e as organizou em um monte de linhas retas.,Como descreveria Sydney?,alguém que gosta de quebrar as coisas,um indivíduo malicioso,um indivíduo meticuloso,C
477,Carson estava de mau humor e ficou zangado com a Taylor sem motivo.,O que é que a Taylor vai querer fazer a seguir?,Não gostei do Carson.,Peço desculpa à Taylor .,Faça algo por favor à Taylor.,A
478,A Addison depositou muito dinheiro no banco para que pudessem recuperá-lo mais tarde.,Como se sentiria a Addison depois?,mais rico,pobre,triste,A
479,A Riley deixou o emprego depois de ser repreendida pela produtividade do trabalho.,Como é que a Riley se sentiria depois?,Feliz por conversar com o chefe dela.,Estou chateado com o confronto.,Amada pelo chefe dela.,B
480,Quinn verificou o filho da Kendall porque ela não teve tempo para o fazer.,O que é que a Kendall vai querer fazer a seguir?,expressar gratidão,Diz ao Kendall que vai ver o filho .,enganado,A
481,"O Addison tinha muitos livros para ler, por isso começou um de cada vez.",O que é que a Addison precisa de fazer antes disto?,Venda os livros.,Quero ver todos os livros.,Queima os livros.,B
482,"Apesar da mãe dizer que não, a Bailey levou o gato.",O que vai querer fazer a Bailey a seguir?,Certifique-se que o gato tem comida para comer,Atira o gato de volta para a rua.,Dê o gato para adoção,A
483,Sasha estava a ser mais ativo e estava um belo dia lá fora.,Porque é que o Sasha fez isto?,Queria desfrutar da natureza.,Queria espiar.,Vai ao parque.,A
484,Addison estava dirigindo para sua casa e parou para que eles pudessem almoçar para si mesmos.,O que é que a Addison precisa de fazer antes disso?,iniciar o carro,Pergunte sobre o almoço,Pague pela refeição,A
485,O Austin teve de extrair o dente infectado da boca do Austin.,O que vai acontecer à Tracy?,Vou tremer de dor,E vão fugir gritando.,Calma .,A
486,A Riley ouviu os colegas dizerem que havia um tesouro enterrado perto.,Como descreveria a Riley?,- Tem medo de mistérios.,um estudante na escola,Muito desapontado.,C
487,"A Kndall estava a ter problemas com vírus no computador dela, e a Carson protegia a privacidade dela com um programa.",O que é que o Carson precisa de fazer antes disto?,precisava de fazer planos,Precisava de ver o computador.,Precisava de ver o livro.,B
488,"Como Jan é casada com seu marido, ela se mudou para morar com ele e ambos vivem juntos.",Como se sentiriam os Outros?,raiva do casal,feliz pelo casal,Inveja do casal.,B
489,O Kai apanhou o Remy a roubar os biscoitos de alguém e a comê-los.,O que vai o Kai querer fazer a seguir?,Pede ao Remy para acabar de comer os biscoitos.,Disciplina Remy,Errado,B
490,Taylor levou minha filha para sua aula de dança para que ela fosse a melhor do mundo.,O que vai acontecer com Taylor?,ficar impressionado,ficar grande,ficar excitado,A
491,"Jan tinha estado sentada por muito tempo e seu pé parecia adormecido, então Jan balançou sua perna.",O que vai o Jan querer fazer a seguir?,Queria levantar-me.,Normal de novo,não se sentar por longos períodos de tempo,A
492,A Sydney estava a pintar as unhas da Alex para o baile naquela noite.,Como é que a Sydney se sentiria depois?,excitado,É mau que ninguém a esteja a ajudar .,feliz,A
493,"O Casey estava com pressa para ver o que estava no envelope, por isso, ele rasgou a carta.",Porque fez o Casey isto?,Atira a carta fora.,Veja se é a carta que ele estava à espera.,Leia a carta.,C
494,Austin aconselhou a equipa em todos os assuntos relacionados com o exercício de treino que planejavam.,O que os Outros vão querer fazer a seguir?,Faça perguntas ao Austin sobre o exercício de treino.,Ficar chateado com o Austin por não os aconselhar.,Fazer tudo errado no exercício de treino,A
495,"Jan levou o pai ao médico e os irmãos não paravam de ligar, mas ela não atendeu.",Como se sentiriam os Outros?,Estou muito nervoso .,entusiasmado com os resultados,Pedem desculpas aos irmãos,A
496,Jordan fazia suas tarefas sem reclamar da mão.,Por que o Jordan fez isto desta maneira?,Começar as tarefas,Queria ser cruel.,Queria ser altruísta.,C
497,A Skylar foi ao parque com uma amiga e todos se divertiram lá.,O que é que a Skylar precisa de fazer antes disto?,odeiam os amigos deles,ter amigos,Junta-te à Skylar no parque.,B
498,O Austin lutou pela vida da Quinn e salvou-a sozinho.,O que é que o Austin vai querer fazer a seguir?,Mata o Quinn.,magoou o Quinn.,- Um encontro com o Quinn .,C
499,"De acordo com o artigo, o Casey estava a lavar os dentes.",Como descreveria o Casey?,limpo na natureza,feliz em todos os sentidos,Grate em Avery significado,A
500,A Taylor levou a parte dos vegetais da Jan porque sabe que ela odeia.,Como é que Jan se sentiria em relação a Taylor?,Muito feliz.,Muito frustrado.,Muito irritado.,A
501,Jan dava trabalhos de casa aos alunos para que eles pudessem obter melhores notas no curso.,O que os Outros vão querer fazer a seguir?,ajudar os alunos a entenderem os trabalhos de casa,Aumentam a sua nota,Faça os trabalhos de casa.,C
502,"Casey era uma pessoa generosa, então ela cobria seus custos.",Como você descreveria Casey?,feliz por ter ajudado com os custos,Como generoso,como média,B
503,A Ash bateu no carro velho dela e queria comprar um novo.,Como é que o Ash se sentiria depois?,Eles têm transporte .,Eles precisam de ter cuidado .,Eles gastaram dinheiro.,B
504,Skylar arriscou e acabou por se tornar milionária comprando um bilhete de loteria vencedor.,O que é que a Skylar precisa de fazer antes disto?,contratar um consultor financeiro para ajudá-los a economizar seu dinheiro,comprar o bilhete da loteria,Atira o bilhete fora.,B
505,Remy gostava de jogar videogames para passar o tempo.,Porque é que o Remy fez isto?,Começar um vídeo de jogos do Youtube,arranjar um patrocinador de jogos,Diverte-te .,C
506,"O telefone não parava de tocar, depois de perceber que mais ninguém ia atender, o Carson atendeu.",O que é provável que Carson diga?,Pára de me ligar.,Sai da cadeira.,Como posso ajudá-lo?,C
507,Jesse veio dormir com um par de chinelos macios em uma bolsa.,O que é que o Jesse vai querer fazer a seguir?,Tinha de preparar tudo o que precisavam num saco.,Mostrar os sapatos macios,Tiveram de pedir permissão para dormir com os pais .,B
508,A Bailey leu em voz alta uma carta que recebeu do namorado no exterior.,Porque é que a Bailey fez isto?,Fazer a irmã ciumenta dela.,Afastar um potencial pretendente indesejado,magoar a mãe do namorado dela.,B
509,A Sydney encontrou o prédio a arder e ligou para o 112 para o apagar.,O que é que a Sydney precisa de fazer antes disto?,Não chame o 112 .,Certifica-te que todos saíram.,Vai para o edifício.,C
510,Tracy renunciou ao cargo na empresa porque encontrou um emprego melhor pago perto de casa.,Como se sentiria a Tracy depois?,bom para si mesmo.,Alguém que quer um emprego melhor.,cansado e entediado,A
511,"Tendo a perna quebrada presa e posto um gesso, Tracy não podia conduzir, então Alex a levou para casa e colocou Tracy na cama.",O que é que a Tracy vai querer fazer a seguir?,Ajudar um amigo,deitar no chão e fazer exercício após a cirurgia,deitar-se na cama e descansar após a cirurgia,C
512,Carson leu o artigo e pegou a sombra para a substância.,Como é que o Carson se sentiria depois?,- É bom.,incompreendido,irritado,A
513,O Remy deu à Skylar tudo o que ela queria para lhe agradar.,O que é que o Remy precisa de fazer antes disto?,Sê gentil .,Fazer Skylar feliz.,Precisava de saber o que a Skylar queria.,C
514,"Alex mudou para um novo lugar, perderam-se no caminho de casa.",O que é necessário para Alex antes disso?,olha para um mapa,utilizar o seu GPS,ser esquecida,C
515,Robin comprou um cão novo para sua amiga no aniversário dela.,Como é que a Robin se sentiria depois?,Muito atencioso .,Meio-spiritual,Perdidos e tristes.,A
516,O Carson foi ao quarto da Remy e acordou-a para ir para a escola.,O que é que o Remy vai querer fazer a seguir?,Levanta-te .,"- Não, não.",ver televisão,A
517,"O Lee queria ir às compras com o Sasha, mas não quis pedir.",O que é que o Sasha vai querer fazer a seguir?,Conhecer-se melhor,Plano de visita às lojas,Vai divertir-te.,B
518,A Jordan disse à Tracy para arranjar as chaves do carro para que pudessem ir.,Como se sentiria Tracy?,Diz ao Jordan para os buscar.,- É bom.,De pressa.,C
519,Carson precisava de alguns itens e decidiu juntar-se ao marido na loja.,Como descreveria o Carson?,Pronto para ir,felizes por estarem a fazer mais vendas na loja,Ficar na cama,A
520,"A Taylor contou o meu segredo a todos os meus amigos, apesar de eu ter dito para não o fazer.",Como me sentiria?,feliz,excitado,desanimado,C
521,O Sasha estava atrasado para a escola.,Como descreveria a Sasha?,De pressa.,um condutor muito cuidadoso,descuidado,C
522,"Taylor adorava ir ao lago no verão, por isso eles iam nadar com os amigos.",O que vão os amigos da Taylor querer fazer a seguir?,Deixa a Taylor em paz.,Fica e luta .,Faça corridas de natação,C
523,Aubrey queria fazer uma boa impressão de modo que perdeu sua atitude em relação ao bem de,Como descreveria Aubrey como amigo?,um amigo egoísta,um amigo,uma amiga de cuidados,C
524,Kai testou o conhecimento do aluno com um teste difícil destinado a fazê-los falhar.,O que vai o Kai querer fazer a seguir?,Não se preocupe .,Não estudar,Preparem-se .,C
525,Aubrey bateu a porta aos irritantes vendedores que nunca se iam embora.,O que os Outros vão querer fazer a seguir?,Aborrecido.,forte,Compre uma arma.,B
526,Jordan regou o jardim todos os dias e ficou feliz por ver bons resultados.,O que Jordan precisa fazer antes de regar o jardim?,comprar produtos e carne,Vai à loja,Plantaram um jardim,C
527,"O Lee comprou um bolo para o aniversário do Remy, mas esqueceu-o em casa.",O que vai acontecer ao Remy?,Tenho de voltar para casa para a buscar.,Tenho de comprar mais pratos.,Volte para casa para ir buscar o bolo .,A
528,Kai estava a ensinar futebol a um grupo de miúdos e tornou-se eficaz com o Ash e os outros.,O que vai o Kai querer fazer a seguir?,dar instruções,Triunfo em jogos de futebol,ganhar jogos de futebol,A
529,"A Taylor saiu com o ex-namorado de uma amiga, mas a amiga descobriu e está muito infeliz.",O que é que a Taylor vai querer fazer a seguir?,Pergunta a uma amiga por conselhos sobre namoro.,Apague o número do homem do telefone dela.,Ligue para o homem para outro encontro .,B
530,Sasha deu as flores à mãe da Cameron no aniversário dela.,O que é que a Cameron vai querer fazer a seguir?,Compre as flores.,Escolher flores fora,Retribui o favor.,C
531,O Lee levou a mãe da Casey para a sala de emergência quando a encontrou inconsciente.,O que vai querer fazer o Casey a seguir?,Verifique o carro.,- Vou ver a mãe .,Vai ao restaurante.,B
532,Kendall e Bailey eram amigos próximos e queriam viver mais perto.,O que vai querer fazer a Bailey a seguir?,Preparem a casa .,Deixe uma bagunça,terminar o contrato de arrendamento na sua casa actual,A
533,Lee viu o Austin trabalhar duro para ganhar dinheiro para a viagem escolar.,Como é que o Lee se sentiria depois?,Impressionado,irritado,indignado,A
534,Sasha contou aos amigos um segredo sobre o irmão que não deveria ter compartilhado.,O que vai fazer Sasha depois disso?,Esconde-se do irmão dela.,rir do irmão dela,Lembra-te de não contar a ninguém .,A
535,A Riley olhou-os nos olhos para que ficassem demasiado intimidados para se apresentarem.,Porque é que a Riley fez isto?,Fazer com que falhem.,Parece intimidante.,E não deixes o olhar cair.,A
536,A Aubrey levou o cesto de compras da Taylor para o porta-carros.,O que é que o Aubrey precisa de fazer antes disto?,ir nadar,Vai à loja,Faz um favor à Taylor.,B
537,A Tracy encontrou a casa da Kendall mesmo depois de ela ter dito que não queria ser incomodado.,O que vai acontecer à Tracy?,ser recebido por Kendall,Que lhe digam para sair.,ficar zangado,B
538,"Depois de encontrar o caminho para a loja, Cameron comprou muita comida e se sentiu como um campeão.",O que fez Cameron depois de ir à loja?,Senti-me como um campeão.,Comprei muitas lojas,Senti-me como um campeão de comida,A
539,Sydney ouviu a voz de Quinn novamente no telefone depois de uma longa pausa.,Como é que a Sydney se sentiria depois?,muito paciente,Muito silencioso.,estranho,C
540,A Taylor amava o cão deles tanto quanto qualquer outra pessoa.,O que os Outros vão querer fazer a seguir?,pessoa animal,Andar com o cão.,Gosta de estar perto de animais.,B
541,"Cameron estava com frio, por isso usavam maiúsculas.",O que é que a Cameron precisa de fazer?,Dá as camisolas dele .,Compre umas camisetas.,Compre uns suéteres.,C
542,"A Quinn trabalhou muitas horas, mas finalmente o fim de semana foi ela e a Quinn dormiram como bebés.",Como se sentiria o Quinn depois?,Irritabilidade,frustrado,Relaxa .,C
543,A Aubrey pediu à rapariga para se mudar porque ela estava no caminho.,Como é que o Aubrey se sentiria depois?,mandona,Calma .,relaxado,A
544,A Aubrey encontrou terra e a casa da Addison porque ela é uma aberração e irritante.,Como descreveria o Aubrey?,ansioso,OCD em pequenas coisas,infeliz,B
545,Kendall sempre gostou de Halloween e assim decorou sua casa para isso.,O que Kendall vai querer fazer a seguir?,Esperar pelo Halloween,Fique dentro de casa no Halloween,Sair das decorações,A
546,Skylar estava acondicionando os presentes de Quinn para o aniversário.,O que acontecerá com o Skylar?,comemorar o aniversário,receber uma presente do Skylar,cheiro à Quinela,A
547,A Remy deixa uma de bom humor depois de beijar o namorado nos lábios.,Como descreveria o Remy?,É um extrovertido .,- É sensível.,A namorada dele.,B
548,A garagem da Jordan guardava 20 anos de tesouros valiosos e a Riley limpou a garagem da Jordan e jogou as coisas fora.,Como se sentiu a Jordan depois de fazer isto?,- Estou contente.,como de costume,raiva,C
549,Kendall levou a mesada deles e perdeu-a enquanto brincava no parque.,O que é que a Kendall vai querer fazer a seguir?,Punir Kendall,Vai à loja e gasta o dinheiro em doces.,Volte ao parque e procure o dinheiro .,C
