,context_1,context_2,context_3,question_1,question_2,question_3,answerA_1,answerA_2,answerA_3,answerB_1,answerB_2,answerB_3,answerC_1,answerC_2,answerC_3,correct
30419,Quinn encheu os pulmões com ar e pulou na piscina para pegar as chaves do carro que foram deixadas cair.,Quinn preencheu os pulmões com ar e saltou para a piscina para obter as chaves de,A Quinn encheu os pulmões com ar e saltou para a piscina para pegar as chaves do carro que lhe caíram.,O que é que o Quinn precisa de fazer antes disto?,O que é que Quinn precisa fazer antes disso?,O que é que o Quinn precisa de fazer antes disto?,Verifique a profundidade da piscina para segurança,verificar a profundidade da piscina para a segurança,Verifique a profundidade da piscina para segurança,"Primeiro, faça uma aula de natação rápida","em primeiro lugar, fazer uma aula de natação rápida","Primeiro, dá uma aula de natação rápida.",mergulhar cabeça primeiro na água sem verificar para se certificar de que era profundo o suficiente,mergulhar a cabeça primeiro na água sem verificar se ela era suficientemente profunda,mergulhar com a cabeça na água sem verificar se é suficientemente profunda,A
30420,Ash queria fazer seu apartamento se sentir mais moderno.,Ash queria fazer com que seu apartamento sentisse mais moderno.,O Ash queria que o apartamento fosse mais moderno.,O que Ash vai querer fazer a seguir?,O que queremos por Ash?,O que é que o Ash vai querer fazer a seguir?,Monte os móveis,montagem do mobiliário,Montar os móveis,Destrua os móveis,destruir o mobiliário,Destruir os móveis,Necessário para avaliar o seu apartamento,necessário para avaliar o seu apartamento,necessários para avaliar o seu apartamento,C
30421,Remy alimentou o peixe depois de obter comida do armário para eles.,Remy alimentou os peixes após retirar comida do copo para eles.,O Remy alimentou os peixes depois de arranjar comida para eles.,O que Remy precisa fazer antes disso?,O que é necessário fazer por Remy antes disso?,O que é que o Remy precisa de fazer antes disto?,Destrua a comida,destruir os alimentos,Destruir a comida,Coloque a comida de volta no armário,Coloque a comida de novo no copo,Põe a comida de volta no armário.,limpo,limpeza,limpo,B
30422,Cameron comeu a pizza quando seus amigos disseram que não a queriam.,Cameron come a pizza quando seus amigos disseram que não queriam.,O Cameron comeu a pizza quando os amigos disseram que não a queriam.,Como Cameron se sentiria depois?,Como se sentiria Cameron depois?,Como se sentiria a Cameron depois?,Como se ninguém gostasse dele,como ninguém gosta dele,Como se ninguém gostasse dele.,Trapaceado pelos amigos,", p. 1 , p. 1 , p. 1 , p.",Enganado pelos amigos dele.,Agradecimentos aos amigos,gratidão aos amigos,Agradecido aos amigos dele.,C
30423,Sydney tirou sarro do sotaque de Aubrey porque ele não estava acostumado a ouvi-lo.,"Sydney fez uma brincadeira do sotaque de Aubrey, pois não estava acostumado a ouvi",O Sydney gozava com o sotaque do Aubrey porque ele não estava acostumado a ouvi-lo.,Como Aubrey se sentiria como resultado?,Como sentiria Aubrey como resultado?,Como se sentiria o Aubrey?,Discriminados contra,discriminado contra,discriminados,significa espirituoso, Espirituação,Meio-spiritual,muito rude,Muito ruidosa,Muito rude.,A
30424,Taylor teve algum tempo extra e decidiu que eles iriam dar a sua mãe uma carona.,Taylor teve algum tempo extra e decidiu dar uma volta à mãe.,A Taylor teve mais tempo e decidiram dar boleia à mãe.,Como os outros se sentiriam como resultado?,Como os outros se sentiriam como resultado?,Como se sentiriam os Outros?,Incomodado com Taylor,irritado por Taylor,irritado com Taylor,que eles tinham feito a sua mãe um favor,que fizeram a mãe a favor de outros,que tinham feito um favor à mãe deles .,Feliz com Taylor,feliz com Taylor,feliz com Taylor.,B
30425,Kai ensinou lições aos alunos e todos se saíram bem no teste.,Kai ensinou as lições aos alunos e todos eles bem fizeram o teste.,Kai deu lições aos alunos e todos eles fizeram bem no teste.,O que os outros vão querer fazer a seguir?,O que queremos?,O que os Outros vão querer fazer a seguir?,Pergunte-lhe o que deu errado,pergunte-lhe o que foi errado,Pergunta-lhe o que se passou .,Demiti-la imediatamente,aumente,Despede-a imediatamente.,Parabéns pelo seu bom trabalho,parabéns pelo bom trabalho de s. .,Parabéns pelo bom trabalho.,C
30426,Addison ensinava Sydney a ler depois de encontrar um bom livro.,Addison ensinaria Sydney a ler depois de encontrar um bom livro.,Addison ensinava a Sydney a ler depois de encontrar um bom livro.,Como Sydney se sentiria como resultado?,Como senti-lo-ia em consequência?,Como Sydney se sentiria?,como uma pessoa de espírito mesquinho,como uma pessoa espirituada,Como uma pessoa de espírito mau,Como uma boa pessoa,como uma pessoa boa,Como uma boa pessoa.,Como uma pessoa má,como uma pessoa ruim,Como uma pessoa má.,B
30427,"Kendall queria fazer um jantar especial esta noite, então ela trouxe mantimentos para casa.",Kendall queria cozinhar uma noite especial de jantar para ela trazer os restaurantes para casa.,"A Kendall queria fazer um jantar especial hoje, por isso trouxe mantimentos para casa.",O que Kendall vai querer fazer a seguir?,O que queremos por Kendall?,O que é que a Kendall vai querer fazer a seguir?,Coma uma refeição chique,comer uma refeição de fantasia,comer uma refeição elegante,Obter os ingredientes para fora,riz,Tirem os ingredientes .,Jogue a comida fora,eliminar a comida,Atira a comida fora.,B
30428,"Aubrey era uma pessoa má, então ele abriu os olhos de Casey para a verdade.",aubrey foi uma pessoa média para abrir os olhos de casey à verdade.,"O Aubrey era uma pessoa má, por isso abriu os olhos do Casey para a verdade.",O que vai acontecer com Casey?,O que acontecerá com Casey?,O que vai acontecer ao Casey?,mal,mal,- Não .,ele vai odiar aubrey,ele vai odiar a aubrey,Ele vai odiar o Aubrey .,ele vai elogiar aubrey,autónomo,Ele vai elogiar o Aubrey .,B
30429,Kendall estava andando pela rua quando eles viram um estranho andando uma onda de cachorro bonito para eles. Kendall acenou de volta para o estranho.,Kendall estava caminhando na rua quando viram um estranho andando uma onda de cão grosso,Kendall estava a andar pela rua quando viram um estranho a acenar com um cão giro.,Porque é que o Kendall fez isto?,Por que o Kendall fez isso?,Porque é que a Kendall fez isto?,venha dizer olá para Kendall,venham dizer o hello para o Quênia,Vem dizer olá à Kendall .,ser maldoso,ser,Ser malvado .,Sejam simpáticos.,ser bom,Sê simpático .,C
30430,Kai estava tendo problemas para entender a lição. Kai falou com seu professor sobre os problemas.,Kai estava tendo problemas de compreensão da lição e Kai falou com a professora sobre os problemas.,Kai estava tendo problemas para entender a lição.,O que Kai precisa fazer antes disso?,O que o Kai precisa fazer antes disso?,O que é que o Kai precisa de fazer antes disto?,Dormir de novo,Reacções de sono,"- Não, não.",estar em sala de aula,estar em classe,Estar na aula,estar em casa,estar em casa,Fica em casa .,B
30431,Kendall comeu um hambúrguer do restaurante local e mais tarde sentiu-se doente para o estômago.,Kendall come um hambúrguer do canto local e depois se sente doente,Kendall comeu um hambúrguer no restaurante local e depois sentiu-se mal no estômago.,O que Kendall vai querer fazer a seguir?,O que queremos por Kendall?,O que é que a Kendall vai querer fazer a seguir?,Comer outro hambúrguer,ingerir outro Hamburger,Come outro hambúrguer.,Reclamar com o dono do restaurante,reclamar ao proprietário do diner,Reclamar ao dono do restaurante.,Pedir um hambúrguer,Pedidos de án,Pede um hambúrguer .,B
30432,Ash olhou para Bailey intensamente e bateu em seus lábios.,Ash olhou intensamente Bailey e coçava os lábios.,Ash olhou para Bailey intensamente e bateu-lhes nos lábios.,Por que Ash fez isso?,Por que o Ash fez isso?,Porque é que o Ash fez isto?,Ocultar seus sentimentos em relação a eles,ocultar seus sentimentos em relação a eles,Escondem os seus sentimentos para com eles,Deixe-os saber que eles estão loucos com eles,se sabem que estão loucos,Deixem-nos saber que estão zangados com eles.,Mostre seus sentimentos em relação a eles,mostram seus sentimentos em relação a eles,mostrar os seus sentimentos para com eles,C
30433,Riley construiu a casa de Cameron depois que sua casa original foi incendiada.,Riley construiu a casa de Cameron após queimar a casa original.,O Riley construiu a casa do Cameron depois da sua casa original ter queimado.,Como Cameron se sentiria como resultado?,Como senti-lo-ia em consequência?,Como se sentiria Cameron?,Endividado com Riley,endividado para a Riley,Devo muito ao Riley.,Motivado,Motivado,Motivação,Determinado,Determinado,Determinado,A
30434,"Casey estava ficando muito impaciente, então Alex o manteve ocupado.","Casey estava ficando muito impaciente, então Alex o mantinha ocupado.","O Casey estava a ficar impaciente, por isso a Alex o manteve ocupado.",Como Alex se sentiria depois?,Como se sentiria Alex depois?,Como se sentiria o Alex depois?,"Por favor, com Casey",por favor com Casey,"Por favor, com o Casey.",triste sobre isso,triste com isso,É triste .,feliz com isso,feliz com isso,Estou feliz com isso.,C
30435,Tracy jogou futebol com seus amigos na tarde depois da escola.,Tracy jogou o futebol com seus amigos no período da tarde após a escola.,Tracy jogava futebol com seus amigos à tarde depois da escola.,O que Tracy precisa fazer antes disso?,O que é necessário para Tracy antes disso?,O que é que a Tracy precisa de fazer antes disto?,Encontre seu futebol,encontrar seu futebol,Encontre a bola dela.,pegar um taco de beisebol,agarrar um batimento de bola de base,Agarra num taco de basebol,Obter uma bola de basquete,ganhar um basquetebol,Arranja uma bola de basquete.,A
30436,O Jesse satisfez a curiosidade do Carson e deu-lhe a resposta que procurava.,"Jesse satisfez a curiosidade de Carson, deu-lhe a resposta que ele vinha","Jesse satisfizera a curiosidade do Carson, dando-lhe a resposta que ele procurava.",O que Carson vai querer fazer a seguir?,O que queremos por Carson?,O que é que o Carson vai querer fazer a seguir?,mostrar indiferença,mostram indiferença,mostram indiferença,"Obrigado, Jesse",Agradecida Jesse,Obrigado Jesse .,Diga aos outros a resposta,contacte outros,Diz aos outros a resposta,B
30437,Quinn enviou flores para Cameron em um pedido de desculpas pelo que ele fez.,Quinn enviou flores de Cameron em uma petição pelo que fez.,Quinn enviou flores ao Cameron para pedir desculpa pelo que fez.,O que Cameron vai querer fazer a seguir?,O que queremos por Cameron?,O que é que a Cameron vai querer fazer a seguir?,Implore ao Quinn pelo perdão,quinquenal para perdão,implorar perdão ao Quinn.,Sentiu-se culpado,Sentido culpa,senti-me culpado,Considere o pedido de desculpas,considerar a aplicação,Considere a desculpa.,C
30438,Jordan saiu para comer em seu encontro e pediu um bife.,Jordan saiu para comer em sua data e mandou um biscoito.,O Jordan foi comer no seu encontro e pediu um bife.,O que Jordan vai fazer depois?,O que a Jordânia fará depois?,O que vai fazer a Jordan depois?,Tome o seu encontro dançando,Tome o seu dia de dança,Leva o seu par a dançar.,Leve seu encontro para fora para um snowfight,Ler o seu nome para fora para uma luta contra a neve,Leva o namorado para fora para uma luta de neve.,Leve seu encontro para casa,Ler o seu nome,Leva a namorada para casa.,A
30439,Robin queria a aprovação de seus amigos para postar uma foto engraçada deles no Facebook.,Robin queria que seus amigos fossem aprovados para postar uma imagem divertida no facebook.,A Robin queria a aprovação dos amigos para postarem uma foto engraçada deles no Facebook.,Porque é que a Robin fez isto?,Por que Robin fez isso?,Porque é que a Robin fez isto?,Faça o download dos seus dados,download dos seus dados,Baixar os dados deles,Sair do Facebook,parar de usar o Facebook,Desista do Facebook,Criar um novo álbum,criar um novo álbum,criar um novo álbum,C
30440,"Jordan era um trabalhador duro, então ele costumava ir para a cama cedo.","jordan era um trabalhador duro, por isso, geralmente foi acamado precocemente","O Jordan era um trabalhador duro, por isso costumava ir para a cama cedo.",Como os outros se sentiriam como resultado?,Como os outros se sentiriam como resultado?,Como se sentiriam os Outros?,Acalme-se,calm,Calma .,Confiável,< < < < < < < < < ,confiável,raivoso,irritação,irritado,A
30441,Quinn exigiu o esforço de Alex para ter sucesso na escola por um mês.,Quinn necessitou de esforço de Alex para conseguir sucesso na escola há um mês.,Quinn exigiu o esforço de Alex para ter sucesso na escola durante um mês.,O que vai acontecer com Alex?,O que acontecerá com Alex?,O que vai acontecer com o Alex?,Passivo,passiva,passivo,Quero agradecer a Alex por todo o esforço,Queira agradecer ao alex por todo o esforço,Quero agradecer ao Alex por todo o esforço,Orgulha-te,orgulha,orgulhoso,C
30442,Bailey chamou seu cão de volta para casa quando ele tentou atravessar a rua.,Bailey chamou o cão de volta para casa quando tentou correr na rua.,A Bailey chamou o cão para casa quando tentou atravessar a rua.,Como Bailey se sentiria depois?,Como Bailey se sentiria depois?,Como é que a Bailey se sentiria depois?,seguro,Segurança,seguro,Feliz o cão fugiu,feliz o cão correr atrás,Feliz o cão fugiu .,Preocupado,Preocupação,preocupado,C
30443,"Riley decidiu que eles queriam saber mais sobre religião, então eles começaram a ler a Bíblia.",Riley decidiu que queria conhecer mais sobre a religião para começar a ler a Bíblia.,"Riley decidiu que eles queriam saber mais sobre religião, então eles começaram lendo a Bíblia.",O que Riley vai querer fazer a seguir?,O que queremos com Riley?,O que é que a Riley vai querer fazer a seguir?,Perder outros livros religiosos,perder outros livros religiosos,perder outros livros religiosos,ler livros de diferentes religiões,lemos livros de diferentes religiões,ler livros de diferentes religiões,Encontre uma Bíblia,bíblia,Encontrar uma Bíblia,B
30444,Tracy ofereceu Carson o trabalho porque Carson era qualificado.,"Tracy ofereceu o trabalho de Carson, pois o mesmo estava qualificado.",A Tracy ofereceu o emprego ao Carson porque ele era qualificado.,O que Tracy precisa fazer antes disso?,O que é necessário para Tracy antes disso?,O que é que a Tracy precisa de fazer antes disto?,Respondendo ao chamado de Carson,Resposta ao chamado de Carson,Responder ao telefonema do Carson.,dar a Carson uma entrevista de emprego,dar a entrevista de Carson,Dar ao Carson uma entrevista de emprego.,trem Carson,Treino de Carson,Trem Carson,B
30445,Kai sentou-se e decidiu passar algum tempo lendo um livro.,Kai sentou e decidiu passar um livro.,Kai sentou-se e decidiu passar algum tempo a ler um livro.,Como Kai se sentiria depois?,Como se sentiria após o Kai?,Como é que o Kai se sentiria depois?,irritado e irritável,irritação e irritabilidade,irritado e irritável,agravada e irritável,agravamento e irritabilidade,agravado e irritável,relaxado e descansado,relaxado e repouso,Relaxado e descansado,C
30446,Carson lavou os germes de suas mãos depois que uma criança espirrou neles.,Carson lavou os germes de suas mãos após uma criança espirrou-os.,O Carson lavou os germes das mãos depois de uma criança espirrar nelas.,Como os outros se sentiriam como resultado?,Como os outros se sentiriam como resultado?,Como se sentiriam os Outros?,Como ferir Carson,Como ferir a cabeça,Como magoar o Carson.,Irritado com Carson,náusea,zangado com o Carson.,envergonhada por espirrar,vergonha de espirrar,Envergonhado por espirrar,C
30447,Aaliyah estava se candidatando à escola de enfermagem e pediu a Lee uma carta de recomendação.,Aaliyah estava aplicando a escola de enfermagem e solicitou a Lee uma carta,Aaliyah estava a candidatar-se à escola de enfermagem e pediu uma carta de recomendação à Lee.,O que Aaliyah precisava fazer antes disso?,O que o Aaliyah precisou antes disso?,O que é que a Aaliyah precisava de fazer antes disto?,não importa,Não interessa,Não importa .,fazer um bom trabalho para Lee para impressioná-los,fazer bons trabalhos para Lee para impressioná-los,Faça um bom trabalho para Lee impressioná-los .,Acabar de ir para a faculdade de medicina,terminar indo para a faculdade de medicina,Acabar de ir para a faculdade de medicina,B
30448,O Skylar estava a roubar muitas coisas do escritório e finalmente foi apanhado e despedido.,"Skylar estava roubando muito as coisas do escritório, Skylar acabou por pegar e matar.","A Skylar roubava coisas do escritório, mas foi apanhada e despedida.",O que a Skylar vai querer fazer a seguir?,O que queremos com Skylar?,O que vai a Skylar querer fazer a seguir?,desculpar-se,Pedidos,Peço desculpa.,Acreditar que eles poderiam fazer o que quisessem,acreditar que eles poderiam fazer o que querem,Acreditavam que podiam fazer o que quisessem.,Fique em casa,permanência em casa,Fique em casa.,A
30449,A Sasha e a Riley foram para a mesma escola e disseram olá à mãe da Riley.,"Sasha e Riley foram para a mesma escola, Sasha contaram a mãe de Ri",Sasha e Riley frequentaram a mesma escola.,Como Sasha se sentiria depois?,Como se sentiria Sasha depois?,Como é que o Sasha se sentiria depois?,atencioso,Considerações,atencioso,rude,rude,Desagradável,Alguém que conhece Riley,alguém que sabe Riley,Alguém que conhece a Riley.,A
30450,Cameron deu à classe uma lição de cozinhar o jantar de Ação de Graças tradicional perfeito.,Cameron deu a aula uma lição ao cozinhar o perfeito jantar tradicional de agradecimento.,Cameron deu uma lição à turma sobre como cozinhar o jantar tradicional perfeito do Dia de Acção de Graças.,O que Cameron precisa fazer antes disso?,O que é necessário para Cameron diante disso?,O que é que a Cameron precisa de fazer antes disto?,Compre uma galinha,compra de uma galinha,Compre uma galinha.,Dê-lhes um teste para ver o que eles aprenderam,dar-lhes um questionário para ver o que aprenderam,Dê-lhes um teste para ver o que aprenderam,Aqueça o forno,aquecer o forno,aqueça o forno,C
30451,O Carson estava a falar com a irmã do Cameron depois da escola e disse à irmã do Cameron que eram bonitas.,"Carson estava falando com a irmã de Cameron após a escola, e ele contou que a irmã",Carson estava a falar com a irmã da Cameron depois da escola.,O que Carson vai querer fazer a seguir?,O que queremos por Carson?,O que é que o Carson vai querer fazer a seguir?,ptimo.,boa,- É bom.,flerte com ela,flirt com ela,Flirte com ela.,Leve-a para casa,levar a casa dela,Leva-a para casa.,B
30452,A Jordan é um bom jogador de basebol.,"A Jordan é um bom jogador de futebol, eles capturam a cada arremesso.",O Jordan é um bom jogador de basebol.,Como Jordan se sentiria depois?,Como a Jordânia se sentiria depois?,Como se sentiria Jordan depois disso?,Bom em esportes,bom para os esportes,bom em desporto,realizado,realizado,- Compreendido.,Seus pais estão orgulhosos,seus pais orgulham-se em,Os pais deles estão orgulhosos .,B
30453,Riley puxou-os para a segurança e ajudou os outros a voltar para a terra.,Riley os arrastou para a segurança e ajudou os outros a voltar em terra.,O Riley puxou-os para a segurança e ajudou os outros a voltarem à terra.,Como os outros se sentiriam como resultado?,Como os outros se sentiriam como resultado?,Como se sentiriam os Outros?,um salva-vidas,um salva-vidas,um salva-vidas,Actuado para o reconhecimento,actuou para o reconhecimento,Acção de reconhecimento,Agir bravamente,brava,agiu com coragem.,A
30454,Jan atingiu todos na sala na parte de trás da cabeça com um martelo.,"Jan agarra todos na sala, na parte posterior da cabeça, com um martelo.",Jan bateu em todos na sala na nuca com um martelo.,Como você descreveria Jan?,Como descreveria Jan?,Como descreveria o Jan?,muito triste,muito triste,Muito triste.,Muito culpado,muito culpa,muito culpado.,violento,Violência,violento,C
30455,Tracy lidou com todos os problemas com o melhor de sua capacidade e fez os outros felizes.,Tracy manuseou todo o problema até o melhor de sua capacidade e fez com que outros,Tracy resolvia cada problema ao melhor de sua capacidade e fazia os outros felizes.,Porque é que a Tracy fez isto?,Por que o Tracy fez isso?,Porque é que a Tracy fez isto?,Cuidar dos outros,cuidado com os outros,Cuidar dos outros,Seja rude,ser rude,Seja rude.,Resolva mais problemas,.,resolver mais problemas,A
30456,"Taylor estava confuso sobre o assunto, e também perguntou a opinião de Sydney.","Taylor se confundia com o tema, e também questionava a opinião de Sydney.","Taylor estava confuso sobre o assunto, e também perguntou a opinião de Sydney.",Como Sydney se sentiria como resultado?,Como senti-lo-ia em consequência?,Como Sydney se sentiria?,Não tenha medo de pedir ajuda,Não tem medo de pedir ajuda,Não tem medo de pedir ajuda.,deixado de fora,< < < < < < < < < ,Deixado de fora,Admirado,admitida,admirado,C
30457,Jesse ficou feliz em começar a trabalhar em seu novo emprego naquele ano porque estava perto de casa.,"Jesse estava feliz por começar a trabalhar no novo emprego que o ano causava, pois estava próximo",Jesse estava feliz por começar a trabalhar no novo emprego naquele ano porque estava perto de casa.,O que Jesse precisa fazer antes disso?,O que é necessário para Jesse antes disso?,O que é que o Jesse precisa de fazer antes disto?,ser ridicularizado,ser ridiculado,ser ridicularizado,Candidate-se ao trabalho,Pedido de trabalho,candidatar-se ao emprego,ser demitido,ser demitido,Ser despedido.,B
30458,"Addison colocou uma mochila em si mesma e, em seguida, subiu uma montanha muito grande em um deserto.","Adison colocou uma mochila em si, e depois caminhou uma montanha muito grande",Addison colocou uma mochila e subiu uma montanha muito grande no deserto.,Porque é que a Addison fez isto?,Por que o Addison fez isso?,Porque é que a Addison fez isto?,Seja preguiçoso,ser preguiça,Seja preguiçoso.,divirta-se,Afecções oculares,Diverte-te,não fazer exercício,não realizar exercício físico,Não faça exercício.,B
30459,Kendall roubou dinheiro e outros descobriram o roubo pouco depois.,Kendall fez furtos de dinheiro e outros desvendaram o furto logo,Kendall roubou dinheiro e outros descobriram o roubo pouco depois.,O que os outros vão querer fazer a seguir?,O que queremos?,O que os Outros vão querer fazer a seguir?,Outros ficarão muito chateados,Outros ficarão muito preocupados,Outros vão ficar muito chateados.,Outros serão pacíficos,Outros serão tranquilos,Outros serão pacíficos,Invadir o cofre,riz,Entrar no cofre .,A
30460,Jordan jogou hóquei e marcou um gol contra a outra equipe.,Jordan jogou o jogo de xadrez e escoreu uma meta contra a outra equipe.,Jordan jogou hóquei e marcou um gol contra a outra equipe.,O que Jordan vai querer fazer a seguir?,O que a Jordânia deseja fazer a seguir?,O que vai querer fazer a seguir?,precisa aprender a jogar hóquei,precisa aprender a jogar a bola,Preciso de aprender a jogar hóquei.,celebre,comemorar,Celebrar,Sair do hóquei,deixe de jogar,Desiste do hóquei,B
30461,Kendall colocou a multidão sob controle cantando uma canção engraçada sobre a vida e os amigos.,Kendall colocou a multidão sob controle cantando uma canção divertida sobre a vida e os amigos.,Kendall controlou a multidão cantando uma canção engraçada sobre a vida e os amigos.,O que Kendall vai querer fazer a seguir?,O que queremos por Kendall?,O que é que a Kendall vai querer fazer a seguir?,fez isso para evitar problemas,fez isso para evitar problemas,Fizeste isto para evitar problemas.,Orgulha-te,orgulha,orgulhoso,Preguiçosa,preguiça,preguiçoso,A
30462,Robin comprou alguns sapatos normalmente caros por um preço realmente barato em uma boa venda.,Robin comprou alguns sapatos normalmente caros por um preço realmente barato em uma boa venda.,Robin comprou uns sapatos normalmente caros por um preço muito barato numa boa venda.,O que Robin precisa fazer antes disso?,O que é necessário para Robin antes disso?,O que é que a Robin precisa de fazer antes disto?,imprimir um cupom,impresso um cupo,imprimir um cupom,fez isso para conseguir um bom negócio,obtivemos uma boa relação entre o,Fiz isto para fazer um bom negócio.,Escolha uma loja aleatória,1,Escolha uma loja aleatória,A
30463,Bailey passou o tempo de Addison para seu próprio discurso porque Addison achava que a multidão deveria ouvir.,"Bailey passou o tempo de Addison para sua própria fala, pois Addison achou que",O Bailey gastou o tempo do Addison no seu discurso porque o Addison achou que a multidão devia ouvir.,O que Addison vai querer fazer a seguir?,O que queremos com Addison?,O que é que a Addison vai querer fazer a seguir?,Para a multidão entender o que foi dito,Para a multidão de compreensão o que se dizia,Para que a multidão entendesse o que se dizia,Para que os corvos enraízem o que disseram,Para os enraizados arrancarem o que eles disseram,Para os corvos a rachar pelo que disseram,perguntar addison,Pergunte ao addison,Pergunta ao Addison .,B
30464,"Cameron acreditava que Ash viu com seus próprios olhos, porque Ash nunca mentiu.","Cameron acreditava que Ash o viu com os olhos próprios, pois Ash nunca deitava.","Cameron acreditava que o Ash o tinha visto com os próprios olhos, porque o Ash nunca mentiu.",O que Cameron vai querer fazer a seguir?,O que queremos por Cameron?,O que é que a Cameron vai querer fazer a seguir?,Ajudar a convencer outras pessoas,Ajuda a convencer outras pessoas,ajudar a convencer outras pessoas,Descubra o que foi Ash viu,descobrir o que foi Ash viu,Descubra o que foi que o Ash viu.,Conheça bem o Ash,conhecê-lo,Conheço bem o Ash.,A
30465,Sydney saiu do quarto de Austin depois que ela o bateu e ele estava chorando.,Sydney saiu da sala de Austin após batimento e chorou.,A Sydney saiu do quarto do Austin depois de ela o ter espancado e ele estar a chorar.,O que vai acontecer com Sydney?,O que acontecerá com Sydney?,O que vai acontecer com a Sydney?,ser premiado,ser concedido,ser concedido,Acusações de imprensa contra Sydney,encargos de imprensa contra Sydney,acusações de imprensa contra Sydney,ser colocado na cadeia,ser colocado na cadeia,Ser preso.,C
30466,Jan ouviu a mãe de Austin gritar quando era hora de fazer as tarefas.,Jan ouvia a mãe de Austin sê-lo quando era o momento de realizar as,Jan ouviu a mãe do Austin gritar quando era hora de fazer as tarefas.,Como você descreveria Jan?,Como descreveria Jan?,Como descreveria o Jan?,"Perturbado, é hora de entrar",náusea é hora de ir para cá,Estou chateado. Está na hora de entrar.,triste eles não podem jogar,triste eles não conseguem brincar,É triste que não possam tocar.,Como alguém que ouviu a mãe de Austin,Como alguém que ouviu a mãe de Austin,Como alguém que ouviu a mãe do Austin,C
30467,"Jordan manteve a multidão sob controle, chamando a polícia e expulsando-os.",A polícia foi mantida pela polícia e a caça foi realizada por Jordan.,Jordan manteve a multidão sob controle chamando a polícia e denunciando-os.,Como você descreveria a Jordânia?,Como descreveria a Jordânia?,Como descreveria o Jordan?,aliviado por ter ajudado a polícia,límpidos para ter ajudado a polícia,Aliviado por ter ajudado a polícia.,Sentindo-se entediado,sensação de entorse,Sentir-se entediado,sentindo-se inteligente,sentir- se inteligente,Sentir-se inteligente,A
30468,Casey descobriu o livro do filósofo e acabou lendo tudo o que podia encontrar nele.,Casey descobriu o livro do filósofo e acabou lendo tudo o que ele poderia encontrar.,A Casey descobriu o livro do filósofo e acabou por ler tudo o que encontrou sobre ele.,Como você descreveria Casey?,Como descreveria Casey?,Como descreveria o Casey?,Como um bookworm,como um nematóide,como um bicho-da-livro,Como um filósofo,como um filósofo,Como um filósofo.,interessado,interessada,interessados,A
30469,Kai usou seu poder psíquico recém-descoberto para dobrar cada uma das colheres.,Kai utilizou seu novo poder psíquico para dobrar cada uma das colheres.,O Kai usou o seu recém-descoberto poder psíquico para dobrar cada uma das colheres.,O que Kai vai querer fazer a seguir?,O que o Kai quer fazer em seguida?,O que vai o Kai querer fazer a seguir?,Coma com as colheres,coma com as colheres,Come com as colheres.,Faça outro truque,faço outro jogo,Faz outro truque.,Mostre seu poder para seus amigos,mostrar o seu poder para os amigos,mostrar o seu poder aos amigos.,B
30470,Skylar viu a notícia de ursos vagando pela área. Skylar levou seus filhos para casa.,"Skylar viu a notícia de fardos que voavam na área, Skylar levou seus filhos",A Skylar viu que havia ursos na zona e levou os filhos para casa.,Como Skylar se sentiria depois?,Como senti-lo-ia depois?,Como é que a Skylar se sentiria depois?,seguro,Segurança,seguro,Preocupado com os ursos,preocupado com os suportes,Preocupado com os ursos.,Outros ficariam felizes se os filhos de Skylar estivessem seguros,Outros seriam felizes os filhos de Skylar são seguros.,Outros ficariam felizes que os filhos da Skylar estivessem a salvo.,B
30471,Kai caiu de sua bicicleta depois que a corrente escorregou do quadro.,Os Kai caíram da bicicleta após a deslize da cadeia.,O Kai caiu da bicicleta depois da corrente ter escapado do quadro.,O que Kai precisa fazer depois disso?,O que o Kai precisa fazer depois disso?,O que é que o Kai precisa de fazer depois disto?,Fique para baixo,án,Não te mexas .,Corrigir a bicicleta,fixem a bicicleta,Arranja a bicicleta.,Coloque a corrente de volta em,repô- a na cadeia,Põe a corrente de volta .,C
30472,Quinn esperou uma hora depois do trabalho para John sair para que eles pudessem ir para casa juntos.,Quinn esperava uma hora após o trabalho para que John saísse para que pudesse ir para,Quinn esperou uma hora depois do trabalho para o John sair para que pudessem ir para casa juntos.,Como você descreveria Quinn?,Como descreveria Quinn?,Como descreveria o Quinn?,um indivíduo carinhoso,um indivíduo que cuida,uma pessoa carinhosa,um indivíduo ciumento,um indivíduo com ciúme,um indivíduo ciumento,uma pessoa lenta,uma pessoa lenta,uma pessoa lenta,A
30473,Tracy tinha objetivos de se aposentar jovem. Tracy começou um negócio.,Tracy tinha o objetivo de aposentar jovens e Tracy iniciou um negócio.,A Tracy tinha como objetivo se aposentar jovem.,Porque é que a Tracy fez isto?,Por que o Tracy fez isso?,Porque é que a Tracy fez isto?,Aposente-se agora e pare o negócio,aposentar-se agora e parar de trabalhar,Retire-se agora e pare com o negócio.,Faça muito dinheiro,efectuar lotes de dinheiro,ganhar muito dinheiro,começar um negócio e pará-lo em uma idade jovem,inicia um negócio e pára em uma idade jovem,Começar um negócio e pará-lo em tenra idade,C
