,context_1,context_2,context_3,question_1,question_2,question_3,answerA_1,answerA_2,answerA_3,answerB_1,answerB_2,answerB_3,answerC_1,answerC_2,answerC_3,correct
11012,Cameron deu ao novo gatinho um brinquedo para brincar com ele.,Cameron deu o novo kitte um brinquedo para brincar com ele.,Cameron deu ao novo gatinho um brinquedo para brincar com ele.,Como você descreveria Cameron?,Como descrever Cameron?,Como descreveria a Cameron?,como eles fizeram o gatinho feliz,como eles fizeram o gatinho feliz,Como se fizessem o gatinho feliz.,como se tivessem entretido o animal de estimação,como eles têm interferido no pet,Como se tivessem entretido o animal de estimação.,carinhoso,Cuidado,Cuidadoso,C
11013,Sydney visitou sua tia e disse a sua tia que eles sentiam falta de não vê-los com mais frequência.,Sydney visitou a sua tia e contou que faltaram mais a sua visão.,Sydney visitou sua tia e disse a ela que sentiam saudades de não vê-los mais.,Como os outros se sentiriam como resultado?,Como os outros se sentiriam como resultado?,Como se sentiriam os Outros?,Muito apreciado por Sydney,muito apreciado por Sydney,muito apreciado por Sydney,culpado por não fazer o esforço de visitar sua tia mais cedo,culpada por não ter realizado o esforço de visitar a tia dela mais cedo,culpados por não terem feito o esforço de visitar a tia mais cedo.,pode procurar maneiras adicionais de ficar em melhor contato com sua tia,pode procurar formas adicionais para ficar em melhor contato com sua tia.,podem procurar formas adicionais de manter melhor contato com a tia,A
11014,Riley estuda a noite toda e obteve uma boa nota no teste.,Riley estuda toda a noite e obteve um bom grau no seu teste.,A Riley estuda a noite toda e tem uma boa nota no teste.,O que Riley vai querer fazer a seguir?,O que queremos com Riley?,O que é que a Riley vai querer fazer a seguir?,Esforce-se ainda mais da próxima vez,riz Evite ainda mais a próxima vez,Tenta mais da próxima vez.,Comer e beber água,ingerir alimentos e bebidas,comer comida e beber água,Dormir pelo menos um pouco,ou se tem sono,"- Não, não.",C
11015,"Bailey impediu que os gansos continuassem sua migração, a fim de aumentar a população nativa de gansos.",Bailey impediu que os gansos continuassem migrando para aumentar a população de gansos,Bailey impediu que os gansos continuassem sua migração para aumentar a população de gansos nativos.,O que os outros vão querer fazer a seguir?,O que queremos?,O que os Outros vão querer fazer a seguir?,Dê a Bailey um prêmio,adjudicar Bailey,Dêem um prémio ao Bailey .,Conte os gansos,contagem de gansos,Conta os gansos .,Pare Bailey de interferir com a natureza,PARKY,impedir Bailey de interferir com a natureza,C
11016,A casa de Alex tinha queimado em um incêndio e estava hospedado em um abrigo. Alex precisava de uma nova casa para se sentir seguro.,"A casa de Alex tinha queimado em fogo e estava internada em um abrigo, pois Alex precisava",A casa de Alex havia sido destruída por um incêndio e ele estava morando em um abrigo.,Como você descreveria Alex?,Como descrever Alex?,Como descreveria o Alex?,sozinho,isoladamente,sozinho,uma pessoa gentil,uma pessoa,Uma pessoa simpática.,Assustado,prurido,assustado,C
11017,"Remy fez um amigo se afastar, então ele perdeu o contato.",a minha filha teve um movimento de amizade para perder contato.,"O Remy mandou um amigo mudar-se, por isso perdeu o contacto.",O que Remy vai querer fazer a seguir?,O que queremos?,O que é que o Remy vai querer fazer a seguir?,Esqueça o amigo,esquecimento sobre o amigo,Esquece o amigo.,Procure o amigo nas redes sociais,olhar para o amigo nas mídias sociais,Procure o amigo nas redes sociais,Anime-se Remy,cheer up Remy,"- Ajuda-me a animar-me, Remy.",B
11018,Riley estava preocupado que estava frio lá fora e que Sasha não estava vestida o suficiente.,Riley estava preocupado com o frio fora e com o fato de Sasha não estar se vestindo,A Riley estava preocupada que estivesse frio lá fora e que a Sasha não estivesse vestida o suficiente.,Porque é que a Riley fez isto?,Por que o Riley fez isso?,Porque é que a Riley fez isto?,enganar Sasha em tirar seu casaco,trick Sasha ao retirar o jaleco,enganar Sasha para tirar o casaco,Mantenha Sasha quente,manter Sasha aquecido,Mantém o Sasha quente .,Veja se Sasha ficaria doente,ver se Sasha ficaria doente,ver se o Sasha ficaria doente.,B
11019,"Casey lutou contra outro homem e ganhou outro concurso, tornando-os o campeão invicto.","Casey lutou com outro homem e ganhou outra competição, tornando-os o campeão invicto.","O Casey lutou com outro homem e ganhou outro concurso, tornando-os campeões invictos.",Como Casey se sentiria depois?,Como se sentiria Casey depois?,Como é que o Casey se sentiria depois?,Fraco e covarde,fraco e coclear,Fraco e covarde.,Como se fossem invisíveis,como eles eram invisível,Como se fossem invisíveis.,forte e poderoso,forte e potente,Forte e poderoso,C
11020,O carro da Tracy virou-se e ela sente-se à vontade do Kendall.,O carro de Tracy escorrega e sente-se à sorte de Kendall.,O carro da Tracy virou e ela foi para o apartamento da Kendall.,Como Kendall se sentiria como resultado?,Como senti-lo-ia com isso?,Como Kendall se sentiria?,Excitado por Tracy,excitado por Tracy,Estou entusiasmado com a Tracy.,Feliz por Tracy,Felicidade por Tracy,Estou feliz pela Tracy.,Medo de Tracy,MEIO DE ALUMÃO,Medo pela Tracy.,C
11021,Jordan levantou o rosto de Cameron em direção ao deles para que eles pudessem olhar em seus olhos.,Jordan levantou a face de Cameron para olhar para os olhos.,A Jordan levantou o rosto da Cameron para os deles para que pudessem olhar nos olhos dela.,Como você descreveria a Jordânia?,Como descreveria a Jordânia?,Como descreveria o Jordan?,Desconfortável estar perto de Cameron e não sabe o que fazer,Estar desconfortável em torno de Cameron e não sabe o que fazer,Desconfortável por estar perto da Cameron e não sabe o que fazer.,Seu espaço pessoal foi invadido,o seu espaço pessoal foi invadido.,O seu espaço pessoal foi invadido.,Determinados a dar a conhecer o seu ponto,Determinado a fazer conhecer o seu ponto,Determinados a fazer saber o que querem,C
11022,Aubrey teve aulas particulares de natação para que ela pudesse aprender a nadar antes das férias.,Aubrey fez aulas de natação privada para que pudesse aprender a nadar antes de férias.,A Aubrey fez aulas particulares de natação para aprender a nadar antes das férias.,Por que Aubrey fez isso?,Por que o Aubrey?,Porque é que o Aubrey fez isto?,fez isso para preparar,fez-se isto para preparar,Fiz isto para me preparar.,obter um traje de banho,obter uma roupa de banho,- Não .,Praticar natação,prática de natação,Prática de natação,A
11023,"Alex e Jordan foram muito bons em se comunicar com expressões, Alex deu a Jordan um olhar engraçado.","Alex e Jordan foram muito bons para se comunicar com expressões, Alex deu um olhar divertido para Jordan","Alex e Jordan eram muito bons em comunicar com expressões, Alex deu um olhar engraçado ao Jordan.",Porque é que o Alex fez isto?,Por que o Alex fez isso?,Porque é que a Alex fez isto?,Veja como a Jordânia reage,ver como a Jordânia reage,Veja como o Jordan reage,Tinha algo que queria que o Jordan soubesse.,tinha o que queria que a Jordânia conhecesse,Tinha algo que queria que o Jordan soubesse.,Sorria para a Jordânia,sorriso na Jordânia,Sorria para o Jordan.,B
11024,Skylar ganhou um troféu e disse aos outros que eles precisavam dele para se sentir bem.,Skylar ganhou uma taça e contou que precisavam para se sentir bem.,A Skylar recebeu um troféu e disse aos outros que precisavam dele para se sentirem bem.,Como Kai se sentiria como resultado?,Como o Kai sentiria como resultado?,Como é que o Kai se sentiria?,Como se ele merecesse,como ele ganhou,Como se ele o tivesse ganho .,simpatia,símile,simpatia,entediada,prurido,Aborrecido.,B
11025,Sydney chutou sua frente dormindo com o outro pé para acordá-los.,Sydney batia a frente do sono com o outro pé para acender.,A Sydney deu um pontapé na frente do sono com o outro pé para acordá-los.,O que os outros vão querer fazer a seguir?,O que queremos?,O que os Outros vão querer fazer a seguir?,Gritar em Sydney,cheiro em Sydney,gritar com Sydney,Acordar,acordar,Acorda,ir dormir,ir dormir,Vai dormir.,A
11026,Austin pediu o divórcio depois que ficou claro que o relacionamento não estava indo a lugar nenhum.,Austin apresentou o divórcio após a clara relação com o divórcio.,O Austin pediu o divórcio depois de ter sido claro que a relação não ia a lado nenhum.,O que Austin precisa fazer antes disso?,O que é necessário para Austin antes disso?,O que é que o Austin precisa de fazer antes disto?,Necessário olhar para a relação,necessitou-se de olhar para a relação,precisava de olhar para a relação,ser mais feliz,ser feliz,ser mais feliz,Sair de um relacionamento morto,sair de uma relação morta,Sair de um relacionamento morto,A
11027,Casey usou seu programa para renderizar todos os quadros da cena do filme de animação em que foram contratados para trabalhar.,Casey utilizou seu programa para render toda a cena do filme de animação que foi contratado para trabalhar,O Casey usou o programa deles para render cada quadro da cena do filme de animação em que foram contratados para trabalhar.,O que é que o Casey precisa de fazer antes disso?,O que é necessário para o Casey antes disso?,O que é que o Casey precisa de fazer antes disto?,necessário para aprender a fazer animação,necessitou aprender a fazer a animação,Precisava de aprender a fazer animação.,Seja um bom trabalhador,ser um bom trabalhador,Seja um bom trabalhador.,Necessário deixar o trabalho,necessitou de abandonar o emprego,precisava de deixar o emprego,A
11028,Austin correu para a água quando o fogo da casa chegou até ele.,Austin correu para a água quando o incêndio da casa chegou a ele.,O Austin correu para a água quando o incêndio da casa o atingiu.,Por que Austin fez isso?,Por que o Austin?,Porque é que o Austin fez isto?,ir para um mergulho,ir para uma piscina,Vai nadar.,iniciar um incêndio na água,iniciar um incêndio na água,"- Não, não.",apagar as chamas,apagar as chamas,Apaguem as chamas.,C
11029,Jesse procurou a explicação de Sasha porque não parecia haver nenhuma pista disponível.,"Jesse procurou a explicação de Sasha, pois não parece haver pistas disponíveis.",Jesse procurou a explicação de Sasha porque não parecia haver pistas disponíveis.,O que Sasha vai querer fazer a seguir?,O que queremos com Sasha?,O que é que o Sasha vai querer fazer a seguir?,quer uma explicação,quer uma explicação,Quero uma explicação.,Faça o estudo,fazer a estuação,Faça a situação,Diga a Jesse a situação,contactar Jesse a situação,Diz ao Jesse a situação .,C
11030,Tracy não queria ir ao baile porque eles não tinham nada para vestir. Skylar aconselhou Tracy a ir.,Tracy não quis ir prom porque não tinha nada de vestir. Skylar aconselhava Tracy a,A Tracy não queria ir ao baile porque não tinham nada para vestir.,O que a Skylar vai querer fazer a seguir?,O que queremos com Skylar?,O que vai a Skylar querer fazer a seguir?,dar dinheiro para Tracy para comprar um vestido,Dá dinheiro a Tracy para comprar um vestido,Dar dinheiro à Tracy para comprar um vestido.,Olhar para vestidos para vestir,riz esponjas para vestir,Olha para os vestidos para vestir,emprestando a Tracy seu carro,emprestar a Tracy o seu car,Prestem o carro à Tracy .,A
11031,Estava nevando lá fora e as estradas estavam escorregadias. Kendall perdeu o controle do carro e foi para uma vala.,"O carro estava escorregado fora e as vias estavam escorregadas, Kenda",Estava nevando lá fora e as estradas eram escorregadias.,O que os outros vão querer fazer a seguir?,O que queremos?,O que os Outros vão querer fazer a seguir?,Parar e ajudar,parar e ajudar,Parem e ajudem-me .,Sair do carro,sair do carro,Saiam do carro.,Chame a polícia,chama a atenção da polícia,Chama a polícia.,A
11032,Robin estava dando aula e lançou uma sombra sobre todos.,Robin estava lecionando e lançando uma sombra sobre todos.,A Robin estava a dar aulas e lançou uma sombra sobre todos.,Como os outros se sentiriam como resultado?,Como os outros se sentiriam como resultado?,Como se sentiriam os Outros?,Como se conhecesse seu professor,Como eles conhecem o professor,Como se conhecessem o professor.,Acalme-se,calm,Calma .,Como se tivessem um bom professor,Como eles têm um bom professor,Como se tivessem um bom professor.,C
11033,"Depois de implorar Skylar e prometer estudar duro de antemão, Quinn finalmente recebeu uma entrevista de Skylar.","Após sugerir o Skylar e prometer estudar com antecedência, Quinn finalmente recebeu uma","Depois de implorar a Skylar e prometer estudar duro de antemão, Quinn finalmente recebeu uma entrevista da Skylar.",O que a Skylar vai querer fazer a seguir?,O que queremos com Skylar?,O que vai a Skylar querer fazer a seguir?,Parem com a mendicância,parar de iniciar,Pára de implorar.,diga a skylar todas as perguntas de antemão,conta-se skylar todas as questões antes,Diz à Skylar todas as perguntas de antemão.,Mais uma entrevista chegando,outra entrevista,Outra entrevista a caminho .,B
11034,"Como eles estavam tossindo nos últimos dias, Addison queria ir ao médico para fazer um check-up.","Como eles estavam tossindo nos últimos dias, Addison queria ir ao médico para obter","Visto que eles estavam tossindo nos últimos dias, Addison queria ir ao médico para fazer um exame.",O que é que a Addison precisa de fazer antes disso?,O que é necessário para Addison?,O que é que a Addison precisa de fazer antes disto?,O melhor momento para ir,o melhor momento para ir,A melhor altura para ir,Faça uma nomeação para ser visto,efectuar uma consulta para consulta,Marque uma consulta para ser visto,recolher as atribuições de Addison para ela,Coletar as atribuições de Addison para ela,Recolher as tarefas da Addison para ela.,B
11035,Riley estava comprando mantimentos depois do trabalho porque eles não tinham comido o dia todo.,Riley estava comprando os restaurantes depois de trabalhar porque não comiam o dia inteiro.,A Riley estava a comprar mantimentos depois do trabalho porque não tinham comido o dia todo.,Como você descreveria Riley?,Como descreveria Riley?,Como descreveria a Riley?,Uma pessoa que nunca cozinha,uma pessoa que nunca coz,Uma pessoa que nunca cozinha,com fome,débito,Fome,Ansioso,ansiedade,ansioso,B
11036,Quinn foi orientado pelo pai de Lee e seguiu seus exemplos sempre que possível.,Quinn foi orientado pelo pai de Lee e acompanhou seus exemplos sempre que possível.,Quinn foi orientado pelo pai do Lee e seguiu os seus exemplos sempre que pôde.,Porque é que o Quinn fez isto?,Por que Quinn?,Porque é que o Quinn fez isto?,Faça apenas o que eles querem,Só o que eles queriam,Faça apenas o que eles quiseram,Seja como o pai de Lee,Seja como pai de lee,Seja como o pai do Lee.,Seja desrespeitoso com Lee,Ser desrespeitosa a Lee,Não respeites o Lee .,B
11037,Bailey venceu a luta livre dominando seu opponenet.,Bailey venceu o jogo de xadrez por superpoder sua opponenet.,"O Bailey ganhou a luta, dominando o adversário.",O que vai acontecer com Bailey?,O que acontecerá com Bailey?,O que vai acontecer com a Bailey?,Competir nos Jogos Olímpicos,competir nos olímpicos,competir nos Jogos Olímpicos,Outros perderão a luta,Outros perderão o jogo de jogo,Outros perderão o combate de luta livre.,ser expulso da liga,ser expulso da liga,Ser expulso da liga.,A
11038,Skylar perguntou ao chefe de Austin se ele poderia ter o dia de folga.,Skylar perguntou ao chefe de Austin se ele poderia ter o dia desligado.,A Skylar pediu ao chefe do Austin se podia tirar o dia de folga.,O que a Skylar precisa fazer antes disso?,O que o Skylar precisa fazer antes disso?,O que é que a Skylar precisa de fazer antes disto?,Espere por uma resposta do chefe de Austin,aguardar resposta da chefia de Austin,Esperem uma resposta do chefe do Austin.,pedir Austin para se certificar de que estava tudo bem,perguntar a Austin para se certificar de que o mesmo estava bem,Peça ao Austin para se certificar que está tudo bem.,Descubra informações obscuras sobre o chefe de Austin,encontrar o fundo de info no bossa de Austin,Descobrir informações obscuras sobre o chefe do Austin,B
11039,Aubrey combinava com seus amigos porque ela era muito engraçada o tempo todo.,Aubrey se adequava aos amigos porque era muito divertida.,A Aubrey era boa para os amigos porque era sempre muito engraçada.,O que Aubrey precisa fazer antes disso?,O que é necessário para o Aubrey?,O que é que o Aubrey precisa de fazer antes disto?,Brinque com os amigos,Brincar com amigos,brincar com amigos,Fique em casa sozinho,ficar em casa sozinho,Fica sozinha em casa.,Seja triste muito,ser triste,ser muito triste,A
11040,Remy coletou latas para economizar dinheiro extra para umas férias para si.,Remy coletou pode salvar dinheiro extra para uma viagem para si.,O Remy recolhia latas para poupar dinheiro extra para umas férias.,O que Remy vai querer fazer a seguir?,O que queremos?,O que é que o Remy vai querer fazer a seguir?,necessário para pagar os bilhetes de avião,necessário para pagar bilhetes de avião,necessários para pagar bilhetes de avião,não tinha um emprego,não tinha um emprego,Não tinha emprego.,Trocar as latas,troca de latas,Troca as latas .,C
11041,Taylor disse a Alex que ele estava indo em uma viagem para um país estrangeiro.,Taylor contou que Alex estava indo em uma viagem a um país estrangeiro.,Taylor disse ao Alex que ia viajar para um país estrangeiro.,O que Taylor precisa fazer antes disso?,O que é necessário para Taylor diante disso?,O que é que a Taylor precisa de fazer antes disto?,Esconda-se em um armário,Objecto,Esconde-te num armário.,Arrume a bagagem,Embalagens,Faça as malas .,Ir para um lugar de hambúrguer,Ir a um local de perfusão,Vai a um restaurante de hambúrgueres.,B
11042,Jesse manteve os olhos no prêmio quando eles estavam trabalhando para um carro.,Jesse guardava os olhos sobre o prêmio quando trabalhava para um carro.,Jesse manteve os olhos no prêmio quando estavam a trabalhar para um carro.,O que Jesse vai querer fazer a seguir?,O que Jesse quer fazer em seguida?,O que é que o Jesse vai querer fazer a seguir?,comprar pneus para o carro,compra de pneus para o carro,comprar pneus para o carro,Poupar para o carro,EXP.,Salve o carro.,Compre um carro novo,obter um novo carro,comprar um carro novo,C
11043,Robin estava exausto para a longa viagem a Dublin e finalmente pousou no aeroporto.,Robin foi esgotado para a viagem longa a Dublin e finalmente aterrissado no aeroporto,Robin estava exausta pela longa viagem a Dublin e finalmente aterrissou no aeroporto.,Como você descreveria Robin?,Como descrever Robin?,Como descreveria a Robin?,um viajante,viajante,um viajante,Esgotado,Esgotado,- Esgotado.,claustrofóbico,claustrofóbico,claustrofóbico,B
11044,Aubrey fez uma viagem cross country com seus amigos íntimos.,Aubrey realizou uma viagem de estrada no país com os amigos próximos.,O Aubrey fez uma viagem pelo país com os amigos mais próximos.,Como Aubrey se sentiria depois?,Como se sentiria Aubrey depois?,Como é que o Aubrey se sentiria depois?,Cansado,Canina,cansado,Preocupado,Preocupação,preocupado,feliz,feliz,feliz,C
11045,Sasha está planejando ir ao baile e quer ficar ótima.,Sasha está planejando ir prom e quer olhar ótimo.,A Sasha está a planear ir ao baile e quer parecer óptima.,O que Sasha precisa fazer antes disso?,O que é necessário para que Sasha possa fazer antes disso?,O que é que o Sasha precisa de fazer antes disto?,obter uma data,data,- Vai ter um encontro.,fazer reservas de jantar,fazer reservas de jantar,Fazer reservas para o jantar .,fazer medições,aferição,fazer medições,A
11046,Cameron forneceu uma causa para o problema e seu chefe ganhou uma compreensão dele.,Cameron forneceu uma causa para o problema e seu chefe ganhou uma compreensão do problema.,Cameron forneceu uma causa para o problema e seu chefe ganhou uma compreensão disso.,Como Cameron se sentiria depois?,Como se sentiria Cameron depois?,Como se sentiria a Cameron depois?,Ressentido com seu chefe,de seu chefe,ressentido com o chefe dele,aliviado por ter explicado,alívio para ter explicado,Aliviado por ter explicado,Gosta de ajudar seu chefe,gosta de ajudar o chefe,Gosta de ajudar o chefe.,B
11047,Taylor conheceu Jesse toda a sua vida e ela sempre pensou bem nele.,Taylor já conhecia Jesse toda a sua vida e sempre tinha pensado bem nele.,A Taylor conheceu o Jesse toda a vida e sempre pensou bem nele.,Como você descreveria Taylor?,Como descreveria Taylor?,Como descreveria a Taylor?,um bom amigo,um bom amigo,Um bom amigo.,Apaixonado por Jesse,Agrado de Jesse,Gosto do Jesse.,Só tem novos amigos,só tem amigos novos,Só tem novos amigos.,A
11048,Austin deu a Robin um tapa no rosto.,Austin deu um tapa de Robin logo na face.,O Austin deu um tapa na cara ao Robin.,Como você descreveria Austin?,Como descreveria Austin?,Como descreveria o Austin?,média,média,- Não.,Chocado e ferido,choque e úlcera,chocado e magoado,Como ele queria lutar,como ele queria lutar,Como se quisesse lutar.,A
11049,Alex ficou cansado depois de ouvir o cão lamentar.,Alex foi alimentado após ouvir o osso do cão.,Alex ficou farto depois de ouvir o choramingo do cão.,Como Alex se sentiria depois?,Como se sentiria Alex depois?,Como se sentiria o Alex depois?,Como se amassem o cão,como eles adoravam o cão,Como se amassem o cão.,Farto também,alimentados também,Estou farto também.,Como se odiassem o cão,como eles odeavam o cão,Como se eles odiassem o cão.,C
11050,Addison visitou o pai de Quinn para lhe contar as más notícias.,Addison visitou o pai de Quinn para lhe contar a má notícia.,A Addison visitou o pai do Quinn para lhe contar as más notícias.,O que vai acontecer com Addison?,O que acontecerá com Addison?,O que vai acontecer com a Addison?,chorar,choro,chorar,ser feliz,ser feliz,Seja feliz.,ser orgulhoso,ser orgulhado,Fica orgulhoso .,A
11051,"Alex serviu como aprendiz de metal com Lee, um talentoso artista de metal.","Alex serviu de aprendizagens metalúrgicas com Lee, um artista de metal talentoso.","Alex fez um aprendizado de metalurgia com Lee, um talentoso artista de metal.",Porque é que o Alex fez isto?,Por que o Alex fez isso?,Porque é que a Alex fez isto?,afortunado,sorte,Sorte,comprar móveis de metal,compra de mobiliário metálico,comprar móveis de metal,aprender sobre o ofício de metalurgia,aprender sobre o ofício da metalurgia,Aprender sobre o ofício de metalurgia,C
11052,Carson levou Sydney ao seu lugar favorito para o seu primeiro encontro depois de uma longa amizade.,Carson levou Sydney para seu lugar preferido para o primeiro dia após uma longa amizade.,Carson levou a Sydney ao seu lugar favorito para o primeiro encontro depois de uma longa amizade.,Como Sydney se sentiria como resultado?,Como senti-lo-ia em consequência?,Como Sydney se sentiria?,Amado,Amada,Amado,Ignorado,Ignorado,Ignorado,Como se seus interesses não importassem,Como os seus interesses não interessa,Como se os interesses deles não importassem.,A
11053,Skylar continuou a trabalhar duro na limpeza da casa até que cada quarto estava impecável.,Skylar continuou a trabalhar duro na limpeza da casa até que todos os quartos estivessem sem manchas,Skylar continuou a trabalhar duro na limpeza da casa até que todos os quartos ficassem limpos.,Como você descreveria o Skylar?,Como descreveria o Skylar?,Como descreveria a Skylar?,Medo de limpeza de suprimentos,com medo de limpar os insumos,Tem medo de limpeza,uma pessoa responsável,uma pessoa responsável,uma pessoa responsável,preguiçoso e egoísta,preguiça e egoísmo,preguiçoso e egoísta.,B
11054,Quinn fez desculpas para os outros por perder toda a lição de casa.,Quinn fez justificativas para os outros por faltarem a todos os trabalhos domésticos.,Quinn arranjava desculpas para os outros por não fazerem os trabalhos de casa.,Como os outros se sentiriam como resultado?,Como os outros se sentiriam como resultado?,Como se sentiriam os Outros?,um bom amigo,um bom amigo,Um bom amigo.,desculpada por ela,excusada por ela,Desculpem-me por ela.,leais aos seus colegas de classe,lealdade aos colegas de classe,leais aos colegas de classe,B
11055,Austin estava nervoso por estar perto de Bailey depois da escola. Austin beijou Bailey rapidamente e fugiu.,"Austin estava nervoso em torno de Bailey após a escola, Austin beijava rapidamente Bailey e saía.",O Austin estava nervoso por estar perto da Bailey depois da escola.,O que vai acontecer com Austin?,O que acontecerá com Austin?,O que vai acontecer ao Austin?,bom sobre si mesmo,bom para si,bom para si mesmo.,Mau sobre si mesmo,mal-estar de si,Mal consigo mesmo.,Perseguição após austin,Ausência de sangue,A perseguição ao Austin.,A
11056,Sasha levou seu cão ao veterinário antes de parar para tomar sorvete no caminho de casa.,Sasha levou o cão para o veterinário antes de parar de tomar gelo na,O Sasha levou o cão ao veterinário antes de parar para comer gelado a caminho de casa.,O que Sasha vai querer fazer a seguir?,O que queremos com Sasha?,O que é que o Sasha vai querer fazer a seguir?,Consulte o médico a seguir,consulte o médico em seguida,Veja o médico em seguida,Cuide do seu animal de estimação,cuidar de seus animais de companhia,Cuidar do animal de estimação deles,Comendo sorvete em seguida,ingerir sorvete em seguida,Come gelado a seguir .,C
11057,"Cameron segurava os documentos importantes delicadamente, eles não iriam danificá-los.",Cameron manteve os importantes documentos delicadamente não os danificariam.,Cameron manteve os documentos importantes delicadamente para não os danificarem.,O que Cameron precisa fazer antes disso?,O que é necessário para Cameron diante disso?,O que é que a Cameron precisa de fazer antes disto?,Tenha os documentos,ter os documentos,ter os documentos,Eles acham que devem classificá-los,achar que devem ordenar os mesmos,Acho que deviam classificá-los.,Escreva os documentos,redigir os documentos,Escreva os documentos,A
11058,Alex deu um beijo na namorada e disse que ela o amava.,Alex deu um beijo à namorada e lhe contou que amava.,Alex deu um beijo à namorada e disse que ela o amava.,O que vai acontecer com Alex?,O que acontecerá com Alex?,O que vai acontecer com o Alex?,Torne-se amado,tornar- se ente querido,tornar-se amado,Ser odiado,ser,ser odiado,ser repreendido,ser esfregado,ser repreendido,A
11059,Riley se preparou para a recepção após o jantar para se preparar para o casamento.,Riley preparado para a recepção após o jantar para preparar o casamento.,A Riley preparou-se para a recepção deles depois do jantar para preparar o casamento.,Como Riley se sentiria depois?,Como se sentiria Riley depois?,Como é que a Riley se sentiria depois?,louco,náuseas,louco.,nada,nada,Não é nada.,nervoso,nervosismo,nervoso,C
11060,Era hora de Ash entrar na montanha-russa. Ash queria impressionar alguém para que eles jogassem seus medos de lado.,"Foi o momento em que Ash conseguiu montar o rolo, que queria impressionar alguém para que","Ash queria impressionar alguém, por isso, eles deixaram de lado os medos.",Como Ash se sentiria como resultado?,Como seria que Ash sentisse como resultado?,Como se sentiria Ash?,Doente sobre isso,doente a respeito da doença,Estou farto disso.,estressada sobre isso,", p. 1",- Estou stressado .,confiante sobre isso,Confidente a respeito,confiante sobre isso,B
11061,Ashe enviou seu amigo para a loja enquanto cinzas se preparavam para a festa.,Ela enviou a amiga para a loja enquanto as cinzas foram preparadas para a festa.,O Ash mandou o amigo à loja enquanto o Ash se preparava para a festa.,O que vai acontecer com Ash?,O que vai acontecer com Ash?,O que vai acontecer ao Ash?,comer comida,ingestão de alimentos,comer comida,Agradeça ao seu amigo,agradecimentos aos amigos,Agradeça ao seu amigo,tirar uma soneca,tomar um colírio,"- Não, não.",B
11062,"Kendall surpreendeu a esposa de Ash com um cartão de aniversário e uma música criativa, assim como Ash lhe pagou para fazer.","Kendall surpreendeu a esposa de Ash com um cartão de aniversário e uma canção criativa, assim","Kendall surpreendeu a mulher do Ash com um cartão de aniversário e uma canção criativa, tal como o Ash lhe pagou para fazer.",O que Kendall precisa fazer antes?,O que o Kendall precisa antes?,O que é que a Kendall precisa de fazer antes?,Seja grato pela esposa de Ash,agradecer pela esposa de Ash,- A mulher do Ash agradece-lhe.,Planeje isso sem Ash,planeje este tipo de sistema sem Ash,Planeia isto sem o Ash .,Organizar o pagamento,ordenar o pagamento,Organizar o pagamento,C
11063,Jan herdou algum espaço de varejo no centro da cidade e decidiu abrir uma loja.,Jan herdou algum espaço de varejo do centro e decidiu abrir uma loja.,Jan herdou algum espaço comercial no centro da cidade e decidiu abrir uma loja.,Por que Jan fez isso?,Por que o Jan fez isso?,Porque é que o Jan fez isto?,Porque Jan queria fazer um amigo com ciúmes,Porque Jan quis fazer com que um amigo tenha ciúme,Porque o Jan queria fazer um amigo ciumento .,Porque uma loja no centro da cidade seria rentável,Como uma loja central seria rentável,Porque uma loja no centro seria lucrativa.,Porque Jan queria uma frente para o crime,Porque Jan queria uma frente para o crime,Porque o Jan queria uma fachada para o crime .,B
11064,Cameron lentamente moveu a boca de Taylor para cima e para baixo para que Taylor mastigasse a comida.,Cameron moveu lentamente a boca de Taylor para cima e para baixo para que o Taylor masti,Cameron moveu lentamente a boca de Taylor para cima e para baixo para que Taylor mastigasse a comida.,O que Cameron vai querer fazer a seguir?,O que queremos por Cameron?,O que é que a Cameron vai querer fazer a seguir?,Veja que Taylor recebeu os nutrientes da comida,ver que Taylor obteve os nutrientes dos alimentos,Veja se Taylor recebeu os nutrientes da comida,Ser evitado,shunned,ser evitado,Ser ignorado,ignorar,ser ignorado,A
11065,"Quinn era o presidente do clube e eles exerciam seus poderes, mas todos discordavam.","Quinn era o presidente do clube e exerciam suas funções, mas todos discordavam.","Quinn era o presidente do clube e eles exerciam os seus poderes, mas todos discordaram.",Como Quinn se sentiria depois?,Como se sentiria Quinn depois?,Como se sentiria o Quinn depois?,Orgulha-te,orgulha,orgulhoso,incertos,incerteza,incerto,excitado,excitação,excitado,B
11066,Remy estava jogando boliche e conseguiu sua bola de boliche direto para o beco.,Remiu esbarram e tiraram a bola de esbarram em direção,O Remy estava a jogar bowling e apanhou a bola deles no beco.,O que vai acontecer com Remy?,O que vai acontecer com a Remy?,O que vai acontecer ao Remy?,Outros vão rir,Outros rirão,Os outros vão rir,bater os pinos,batimentos dos pinos,- Não .,Outros ficarão contentes,Outros serão os outros,Outros ficarão felizes,B
