,context_1,context_2,context_3,question_1,question_2,question_3,answerA_1,answerA_2,answerA_3,answerB_1,answerB_2,answerB_3,answerC_1,answerC_2,answerC_3,correct
25742,Tracy jogou basquete com o amigo de Kai durante toda a manhã.,Tracy jogou o basquete com o amigo do Kai's durante toda a manhã.,A Tracy jogou basquetebol com o amigo do Kai a manhã toda.,O que Kai vai querer fazer a seguir?,O que o Kai quer fazer em seguida?,O que vai o Kai querer fazer a seguir?,ir para montar sua bicicleta,ir para andar a bicicleta,Vai andar de bicicleta .,Quer melhorar as habilidades,quis melhorar a habilidade,Quer melhorar qualificado,tomar um banho,tomar um banho,tomar um duche,C
25743,Riley estava planejando uma festa surpresa para o colega de quarto de Austin e seu amigo em comum.,Riley havia planejado uma festa de surpresa para o colega de quarto de Austin e seu amigo mútuo,A Riley estava a planear uma festa surpresa para o colega de quarto do Austin e o seu amigo em comum.,Porque é que a Riley contou ao Austin o que se estava a passar?,Por que Riley contou a Austin o que estava acontecendo?,Porque é que a Riley disse ao Austin o que se passava?,Dê ao austin tempo para se preparar,Dê tempo de austinidade para preparar,Dê tempo ao Austin para se preparar.,Insulto austin,Austin,Insulta o Austin.,Manter o austin fora do circuito,Manter austin fora da alça,Mantém Austin fora do circuito .,A
25744,Kendall fez meias com seu amigo em uma grande pizza de duas pontas.,Kendall foi meio-irmão com o amigo em uma grande pizza.,O Kendall foi a meio com o amigo numa pizza grande de dois pratos.,Como os outros se sentiriam como resultado?,Como os outros se sentiriam como resultado?,Como se sentiriam os Outros?,Cumprido na autonomia da pizza,realizado na autonomia pizza,A autonomia da pizza,com fome,débito,Fome,doente,doentes,doente,B
25745,"Cameron não gostou da aparência da comida, mas ele decidiu experimentá-la de qualquer maneira.","Cameron não gostava do olhar da comida, mas decidiu tentar.","Cameron não gostou da aparência da comida, mas decidiu experimentá-la de qualquer maneira.",O que Cameron vai querer fazer a seguir?,O que queremos por Cameron?,O que é que a Cameron vai querer fazer a seguir?,Continue comendo a comida,manter a alimentação,Continua a comer a comida.,Peça um menu,Pedido de um cardápio,Peça um menu,Jogue a comida fora,eliminar a comida,Atira a comida fora.,A
25746,Kai jogou flores na água enquanto a pira funerária se afastava.,Kai jogou flores para a água como a piquete do funeral se afastou.,Kai jogou flores na água enquanto a pira funerária se afastava.,O que Kai vai querer fazer a seguir?,O que o Kai quer fazer em seguida?,O que vai o Kai querer fazer a seguir?,Chore por alguém,choro para alguém,Chorar por alguém.,empurre alguém na água,empurre uma pessoa da água,empurrar alguém para a água,Salte para a água,jumpão para a água,Salta para a água .,A
25747,Sasha causou reação Jordan aos produtos químicos estranhos na classe.,Sasha causou reação de Jordânia aos produtos químicos estranhos em classe.,A Sasha causou uma reação da Jordan aos químicos estranhos na aula.,O que vai acontecer com Sasha?,O que acontecerá com Sasha?,O que vai acontecer com o Sasha?,ela será feliz,ela será feliz,Ela vai ficar feliz.,Difícil de entender,De difícil compreensão,Difícil de entender.,ela ficará envergonhada,rá vergonha,Ela vai ficar envergonhada.,C
25748,Riley roubou um carro e fugiu com ele.,Riley fez uma furca e saiu com ela.,O Riley roubou um carro e fugiu.,O que Riley precisa fazer antes disso?,O que é necessário para que Riley possa fazer antes disso?,O que é que a Riley precisa de fazer antes disto?,Seja um bom cidadão,ser um bom cidadão,ser um bom cidadão,Saiba como fazer carros hotwire,aprender a utilizar veículos aquecidos,Aprenda a ligar carros,drive,au,condução,B
25749,"Robin sabia que Kai realmente queria que ela gostasse de sua roupa, então quando Kai perguntou sua opinião, Robin disse que ela amava.","Robin sabia que Kai realmente queria que ela fosse apertada, assim quando Kai pediu sua opinião","A Robin sabia que o Kai queria que ela gostasse da roupa dela, por isso quando o Kai perguntou a opinião dela, a Robin disse que ela adorava.",Porque é que a Robin fez isto?,Por que Robin fez isso?,Porque é que a Robin fez isto?,Pagou-lhe para dizer que ela gostou,pagou-lhe que ela gostava de,Pagou-lhe para dizer que gostava.,Ela sabia que Kai queria que Robin gostasse da roupa,ela sabia que Kai queria Robin gostar do outfit,Ela sabia que o Kai queria que a Robin gostasse da roupa .,ela nunca gostou muito de Kai ou sua moda,nunca gostava mesmo de Kai ou de sua moda,Ela nunca gostou muito do Kai ou da moda dela .,B
25750,O Robin deixou tudo.,Robin deixou tudo.,A Robin deixou tudo.,Como você descreveria Robin?,Como descrever Robin?,Como descreveria a Robin?,robin deixou tudo,robin,Robin deixou tudo .,robin deixou sua namorada,robin deixou a amiga de sua filha,O Robin deixou a namorada dele.,deixou a escola,escola esquerda,deixou a escola,A
25751,O Cameron amava tanto a música que ouvia todos os dias.,CAMERÃO LOVOU A USICO DE SOMOS DE,Cameron adorava música tanto que a ouvia todos os dias.,Como você descreveria Cameron?,Como descrever Cameron?,Como descreveria a Cameron?,Irritante,Aborrilho,É irritante.,Assustado,Corado,Assustado.,Feliz,Happy,Feliz.,C
25752,Kai pegou Remy no ato de roubar a nova moto de seu amigo.,Kai capturou Remy no ato de roubar a bicicleta nova de seu amigo.,O Kai apanhou o Remy a roubar a bicicleta nova do amigo.,Como Kai se sentiria depois?,Como se sentiria após o Kai?,Como é que o Kai se sentiria depois?,útil,,útil,raivoso,irritação,irritado,feliz,glad,- Estou contente.,B
25753,A Skylar estava a olhar para a Jan enquanto bebia a garrafa.,"Skylar estava olhando para Jan, quando bebeu sua mamadeira, e Skylar envol",Skylar olhava para Jan enquanto ela bebia a garrafa.,Como você descreveria o Skylar?,Como descreveria o Skylar?,Como descreveria a Skylar?,empolgada para fazer a conexão, Físico para fazer a ligação,Estou entusiasmado por fazer a ligação,necessitado,necessite,necessitados,amando,afeto,amoroso,C
25754,Austin estava competindo com Taylor no wrestling.,Austin estava disputando com Taylor no jogo.,O Austin estava a competir com a Taylor em luta livre.,O que vai acontecer com Austin?,O que acontecerá com Austin?,O que vai acontecer ao Austin?,ser desqualificado,Desqualificação,ser desqualificado,ganhar o jogo,ganhar a partida,Ganha o jogo.,Seja ejetado,ejecção,Ejecutar,B
25755,"Cameron tinha entrado no salão para obter o seu cabelo estilo, então Skylar começou por lavar o cabelo.","Cameron entrou no salão para conseguir o estilo de cabelo, assim o Skylar começou lavando o","A Cameron tinha vindo ao salão para fazer o penteado, então a Skylar começou a lavar o cabelo.",Como você descreveria o Skylar?,Como descreveria o Skylar?,Como descreveria a Skylar?,Ansioso para obter o seu cabelo estilo,ânimo para conseguir o estilo de cabelo,ansiosos por fazer o penteado,Cuidando do cabelo de Cameron,cuidar dos cabelos de Cameron,A cuidar do cabelo da Cameron.,ansioso para obter o seu cabelo estilo,ansiedade em conseguir o estilo de cabelo,ansiosos por fazer o penteado,B
25756,Kai limpou as lágrimas de Sydney e tentou consertar a maquiagem de Sydney com um tecido.,Kai limpou as lágrimas de Sydney e tentou fixar a composição de Sydney com um tecido.,Kai limpou as lágrimas da Sydney e tentou maquilhar a Sydney com um lenço.,O que vai acontecer com Sydney?,O que acontecerá com Sydney?,O que vai acontecer com a Sydney?,Seja abraçado por Sasha,ser pressionado por Sasha,ser abraçado por Sasha,Cante uma canção boba,cantar uma canção de silly,Canta uma canção tola.,Decida levá-los para casa,decidir conduzi-los para casa,Decidi levar-os para casa.,A
25757,"Riley estava se sentindo triste, então todos os seus amigos vieram para animá-los.","Riley estava sentindo-se triste, assim todos os amigos passaram a congratular-","A Riley estava triste, por isso, todos os amigos vieram animá-las.",Como Riley se sentiria depois?,Como se sentiria Riley depois?,Como é que a Riley se sentiria depois?,Desprezado,não apreciada,não valorizado,Amado,amado,Amado,Solitário,sí,Solitário,B
25758,Kai comeu seu preenchimento durante a única refeição do dia.,Os Kai comiam seu preenchimento durante a única refeição do dia.,Kai comeu o suficiente durante a única refeição do dia.,Por que Kai fez isso?,Por que o Kai fez isso?,Porque é que o Kai fez isto?,Aliviar a fome,náusea,aliviar a fome,lavar pratos,lavar as placas,lavagem de pratos,escovar dentes e fio dental,escovação de dentes e fio,Escovar os dentes e usar fio dental,A
25759,Kai deixou sua mãe em casa e foi para o supermercado e lavanderia enquanto eles estavam se recuperando.,Kai deixou a mãe em casa e foi para a loja do mercaça e o lau,O Kai deixou a mãe em casa e foi à mercearia e lavanderia enquanto se recuperavam.,Por que Kai fez isso?,Por que o Kai fez isso?,Porque é que o Kai fez isto?,Afaste-se da mãe,afastar- se da mãe,afastem-se da mãe deles,Sair da casa,sair de casa,Saiam da casa.,Executar recados para sua mãe,run errands para a mãe,Fazer recados para a mãe deles.,C
25760,Cameron manteve Skylar ocupado para que eles pudessem trabalhar em um presente para sua família.,Cameron manteve o Skylar ocupado para que pudesse trabalhar com uma dádiva para a família.,A Cameron mantinha a Skylar ocupada para que pudessem trabalhar num presente para a família.,Como você descreveria Cameron?,Como descrever Cameron?,Como descreveria a Cameron?,irresponsáveis,responsabilidade,Irresponsável.,irritante,irritação,irritante,pensativo,ideação,atencioso,C
25761,Tracy pediu a Lee para dar-lhes uma pausa antes de empurrar para a frente na neve.,Tracy pediu que Lee lhes fizesse uma pausa antes de empurrar para a neve.,Tracy pediu ao Lee para dar-lhes uma pausa antes de avançar na neve.,Como Lee se sentiria como resultado?,Como Lee sentiria como resultado?,Como se sentiria Lee?,uma pessoa forte,uma pessoa forte,Uma pessoa forte.,Como sair de Tracy,como sair de Tracy,Como deixar a Tracy.,Como pressionar para frente,como pressionar para a frente,Como se estivesse a avançar,C
25762,Robin levou tudo o que ela queria e usou essas coisas para dar à caridade.,Robin tomou qualquer coisa que quisesse e usava aquela coisa para dar a caridade.,A Robin pegou tudo o que queria e usou isso para dar para caridade.,O que Robin vai querer fazer a seguir?,O que queremos por Robin?,O que vai querer fazer a seguir?,roubar os itens,cessão dos elementos,Roubar os itens.,Acumule os itens,Rejeito,- Esconde os itens.,ver a ajuda ajudar os outros,ver o auxílio de outros,ver a ajuda ajudar os outros,C
25763,Taylor melhorou a saúde do paciente tentando um novo método de tratamento.,Taylor melhorou a saúde do paciente tentando um novo método de tratamento.,Taylor melhorou a saúde do paciente tentando um novo método de tratamento.,Como Taylor se sentiria depois?,Como senti-lo-ia depois?,Como é que a Taylor se sentiria depois?,Sucesso depois,Após o sucesso,bem sucedido depois,Envergonhada depois,vergonha após,Envergonhado depois.,Lamentável depois,arrependidos depois,Lamento depois.,A
25764,Kendall compartilhou sua brilhante ideia com Addison durante o almoço.,Kendall compartilhava de sua brilhante ideia com Addison sobre o almoço.,A Kendall partilhou a sua ideia brilhante com a Addison durante o almoço.,Como você descreveria Addison?,Como descreveria Addison?,Como descreveria a Addison?,expandindo,expansão,expansão,Veja seus colegas terem sucesso,ver seus pares bem sucedidos,ver os seus pares terem sucesso,engenhoso,ingenuidade,engenhoso,B
25765,"Austin parecia bem, mas ele tinha a capacidade perigosa de influenciar os pensamentos das pessoas.","Austin parecia bom, mas tinha a perigosa capacidade de influenciar o pensamento das pessoas.","O Austin parecia estar bem, mas tinha a perigosa capacidade de influenciar os pensamentos das pessoas.",O que os outros vão querer fazer a seguir?,O que queremos?,O que os Outros vão querer fazer a seguir?,levar Austin em uma data,tomar Austin numa data,Leva o Austin a um encontro .,Faça o que Austin diz,faço o que Austin diz,Faz o que o Austin diz.,assassinato Austin,assassinato Austin,Homicídio Austin,B
25766,Alex vendeu um carro para um amigo para que eles pudessem comprar um novo console de jogos.,Alex vendeu um carro para um amigo para que pudesse comprar um novo console de jogo.,Alex vendeu um carro para um amigo para que eles pudessem comprar um novo console de jogos.,O que Alex vai querer fazer a seguir?,O que queremos com Alex?,O que é que o Alex vai querer fazer a seguir?,Limpe o carro,limpeza do carro,Limpe o carro.,Vender o console,venda do console,Venda o console.,obter o dinheiro,obter o dinheiro,- Vai buscar o dinheiro .,C
25767,Jan foi à loja comprar alguns legumes para o jantar no domingo.,Jan foi à loja para comprar alguns verduras para o jantar no domingo.,Jan foi à loja comprar alguns vegetais para o jantar no domingo.,Por que Jan fez isso?,Por que o Jan fez isso?,Porque é que o Jan fez isto?,cozinhar guisado,cook stew,guisado de cozinha,Trazer as compras para casa,trazer a casa de compra,trazer as compras para casa,Deixe as compras de lado,Coloque as compras,Guarda as compras .,A
25768,Kai foi para a casa de seus amigos e os fez ir a meio caminho para conhecê-la.,Kai foi para casa de amigos e fez com que eles se encontrassem na metade do caminho.,Kai foi à casa dos amigos e fez-os ir a meio caminho para a encontrar.,O que Kai vai querer fazer a seguir?,O que o Kai quer fazer em seguida?,O que vai o Kai querer fazer a seguir?,ter seus amigos vêm para sua casa,ter seus amigos chegados à casa dela,Que os amigos dela venham a casa dela.,Ir para a loja,ir à loja,Vai à loja,encontrar-se com seus amigos para um tempo divertido,reunir-se com seus amigos por um tempo de brincadeira,Encontrar-se com os amigos dela para se divertir,C
25769,"A equipe precisava ir em uma expedição de mergulho em águas profundas, e precisava de equipamentos. Taylor disse que ela poderia obtê-lo.","A equipe precisou ir em uma expedição de mergulho profundo em água, e precisou de equipamentos, Taylor",A equipa precisava de uma expedição de mergulho subaquático e precisava de equipamento.,O que Taylor precisa fazer antes disso?,O que é necessário para Taylor diante disso?,O que é que a Taylor precisa de fazer antes disto?,conversar com o líder da equipe para descobrir exatamente que equipamento era necessário,conversar com a equipe levou a descobrir exatamente quais artes eram necessárias para a realização do trabalho.,falar com o líder da equipa para descobrir exactamente que equipamento era necessário,ir às compras,compras,Vai às compras.,ir comprar snorkel,compra de esnorques,Vai comprar snorkels .,A
25770,Jan foi cuspida pelo trabalhador e ela deu-lhes um tapa na cara.,Jan ficou com a trabalhadora e ela tava na face.,A Jan foi cuspida pelo trabalhador e ela deu-lhes um tapa na cara.,O que vai acontecer com Jan?,O que acontecerá com Jan?,O que vai acontecer com Jan?,ter um novo amigo,ter um novo amigo,ter um novo amigo,Tornando-se mais irado,ficar mais irritado,Ficar mais zangado,ser feliz,ser feliz,Seja feliz.,B
25771,Ash sugeriu Bailey jogar um jogo depois da escola hoje em seu interruptor de nintendo.,Ash sugeriu que Bailey joga uma brincadeira após a escola hoje em seu turno de nintendo.,Ash sugeriu à Bailey que jogasse um jogo depois das aulas hoje no seu Nintendo Switch.,O que Ash precisa fazer antes disso?,O que é necessário para Ash antes disso?,O que é que o Ash precisa de fazer antes disto?,jogar o jogo,jogar o jogo,Jogue o jogo.,Necessário conhecer Bailey,Necessidade de conhecer Bailey,Precisava de saber Bailey,Necessário não saber o que são jogos,necessitou de não saber quais os jogos,Não precisava de saber o que são jogos.,B
25772,Riley teve problemas de raiva e decidiu obter ajuda para fazer uma mudança.,Riley tinha cólera e decidiu conseguir ajuda para fazer uma mudança.,Riley tinha problemas de raiva e decidiu pedir ajuda para mudar.,Como você descreveria Riley?,Como descreveria Riley?,Como descreveria a Riley?,descuidada,carlosidade,descuidado,auto-consciente,auto- ciente,autoconsciente,Fico feliz que eles finalmente foram buscar ajuda,ser feliz que eles finalmente tenham conseguido ajuda,Ficar feliz que eles finalmente foram buscar ajuda,B
25773,Jordan ficou parado e tentou se esconder de seu amigo.,Jordan permaneceu ainda e tentou esconder de seu amigo.,Jordan ficou quieto e tentou esconder-se do amigo.,Como Jordan se sentiria depois?,Como a Jordânia se sentiria depois?,Como se sentiria Jordan depois disso?,inteligente,smart,inteligente,Como se estivessem fazendo algo divertido,Como eles estão fazendo alguma coisa divertida,Como se estivessem a fazer algo divertido.,sneaky,estiramento,subtil,C
25774,Addison tem um papel amanhã e precisa estudar. Addison jogou videogames em vez disso.,"Adison tem papel amanhã e precisa estudar, e em vez disso, os videogame",A Addison tem um trabalho amanhã e precisa estudar.,Como você descreveria Addison?,Como descreveria Addison?,Como descreveria a Addison?,envergonhada,án,envergonhado,Não gosta de estudar,Não gosta de estudar,Não gosta de estudar,Gosta de estudar,ama estudar,gosta de estudar,B
25775,Carson trouxe Casey para dentro de sua casa.,Carson trouxe Casey para casa.,O Carson trouxe o Casey para dentro da casa dele.,O que Casey vai querer fazer a seguir?,O que queremos com Casey?,O que vai querer fazer o Casey a seguir?,mostrar Casey em torno da casa,Mostra Casey em torno de casa,Mostra o Casey por casa.,Assista a um filme com Casey,assistir um filme com Casey,Ver um filme com o Casey.,oferecer Casey um refresco,oferta de refresco de Casey,Ofereça um refresco ao Casey.,A
25776,Jan levou a irmã para o lago e todos foram nadar.,Jan levou a irmã para o lago e todos foram para um nado.,Jan levou a irmã ao lago e todos foram nadar.,O que Jan precisa fazer antes disso?,O que é necessário para Jan antes disso?,O que é que a Jan precisa de fazer antes disto?,Dirigir até o lago,a conduzir para o lago,conduzir até ao lago,comprar protetor solar,compra de filtro solar,comprar protetor solar,Coloque no protetor solar,acondicionado em bloco de sol,Coloque protetor solar,A
25777,Jordan convenceu seu amigo a votar porque ela queria influenciar a eleição.,"A Jordan convenceu a amiga a votar, pois queria influenciar a eleição.",A Jordan convenceu a amiga a votar porque ela queria influenciar a eleição.,Por que Jordan fez isso?,Por que a Jordânia fez isso?,Porque é que a Jordan fez isto?,Veja os resultados das eleições,assistir aos resultados eleitorais,Veja os resultados das eleições .,Celebrar a vitória dos seus candidatos preferidos,comemorar os seus candidatos preferenciais vitoriosos,Celebrar a vitória dos candidatos preferidos.,Contribuir para a sociedade,contribuir para a sociedade,contribuir para a sociedade,B
25778,Riley trabalhou duro em seu projeto para alcançar seu clímax.,Riley trabalhou muito em seu projeto para chegar ao seu clima pretendido.,O Riley trabalhou duro no projeto para chegar ao clímax.,O que vai acontecer com Riley?,O que acontecerá com Riley?,O que vai acontecer ao Riley?,ser infeliz que o seu feito,ser feliz que o tenha feito,Não sejas feliz por ter sido feito.,Seja triste com as pessoas,ser triste para as pessoas,ser triste com as pessoas,Seja muito feliz,ser muito feliz,ser muito feliz,C
25779,Sasha pediu ajuda a Lee e sua mãe e eles concordaram.,Sasha pediu ajuda a Lee e sua mãe e eles concordaram felizmente.,Sasha pediu ajuda ao Lee e à mãe dele e eles concordaram.,O que Lee vai querer fazer a seguir?,O que queremos Lee?,O que é que o Lee vai querer fazer a seguir?,Obrigado Lee e sua mãe e siga seus conselhos,agradecer a Lee e sua mãe e seguir os conselhos,Agradeça ao Lee e à mãe e siga os conselhos deles .,Dê assistência a seguir,dar assistência em seguida,Dê assistência a seguir,Cante uma canção ao lado,cantar uma canção em seguida,Canta uma canção a seguir.,B
25780,O Lee foi para casa do Casey para o deixar naquela noite.,Lee dirigiu para casa de Casey para desligar a noite.,O Lee foi até casa do Casey para o deixar naquela noite.,O que vai acontecer com Lee?,O que acontecerá com Lee?,O que vai acontecer ao Lee?,ela vai fazer amor para lee naquela noite,ela vai fazer amor a lee aquela noite.,Ela vai fazer amor com Lee naquela noite.,ele será calmo,ele será calmo,Ele vai ficar calmo .,ele vai ficar com raiva,náusea,Ele vai ficar zangado.,B
25781,Carson estava indo ao cinema para ver o último filme. Carson convidou a amiga de Bailey Addison também.,"Carson estava indo ao cinema para ver o filme mais recente, e Carson convidou o amigo","Carson ia ao cinema ver o último filme e convidou a amiga da Bailey, Addison.",O que acontecerá com Carson depois?,O que acontecerá com Carson depois?,O que vai acontecer ao Carson depois?,ser apreciado,ser apreciado,ser apreciado,deixado de fora,< < < < < < < < < ,Deixado de fora,ficar chateado,< < < < < < < < < ,ficar chateado.,A
25782,"Riley percebeu que o cabelo de seu cão estava começando a ficar acasalado e emaranhado, então ele marcou uma consulta com o groomer.",Riley percebeu que o cabelo de seu cão começou a ser acasalado e emaranha,"O Riley percebeu que o cabelo do cão estava a ficar emaranhado, por isso marcou uma consulta com o peluqueiro.",O que Riley precisa fazer antes disso?,O que é necessário para que Riley possa fazer antes disso?,O que é que a Riley precisa de fazer antes disto?,olhar para cima parques de cães on-line,placebo,Procure parques de cães online,fez isso para limpar o cão,fez-se isso para limpar o cão para cima,Fizeste isto para limpar o cão,encontrar o número de telefone do groomer,encontrar o número de telefone da enfermaria,Encontre o número de telefone do peluqueiro,C
25783,Kai quebrou o braço de Casey enquanto ele dirigia apressadamente para seu local de trabalho.,"Kai quebrou o braço de Casey, pois ele se dirigia com pressa em seu lugar de",O Kai partiu o braço do Casey quando ele ia apressado para o trabalho.,Como você descreveria Kai?,Como descreveria Kai?,Como descreveria o Kai?,ficar chateado,< < < < < < < < < ,ficar chateado.,Ficar bravo com Kai,ser louco na Índia,Ficar zangado com o Kai.,motorista descuidado,condutor de careles,motorista descuidado,C
25784,A Addison juntou todos os ingredientes para fazer o jantar para a amiga.,Addison reuniu todos os ingredientes para fazer o jantar para a amiga.,A Addison reuniu todos os ingredientes para fazer o jantar da amiga.,O que é que a Addison precisa de fazer antes disso?,O que é necessário para Addison?,O que é que a Addison precisa de fazer antes disto?,queria cozinhar uma deliciosa refeição,quis cozinhar uma refeição deliciosa,Queria cozinhar uma refeição deliciosa.,Compre os ingredientes,ad ad,Compre os ingredientes.,Fale sobre os ingredientes,"mencionados neste folheto, fale com o seu médico se está a tomar ou se teve uma",Falar sobre os ingredientes,B
25785,Bailey usou seu carisma para controlar a situação indisciplinada.,Bailey utilizou seu carisma para controlar a situação de desgovernança.,A Bailey usou o carisma para controlar a situação.,O que vai acontecer com Bailey?,O que acontecerá com Bailey?,O que vai acontecer com a Bailey?,ser satisfeito,estar satisfeito,estar satisfeito,ficar chateado,< < < < < < < < < ,ficar chateado.,inútil,inútil,inútil,A
25786,"Sydney passou a manhã toda pensando em como arrecadar dinheiro extra, ela estava precisando de dinheiro.","Sydney passou de manhã pensando em como aumentar dinheiro extra, estava precisando de dinheiro.","A Sydney passou a manhã toda a pensar em como arranjar dinheiro extra, ela precisava de dinheiro.",O que Sydney vai querer fazer a seguir?,O que queremos em seguida por Sydney?,O que é que a Sydney vai querer fazer a seguir?,comprar um home theater e assistir documentários,compra um teatro de casa e assiste documentários,Compre um cinema em casa e assista a documentários.,ir de férias,de férias,ir de férias,horas extras de trabalho em seu trabalho atual,trabalho no tempo livre em seu trabalho atual,trabalhar horas extras no seu emprego actual,C
25787,Ash pediu um hambúrguer para seu cão depois que ele chegou em casa do trabalho.,Ash ordenou um hambúrguer para o cão depois de chegar a casa de trabalho.,O Ash pediu um hambúrguer para o cão depois de chegar do trabalho.,O que Ash precisa fazer antes disso?,O que é necessário para Ash antes disso?,O que é que o Ash precisa de fazer antes disto?,Alimente seu cão,ração do cão,Alimenta o cão dele.,chamada para entrega,pedido de entrega,chamada de entrega,Alimentá-lo,ração,Alimenta-o .,B
25788,Alex atingiu o pico da montanha alta que poucas pessoas alcançam depois de escalar o dia todo.,Alex atingiu o pico da montanha alta que poucos alcançam após subir todo o dia.,Alex chegou ao topo da montanha alta que poucas pessoas chegam depois de escalar o dia todo.,Como você descreveria Alex?,Como descrever Alex?,Como descreveria o Alex?,como confiante,como,como confiante,Muito motivado,Muito motivado,Muito motivado.,como excitado,como excitado,tão excitado,B
25789,"Kai colocou um filme assustador e, para efeito, eles desligaram todas as luzes e sentaram-se no escuro para assisti-lo.","Kai colocou um filme assustador e, por isso, desligaram e sentaram todas",Kai colocou um filme de terror e para efeito eles apagaram todas as luzes e sentaram-se no escuro para vê-lo.,Como Kai vai se sentir?,Como o Kai vai se sentir?,Como vai sentir-se o Kai?,Como gritar,como gritar,Como gritos.,Entediado ao ver o filme,vergonhado de assistir o filme,Aborrecido por ver o filme.,empolgada para ver o filme,excitado para assistir o filme,Estou animado para ver o filme.,A
25790,"O Casey queria brincar de pólo aquático com os outros miúdos, mas eles ignoraram o Casey.","Casey queria jogar polo aquático com as outras crianças, mas ignoravam Casey.","O Casey queria jogar pólo aquático com os outros miúdos, mas eles ignoraram o Casey.",Como Casey se sentiria depois?,Como se sentiria Casey depois?,Como é que o Casey se sentiria depois?,Orgulhoso,Privale,orgulhoso,fácil ir,fácil de andar,É fácil.,Rejeitado,rejeição,rejeitado,C
25791,Remy também notou uma rachadura na parede que ninguém mais tinha.,Remy também observou uma fissura na parede que ninguém tinha.,O Remy também notou uma rachadura na parede que mais ninguém tinha.,Como você descreveria Remy?,Como descreveria a Remy?,Como descreveria o Remy?,cego,cego,cego,observante,observante,observador,desatentivo,desatenção,Desatento,B
25792,Ash era um psiquiatra especializado no tratamento de mulheres que tinham fobias.,Ash era psiquiatra especializado no tratamento de mulheres com fobia.,Ash era psiquiatra especializada em tratar mulheres que tinham fobias.,Como você descreveria Ash?,Como descreveria Ash?,Como descreveria o Ash?,um curandeiro,um cicatricial,um curador,Seguro de falar com ele,Segurança de falar com ele,Estou a salvo com a conversa com ele.,maligno,maligna,maligno,A
25793,Addison ficou tão comovida com os protestos apaixonados e decidiu participar da luta com o povo.,"Addison foi tão movido pelos protestos apaixonados, e decidiu participar da luta com as pessoas","Addison ficou tão comovido com os protestos apaixonados, e decidiu participar da luta com o povo.",Como você descreveria Addison?,Como descreveria Addison?,Como descreveria a Addison?,uma pessoa útil,uma pessoa útil,uma pessoa útil,uma pessoa rasa,uma pessoa suja,uma pessoa superficial,uma pessoa descuidada,uma pessoa que não tenha sido,uma pessoa descuidada,A
25794,"Jesse estava sendo intimidado em sua escola, então Casey deu Jesse treinamento em artes marciais.","Jesse estava sofrendo de bullying em sua escola, assim Casey deu formação de Jesse em","O Jesse estava a ser intimidado na escola, por isso o Casey deu a Jesse treino em artes marciais.",Como Casey se sentiria depois?,Como se sentiria Casey depois?,Como é que o Casey se sentiria depois?,triste,triste,triste,ajudar Jesse contra os valentões,Ajudar Jesse contra os agressores,Ajudar o Jesse contra os valentões.,útil,,útil,C
25795,Jordan tentou o seu melhor para conseguir o carro que eles realmente queriam comprar.,Jordan tentou obter o carro que realmente queria comprar.,Jordan fez o seu melhor para conseguir o carro que realmente queria comprar.,Por que Jordan fez isso?,Por que a Jordânia fez isso?,Porque é que a Jordan fez isto?,Dirigir um bom carro,conduzir um carro bonito,Conduzir um bom carro,Dirigir um carro ruim,conduzir um carro de mal-estar,conduzir um carro ruim,Seja pobre,ser fraco,ser pobre,A
25796,"Carson e Aubrey são amigos há muito tempo. Carson sempre teve medo de convidar Aubrey para sair em um encontro. Mas, hoje, Carson convidou Aubrey para jantar. Aubrey concordou em sair em um encontro.",Carson e Aubrey foram amigos há muito tempo. Carson tem sempre tido receio,"Carson e Aubrey são amigos há muito tempo, Carson sempre teve medo de convidar Aubrey para sair, mas hoje Carson convidou Aubrey para jantar, e Aubrey concordou.",Como você descreveria Carson?,Como descreveria Carson?,Como descreveria o Carson?,foi feliz Carson finalmente convidou-a para sair,foi feliz Carson finalmente lhe perguntou,Estava contente por o Carson finalmente a ter convidado para sair.,corajoso por enfrentar seus medos e convidar Aubrey para jantar,ânimo por enfrentar seus medos e pedir a Aubrey para jantar,Corajoso por enfrentar os seus medos e convidar o Aubrey para jantar.,extrovertido,outgoing,Outgoing,B
25797,"Addison sabe que um colega de trabalho está usando os mesmos sapatos velhos todos os dias, porque eles não podem pagar outro par. Addison compra-lhes dois pares como um presente.",Adicson sabe que o cotrabalhador está usando o mesmo calçado antigo todos,Addison sabe que um colega de trabalho usa os mesmos sapatos todos os dias porque não tem dinheiro para comprar outro par.,Como você descreveria Addison?,Como descreveria Addison?,Como descreveria a Addison?,pensativo,ideação,atencioso,Gratidão,gratidão,Agradecido,generoso,generoso,generoso,C
25798,Jordan seguiu uma dieta rigorosa e comeu apenas alimentos saudáveis.,Jordan fez dieta rigorosa e comeu apenas comida saudável.,Jordan seguiu uma dieta rigorosa e só comeu alimentos saudáveis.,O que vai acontecer com a Jordânia?,O que acontecerá com a Jordânia?,O que vai acontecer ao Jordan?,Abandone sua dieta,abandone a sua dieta,Abandonar a sua dieta,Trapaça na dieta,ração na dieta,Trair na dieta,perder peso,Peso perdido,perder peso,C
