,context_1,context_2,context_3,question_1,question_2,question_3,answerA_1,answerA_2,answerA_3,answerB_1,answerB_2,answerB_3,answerC_1,answerC_2,answerC_3,correct
21576,"O carro do Casey avariou-se, mas a mala estava lá dentro.","O carro de Casey quebrou, mas sua suitcase estava dentro, ela tinha que","O carro da Casey avariou-se, mas a mala dela estava lá dentro.",O que os outros vão querer fazer a seguir?,O que queremos?,O que os Outros vão querer fazer a seguir?,Ajude Casey a carregar suas coisas,Ajuda de Casey a carregar as suas coisas,Ajuda a Casey a carregar as coisas dela.,Tenha um carro defeituoso,ter um carrinho defeituoso,ter um carro defeituoso,Dirigir com a mala,conduza com a sua própria suitcase,Irem conduzir com a mala deles.,A
21577,A sobrinha de Aubrey estava na cidade e Aubrey levou Lee ao parque por um dia.,"A sobrinha de Aubrey estava na cidade, e a aubrey levava Lee para o","A sobrinha do Aubrey estava na cidade, e o Aubrey levou o Lee ao parque.",Como Aubrey se sentiria depois?,Como se sentiria Aubrey depois?,Como é que o Aubrey se sentiria depois?,Uma pessoa agradável,Uma pessoa bonita,Uma pessoa simpática.,Como se tivessem que sair mais,como se deve obter mais,Como se tivessem de sair mais .,Cansado de jogar o dia todo,Cansado de brincar durante todo o dia,Cansado de jogar o dia todo.,C
21578,Bailey derivou o benefício de Alex de um programa de bem-estar recém-projetado e implementado.,"Bailey obteve o benefício de Alex de um programa de assistência social, elaborado e implementado.",Bailey tirou o benefício de Alex de um programa de bem-estar recém-desenhado e implementado.,O que Alex vai querer fazer a seguir?,O que queremos com Alex?,O que é que o Alex vai querer fazer a seguir?,Inscrições para o novo programa de bem-estar,registo do novo programa de bem-estar,Registro para o novo programa de assistência social,Desistir do novo programa de bem-estar,optar pelo novo programa de bem-estar,optar por não participar no novo programa de assistência social,Peça desculpas ao Bailey,Pediá-lo a bailey,Peço desculpa à Bailey .,A
21579,Alex estava caminhando para casa de uma maneira que não tinha sido antes e se perdeu no caminho de casa.,Alex estava caminhando em casa uma maneira que não havia sido antes e perdeu-se no caminho,A Alex estava a ir para casa de uma maneira que eles nunca tinham ido antes e perdeu-se no caminho.,Como você descreveria Alex?,Como descrever Alex?,Como descreveria o Alex?,Como alguém que pensou no caminho para casa,Como alguém que pensou sobre a maneira de casa,Como alguém que pensou no caminho para casa,aliviado para encontrar um caminho para casa,. . . . . . . . . ,Aliviado por encontrar o caminho para casa.,perdido,Perdido,Perdido,C
21580,Addison jogou suas roupas velhas na água para se livrar dela.,Addison jogou sua roupa antiga para a água para se livrar dela.,A Addison jogou a roupa velha na água para se livrar dela.,O que é que a Addison precisa de fazer antes disso?,O que é necessário para Addison?,O que é que a Addison precisa de fazer antes disto?,comprar um cão,compra de um cão,comprar um cão,Alugar um snowboard,aluguer um painel de neve,alugar um snowboard,Ir para a água,ir à água,Vai à água.,C
21581,"A família de Taylor pediu que ela recebesse ajuda, então Taylor recebeu mais aconselhamento.","A família de Taylor a estimulou a receber ajuda, de modo que Taylor obteve mais","A família de Taylor pediu-lhe ajuda, por isso ela foi a mais aconselhamento.",O que os outros vão querer fazer a seguir?,O que queremos?,O que os Outros vão querer fazer a seguir?,tornar-se mais saudável,tornar-se mais saudável,tornar-se mais saudável,se esforçar mais,Ensaio físico mais apertado,Tenta mais .,Felicite Taylor por obter ajuda,parabéns Taylor por obter ajuda,Parabéns à Taylor por ter conseguido ajuda.,C
21582,Remy se ofereceu para ensinar Bailey a jogar para que ela pudesse ganhar em alguma coisa.,Remy ofereceu para ensinar Bailey a boubar para que pudesse ganhar alguma coisa.,O Remy ofereceu-se para ensinar a Bailey a jogar bowling para que ela ganhasse em algo.,O que Remy vai querer fazer a seguir?,O que queremos?,O que é que o Remy vai querer fazer a seguir?,ensinar Bailey golfe,ensinar a jogar o ouro de Bailey,Ensinar o Bailey a jogar golfe .,obter Bailey uma bola de boliche,chegue a Bailey uma bola de bowling,Dá à Bailey uma bola de bowling .,mostrar Bailey um beisebol,mostram Bailey um jogo de bola,Mostra ao Bailey um basebol.,B
21583,O bailey derivou o benefício de Alex de todo o trabalho que Alex fez no projeto.,bailey obteve o benefício do alex de todo o trabalho que o alex fez sobre o,A Bailey tirou o benefício da Alex de todo o trabalho que a Alex fez no projeto.,Como Alex se sentiria como resultado?,Como o Alex sentiria como resultado?,Como Alex se sentiria?,Orgulhoso de Bailey,orgulha de baile,orgulhoso da Bailey.,traído por bailey,traídos pelo bailey,Traído pela Bailey.,Confrontado com seus sentimentos,conflito com seus sentimentos,conflitante sobre seus sentimentos,B
21584,Addison foi chamada para o escritório do diretor sobre o que tinha acontecido. Addison explicou em detalhes a situação.,"Addison foi chamado para o escritório do diretor sobre o que já havia acontecido, explicado",Addison foi chamada para o escritório do diretor para lhe explicar o que tinha acontecido.,Como se sentiria a Addison depois?,Como senti-lo-ia depois?,Como se sentiria a Addison depois?,um valentão,um bullying,um valentão,um encrenqueiro,um responsável,um agitador,confiante,Confidente,confiante,C
21585,Riley conseguiu uma oportunidade de trabalho para Robin em uma nova loja que estava se abrindo.,Riley conseguiu ganhar uma oportunidade de trabalho em uma nova loja que estava abrindo.,A Riley arranjou uma oportunidade de emprego para a Robin numa nova loja que estava a abrir.,O que vai acontecer com Riley?,O que acontecerá com Riley?,O que vai acontecer ao Riley?,ser combatido,ser luta,ser combatido,Obrigado Riley,Agradecer a Riley,Obrigado Riley .,Agradecimentos,ser obrigado,ser grato,C
21586,"Quinn estava se sentindo doente, então ele decidiu não ir.","Quinn estava sentindo-se doente, então decidiu não ir.",O Quinn estava doente e decidiu não ir.,O que Quinn vai querer fazer a seguir?,O que queremos Quinn?,O que quer o Quinn fazer a seguir?,ir para a cama,ir ao leito,Vai para a cama.,Evite adoecer os outros,evite a doença de outros,evitar que outros se possam doer,Evite ficar mais doente,Evite ficar mais velho,evitar ficar mais doente,A
21587,"O Remy não queria que ninguém tivesse acesso à arma, por isso mantiveram-na trancada lá dentro.",Remy não queria que ninguém acesse a arma para que ela ficasse trancada dentro.,"O Remy não queria que ninguém tivesse acesso à arma, por isso, mantiveram-na trancada.",O que Remy precisa fazer antes disso?,O que é necessário fazer por Remy antes disso?,O que é que o Remy precisa de fazer antes disto?,Compre um cofre,Compra um seguro,Compra um cofre .,Comprar uma casa,Compra de uma casa,Compre uma casa.,Mostrar a arma,Descrição da arma,Mostra a arma .,A
21588,"Tracy ia ganhar um grande prêmio, mas deixou cair a bola e teve que se contentar com o segundo lugar.","Tracy ia ganhar um grande prêmio, mas caiu a bola e teve que se instalar em segundo lugar","Tracy ia ganhar um grande prêmio, mas perdeu a bola e teve que se contentar com o segundo lugar.",Porque é que a Tracy fez isto?,Por que o Tracy fez isso?,Porque é que a Tracy fez isto?,Preguiçosa,preguiça,preguiçoso,Aceite seu prêmio,aceitar o seu valor,aceitar o prémio dela,Orgulha-te,orgulha,orgulhoso,B
21589,Jesse reuniu seus filhos e enviou seus recibos de permissão para as escolas.,Jesse reuniu os filhos e enviou suas deslizes de permissão para as escolas.,A Jesse reuniu os filhos e enviou os documentos de autorização para as escolas.,Porque é que o Jesse fez isto?,Por que Jesse fez isso?,Porque é que o Jesse fez isto?,enviá-los para a escola a seguir,encaminhar para a escola em seguida,Envia-os para a escola .,Ele queria ter certeza de que as crianças estavam seguras.,quis garantir que as crianças estavam seguras,Queria ter a certeza que as crianças estavam seguras.,Confirmar que eles viraram os deslizamentos a seguir,confirmar que elas se tocaram nos deslizes a seguir,Confirme que eles entregaram os folhetos .,B
21590,Sasha mostrou à filha de Kai o seu novo cão.,"Sasha mostrou a filha do Kai, o cão novo, muito animado.",Sasha mostrou a filha do Kai o seu novo cão.,O que vai acontecer com Sasha?,O que acontecerá com Sasha?,O que vai acontecer com o Sasha?,Apresentar o cão para a filha de Kai,introdução do cão à filha do Kai,Apresente o cão à filha do Kai.,Brinque com o cão,lúdico com o cão,brincar com o cão,Mantenha o cão longe da filha de Kai,Manter o cão afastado da filha de Kai,Mantém o cão longe da filha do Kai.,B
21591,Aubrey trouxe um prato para compartilhar com todos.,Aubrey trouxe uma placa para compartilhar com todos.,A Aubrey trouxe um prato para partilhar com todos.,O que acontecerá com os outros?,O que acontecerá com os outros?,O que acontecerá aos Outros?,Amado,amado,Amado,Orgulha-te,orgulha,orgulhoso,Obrigado Aubrey por comprar a comida,Agradecimentos à Aubrey pela compra dos alimentos,Obrigado Aubrey por comprar a comida .,C
21592,Cameron ficou ao lado de Kendall porque eles eram amigos por um longo tempo.,"Cameron ficou de lado de Kendall, pois eram amigos há muito tempo.",Cameron ficou ao lado da Kendall porque eram amigos há muito tempo.,Como Cameron se sentiria depois?,Como se sentiria Cameron depois?,Como se sentiria a Cameron depois?,mal,mal,maldade,leal,,leal,traído,traído,traído.,B
21593,"A mãe de Sydney não conseguiu ir ao carnaval, então ela levou sua amiga para o carnaval.","A mãe de Sydney não conseguiu fazer isso para o carnaval, então ela levou a amiga para o","A mãe da Sydney não pôde ir ao carnaval, por isso levou a amiga para o carnaval.",O que acontecerá com os outros?,O que acontecerá com os outros?,O que acontecerá aos Outros?,Divirta-se com Sydney no carnaval,lúdico com Sydney no carnaval,Diverte-te com a Sydney no carnaval.,Gritar em Sydney,cheiro em Sydney,gritar com Sydney,Saudades da mãe,faltar a mãe,Sinto falta da mãe.,A
21594,"Depois de um favor, Casey ajudou Aubrey a formar sua própria administração.","Depois de um favor, Casey ajudou Aubrey a formar sua própria administração.","Depois de lhe dever um favor, o Casey ajudou o Aubrey a formar a sua própria administração.",Como Casey se sentiria depois?,Como se sentiria Casey depois?,Como é que o Casey se sentiria depois?,ptimo.,nice,- É bom.,útil depois de receber o favor,A utilização de um sistema de administração deve ser ajustada para evitar a possibilidade de uma situação,Ajudante depois de receber o favor.,útil depois de trabalhar com Aubrey,Auxílio após trabalhar com Aubrey,Ajudou-me muito depois de trabalhar com o Aubrey.,A
21595,"Na festa de férias do escritório, Tracy acidentalmente ficou bêbada e começou a gritar com um colega de trabalho com quem ela teve uma discussão no início daquela semana.","Na festa de férias, Tracy acidentalmente bebeu e começou a gritar em uma cotraba","Na festa de férias do escritório, Tracy se embebedou acidentalmente e começou a gritar com um colega de trabalho com quem tinha tido uma discussão no início da semana.",Como Tracy se sentiria depois?,Como o Tracy se sentiria depois?,Como se sentiria a Tracy depois?,não podia segurar seu licor,não foi possível manter o seu líquido,Não aguentavam a bebida .,Embaraçoso,Embaralhado,Envergonhado.,estava com raiva,náusea,Estava zangado.,B
21596,Bailey queria que seus pensamentos fossem conhecidos para que eles expressassem suas ideias.,Bailey queria que seus pensamentos fossem conhecidos para expressar suas ideias.,"O Bailey queria que soubessem o que pensavam, por isso expressaram as suas ideias.",Como os outros se sentiriam como resultado?,Como os outros se sentiriam como resultado?,Como se sentiriam os Outros?,feliz,glad,- Estou contente.,Bom que Bailey tinha pensamentos sobre o assunto,Bom que Bailey tenha pensado sobre o assunto,Ainda bem que a Bailey teve ideias sobre o assunto .,feliz,feliz,feliz,B
21597,"Depois de ouvir a multidão rir de suas piadas, Kai quoth outra piada.","Após ouvir o riso da multidão em suas brincadeiras, Kai quoth outra brincadeira.","Depois de ouvir a multidão rir de suas piadas, Kai cita outra piada.",Como você descreveria a personalidade de Kai?,Como descreveria a personalidade de Kai?,Como descreveria a personalidade do Kai?,uma pessoa má,uma pessoa média,Uma pessoa má.,Alguém que gosta de atenção,alguém que gosta de atenção,Alguém que gosta de atenção.,Eles têm boas piadas,eles têm boas brincadeiras,Eles têm boas piadas .,B
21598,Carson impediu Taylor de ir e pediu-lhe para jantar em seu lugar.,Carson impediu que Taylor entrasse em jantar e pediu que ele o jantarsse.,Carson impediu Taylor de ir e convidou-o para jantar.,O que Carson vai querer fazer a seguir?,O que queremos por Carson?,O que é que o Carson vai querer fazer a seguir?,Eu queria estar com Taylor,quis ser com Taylor,Queria estar com a Taylor.,cochilo,nã,cochilo,comer,Comida,comer,C
21599,Sydney tinha sido ansiosamente antecipando e planejando para a festa de aniversário surpresa. Sydney fez especial para ela porque era seu 50o aniversário.,Sydney já havia sido ansioso para antecipar e planejar a festa de aniversário da surpresa,"Sydney estava ansiosa e planejava a festa de aniversário surpresa, que foi especial para ela porque era o seu 50o aniversário.",Como você descreveria Sydney?,Como descreveria Sydney?,Como descreveria Sydney?,qualificados na gestão de eventos,Gestão de eventos,habilidoso em gestão de eventos,Não está interessado em basebol,Não interessada pelo basquete,Não estou interessado em basebol.,Ainda bem que fizeram bons planos de festa,a satisfação com o fato de terem realizado bons planos partidários,Ainda bem que fizeram bons planos de festa .,C
21600,"Aubrey tinha um veneno alimentar muito ruim, então Aubrey fez uma consulta médica.","Aubrey tinha uma intoxicidade alimentar muito ruim, pelo que Aubrey fez uma","A Aubrey tinha um veneno alimentar muito mau, por isso, Aubrey marcou uma consulta com o médico.",Como Aubrey se sentiria depois?,Como se sentiria Aubrey depois?,Como é que o Aubrey se sentiria depois?,Doente e inseguro,doentes e inseguros,Doente e inseguro,indisposição e necessidade,mal-estar e necessidade,Doente e necessitado,aliviado,alívio,- Desligado.,A
21601,Sydney surpreendeu o marido com umas férias para o seu aniversário.,Sydney surpreendeu o marido com férias por seu aniversário.,Sydney surpreendeu o marido com umas férias para o aniversário deles.,Como você descreveria Sydney?,Como descreveria Sydney?,Como descreveria Sydney?,Perturbado e vingativo,irritação e ventre,Infeliz e vingativo.,aliviado para ir de férias,Descontados para ir férias,Aliviado para ir de férias,pensativo e carinhoso,pensamento e cuidado,atencioso e atencioso,C
21602,Remy estava trabalhando duro e estudando a semana toda para o teste.,Remy estava trabalhando muito e estudando toda a semana para o teste .,O Remy estava a trabalhar duro e a estudar a semana toda para o teste .,Como você descreveria Remy?,Como descreveria a Remy?,Como descreveria o Remy?,uma pessoa preguiçosa,uma pessoa preguiça,uma pessoa preguiçosa,um trabalhador duro,um trabalhador duro,Um trabalhador duro.,Cansado disso,Cano de,Estou cansado disso.,B
21603,"Skylar emprestou a ferramenta de poder de Kai, mas a perdeu, quando ela disse a Kai que eles não estavam impressionados, pois esta era a sexta vez que Skylar emprestou e perdeu suas coisas.","Skylar emprestou a ferramenta de poder Kai, mas perdeu, quando contou que não se impressionava","Skylar pediu emprestado a ferramenta de energia de Kai, mas perdeu-a, quando ela disse a Kai que eles não estavam impressionados, pois esta era a sexta vez que Skylar pediu emprestado e perdeu suas coisas.",O que Kai vai querer fazer a seguir?,O que o Kai quer fazer em seguida?,O que vai o Kai querer fazer a seguir?,comprar a ferramenta de energia para Kai,compra da ferramenta de poder para Kai,Compre a ferramenta de energia para Kai.,roubar outra ferramenta de energia,furtar outra ferramenta de potência,Roubar outra ferramenta elétrica,Gritar em Skylar,prurido no Skylar,grita com a Skylar .,C
21604,Riley deu um tempo para Dan depois que ele trabalhou em um turno duplo.,Riley deu uma pausa após trabalhar em turno duplo.,A Riley deu uma folga ao Dan depois de ele trabalhar em turnos duplos.,O que Dan vai querer fazer a seguir?,O que queremos?,O que o Dan vai querer fazer a seguir?,necessário para chamar em um sub para Dan,Necessidade de recorrer a um sub-registo para o Dan,Precisava de chamar um sub para o Dan.,precisava de tempo para trabalhar o turno de Dan,Necessidade de tempo para trabalhar o turno de Dan,Precisava de tempo para trabalhar o turno do Dan.,Descanse por algum tempo,repouso durante a conjunção,Descanse um pouco .,C
21605,A Jan acertou nos detalhes e transmitiu-os ao resto da equipa dela.,Jan obteve os detalhes apenas certo e relayou-os para o restante de sua equipe.,Jan conseguiu os detalhes perfeitamente e transmitiu-os ao resto da equipa.,O que Jan vai querer fazer a seguir?,O que queremos Jan?,O que vai o Jan querer fazer a seguir?,ser compreendido,ser compreendido,ser entendido,ser incompreendido,ser mal compreendido,ser mal interpretado,Abster-se de compartilhar,abster- se de partilha,Abster-se de compartilhar,A
21606,Kai estava indo a uma festa e passou um tempo se preparando.,Kai ia para uma festa e ficava tempo pronto.,O Kai ia a uma festa e passou tempo a preparar-se.,Como Kai se sentiria depois?,Como se sentiria após o Kai?,Como é que o Kai se sentiria depois?,tarde,tardia,atrasado,Como se ela não quisesse ir,como ela não quis ir,Como se ela não quisesse ir.,bonita em seu vestido,pretinho no seu vestido,Ela é bonita no vestido.,C
21607,Kendall fez pouco em dicas no restaurante e precisava fazer mais dinheiro.,Kendall fez pouco de ponta no restaurante e precisava fazer mais dinheiro.,Kendall ganhava pouca gorjeta no restaurante e precisava de ganhar mais dinheiro.,O que Kendall vai querer fazer a seguir?,O que queremos por Kendall?,O que é que a Kendall vai querer fazer a seguir?,necessário para descobrir quem está contratando,necessitou de descobrir quem é a contratação,Precisava de saber quem está a contratar.,conseguir um emprego diferente,obter um trabalho diferente,arranja outro emprego.,roubar as gorjetas dos outros,furtar as pontas dos outros,roubar gorjetas dos outros.,A
21608,Casey esperou pacientemente em uma longa fila sem incomodar ninguém.,Casey esperava em uma linha longa de paciente sem perturbar ninguém.,Casey esperou em uma longa fila pacientemente sem perturbar ninguém.,Como você descreveria Casey?,Como descreveria Casey?,Como descreveria o Casey?,Paciente,< 1/ 10/ 000,paciente,boisterous,esbranquiçada,ruidosos,rude,rude,Desagradável,A
21609,"Sydney tentou beijar Taylor, embora ela tenha deixado claro que não queria ser beijada.","Sydney tentou beijar Taylor, embora tenha deixado claro que não queria ser beijada.","A Sydney tentou beijar a Taylor, apesar de ela ter deixado claro que não queria ser beijada.",Como Taylor se sentiria como resultado?,Como seria que Taylor sentisse como resultado?,Como se sentiria Taylor?,raivoso,irritação,irritado,Um ator impulsivo,um ator impulsivo,Um ator impulsivo.,feliz,feliz,feliz,A
21610,Bailey nunca perdeu o gato que tinha por 10 anos depois que ele morreu.,Bailey nunca perdeu o gato que tinha há 10 anos após o óbito.,A Bailey nunca sentiu falta do gato que tinham durante 10 anos depois de ele morrer.,Como você descreveria Bailey?,Como descreveria Bailey?,Como descreveria a Bailey?,Não uma pessoa animal,Não ser uma pessoa animal,Não é uma pessoa animal,livre,,livre,Adora todos os animais de estimação,ama todos os animais de companhia,Ama todos os animais de estimação.,A
21611,"Mesmo que Quinn quisesse completar o projeto sozinho, Quinn exigiu o esforço de Alex para completar seu trabalho.","Embora Quinn quisesse completar o projeto sozinho, Quinn necessitou de esforço de Alex","Mesmo que Quinn quisesse completar o projeto sozinho, Quinn exigiu o esforço de Alex para completar o trabalho deles.",Como Quinn se sentiria depois?,Como se sentiria Quinn depois?,Como se sentiria o Quinn depois?,Melhore suas habilidades individuais,melhorar as suas habilidades individuais,melhorar as suas habilidades individuais,Como Alex deixá-lo alcançar seus objetivos individuais,Como Alex o deixou atingir seus objetivos individuais,Como o Alex deixou-o alcançar os seus objetivos individuais,muito útil,Muito útil,Muito útil.,B
21612,Quinn finalmente encontrou seu filhote perdido que fugiu na semana passada.,Quinn finalmente encontrou o filho perdido que desapareceu na última semana.,O Quinn finalmente encontrou o filhote perdido que fugiu na semana passada.,Como Quinn se sentiria depois?,Como se sentiria Quinn depois?,Como se sentiria o Quinn depois?,excitado,excitação,excitado,muito excitado,Muito excitado,Muito excitado.,muito aliviado,Muito alívio,Muito aliviado.,C
21613,Jesse estava indo em uma viagem e eles dirigiram por horas para chegar lá.,Jesse estava indo em viagem e eles tinham direção por horas para chegar lá.,O Jesse ia fazer uma viagem e eles tinham andado horas a conduzir para lá chegar.,O que Jesse precisa fazer antes disso?,O que é necessário para Jesse antes disso?,O que é que o Jesse precisa de fazer antes disto?,foi feliz,foi feliz,Era feliz.,Sair para uma viagem,licença para uma viagem,sair para uma viagem,foi excitado,foi excitado,Estava excitado.,B
21614,Lee foi e falou com a senhora que estava chorando.,Lee foi e falou com a senhora que chorava.,Lee foi falar com a senhora que estava chorando.,Como Lee se sentiria depois?,Como Lee sentiria depois?,Como é que o Lee se sentiria depois?,beligerante,< < < < < < < < < ,beligerante,Compassivo,compassivo,Compassivo,irritada,irritação,irritado,B
21615,Jan guardou o dinheiro do Quinn antes que alguém o visse.,Jan colocou o dinheiro de Quinn antes que qualquer um pudesse ver.,A Jan guardou o dinheiro do Quinn antes que alguém pudesse vê-lo.,Por que Jan fez isso?,Por que o Jan fez isso?,Porque é que o Jan fez isto?,tem o dinheiro,ter o dinheiro,- Tenho o dinheiro .,Ocultá-lo,ocultar,Esconde-o.,show off,Ajuste,mostrar-se,B
21616,"Robin estava esperando Addison para responder às perguntas, então Addison produziu uma resposta para Robin.","Robin estava esperando que Addison respondesse às perguntas, assim Addison produziu resposta para","Robin estava à espera que a Addison respondesse às perguntas, por isso a Addison produziu uma resposta para a Robin.",Como você descreveria Addison?,Como descreveria Addison?,Como descreveria a Addison?,Atempado em fazer as coisas,oportunamente no fazer as coisas,ser oportuno em fazer as coisas,com pressa,prurido,De pressa.,em um rush,riz,A correr,A
21617,"Bailey fez Austin inimigo irritado, jogando socos para eles e gritando.",Bailey fez com que Austin se objetivesse a raiva jogando socos e gritando.,"Bailey irritou os inimigos de Austin, dando-lhes socos e gritando.",O que vai acontecer com Austin?,O que acontecerá com Austin?,O que vai acontecer ao Austin?,entrar em um argumento,au,entrar em uma discussão,entrar em uma luta,entrar numa luta,entrar em uma luta,deprimido,depressão,Deprimido,B
21618,Ash cumpriu o pedido de Jesse porque eles queriam ter certeza de que eles entendiam.,"Ash cumpriu a solicitação de Jesse, pois queria garantir que entendesse.",Ash obedeceu ao pedido do Jesse porque queriam ter a certeza de que eles o entenderiam.,Como Ash se sentiria depois?,Como se sentiria Ash depois?,Como é que o Ash se sentiria depois?,muito justo,Muito,Muito justo.,feliz,feliz,feliz,irritada,irritação,irritado,A
21619,Riley ajudou Bailey e deu-lhes um começo com um emprego.,Riley ajudou Bailey e deu início com um emprego.,A Riley ajudou a Bailey e deu-lhes um emprego.,Porque é que a Riley fez isto?,Por que o Riley fez isso?,Porque é que a Riley fez isto?,Fale sobre eles,falar sobre eles,Falem sobre eles.,Então eles podem fazer bem,Então eles podem bem,Para que possam fazer bem,Queria uma promoção,quis uma promoção,Queria uma promoção .,B
21620,Sydney se separou ao nascer de seu irmão gêmeo em 1990.,Sydney se separou ao nascer do seu gêmeo em 1990.,Sydney foi separada do seu gémeo em 1990.,O que Sydney precisa fazer antes disso?,O que é necessário para Sydney antes disso?,O que é que a Sydney precisa de fazer antes disto?,Estar no estômago de sua mãe,Seja no estômago da mãe,Estar no estômago da mãe dela,Recuse-se a sair,Recusa de saída,Recusou-se a sair.,fez isso sem saber,fez isso sem saber,Fizeste isto sem saberes,C
21621,Austin queria que Kendall cortasse o cabelo para que ela se sentisse mais fria no verão.,Austin queria que Kendall tirasse o cabelo para que se sentisse mais frio no,O Austin queria que a Kendall cortasse o cabelo para que se sentisse mais fresca no verão.,Como Austin se sentiria depois?,Como se sentiria Austin depois?,Como é que o Austin se sentiria depois?,feliz com isso,feliz com isso,Estou feliz com isso.,ruim agora,má agora,Agora está mau.,frio agora,frio agora,Está frio agora.,A
21622,"Em uma viagem para a praia, Sasha salvou a vida do menino quando ela estava nadando na água.",Em viagem à praia Sasha salvou a vida do menino quando estava nado na água.,"Numa viagem à praia, Sasha salvou a vida do rapaz quando ela estava a nadar na água.",O que Sasha vai querer fazer a seguir?,O que queremos com Sasha?,O que é que o Sasha vai querer fazer a seguir?,Obrigado Sasha por sua ajuda,Agradecer a Sasha pela ajuda,Agradeço à Sasha pela ajuda.,chamar 911,ligação 911,Chame o 112 .,Continue a nadar,continuar nado,Continua a nadar.,B
21623,"Addison estava adiando muitas tarefas, mas Jesse motivou Addison a começar e colocar Addison em movimento.","Addison já havia realizado muitas tarefas, mas Jesse motivou Addison a iniciar e","Addison estava adiando muitas tarefas, mas Jesse motivou Addison a começar e pôs Addison em movimento.",Como você descreveria Jesse?,Como descrever Jesse?,Como descreveria o Jesse?,excessivamente optimista,Muito otimista,Excessivamente otimista,mandona e imponente,bossa e imposição,Mandona e imponente.,Um amigo encorajador,um amigo encorajador,Um amigo encorajador.,C
21624,Lee levantou e liderou exércitos. Eles são um bom líder.,"Lee criou e lidera forças, são bons líderes.",Lee criou e lidera exércitos.,O que Lee precisa fazer antes disso?,O que Lee precisa fazer antes disso?,O que é que o Lee precisa de fazer antes disto?,ficar sem classificação,án,Não se classifique,ficar classificado,riz án,- Não .,Conquistar seus inimigos,conquistar seus inimigos,vencer os seus inimigos,C
21625,Austin alcançou seus objetivos antes do prazo mensal em sua empresa.,Austin atingiu seus objetivos antes do prazo mensal em sua empresa.,Austin alcançou suas metas antes do prazo mensal na empresa.,O que Austin precisa fazer antes disso?,O que é necessário para Austin antes disso?,O que é que o Austin precisa de fazer antes disto?,Seja recompensado,receber recompensa,ser recompensado,Seja agradecido,agradecer,- Não .,Mantenha-se focado,permanência focalizada,Fica focado .,C
21626,Cameron deu a Austin algum tempo para pensar se ele quer continuar com seu relacionamento.,Cameron deu a oportunidade de pensar em Austin sobre se ele quer continuar com sua relação.,Cameron deu tempo ao Austin para pensar se ele quer continuar com a relação.,O que Austin vai querer fazer a seguir?,O que queremos por Austin?,O que é que o Austin vai querer fazer a seguir?,Fique sozinho e pense,ficar sozinho e pensar,Fica sozinho e pensa .,fazer Austin muse sobre sua opção,fazer a muse de Austin sobre sua opção,Fazer com que Austin pense na sua opção,Passar mais tempo com Cameron,despender mais tempo com Cameron,passar mais tempo com a Cameron.,A
21627,"O trânsito da hora do rush foi ainda pior do que o habitual, então Casey chegou em casa tarde.","O tráfego de hora de Rush foi pior do que o usual, então Casey chegou a casa","O trânsito na hora do rush era pior do que o habitual, por isso o Casey chegou tarde a casa.",Como você descreveria Casey?,Como descreveria Casey?,Como descreveria o Casey?,foi frustrado,foi frustrado,estava frustrado,Era preguiçoso,estava preguiça,Era preguiçoso.,Cansado de estar em casa,estava cansado de estar em casa,Estava cansado de estar em casa.,A
21628,Austin ensinou Alex a ler o que o ajudou a se sentir mais confiante na escola.,Austin ensinou Alex a ler o que o ajudou a sentir mais confiante na escola.,"Austin ensinou Alex a ler, o que o ajudou a se sentir mais confiante na escola.",Como Alex se sentiria como resultado?,Como o Alex sentiria como resultado?,Como Alex se sentiria?,cuidado por,-,Cuidado,Um bom mentor,um bom mentor,Um bom mentor.,muito irritado,Muito irritada,Muito irritado.,A
21629,"O Riley queria ser cruel, por isso empurrou os dedos do Casey para o engarrafamento da porta.","riley queria ser cruel, assim ele pressionava os dedos da casey no japão","O Riley queria ser cruel, por isso enfiou os dedos do Casey no engarrafamento da porta.",Porque é que a Riley fez isto?,Por que o Riley fez isso?,Porque é que a Riley fez isto?,Peça desculpas ao Casey,Apologize to Casey,Peça desculpa ao Casey .,ser duro,ser sístole,ser duro,Sejam simpáticos.,ser bom,Sê simpático .,B
21630,Sydney tinha um dente doce monstro e decidiu comer alguns donuts.,Sydney possuía um dente doce de monster e decidiu comer algumas donutas.,A Sydney gostava de doces e decidiu comer uns donuts.,O que Sydney vai querer fazer a seguir?,O que queremos em seguida por Sydney?,O que é que a Sydney vai querer fazer a seguir?,comprar donuts,compra de donuts,comprar donuts,Beba um pouco de leite,beber um pouco de leite,bebe um pouco de leite,Beba um pouco de cerveja,beber alguma cerveja,Beba uma cerveja.,B
21631,Quinn usou sua telepatia para transmitir seus pensamentos para seus gêmeos em todo o país.,Quinn utilizou sua telepatia para transmitir seus pensamentos ao seu gêmeo em todo o país.,Quinn usou a telepatia para transmitir os pensamentos ao gémeo por todo o país.,Como você descreveria Quinn?,Como descreveria Quinn?,Como descreveria o Quinn?,um telepata fraco,défice de telepath,um telepata fraco.,um telepata capaz,uma telepath capaz,Um telepata capaz.,Um telepata impotente,um telepath impotente,Um telepata impotente.,B
