,context_1,context_2,context_3,question_1,question_2,question_3,answerA_1,answerA_2,answerA_3,answerB_1,answerB_2,answerB_3,answerC_1,answerC_2,answerC_3,correct
16568,"Kendall ganhou a medalha de ouro na pista e no campo, mesmo que ela não fosse boa.","Kendall ganhou o prêmio de ouro na pista e no campo, embora não fosse bom.","Kendall ganhou a medalha de ouro em atletismo, apesar de não ser boa.",Como os outros se sentiriam como resultado?,Como os outros se sentiriam como resultado?,Como se sentiriam os Outros?,Orgulha-te,orgulha,orgulhoso,feliz,feliz,feliz,raivoso,irritação,irritado,C
16569,Remy cheirava engraçado porque eles correram por horas.,Remi se sentia feliz porque brincavam por horas.,O Remy cheirava estranho porque eles correm durante horas.,Como Remy se sentiria depois?,Como se sentiria depois de Remy?,Como é que o Remy se sentiria depois?,que eles precisavam jogar as roupas fora,que precisavam jogar as roupas,que precisavam de jogar fora as roupas,que eles precisavam lavar suas roupas,que precisavam lavar as roupas,que precisavam de lavar as roupas.,Eles precisavam evitar tomar um banho,necessitaram evitar tomar banho,Eles precisavam evitar tomar banho,B
16570,"Robin teve más experiências com seus próprios médicos, então ela viu o médico de Remy.","robin teve experiências ruins com seus próprios médicos, de modo que viu o médico de re","A Robin teve más experiências com os médicos dela, por isso foi ao médico do Remy.",O que Robin precisa fazer antes disso?,O que é necessário para Robin antes disso?,O que é que a Robin precisa de fazer antes disto?,Odeie o médico de Remy,o ódio do médico de remessa,Odeio o médico do Remy.,Odeia Remy,ódio,Odeio o Remy.,quer ir ao médico de Remy,quer ir ao médico de rem,Quero ir ao médico do Remy.,C
16571,Kai pediu aos pais de Addison mais um dia para pagar o aluguel.,Kai pediu aos pais de Addison mais um dia para pagar a renda.,O Kai pediu aos pais da Addison mais um dia para pagar a renda.,O que Kai vai querer fazer a seguir?,O que o Kai quer fazer em seguida?,O que vai o Kai querer fazer a seguir?,Recusar-se a seguir,ser recusada em seguida,ser recusado em seguida,ser oferecido mais um dia,ser oferecido outro dia seguinte,Ser oferecido outro dia no dia seguinte,Seja severo,ser escolóide,Seja severo.,B
16572,Ash deixou seu amigo entrar. O amigo tinha planejado visitar.,"Ash deixou o amigo dentro, o amigo planejou visitar.",O Ash deixou entrar o amigo que tinha planeado visitar-nos.,Por que Ash fez isso?,Por que o Ash fez isso?,Porque é que o Ash fez isto?,Gostou de manter a chave para si mesmo,gostava de manter a chave para si,gostava de manter a chave para si,Queria estar com seu amigo,quis ser com a amiga,Queria estar com o amigo deles.,Ofereça um drinque ao seu amigo,ofereça uma bebida ao seu amigo,oferecer um copo ao seu amigo,B
16573,Carson quer jogar power ball lottery. Carson adicionou seu número favorito à lista.,"Carson quer jogar bola de força, e acrescentou o seu número preferido para a lista.",O Carson quer jogar na lotaria de bolas de poder.,O que Carson vai querer fazer a seguir?,O que queremos por Carson?,O que é que o Carson vai querer fazer a seguir?,Envie outros para a loja,enviar os outros para a loja,Envia outros para a loja.,Deixe os outros pagarem pelos bilhetes de loteria,ou outros pagarem pelos bilhetes de sorteio,Deixe que outros paguem os bilhetes da loteria .,Pagar os bilhetes de loteria,pagamento pelos bilhetes de lote,Pagar os bilhetes da lotaria,C
16574,"Cameron ficou perdido na floresta por dias, mas finalmente, com um pouco de sorte, eles conseguiram encontrar uma saída.","Cameron foi perdido nas madeiras por dias, mas por fim com uma sorte que conseguiram encontrar um","Cameron ficou perdido na floresta durante dias, mas finalmente, com um pouco de sorte, conseguiram encontrar uma saída.",O que Cameron vai querer fazer a seguir?,O que queremos por Cameron?,O que é que a Cameron vai querer fazer a seguir?,Camerson vai para casa,Camerson vai para casa,O Camerson vai para casa.,Ir para a floresta,ir para a madeira,Vai para a floresta.,Não entre em contato com a família,não contactar a família,Não contactar a família,A
16575,Jesse levou seu encontro para um bar que era conhecido por servir os melhores hambúrgueres da cidade.,Jesse chegou a uma barra que era conhecida por servir aos melhores habitats da cidade.,O Jesse levou o seu encontro a um bar que era conhecido por servir os melhores hambúrgueres da cidade.,Como seria a data como resultado?,Como seria a data sentida como resultado?,Como é que o encontro se sentiria?,Enfurecido com a data,         ,Enfurecido pela data,interesse na data,juros na data,Interesse pela data,Insultado com a data,insultado até à data,Insultado pela data,B
16576,Jordan estava inquieto com seu cão rosnando e manteve-o a uma distância segura.,A Jordan estava inquietada com o crescimento do cão e a mantinha a uma distância segura,Jordan estava desconfortável com o ronco do seu cão e manteve-o a uma distância segura.,Como os outros se sentiriam como resultado?,Como os outros se sentiriam como resultado?,Como se sentiriam os Outros?,Preocupado com a Jordânia,preocupado com a Jordânia,Preocupado com o Jordan.,Como acariciar o cão,como a petição do cão,Como acariciar o cão.,Felizes pela Jordânia,feliz pela Jordânia,Estou feliz pelo Jordan.,A
16577,Austin empacotou seu carro com bagagem para estar preparado para a viagem no dia seguinte.,Austin embalou o carro com bagagem para ser preparado para a viagem no dia seguinte.,Austin encheu seu carro de bagagem para estar pronto para a viagem no dia seguinte.,Como você descreveria Austin?,Como descreveria Austin?,Como descreveria o Austin?,uma pessoa preguiçosa,uma pessoa preguiça,uma pessoa preguiçosa,uma pessoa meticulosa,uma pessoa meticulosa,uma pessoa meticulosa,Muito feliz por sua viagem,muito feliz com sua viagem,Muito feliz pela sua viagem.,B
16578,Cães Skylars correram por todo o campo tendo um grande momento.,"Cães-cachos voaram em todo o campo, com grande tempo.",Os cães da Skylar correram pelo campo a divertirem-se.,Como Skylar se sentiria depois?,Como senti-lo-ia depois?,Como é que a Skylar se sentiria depois?,feliz seus gatos se divertiram,feliz os gatos dela terem sido divertidos,Felizes os gatos se divertiram.,desgastado por sentar-se,> 1/ 10,Desgastado por estar sentado,feliz seus cães se divertiram,feliz os cães que tinham divertido,Felizes os cães dela se divertiram.,C
16579,Skylar estava tentando ser útil e melhorou a compreensão de Tracy da equação matemática muito difícil.,Skylar tentou ser útil e melhorou o entendimento de Tracy sobre a equação matemática muito difícil.,A Skylar estava a tentar ajudar e a melhorar a compreensão da Tracy da equação matemática muito difícil.,O que a Skylar precisa fazer antes disso?,O que o Skylar precisa fazer antes disso?,O que é que a Skylar precisa de fazer antes disto?,fazer Tracy flunk,flunk,Fazer a Tracy falhar.,fazer Tracy falhar,Falhar Tracy,Fazer com que a Tracy falhe.,Ajude Tracy a passar na aula,Ajuda Tracy a passar pela aula,Ajudar Tracy a passar na aula,C
16580,Remy teve alguns dias fora do trabalho e decidiu vir visitar Jan.,Remy tinha poucos dias de trabalho e decidiu vir a visitar Jan.,O Remy teve uns dias de folga e decidiu visitar o Jan.,O que vai acontecer com Remy?,O que vai acontecer com a Remy?,O que vai acontecer ao Remy?,Reúna-se com Jan,Reunido com Jan,Reunir-me com Jan,ela vai visitar com Remy,visitará Remy,Ela vai visitar-me com o Remy.,Gritar com Jan,cheiro em Janeiro,gritar com Jan.,A
16581,"Kendall era uma atleta incrível, então ela conseguiu a medalha de ouro na pista e no campo.",kendall foi uma atleta surpreendente para que ela conseguisse o ouro na pista e no campo.,"A Kendall era uma atleta fantástica, por isso ganhou a medalha de ouro em atletismo.",Como Kendall se sentiria depois?,Como se sentiria Kendall depois?,Como se sentiria a Kendall depois?,Incompetentes,incompetente,incompetente,competente,competente,competente,não qualificados,não,não qualificados,B
16582,Robin começou a escola com seu amigo e os apreciavam as novas aulas.,Robin iniciou a escola com a amiga e gostou das novas aulas.,A Robin começou a escola com a amiga e gostaram das novas aulas.,O que Robin precisa fazer antes disso?,O que é necessário para Robin antes disso?,O que é que a Robin precisa de fazer antes disto?,Ir para a escola antes disso,skip school antes,Esqueça a escola antes disto.,Faça um amigo primeiro,faça um amigo primeiro,Faça um amigo primeiro.,Conheça alguns grandes novos professores,reuniu alguns dos grandes professores novos,Conheci uns ótimos professores novos.,B
16583,Robin salvou o anel de Skylar quando o encontrou sentado na pia.,Robin salvou o anel de Skylar quando o encontrou sentado na pia.,A Robin salvou o anel da Skylar quando o encontrou na pia.,Como Robin se sentiria depois?,Como se sentiria Robin depois?,Como é que a Robin se sentiria depois?,Desconheça depois,ignorância após,sem saber depois.,Perturbado depois,tonturas após,- Desagradável depois.,Aftewards úteis,Aposentado,útil para a frente,C
16584,Carson queria relaxar um pouco depois do trabalho. Carson bebeu uma cerveja para se acalmar.,"Carson queria relaxar um pouco depois de trabalhar, e o cara bebe uma cerveja para se",O Carson queria relaxar um pouco depois do trabalho.,O que Carson vai querer fazer a seguir?,O que queremos por Carson?,O que é que o Carson vai querer fazer a seguir?,assistir TV,assistir TV,Ver televisão,cozinhar o jantar,jantar de cozinha,Cozinhar o jantar.,Deite-se na cama,deitado no leito,Deita-te na cama.,A
16585,Sydney sempre passava muito tempo com seus amigos e familiares.,Sydney sempre passaria muito tempo com seus amigos e familiares.,Sydney passava muito tempo com os amigos e a família.,Como você descreveria Sydney?,Como descreveria Sydney?,Como descreveria Sydney?,Incerteza de que ela gosta de sua família,não ter certeza que gosta da família,Não sei se gosta da família.,Alguém que gosta de ser social,alguém que gosta de ser social,Alguém que gosta de ser social,uma pessoa reclusa,uma pessoa reclusiva,uma pessoa solitária,B
16586,"Casey sabia o que Kendall ia dizer, então ele foi em frente e terminou a sentença de Kendall.",casey sabia o que kendall ia dizer assim ele ia para frente e terminava a,"O Casey sabia o que a Kendall ia dizer, por isso completou a frase da Kendall.",Como Casey se sentiria depois?,Como se sentiria Casey depois?,Como é que o Casey se sentiria depois?,presunçoso,presumível,presunçoso,tenso,escalço,tenso,normal,normal,Normal,A
16587,Tracy queria uma chance de ganhar o prêmio. Tracy colocou seu nome no chapéu.,Tracy queria uma chance de ganhar o prêmio e Tracy colocou o nome no chapéu.,A Tracy queria uma hipótese de ganhar o prémio.,Porque é que a Tracy fez isto?,Por que o Tracy fez isso?,Porque é que a Tracy fez isto?,Mantenha os dedos cruzados,manter os dedos cruzados,mantêm os dedos cruzados,Queria ganhar,quis vencer,Queria ganhar.,Queria perder,quis perder,Queria perder.,B
16588,Skylar levou Riley para alguma ação.,Skylar tomou Riley para alguma ação.,A Skylar levou a Riley para a ação.,Como Skylar se sentiria depois?,Como senti-lo-ia depois?,Como é que a Skylar se sentiria depois?,skylar tomar uma maçã,skylar toma uma maçã,"Skylar, pega numa maçã.",levou Riley para alguma ação,tomou Riley para alguma acção,Levou o Riley para a acção.,skylar tomar uma bola,skylar toma uma bola,"Skylar , pega numa bola .",B
16589,Kai estava no zoológico e viu o animal de perto.,Kai estava no zoológico e viu o animal fechado.,O Kai estava no zoológico e viu o animal de perto.,O que Kai precisa fazer antes disso?,O que o Kai precisa fazer antes disso?,O que é que o Kai precisa de fazer antes disto?,Saiba mais sobre o animal,aprender mais sobre o animal,Aprenda mais sobre o animal,em,A,em,Tire uma foto do animal,Tome uma imagem do animal,Tirar uma foto do animal,A
16590,"Depois da escola, Casey conheceu o amigo em um bar para que pudessem estudar juntos para a final.","Após a escola, Casey conheceu o amigo em um bar para que pudessem estudar para o final","Depois da escola, o Casey conheceu a amiga num bar para que pudessem estudar juntos para o exame final.",Porque é que o Casey fez isto?,Por que o Casey?,Porque fez o Casey isto?,goof em torno de com um amigo,náuseas,brincar com um amigo,Beba alguns drinques e vá embora,tem algumas bebidas e folhas.,Bebam um copo e vão-se embora .,Certifique-se de que eles sabiam suas coisas,assegurem que conhecem as suas coisas,Certifique-se que eles sabem o que fazem.,C
16591,"Uma vez que eles tinham que estar em casa às seis para encontrar sua família para o jantar, Lee caminhou para sua casa.","Como tinham que ficar em casa por seis para atender a sua família para o jantar, Lee caminho","Visto que tinham de estar em casa às seis para jantar com a família, Lee foi a pé até casa deles.",Como Lee se sentiria depois?,Como Lee sentiria depois?,Como é que o Lee se sentiria depois?,Exaustos e inseguros sobre o jantar,esgotado e inseguro em relação ao jantar,exausto e inseguro sobre o jantar,otimista e interessado em almoçar,batimentos rápidos e interessados em ter o almoço,Optimas e interessadas em almoçar.,"relaxado e ansioso para um bom jantar,","relaxado e em perspectiva de um jantar bonito,","relaxado e ansioso por um bom jantar,",C
16592,Lee aprendeu a tricotar como um hobby e queria vender seus produtos.,Lee aprendeu a fazer uma barba e queria vender seus bens.,Lee aprendeu a tricotar como hobby e queria vender seus produtos.,O que vai acontecer com Lee?,O que acontecerá com Lee?,O que vai acontecer ao Lee?,Vender o seu tricô,venda de vestuário,Vender o seu tricô,tricotar mais coisas,mais coisas,Tecer mais coisas.,obter ideias,ideação,- Não .,A
16593,"Lee dependia do transporte público, então estava procurando trabalho perto de casa.",Lee era reluente ao transporte público e procurava trabalhar perto de casa.,Lee era dependente de transporte público e estava à procura de trabalho perto de casa.,Porque é que o Lee fez isto?,Por que Lee fez isso?,Porque é que o Lee fez isto?,Evite ter um carro,Evite ter um carro,evitar ter um carro,Conduzir para o trabalho,atrelado ao trabalho,conduzir para o trabalho,Tenha uma comunidade curta,têm uma pequena colónia,ter uma pequena comuna,C
16594,Bailey efetivamente tratou a doença rara em pacientes e curou-os da doença anteriormente fatal.,Bailey tratou efetivamente a doença rara em pacientes e curaram-se da doença previamente fatal.,Bailey tratou eficazmente a doença rara em pacientes e curou-os da doença anteriormente fatal.,Como os pacientes se sentiriam como resultado?,Como os pacientes se sentiriam como resultado?,Como se sentiriam os pacientes?,Apreciação de Bailey,apreciação de Bailey,Agradeço o Bailey.,Irritado com Bailey,ânimo em Bailey,zangado com a Bailey.,Ainda bem que os pacientes são melhores,Glad os pacientes são melhores,Ainda bem que os pacientes estão melhor.,A
16595,"Vendo que Taylor estava se sentindo perdida e sozinha, Tracy salvou a alma de Taylor.","Ver que Taylor estava se sentindo perdido e sozinho, Tracy salvou a alma de Taylor.","Vendo que Taylor se sentia perdida e sozinha, Tracy salvou a alma dela.",Como Taylor se sentiria como resultado?,Como seria que Taylor sentisse como resultado?,Como se sentiria Taylor?,espiritualmente doente,espiritualmente doentes,doente espiritualmente,Vindicado e amado,vindicada e querida,Vindicado e amado,Revivido de um fardo,revivida de um encargo,"""Revivido de um fardo""",B
16596,Sasha tentou duramente em seu teste e obteve uma boa nota nele.,Sasha tentou durar o teste e obteve um bom grau nele.,Sasha tentou muito no teste e teve uma boa nota.,O que os outros vão querer fazer a seguir?,O que queremos?,O que os Outros vão querer fazer a seguir?,obter boas notas também,obter também bons graus,Também tenho boas notas.,Sair da escola,abandono escolar,desistir da escola,Torne-se preguiçoso,tornar- se preguiça,tornam-se preguiçosos,A
16597,"A família de Quinn sempre quis vir ver Quinn na escola, Quinn continuou adiando sua visita para preparar uma surpresa.","A família de Quinn sempre quis passar para ver Quinn na escola, Quinn manteve a","A família do Quinn sempre quis vir ver o Quinn na escola, o Quinn adiou a visita para lhes preparar uma surpresa.",O que Quinn vai querer fazer a seguir?,O que queremos Quinn?,O que quer o Quinn fazer a seguir?,convidar os pais quando ele não estava muito ocupado com estudos,convidar os pais quando ele não estava muito ocupado com os estudos,convida os pais quando ele não está muito ocupado com estudos,Fujam quando chegarem,correr quando chegam,fugiram quando chegaram.,definir uma data,a data,Marque uma data,C
16598,Riley ficou ao redor e conversou com todos os seus amigos do lado de fora.,Riley ficou em torno e conversava com todos os amigos fora.,A Riley estava lá fora a falar com as amigas.,Como Sydney se sentiria como resultado?,Como senti-lo-ia em consequência?,Como Sydney se sentiria?,feliz,glad,- Estou contente.,Preguiçosa,preguiça,preguiçoso,entediada,prurido,Aborrecido.,A
16599,Kai respondeu a batida na porta usando apenas suas roupas íntimas.,Kai respondeu o chute na porta com apenas o dedo.,Kai respondeu à batida na porta usando apenas a roupa interior.,Como você descreveria Tracy?,Como descreveria Tracy?,Como descreveria a Tracy?,timo sobre isso,aplicável a este tipo de medicamento,Tudo bem .,Chocado,choque,chocado,Eles foram rudemente interrompidos,foram interrompidos de forma abrupta,Eles foram rudemente interrompidos .,B
16600,"Quinn estava visitando a cidade, então Riley os levou até o prédio mais alto para ter uma vista.","Quinn visitava a cidade, e Riley os levava até o edifício mais alto para conseguir","Quinn estava de visita na cidade, por isso a Riley levou-os ao edifício mais alto para verem a vista.",Porque é que a Riley fez isto?,Por que o Riley fez isso?,Porque é que a Riley fez isto?,Queria ser um bom amigo,quis ser um bom amigo,Queria ser um bom amigo.,mostrar Quinn o horizonte,mostram Quinn o skyline,Mostra ao Quinn o horizonte .,Queria ficar sozinho,quis ficar sozinho,Queria ficar sozinho.,B
16601,Carson derivou seus poderes do consentimento do grupo maior que confiava em Carson.,Carson derivava seus poderes a partir do consentimento do grupo maior que confiava Carson.,Carson derivou seus poderes do consentimento do grupo maior que confiava em Carson.,Como os outros se sentiriam como resultado?,Como os outros se sentiriam como resultado?,Como se sentiriam os Outros?,em perigo,em perigo,em perigo,em boas mãos,em boas mãos,Em boas mãos.,em perigo,em risco,em perigo,B
16602,Alex tirou um coelho de um chapéu para seu truque de mágica final.,Alex retirou um coelho de um chapéu para o seu truque mágico final.,Alex tirou um coelho de um chapéu para o seu último truque de magia.,Como o público se sentiria como resultado?,Como o público se sentiria como resultado?,Como se sentiria o público?,agradavelmente surpreendido,surpresas,Surpreendida .,Como se fosse um ato ruim,como foi um ato ruim,Como se fosse um mau ato.,Como se fosse um mágico,como são médicos,Como se fossem um mago.,A
16603,Sydney sobreviveu à infância e finalmente atingiu a puberdade.,"Sydney sobreviveu à infância e, finalmente, atingiu a púbere em crescimento.",Sydney sobreviveu à infância e finalmente chegou à puberdade.,Por que Sydney fez isso?,Por que o Sydney?,Porque é que a Sydney fez isto?,Queria viver a vida,quis viver a vida,Queria viver a vida,Seja saudável antes disso,ser saudável antes deste,Fica saudável antes disto.,Crescer antes disso,riz,crescer antes disto,A
16604,Aubrey ficou de olho nas coisas de Ash quando ele estava longe da cidade.,Aubrey guardava um olho para as coisas de Ash quando estava afastado da cidade.,O Aubrey vigiava as coisas do Ash quando ele estava fora da cidade.,O que Ash vai querer fazer a seguir?,O que queremos por Ash?,O que é que o Ash vai querer fazer a seguir?,Obrigado Aubrey,Agradecimentos à Aubrey,"Obrigado , Aubrey .",ajudar Ash para fora,Ajuda Ash out,Ajuda o Ash a sair .,Reclamação sobre Aubrey,Queixa de Aubrey,Reclama-te do Aubrey .,A
16605,Sasha ligou para Quinn e disse-lhe onde eles precisariam se encontrar.,Sasha chamou Quinn e lhe contou onde precisariam se reunir.,A Sasha ligou para a Quinn e disse-lhe onde se deviam encontrar.,Como Quinn se sentiria como resultado?,Como senti-lo-ia Quinn?,Como se sentiria o Quinn?,Solitário,sí,Solitário,Negado,Negação,Recusado,Pressionado,pressão,pressão,C
16606,Bailey tinha trabalhado muito duro para a competição. Bailey ganhou o primeiro lugar.,"Bailey trabalhou muito difícil para a competição, Bailey ganhou primeiro lugar.",Bailey tinha trabalhado muito para a competição.,Como Bailey se sentiria depois?,Como Bailey se sentiria depois?,Como é que a Bailey se sentiria depois?,emocionado,prurido,- Estou entusiasmado.,raivoso,irritação,irritado,envergonhada,án,envergonhado,A
16607,Robin viu Taylor o tempo todo e perguntou se ele gostaria de carona.,Robin viu Taylor o tempo todo e perguntou se gostaria de se acarretar.,A Robin via o Taylor o tempo todo e perguntou se ele queria ir de carro.,O que vai acontecer com Robin?,O que acontecerá com Robin?,O que vai acontecer ao Robin?,Caminhando com Taylor,caminhada com Taylor,"- Não, não.",Receba uma resposta de Taylor,receber uma resposta de Taylor,Receber uma resposta de Taylor,Exercício com Taylor,exercício com Taylor,Exercício com Taylor,B
16608,"Depois de ser tropeçado no grande jogo de futebol, Kendall não atendeu as chamadas de Tracy.","Após a partida de futebol de grande porte, Kendall não responde aos chamados de Tracy.","Depois de ter tropeçado no grande jogo de futebol, Kendall não atendeu as chamadas da Tracy.",O que vai acontecer com Kendall?,O que acontecerá com Kendall?,O que vai acontecer com a Kendall?,Parar de praticar esportes,parar de jogar esportes,Deixe de praticar esportes,Maquiagem com Tracy,constituíram-se com Tracy,Fazer as pazes com a Tracy .,jogar em um jogo de futebol,jogar em um jogo de futebol,jogar num jogo de futebol,B
16609,Kendall disse a seus filhos que ela não queria ir à Disneyland naquele ano.,Kendall contou aos filhos que não ia para a Disneylândia naquele ano.,Kendall disse aos filhos que não queria ir à Disneyland naquele ano.,Como você descreveria Kendall?,Como descrever Kendall?,Como descreveria a Kendall?,muito ocupado,Muito,Muito ocupado.,irritado e louco,raiva e loucura,zangado e louco,Como um mau pai,como um mau parental,Como um mau pai.,A
16610,Quinn mudou os lençóis duas vezes e os lençóis pareciam os melhores que já foram.,Quinn alterou as folhas duas vezes e as folhas olharam o melhor que elas já foram,Quinn mudou os lençóis duas vezes e os lençóis pareciam-se com o melhor que já estiveram.,Como os outros se sentiriam como resultado?,Como os outros se sentiriam como resultado?,Como se sentiriam os Outros?,Orgulhoso agora,orgulha,orgulhoso agora,preguiçoso agora,preguiça agora,Agora é preguiçoso.,"Cansado, mas satisfeito",Cansado mas satisfeito,cansado mas contente,A
16611,Carson contou à irmã de Cameron sobre o segredo de Cameron.,Carson contou a irmã de Cameron sobre o segredo de Cameron.,Carson contou à irmã da Cameron sobre o segredo da Cameron.,O que vai acontecer com Carson?,O que acontecerá com Carson?,O que vai acontecer ao Carson?,Compartilhe o segredo,partilhar o segredo,Compartilhe o segredo.,culpado,culpa,culpado,Aprenda o segredo,aprender o segredo,Aprenda o segredo.,B
16612,Addison sempre seguiu o código em seu trabalho e incentiva os outros a fazer o mesmo.,Addison sempre seguiu o código no seu trabalho e incentiva os outros a fazer o mesmo.,Addison sempre seguiu o código no seu trabalho e encoraja os outros a fazer o mesmo.,Porque é que a Addison fez isto?,Por que o Addison fez isso?,Porque é que a Addison fez isto?,Seja rebaixado um dia,ser desencadeado um dia,Ser degradado um dia,Aprenda a seguir o código,aprender a seguir o código,Aprenda a seguir o código,Seja útil para a empresa,ser útil para a empresa,Ser útil para a empresa,C
16613,"Lee chegou a tempo, eles foram capazes de jantar com sua família.","Lee chegou ao momento, eles podiam comer jantar com a família.","O Lee chegou a tempo, e eles puderam jantar com a família.",O que Lee vai querer fazer a seguir?,O que queremos Lee?,O que é que o Lee vai querer fazer a seguir?,Cozinhar a comida,cozir os alimentos,cozinhar a comida,falar sobre o dia,falante sobre o dia,Falem do dia.,Corrigir sua dor de fome,a dor de fome,curar a dor da fome dele,B
16614,Aubrey tem ficado fora tarde e trabalhando muito ultimamente e não está se sentindo bem.,Aubrey tem vindo a sair de tarde e a trabalhar muito de tarde e não está a,A Aubrey tem estado a ficar até tarde e a trabalhar demasiado ultimamente e não se sente bem.,Como você descreveria Aubrey?,Como descreveria Aubrey?,Como descreveria o Aubrey?,imprudência,inaparente,imprudente,letárgico e doente,letárgico e mal-estar,letargico e doente,Esgotado e mal-humorado,exaustão e crum,exausto e miserável.,A
16615,Quinn encheu o peito com ar respirando profundamente.,"Quinn preencheva o tórax com ar, respirando profundamente.",Quinn encheu o peito com ar respirando fundo.,O que Quinn vai querer fazer a seguir?,O que queremos Quinn?,O que quer o Quinn fazer a seguir?,Respire rapidamente,respirar rapidamente,Exala rapidamente,Respire com a capacidade pulmonar completa,respiração com capacidade pulmonar total,respirar com a capacidade pulmonar total,Acalme-se respirando devagar e de forma constante,calar- se com uma respiração lenta e de forma constante,acalmar-se respirando devagar e de forma constante,A
16616,O Jesse falou com o Casey sobre tudo o que eles queriam.,"Jesse falou com Casey sobre qualquer coisa que quisesse, hoje falavam sobre política.",O Jesse falou com o Casey sobre tudo o que eles queriam.,Como você descreveria Jesse?,Como descrever Jesse?,Como descreveria o Jesse?,um amigo falante,um amigo,"Um amigo falante,",um paciente pároco,uma pessoa doente,Um pastor paciente.,um animal falante,um animal,um animal falante,A
16617,Cameron teve uma reunião com seu grupo para um projeto.,Cameron teve uma reunião com seu grupo para um projeto.,O Cameron teve uma reunião com o grupo para um projeto.,O que Cameron precisa fazer antes disso?,O que é necessário para Cameron diante disso?,O que é que a Cameron precisa de fazer antes disto?,Ouça as ideias de todos,ouvi-las,ouvir as ideias de todos,Faça um plano,elaborar um plano,Faça um plano,montar o grupo antes de fazer o plano,a montagem do grupo antes de fazer o plano,Reúna o grupo antes de fazer o plano,C
16618,Quinn deu a Sydney uma educação pessoal em finanças e como a economia funcionava.,Quinn deu a Sydney uma educação pessoal em finanças e a maneira como a economia funcionava.,Quinn deu a Sydney uma educação pessoal em finanças e no funcionamento da economia.,Como você descreveria Quinn?,Como descreveria Quinn?,Como descreveria o Quinn?,útil,,útil,Eles sabiam muito,eles conheciam muito,Eles sabiam muito .,rico,ricos,rico,A
16619,"Querendo ser como os outros que tinham, Kendall comprou um.","Querr ser assim os outros que tiveram, Kendall comprou.","Querendo ser como os outros que tinham, Kendall comprou um.",Como Kendall se sentiria depois?,Como se sentiria Kendall depois?,Como se sentiria a Kendall depois?,materialista,materialista,materialista,empobrecida,Empobrece,empobrecido,ptimo.,boa,- É bom.,C
16620,Aubrey tornou-se um sucesso depois que ela trabalhou duro no grande projeto.,Aubrey se tornou sucesso após trabalhar muito no projeto grande.,A Aubrey tornou-se um sucesso depois de trabalhar duro no grande projeto.,O que Aubrey precisa fazer antes disso?,O que é necessário para o Aubrey?,O que é que o Aubrey precisa de fazer antes disto?,fazer um bom trabalho,fazer um bom trabalho,Faça um bom trabalho.,Falhar no trabalho,falha no trabalho,falhar no trabalho,Queria ter uma promoção,quis obter uma promoção,Queria uma promoção .,A
16621,"Carson foi bom em encontrar novas soluções, e Carson resolveu o enigma de uma maneira nova.","Carson foi bom para encontrar novas soluções, e Carson resolveu o impasse de uma maneira inédita","Carson era bom em encontrar novas soluções, e Carson resolveu o enigma de uma forma inovadora.",Que tipo de pessoa é Carson?,Que tipo de pessoa é o Carson?,Que tipo de pessoa é o Carson?,Ruim em encontrar soluções,mal em encontrar soluções,Mal em encontrar soluções,bom em resolver quebra-cabeças,bom para a resolução de quebra-cabeças,bom a resolver quebra-cabeças,Uma pessoa idiota,uma pessoa idiota,Uma pessoa idiota.,B
16622,"Jan foi duro com o carro de Bailey dirigindo-o como um piloto e, como resultado, explodiu o motor.","Jan estava em contato com o carro de Bailey dirigindo-o como um raceador e,","Jan foi duro com o carro do Bailey, dirigindo como um piloto e, como resultado, explodiu o motor.",Como Jan se sentiria depois?,Como se sentiria Jan depois?,Como se sentiria Jan depois?,trapaceado,-,enganado,como fazê-lo novamente,como novamente,Como fazer de novo,Apologética,Apologetic,Desculpem-me .,C
16623,Aubrey tem macieira de Bailey para crescer e dar um monte de frutas.,Aubrey ganhou a macieira de Bailey para crescer e suportar muito fruto.,A Aubrey fez a macieira da Bailey crescer e dar muitos frutos.,O que vai acontecer com Bailey?,O que acontecerá com Bailey?,O que vai acontecer com a Bailey?,fazer marmelada,riz marmalade,Faça marmelada,fazer tortas de maçã,fazer torta de maçã,Fazer tartes de maçã,desfrutar de frutas,gozo os frutos,Desfrute de frutas,C
16624,Sydney e Ash admiravam-se mutuamente.,Sydney e Ash se admiraram mutuamente.,Sydney e Ash admiravam-se mutuamente.,Como se sentiria Sydney depois?,Como senti-lo-ia depois?,Como é que a Sydney se sentiria depois?,ignorado,ignorado,ignorado,Fora do loop,fora da alça,fora do ciclo,Apreciado,Apreciated,Agradecido,C
16625,Jesse contou a Lee uma história para manter sua mente longe de suas preocupações.,Jesse contou uma história para manter a mente de seus preocupados.,Jesse contou uma história para Lee não pensar nas suas preocupações.,Como você descreveria Jesse?,Como descrever Jesse?,Como descreveria o Jesse?,egoísta,esclerite,egoísta,desprevenido,Desconhecido,desconhecido,pensativo,ideação,atencioso,C
