,context_1,context_2,context_3,question_1,question_2,question_3,answerA_1,answerA_2,answerA_3,answerB_1,answerB_2,answerB_3,answerC_1,answerC_2,answerC_3,correct
548,A Skylar queria um emprego depois da escola. A Skylar tomou conhecimento das oportunidades listadas no quadro de trabalho.,Skylar queria obter um trabalho escolar e Skylar percebeu as oportunidades listadas no quadro de trabalho,A Skylar queria um emprego depois da escola e avisou-se das oportunidades listadas no boletim de emprego.,Por que Skylar fez isso?,Por que o Skylar fez isso?,Porque é que a Skylar fez isto?,Queria ter responsabilidade,quis ter responsabilidade,Queria ter responsabilidades.,Copie as informações de contato para trabalhos listados no quadro de trabalhos,cópia de informações de contacto para os trabalhos enumerados no quadro de trabalho,copiar as informações de contato para os empregos listados no quadro de emprego,apresentar candidaturas de emprego,submissão de pedidos de trabalho,apresentar candidaturas de emprego,B
549,Addison colocou as ideias de corte de custos de Kendall em ação.,Addison colocou em ação as ideias de corte de custos de Kendall.,A Addison pôs em prática as ideias de redução de custos da Kendall.,O que vai acontecer com Addison?,O que acontecerá com Addison?,O que vai acontecer com a Addison?,kendall será agradecido,kendall será obrigado,Kendall vai agradecer-lhe .,Seja promovido,promoção,ser promovido,Perder o seu emprego,Perder o seu emprego,perder o emprego,B
550,Quinn atendeu às necessidades de negócios do cliente após um longo dia.,Quinn atendeu às necessidades de negócio do cliente após um longo dia.,Quinn atendeu às necessidades de negócios do cliente depois de um longo dia.,Como Quinn se sentiria depois?,Como se sentiria Quinn depois?,Como se sentiria o Quinn depois?,Perturbado,tonturas,desanimado,útil,,útil,Desiludido,decepção,Desiludido.,B
551,Sydney colocou o telefone de Remy onde ele poderia alcançá-lo quando sua perna estava quebrada.,Sydney colocou o telefone de Remy onde ele poderia chegar quando sua perna estava quebrada.,A Sydney colocou o telemóvel do Remy onde ele podia alcançá-lo quando a perna dele se partiu.,Por que Sydney fez isso?,Por que o Sydney?,Porque é que a Sydney fez isto?,fez isso para ser egoísta,fez com que isso fosse esquecimento,Fizeste isto por egoísmo.,fez isso para ser útil,o ad este facto foi aconselhável para a redução da,Fiz isto para ser útil.,pegar seu telefone,agarrar o seu fone,Agarra no telemóvel dele.,B
552,Quinn achou difícil ajudar Robin quando Robin estava tendo muitos problemas no trabalho.,Quinn encontrou dificuldade em ajudar Robin quando Robin estava tendo muita dificuldade no trabalho.,Quinn achou difícil ajudar Robin quando ela estava tendo muitos problemas no trabalho.,O que é que o Quinn precisa de fazer antes disto?,O que é que Quinn precisa fazer antes disso?,O que é que o Quinn precisa de fazer antes disto?,Saiba como resolver problemas,Saber resolver os problemas,saber resolver problemas,Evite falar com Robin,Evite falar com Robin,Evite falar com a Robin.,Peça desculpas a Robin,Pedidos a Robin,Peça desculpa à Robin .,A
553,Robin estava indo bem no escritório e transformou seu trabalho no início. Skylar chamou Robin para o escritório.,Robin estava fazendo bem o seu trabalho no escritório e fez com que o Skylar fosse chamado de,A Robin estava a ir bem no escritório e desligaram o trabalho mais cedo.,Como você descreveria Skylar como uma pessoa?,Como descreveria o Skylar como pessoa?,Como descreveria a Skylar como pessoa?,feliz com o trabalho,feliz com o trabalho,Feliz com o trabalho.,um gerente,um gestor,um gerente,trabalho preguiçoso,Trabalho preguiça,Trabalhando preguiçoso,B
554,Taylor fez a casa de Ash completa com a doação de pinturas e móveis.,Taylor fez com que a casa de Ash completasse com a doação de pinturas e de mobiliário.,Taylor completou a casa de Ash com a doação de pinturas e móveis.,O que Taylor vai querer fazer a seguir?,O que queremos por Taylor?,O que é que a Taylor vai querer fazer a seguir?,suporte Ash,Apoio Ash,apoio Ash,aceitar agradecimentos,aceitar o agradecimento,Aceita os agradecimentos.,Ajudar Ash,Ajuda Ash,Ajuda Ash.,B
555,"O Jesse continuou a praticar basquetebol, eles queriam entrar na NBA um dia.","Jesse mantinha a prática de basquete, queriam fazê-la no basquete um dia.",O Jesse continuava a treinar basquetebol e eles queriam entrar na NBA um dia.,O que Jesse vai querer fazer a seguir?,O que Jesse quer fazer em seguida?,O que é que o Jesse vai querer fazer a seguir?,Queria jogar na NBA,quis jogar no basquete,Queria jogar na NBA.,Pratique mais,prática mais,Pratique mais,não levar vídeos,não tome vídeos,Não tires vídeos.,B
556,Aubrey tirou a namorada da escola para que eles pudessem ir ao parque e balançar.,Aubrey tirou a namorada da escola para ir ao parque e ao balanço.,O Aubrey arranjou a namorada da escola para irem ao parque e balançar.,O que Aubrey vai querer fazer a seguir?,O que queremos com Aubrey?,O que é que o Aubrey vai querer fazer a seguir?,Ir para os balanços,Ir às oscilações,Vai para os balanços .,Voltar para casa,Voltar para casa,Volta para casa.,Vire-se e perca-se,Rode e perca,Vira-te e desaparece.,A
557,Nathan estava se candidatando à escola de enfermagem e pediu a Lee uma carta de recomendação.,Nathan estava aplicando a escola de enfermagem e solicitou a Lee uma carta de recomendação.,O Nathan estava a candidatar-se à escola de enfermagem e pediu à Lee uma carta de recomendação.,O que Nathan precisava fazer antes disso?,O que o Nathan precisou de fazer antes disso?,O que Nathan precisava fazer antes disso?,Acabar de ir para a faculdade de medicina,terminar indo para a faculdade de medicina,Acabar de ir para a faculdade de medicina,indiferente & cuidar muito pouco,indiferente e cuidados muito pouco,indiferente e muito pouco atencioso,fazer um bom trabalho para Lee para impressioná-los,fazer bons trabalhos para Lee para impressioná-los,Faça um bom trabalho para Lee impressioná-los .,C
558,Jordan manteve o lugar de Sydney na fila enquanto ela ia ao banheiro.,Jordan manteve o local de Sydney na linha enquanto ela foi ao banheiro.,A Jordan manteve a casa da Sydney em ordem enquanto ela ia à casa de banho.,Como você descreveria a Jordânia?,Como descreveria a Jordânia?,Como descreveria o Jordan?,inútil,inútil,inútil,egoísta,esclerite,egoísta,capaz,riz,Capaz de,C
559,"Depois de passar toda a sua carreira no ensino médio tentando, Kai finalmente fez o rolo de honra durante o primeiro semestre do último ano.","Após passar toda a carreira no ensino médio, Kai finalmente fez honra durante o primeiro semestre do ensino","Depois de passar toda a carreira no liceu a tentar, Kai finalmente fez o papel de honra durante o primeiro semestre do último ano.",O que Kai precisa fazer antes disso?,O que o Kai precisa fazer antes disso?,O que é que o Kai precisa de fazer antes disto?,completar três anos de ensino médio,completos três anos do ensino médio,Ter concluído três anos de ensino secundário,ser reconhecido por seu desempenho acadêmico,ser reconhecido para sua atuação acadêmica,ser reconhecido pelo seu desempenho académico,get straight A's durante o primeiro ano,obter o A's em linha durante o primeiro ano,Obter notas altas no primeiro ano,C
560,Riley jogava damas todos os dias com sua avó.,Riley jogava todos os dias com o avô.,O Riley jogava dáma todos os dias com a avó.,Porque é que a Riley fez isto?,Por que o Riley fez isso?,Porque é que a Riley fez isto?,Seja bom em damas,obter bons resultados nos verificadores,Tornar-se bom em damas,Evite sua família,evitar a família dele,E evitar a família dele.,perder,Perda,Perder,A
561,Taylor ligou para a mãe de Lee para falar sobre o que Lee fez.,Taylor chamou a mãe de Lee para falar sobre o que Lee fez.,A Taylor ligou para a mãe do Lee para falar do que ele fez.,Como Lee se sentiria como resultado?,Como Lee sentiria como resultado?,Como se sentiria Lee?,nervoso,nervosismo,nervoso,presunçoso e informado,ic,- Simpatia e informação.,Satisfeito e iluminado,satisfeito e esclarecido,Satisfeito e iluminado,A
562,"Os jovens do bairro de Alex estavam protestando contra a brutalidade policial, eles estavam na fila para serem presos, mas Alex usou sua falta de influência para impedi-lo.","As crianças jovens do bairro de Alex estavam em protesto à brutalidade policial, estavam em fila para",Os miúdos do bairro de Alex estavam a protestar contra a brutalidade policial.,Porque é que o Alex fez isto?,Por que o Alex fez isso?,Porque é que a Alex fez isto?,Mostre ao seu bairro que ele se importa,mostrar o seu bairro que ele cuida,Mostrar ao bairro que ele se importa.,Certifique-se de que as crianças estão seguras,garantir que as crianças são seguras,Certifique-se que as crianças estão a salvo.,Certifique-se de que as crianças vão para casa,certificar- se de que as crianças estão em casa,Certifica-te que as crianças vão para casa .,A
563,Robin encontrou Carson e seus amigos no restaurante da cidade.,Robin veio a conhecer Carson e seus amigos no restaurante da cidade.,A Robin encontrou o Carson e os amigos no restaurante da cidade.,O que Robin precisa fazer antes disso?,O que é necessário para Robin antes disso?,O que é que a Robin precisa de fazer antes disto?,Ir para a escola antes disso,ir à escola antes desta,Vai para a escola antes disto.,Conheça Carson antes disso,conhecê-lo antes deste,Conhecia o Carson antes disto.,Compartilhe uma mesa com eles,partilhar um quadro com eles,Compartilhar uma mesa com eles,B
564,Riley queria mais salário para que eles produzissem um trabalho de melhor qualidade.,Riley queria mais pagar para que produzissem um trabalho de melhor qualidade.,O Riley queria mais dinheiro para produzirem um trabalho de melhor qualidade.,Como você descreveria Riley?,Como descreveria Riley?,Como descreveria a Riley?,Alta qualidade,Qualidade,Alta qualidade,Alguém que ama dinheiro,alguém que ama o dinheiro,alguém que ama dinheiro,ganhar mais,mais,Ganhar mais,B
565,Addison encontrou o texto de emergência de Sasha e deixou o trabalho imediatamente para o hospital.,Addison atendeu o texto de emergência de Sasha e trabalhou imediatamente no hospital.,Addison recebeu a mensagem de emergência da Sasha e saiu do trabalho imediatamente para o hospital.,Porque é que a Addison fez isto?,Por que o Addison fez isso?,Porque é que a Addison fez isto?,Amado,amado,Amado,Perto de Sasha,próximo de Sasha,perto de Sasha,feliz,feliz,feliz,B
566,Jordan fez suas rondas na sala de correio no trabalho.,Jordan fez suas rodadas na sala de correio no trabalho.,A Jordan fez a sua volta na sala do correio no trabalho.,O que a Jordânia precisa fazer antes disso?,O que o Jordânia precisa fazer antes disso?,O que é que a Jordan precisa de fazer antes disto?,relaxar,lúpus,Relaxa .,quer um pouco de comida,querem alguma comida,Quero comer .,estar no trabalho,estar em trabalho,estar no trabalho,C
567,Casey custou a Jan alguns dólares depois que ela derrubou uma prateleira de produtos caros.,Casey custou em janeiro alguns dólares após bater em uma prateleira de mercadorias caras,A Casey custou à Jan alguns dólares depois de ela ter derrubado uma prateleira de mercadorias caras.,Como Jan se sentiria como resultado?,Como se sentiria Jan?,Como se sentiria Jan?,scatterbrained,spatia-brainária,Cerebro disperso,Intolerante de Casey,intolerante à Casey,intolerante ao Casey,beliscado,,empinado,C
568,Kendall pagou a conta de TV a cabo da Sasha porque ela estava tendo dificuldades com dinheiro.,"Kendall pagou a conta de telefone de Sasha, pois estava com um tempo difícil de",A Kendall pagou a conta do cabo da Sasha porque ela estava com problemas de dinheiro.,O que Kendall precisa fazer antes disso?,O que o Kendall precisa fazer antes disso?,O que é que a Kendall precisa de fazer antes disto?,Necessário para ficar rico,Necessidade de se enriquecer,precisava de ficar rico.,Necessário para poupar dinheiro,Necessidade de poupança de dinheiro,precisava de poupar dinheiro,Verifique sua conta bancária,Controlo da conta bancária,Verifica a conta bancária dela.,C
569,Jesse puxou socos quando eles precisavam de uma mão movendo as coisas pela casa.,Jesse travou socos quando necessitavam de uma mão em movimento em torno da casa.,O Jesse dava socos quando precisavam de ajuda para mover coisas pela casa.,O que Jesse vai querer fazer a seguir?,O que Jesse quer fazer em seguida?,O que é que o Jesse vai querer fazer a seguir?,necessário para fazer com que os outros movam as coisas ao redor da casa,necessitou de pegar os outros para movimentar as coisas em torno da casa,precisava de fazer com que os outros movessem coisas pela casa.,Discutir com os outros,argumentar com outros,discutir com os outros,Ajudar os outros,ajuda a outros,ajudar os outros,B
570,Skylar comprou um novo trompete para sua banda e decidiu praticar com ele.,Skylar comprou um novo trumpet para sua banda e decidiu praticar com ele.,A Skylar comprou uma trombeta nova para a banda e decidiu praticar com ela.,O que a Skylar vai querer fazer a seguir?,O que queremos com Skylar?,O que vai a Skylar querer fazer a seguir?,Seja bom no trompete,án,Torne-se bom na trombeta .,ir para a cama,ir ao leito,Vai para a cama.,Ir ao cinema,ir aos filmes,Vai ao cinema.,A
571,Sasha perguntou para onde Casey estava indo.,Sasha perguntou onde estava ocorrendo o Casey.,O Sasha perguntou para onde ia o Casey.,Como Sasha se sentiria depois?,Como se sentiria Sasha depois?,Como é que o Sasha se sentiria depois?,Sasha pediu uma xícara de chá,sasha solicitou um copo de chácara,Sasha pediu uma xícara de chá.,uma pessoa curiosa,uma pessoa curiosa,Uma pessoa curiosa.,Perguntado para onde Casey estava indo,Perguntaram onde estava a decorrer o Casey,Perguntou para onde ia o Casey.,B
572,Quinn enviou presentes para os outros porque era Natal.,Quinn enviou presentes aos outros porque era cristão.,Quinn mandou presentes para os outros porque era Natal.,Como os outros se sentiriam como resultado?,Como os outros se sentiriam como resultado?,Como se sentiriam os Outros?,Muito louco,Muito louco,Muito louco.,não feliz,não feliz,Não estou feliz.,Muito grato,muito gratidão,Muito grato .,C
573,"Bailey passa todos os domingos com sua avó. Bailey traz seus quebra-cabeças avó, livros e doces.","Bailey passa todos os domingos com a avó, Bailey traz a avó quebra-cabeças,","A Bailey passa todos os domingos com a avó, e traz-lhe quebra-cabeças, livros e doces.",Como você descreveria Bailey?,Como descreveria Bailey?,Como descreveria a Bailey?,dramático e mal-humorado,dramaticismo e gronomia,dramático e mal-humorado,confiável,fidedigna,confiável,atencioso e amoroso,consideração e amor,atencioso e amoroso,C
574,A Jordan disse que ia à festa com a Riley naquela noite.,Jordan afirmou que iria ir ao partido com Riley naquela noite.,A Jordan disse que ia à festa com a Riley naquela noite.,Como Riley se sentiria como resultado?,Como seria que Riley sentisse como resultado?,Como é que a Riley se sentiria?,entediada,prurido,Aborrecido.,Gratidão,Agradecimento,Agradecido,amargo,amarga,amargo,B
575,"Mesmo que Kai tivesse mentido para Sydney, eles ainda amavam Kai.","Embora Kai tenham detido em Sydney, eles ainda adoraram Kai.","Mesmo que Kai tivesse mentido para Sydney, eles ainda amavam Kai.",O que vai acontecer com Kai?,O que acontecerá com o Kai?,O que vai acontecer ao Kai?,Como dizer a verdade a Sydney,como contar a verdade para Sydney,Como dizer a verdade à Sydney.,Como ignorar Sydney e seu amor,como ignorar Sydney e o seu amor,como ignorar Sydney e o seu amor,Confuso que Sydney ainda os ama,confusão de Sydney ainda os ama,confuso que Sydney ainda os ame,A
576,"Na clínica, Kendall deu a Casey uma chance para a gripe, porque eles são necessários para o trabalho.","Na clínica, Kendall deu uma tiropa da gripe porque são necessários para o trabalho.","Na clínica, a Kendall deu à Casey uma injecção contra a gripe porque é necessário para o trabalho.",O que Kendall vai querer fazer a seguir?,O que queremos por Kendall?,O que é que a Kendall vai querer fazer a seguir?,Use uma bandaid até que ela cure,usar um penso até que se verifique,Use uma ligadura até que cicatrize,agendar uma consulta para o tiro,agendar uma consulta para a filmagem,Marque uma consulta para a injecção .,Diga a Casey para prestar atenção em como ela se sente,conta-lhe que Casey se sente,Diz à Casey para prestar atenção no que ela sente.,C
577,"medida que os holofotes brilhavam no rosto de Alex, Alex fazia cócegas nas flores para aplausos furiosos.","Como o foco de luz brilhava na face de Alex, Alex fez com que as marfim","Quando o foco brilhou no rosto de Alex, ele fez cócegas aos marfim e deu frutos de um aplauso furioso.",Como Alex se sentiria sobre isso?,Como senti-lo-ia Alex?,Como se sentiria o Alex?,publicamente envergonhada,vergonha,publicamente envergonhado,muito apreciado,Muito apreciado,Muito apreciado.,bastante ignorados,ignorância,bastante ignorado,B
578,"Jordan adormeceu mais cedo do que o habitual, então ele acordou cedo e planejou uma corrida, mas não estava usando nenhuma roupa.","Jordan dormia mais cedo do que o habitual, despertava cedo e planejava uma corrida,","Jordan adormeceu mais cedo do que o habitual, por isso acordou mais cedo e planejou uma corrida, mas não estava vestido.",O que Jordan vai querer fazer a seguir?,O que a Jordânia deseja fazer a seguir?,O que vai querer fazer a seguir?,Voltar para a cama,Voltar ao leito,Volta para a cama.,Seja saudável,ser saudável,Seja saudável,Comece a se vestir,Comece a vestir- se,Começa a vestir-te .,C
579,O Lee e o Alex passaram por muita coisa naquele dia e o Lee pôs a cabeça no ombro do Alex.,"Lee e Alex passaram muito esse dia, Lee colocaram a cabeça no ombro de Alex.",O Lee e a Alex passaram por muita coisa naquele dia.,O que Lee vai querer fazer a seguir?,O que queremos Lee?,O que é que o Lee vai querer fazer a seguir?,Gritar com Alex,cheiro a Alex,gritar com o Alex .,Seja confortado,ser consolado,ser consolado,quebram-se,< < < < < < < < < ,Parem,B
580,Casey lutou outra vez porque queria se redimir depois de perder.,Casey lutou por outro tempo porque queria se redimir após perder.,O Casey lutou outra vez porque queria redimir-se depois de perder.,Como os outros se sentiriam como resultado disso?,Como os outros se sentiriam em decorrência disso?,Como se sentiriam os outros?,Incomodado com Casey,irritado por Casey,irritado com o Casey.,Irritado com Casey,ânsia em Casey,zangado com o Casey.,alegre para Casey,animativo por Casey,- Alegre para o Casey.,C
581,Ash se juntou a uma gangue contra os desejos de seus pais porque eles queriam se rebelar e entrar em problemas.,Ash entrou em uma gangue contra os desejos de seus pais porque queriam se rebelar e se rebela,Ash juntou-se a um gangue contra os desejos dos pais porque eles queriam se rebelar e entrar em problemas.,Como seus pais se sentiriam como resultado?,Como os pais se sentiriam como resultado?,Como se sentiriam os pais?,Como se eles também se juntassem,como se juntarem também,Como se eles também se juntassem.,parte de uma gangue,parte de uma gang,Parte de um gangue,Preocupado com o futuro de Ash,preocupado com o futuro de Ash,preocupado com o futuro do Ash,C
582,Jordan apontou para o dedo de Quinn para mostrar-lhes o câncer que estava acontecendo lá.,Jordan apontou para o dedo de Quinn para mostrar o câncer que estava acontecendo lá.,A Jordan apontou para o dedo do Quinn para mostrar o cancro que lá estava a acontecer.,O que vai acontecer com Quinn?,O que acontecerá com Quinn?,O que vai acontecer ao Quinn?,precisa de um procedimento,necessidade de um procedimento,Precisam de um procedimento,Não tem que fazer nada sobre o câncer,Não tem que fazer nada sobre o câncer,Não tenho que fazer nada sobre o cancro.,tratar o câncer,Tratar o cancro,tratar o cancro,C
583,Tracy forçou os olhos de Jan fechados durante o filme assustador por bondade.,Tracy forçou os olhos de Jan durante o filme assustador fora da bondade.,A Tracy obrigou a Jan a fechar os olhos durante o filme de terror por gentileza.,Como Tracy se sentiria depois?,Como o Tracy se sentiria depois?,Como se sentiria a Tracy depois?,Como um mau amigo,como um mau amigo,Como um mau amigo.,não respeitoso,Não respeitada,Não respeitosos.,Como eles ajudaram,como eles ajudaram a,Como eles ajudaram,C
584,Taylor derivou sua opinião do fato de que eles geralmente estavam corretos em suas avaliações.,Taylor deriva sua opinião do fato de que eles eram geralmente corretos em suas avaliações.,Taylor derivou sua opinião do fato de que eles geralmente estavam corretos em suas avaliações.,O que Taylor vai querer fazer a seguir?,O que queremos por Taylor?,O que é que a Taylor vai querer fazer a seguir?,Não dê ouvidos à sua intuição,não escutar sua intuição,Não ouçam a intuição deles.,Não compartilhe sua opinião,Não partilhar de opinião,Não compartilham a sua opinião,Ouça sua intuição,ouvir a sua intuição,Ouça a intuição deles.,C
585,Remy chamou o novo aluno para o escritório.,Remy chamou o novo aluno para o escritório.,O Remy chamou o novo aluno para o escritório.,Porque é que ela me deu muito para ler?,Por que me deu muita leitura?,Porque é que ela me deu tanto para ler?,A professora queria que ela ficasse para trás na aula.,A professora queria que ela estivesse por trás da aula,O professor queria que ela ficasse para trás na aula.,Ser oprimido antes de começar a aula,ser sobrecarregada antes de iniciar a aula,Ela está a ficar muito abrumada antes de começar a aula.,Queria que ela estivesse preparada para a aula.,quis que ela estivesse preparada para a aula,Queria que ela estivesse preparada para a aula.,C
586,"Jordan preparou a equipe para a recepção e ordenou que a equipe o ouvisse, todos eles o fizeram.","Jordan preparou o pessoal para o acolhimento e mandou que o pessoal o escutasse,","Jordan preparou a equipa para a recepção e ordenou à equipa que o ouvisse, todos eles ouviram.",Como Jordan se sentiria depois?,Como a Jordânia se sentiria depois?,Como se sentiria Jordan depois disso?,desobediente,desobediente,desobediente,que o seu pessoal não escuta,que sua equipe não ouve,Que o seu pessoal não ouve,Como se a sua voz fosse ouvida,como se sua voz fosse ouvida,Como se a sua voz fosse ouvida.,C
587,Jesse comeu em um restaurante chique em seu aniversário com seus amigos.,Jesse come em um restaurante de fantasia no aniversário com seus amigos.,O Jesse comeu num restaurante chique no aniversário com os amigos.,Porque é que o Jesse fez isto?,Por que Jesse fez isso?,Porque é que o Jesse fez isto?,Passar tempo com seus amigos,passar tempo com os amigos,passar tempo com os amigos,Aprenda sobre comida,aprender sobre alimentos,Aprender sobre comida,Ir para um clube,ir a um clube,ir a um clube,A
588,Sydney era uma bruxa e foi capaz de voltar no tempo.,Sydney era um mágico e conseguiu voltar o tempo.,A Sydney era uma bruxa e era capaz de voltar o tempo.,Como se sentiria Sydney depois?,Como senti-lo-ia depois?,Como é que a Sydney se sentiria depois?,magia,Magic,magia,poderoso,potente,poderosa,impotente,Sem poder,impotente,B
589,"Tracy queria Austin para ir com ele para a NY State Fair, mas ele primeiro precisava de permissão dos pais de Austin.","Tracy queria que Austin o fizesse para o NY State Fair, mas ele precisava primeiro de permissão","Tracy queria que o Austin fosse com ele à Feira Estadual de Nova Iorque, mas antes precisava da permissão dos pais do Austin.",O que Tracy precisa fazer antes disso?,O que é necessário para Tracy antes disso?,O que é que a Tracy precisa de fazer antes disto?,encontrar o número de telefone para o professor de Austin,encontrar o número de telefone para o professor de Austin,Encontre o número de telefone do professor do Austin.,chamar os pais de Austin para falar sobre o passado,chame os pais de Austin para falar sobre o passado,Ligue para os pais do Austin para falar do passado.,encontrar o número de telefone para os pais de Austin,encontrar o número de telefone para os pais de Austin,Encontre o número de telefone dos pais do Austin.,C
590,Carson imediatamente pegou o dinheiro quando percebeu que estava caindo de seus bolsos.,O cara pegou imediatamente o dinheiro quando percebeu que estava caindo de suas bolsas.,Carson imediatamente pegou o dinheiro quando percebeu que estava caindo dos bolsos.,O que Carson precisa fazer antes disso?,O que é necessário para Carson diante disso?,O que é que o Carson precisa de fazer antes disto?,Deixando dinheiro antes disso,abandono de dinheiro antes deste,Deixando cair dinheiro antes disto.,Coloque o dinheiro em sua carteira,Colocar o dinheiro em sua carteira,Coloca o dinheiro na carteira dele.,no chão,em solo,no chão,A
591,Kai fez suas leis mais lenientes ao longo dos anos como ele tinha o assento de comando.,"Kai tornou suas leis mais lenientes ao longo dos anos, pois tinha a sede de comando","Kai tornou as leis mais indulgentes ao longo dos anos, quando ele tinha o comando.",O que Kai vai querer fazer a seguir?,O que o Kai quer fazer em seguida?,O que vai o Kai querer fazer a seguir?,ficar rico,enriquecer,tornar-se rico,ficar rico,ganhar riqueza,tornar-se rico,Deixe um legado,leave a legacy,Deixar um legado,C
592,Alex rasgou Ash em pedaços quando Ash quebrou seu relógio que era de seu avô que tinha morrido no ano passado.,Alex fez a sua leitura quando Ash quebrou sua ver que era a sua granpa que morreu no,O Alex despedaçou o Ash quando ele partiu o relógio do avô que morreu no ano passado.,O que vai acontecer com Alex?,O que acontecerá com Alex?,O que vai acontecer com o Alex?,ficar feliz,obter satisfação,Fica feliz.,chorar,choro,chorar,desculpar-se,Pedidos,Peço desculpa.,B
593,"Bailey trabalhou a noite toda, a fim de obter todos os toques finais sobre o projeto feito.",Bailey trabalhou durante toda a noite para obter todos os toques de acabamento do projeto.,A Bailey trabalhou a noite toda para acabar com os retoques finais do projeto.,Porque é que a Bailey fez isto?,Por que Bailey fez isso?,Porque é que a Bailey fez isto?,ir para a escola,ir à escola,ir para a escola,Queria fazer um bom trabalho,quis fazer um bom trabalho,Queria fazer um bom trabalho.,Transformar o projeto em,au,Entregar o projecto,B
594,Carson tirou seus sapatos no final do dia colocar em seus chinelos e levou seus sapatos para o armário.,Carson tirou o calçado no final do dia que colocou os dedos e levou o calça,"Carson tirou os sapatos no final do dia, vestiu os chinelos e levou os sapatos para o armário.","Depois, como será a sensação de Carson?","A seguir, como se sentirá Carson?","Depois, como se vai sentir o Carson?",descontraída,lúdico,relaxado,um trabalhador duro,um trabalhador duro,Um trabalhador duro.,desconfortável,Pouco confortável,desconfortável,A
595,Kai pegou Remy no ato quando eles entraram na sala.,Kai capturou Remy no ato de caminhar na sala.,O Kai apanhou o Remy em flagrante quando entraram no quarto.,O que vai acontecer com Remy?,O que vai acontecer com a Remy?,O que vai acontecer ao Remy?,envergonhada,án,envergonhado,Aja inocente,Acto inato,Agir inocente,olhar para trás,re-,Olhe para trás.,A
596,Sasha ameaçou todos os funcionários com a rescisão depois que algum produto desapareceu.,Sasha ameaçou todos os funcionários com a cessação após falta de algum produto.,O Sasha ameaçou todos os funcionários com demissão depois de algum produto desaparecer.,O que os outros vão querer fazer a seguir?,O que queremos?,O que os Outros vão querer fazer a seguir?,fazer um bom trabalho,fazer um bom trabalho,Faça um bom trabalho.,Sair de qualquer maneira,de qualquer forma,Desiste de qualquer maneira.,Admitir culpa,admitir culpa,Admitir culpa,C
597,Remy viu o interesse de Alex e devolveu o olhar de uma maneira interessada.,Remy viu o interesse de Alex e voltou o olhar de forma interessante.,Remy viu o interesse de Alex e devolveu o olhar de forma interessada.,O que Alex vai querer fazer a seguir?,O que queremos com Alex?,O que é que o Alex vai querer fazer a seguir?,Beijo Alex,quês Alex,beija o Alex .,Pergunte ao Remy Out,Pedido de remi,Peça ao Remy para sair.,Afastar-se de Remy,idear da remessa,Afasta-te do Remy.,B
598,Robin os apresentou à classe e todos eles foram muito educados um com o outro.,Robin os introduziu à classe e todos eram muito educados entre si.,Robin apresentou-os à turma e foram todos muito educados uns com os outros.,O que os outros vão querer fazer a seguir?,O que queremos?,O que os Outros vão querer fazer a seguir?,Amado,amado,Amado,entediada,prurido,Aborrecido.,Queria ser gentil,quis ser do tipo,Queria ser gentil.,C
599,Robin deu conselhos aos homens do grupo de estudo desde que ela já tinha passado pelo programa.,"Robin deu conselhos aos homens do grupo de estudo, uma vez que já estava no programa.","Robin deu conselhos aos homens do grupo de estudo, visto que ela já havia passado pelo programa.",O que Robin vai querer fazer a seguir?,O que queremos por Robin?,O que vai querer fazer a seguir?,Desejo-lhes boa sorte no programa,desejar que eles tenham boa sorte no programa,Deseja-lhes boa sorte no programa.,Rir dos homens por não terem completado o programa desde que ela foi feita por anos,rir dos homens por não ter concluído o programa desde que foi realizado para a idade,Ela ri-se dos homens por não terem completado o programa desde que ela terminou há anos.,"convencer os homens a desistir, para que ela tenha menos concorrência de emprego no futuro","convencer os homens a abandonar, então ela terá menor competição de trabalho no futuro","convencer os homens a desistirem, para que ela tenha menos concorrência no futuro.",A
600,Austin olhou Sydney diretamente nos olhos para ver se ela estava mentindo para ele.,Austin olhou Sydney em pé para ver se estava deitada a ele.,Austin olhou Sydney diretamente nos olhos para ver se ela estava mentindo para ele.,O que Austin precisa fazer antes disso?,O que é necessário para Austin antes disso?,O que é que o Austin precisa de fazer antes disto?,Queria acreditar em Sydney,quis acreditar em Sydney,Queria acreditar em Sydney.,Seja um mentiroso,ser uma pedra,ser um mentiroso,Suspeite de uma mentira,suspeita de mentira,suspeitar de mentira,C
601,Jesse fez algumas mudanças em como a fazenda seria administrada depois que seu pai morreu.,Jesse fez algumas mudanças na forma como a fazenda seria administrada após o falecimento do pai.,Jesse fez algumas mudanças na forma como a fazenda seria administrada depois da morte do pai dela.,O que Jesse vai querer fazer a seguir?,O que Jesse quer fazer em seguida?,O que é que o Jesse vai querer fazer a seguir?,Mantenha todos no escuro,manter todos no escuro,Não deixe ninguém saber .,queria fazer as coisas funcionarem de forma mais eficiente,quis tornar as coisas mais eficientes,Queria fazer as coisas correrem mais eficientemente.,Implementar as mudanças,implementar as alterações,implementar as alterações,C
